Date,VEIRX
2022-02-28,90.8499984741211
2022-03-01,89.45999908447266
2022-03-02,91.2300033569336
2022-03-03,91.44000244140625
2022-03-04,91.30999755859375
2022-03-07,89.6500015258789
2022-03-08,88.80999755859375
2022-03-09,89.98999786376953
2022-03-10,89.91000366210938
2022-03-11,89.20999908447266
2022-03-14,89.37000274658203
2022-03-15,90.41999816894531
2022-03-16,91.33999633789062
2022-03-17,92.4800033569336
2022-03-18,92.62999725341797
2022-03-21,92.9800033569336
2022-03-22,92.88999938964844
2022-03-23,92.06999969482422
2022-03-24,92.87000274658203
2022-03-25,93.8499984741211
2022-03-28,93.63999938964844
2022-03-29,94.22000122070312
2022-03-30,94.05999755859375
2022-03-31,92.7300033569336
2022-04-01,93.20999908447266
2022-04-04,93.0199966430664
2022-04-05,92.54000091552734
2022-04-06,92.95999908447266
2022-04-07,93.45999908447266
2022-04-08,94.05000305175781
2022-04-11,93.16999816894531
2022-04-12,92.94999694824219
2022-04-13,93.31999969482422
2022-04-14,92.95999908447266
2022-04-18,93.05000305175781
2022-04-19,93.97000122070312
2022-04-20,94.80999755859375
2022-04-21,93.80999755859375
2022-04-22,91.5199966430664
2022-04-25,91.62999725341797
2022-04-26,90.0999984741211
2022-04-27,90.30000305175781
2022-04-28,91.75
2022-04-29,89.3499984741211
2022-05-02,89.54000091552734
2022-05-03,90.3499984741211
2022-05-04,92.69000244140625
2022-05-05,90.66000366210938
2022-05-06,90.77999877929688
2022-05-09,88.87999725341797
2022-05-10,88.48999786376953
2022-05-11,88.04000091552734
2022-05-12,88.22000122070312
2022-05-13,89.30000305175781
2022-05-16,89.73999786376953
2022-05-17,91.29000091552734
2022-05-18,88.55000305175781
2022-05-19,87.66000366210938
2022-05-20,87.91000366210938
2022-05-23,89.52999877929688
2022-05-24,90.04000091552734
2022-05-25,90.69999694824219
2022-05-26,91.91000366210938
2022-05-27,93.3499984741211
2022-05-31,92.63999938964844
2022-06-01,91.91999816894531
2022-06-02,92.66999816894531
2022-06-03,92.0199966430664
2022-06-06,92.19000244140625
2022-06-07,93.19000244140625
2022-06-08,92.05000305175781
2022-06-09,90.16999816894531
2022-06-10,88.2699966430664
2022-06-13,85.44000244140625
2022-06-14,84.72000122070312
2022-06-15,85.12000274658203
2022-06-16,82.83999633789062
2022-06-17,81.55999755859375
2022-06-21,83.48999786376953
2022-06-22,83.18000030517578
2022-06-23,83.29000091552734
2022-06-24,85.55999755859375
2022-06-27,85.80000305175781
2022-06-28,85.0
2022-06-29,84.66000366210938
2022-06-30,84.31999969482422
2022-07-01,85.12000274658203
2022-07-05,84.01000213623047
2022-07-06,84.18000030517578
2022-07-07,85.08999633789062
2022-07-08,84.95999908447266
2022-07-11,84.55000305175781
2022-07-12,84.08999633789062
2022-07-13,83.68000030517578
2022-07-14,82.98999786376953
2022-07-15,84.4800033569336
2022-07-18,83.8499984741211
2022-07-19,85.69999694824219
2022-07-20,85.55999755859375
2022-07-21,85.9000015258789
2022-07-22,85.79000091552734
2022-07-25,86.54000091552734
2022-07-26,86.25
2022-07-27,87.29000091552734
2022-07-28,87.83000183105469
2022-07-29,88.38999938964844
2022-08-01,88.20999908447266
2022-08-02,87.44000244140625
2022-08-03,88.05999755859375
2022-08-04,87.58000183105469
2022-08-05,87.77999877929688
2022-08-08,87.83000183105469
2022-08-09,87.87999725341797
2022-08-10,89.25
2022-08-11,89.58999633789062
2022-08-12,90.94999694824219
2022-08-15,91.12000274658203
2022-08-16,91.52999877929688
2022-08-17,91.08999633789062
2022-08-18,91.55000305175781
2022-08-19,90.94999694824219
2022-08-22,89.54000091552734
2022-08-23,89.33000183105469
2022-08-24,89.52999877929688
2022-08-25,90.66000366210938
2022-08-26,88.31999969482422
2022-08-29,88.05999755859375
2022-08-30,86.97000122070312
2022-08-31,86.3499984741211
2022-09-01,86.69000244140625
2022-09-02,86.05999755859375
2022-09-06,85.68000030517578
2022-09-07,86.98999786376953
2022-09-08,87.62999725341797
2022-09-09,88.73999786376953
2022-09-12,89.48999786376953
2022-09-13,86.38999938964844
2022-09-14,86.86000061035156
2022-09-15,86.20999908447266
2022-09-16,85.18000030517578
2022-09-19,85.69000244140625
2022-09-20,84.63999938964844
2022-09-21,83.43000030517578
2022-09-22,83.08000183105469
2022-09-23,81.37000274658203
2022-09-26,80.1500015258789
2022-09-27,79.80999755859375
2022-09-28,81.58000183105469
