Date,RMFFX
2022-02-28,51.439998626708984
2022-03-01,50.900001525878906
2022-03-02,51.779998779296875
2022-03-03,51.86000061035156
2022-03-04,51.939998626708984
2022-03-07,51.08000183105469
2022-03-08,50.43000030517578
2022-03-09,51.16999816894531
2022-03-10,51.06999969482422
2022-03-11,50.65999984741211
2022-03-14,50.689998626708984
2022-03-15,51.380001068115234
2022-03-16,51.63999938964844
2022-03-17,52.25
2022-03-18,52.41999816894531
2022-03-21,52.58000183105469
2022-03-22,52.790000915527344
2022-03-23,52.36000061035156
2022-03-24,52.849998474121094
2022-03-25,53.25
2022-03-28,53.31999969482422
2022-03-29,53.70000076293945
2022-03-30,53.630001068115234
2022-03-31,52.95000076293945
2022-04-01,53.16999816894531
2022-04-04,53.209999084472656
2022-04-05,52.97999954223633
2022-04-06,53.09000015258789
2022-04-07,53.400001525878906
2022-04-08,53.59000015258789
2022-04-11,52.9900016784668
2022-04-12,52.83000183105469
2022-04-13,53.09000015258789
2022-04-14,52.83000183105469
2022-04-18,52.720001220703125
2022-04-19,53.18000030517578
2022-04-20,53.63999938964844
2022-04-21,53.09000015258789
2022-04-22,51.88999938964844
2022-04-25,51.970001220703125
2022-04-26,51.08000183105469
2022-04-27,51.34000015258789
2022-04-28,52.04999923706055
2022-04-29,50.54999923706055
2022-05-02,50.52000045776367
2022-05-03,50.83000183105469
2022-05-04,52.029998779296875
2022-05-05,50.88999938964844
2022-05-06,50.90999984741211
2022-05-09,49.83000183105469
2022-05-10,49.72999954223633
2022-05-11,49.41999816894531
2022-05-12,49.470001220703125
2022-05-13,50.15999984741211
2022-05-16,50.31999969482422
2022-05-17,51.029998779296875
2022-05-18,49.560001373291016
2022-05-19,49.279998779296875
2022-05-20,49.45000076293945
2022-05-23,50.150001525878906
2022-05-24,50.369998931884766
2022-05-25,50.619998931884766
2022-05-26,51.130001068115234
2022-05-27,51.88999938964844
2022-05-31,51.54999923706055
2022-06-01,51.2400016784668
2022-06-02,51.75
2022-06-03,51.349998474121094
2022-06-06,51.380001068115234
2022-06-07,51.90999984741211
2022-06-08,51.310001373291016
2022-06-09,50.369998931884766
2022-06-10,49.5
2022-06-13,48.11000061035156
2022-06-14,47.65999984741211
2022-06-15,47.75
2022-06-16,46.619998931884766
2022-06-17,46.45000076293945
2022-06-21,47.5
2022-06-22,47.4900016784668
2022-06-23,47.689998626708984
2022-06-24,48.77000045776367
2022-06-27,48.83000183105469
2022-06-28,48.400001525878906
2022-06-29,48.38999938964844
2022-06-30,48.290000915527344
2022-07-01,48.72999954223633
2022-07-05,48.15999984741211
2022-07-06,48.29999923706055
2022-07-07,48.63999938964844
2022-07-08,48.619998931884766
2022-07-11,48.40999984741211
2022-07-12,48.02000045776367
2022-07-13,47.790000915527344
2022-07-14,47.47999954223633
2022-07-15,48.18000030517578
2022-07-18,47.810001373291016
2022-07-19,48.790000915527344
2022-07-20,48.720001220703125
2022-07-21,48.959999084472656
2022-07-22,48.869998931884766
2022-07-25,49.13999938964844
2022-07-26,48.91999816894531
2022-07-27,49.52000045776367
2022-07-28,49.970001220703125
2022-07-29,50.189998626708984
2022-08-01,50.02000045776367
2022-08-02,49.75
2022-08-03,50.189998626708984
2022-08-04,50.0099983215332
2022-08-05,50.09000015258789
2022-08-08,50.11000061035156
2022-08-09,50.16999816894531
2022-08-10,50.84000015258789
2022-08-11,50.90999984741211
2022-08-12,51.59000015258789
2022-08-15,51.75
2022-08-16,51.900001525878906
2022-08-17,51.65999984741211
2022-08-18,51.7400016784668
2022-08-19,51.41999816894531
2022-08-22,50.65999984741211
2022-08-23,50.5
2022-08-24,50.61000061035156
2022-08-25,51.09000015258789
2022-08-26,49.88999938964844
2022-08-29,49.689998626708984
2022-08-30,49.16999816894531
2022-08-31,48.880001068115234
2022-09-01,49.09000015258789
2022-09-02,48.66999816894531
2022-09-06,48.5099983215332
2022-09-07,49.220001220703125
2022-09-08,49.4900016784668
2022-09-09,50.029998779296875
2022-09-12,50.459999084472656
2022-09-13,48.84000015258789
2022-09-14,48.810001373291016
2022-09-15,48.41999816894531
2022-09-16,48.220001220703125
2022-09-19,48.45000076293945
2022-09-20,47.959999084472656
2022-09-21,47.38999938964844
2022-09-22,47.189998626708984
2022-09-23,46.439998626708984
2022-09-26,45.869998931884766
2022-09-27,45.63999938964844
2022-09-28,46.41999816894531
2022-09-29,45.70000076293945
2022-09-30,45.09000015258789
2022-10-03,46.27000045776367
2022-10-04,47.45000076293945
2022-10-05,47.27000045776367
2022-10-06,46.619998931884766
2022-10-07,45.779998779296875
2022-10-10,45.59000015258789
2022-10-11,45.4900016784668
2022-10-12,45.22999954223633
2022-10-13,46.38999938964844
2022-10-14,45.56999969482422
2022-10-17,46.40999984741211
2022-10-18,46.93000030517578
2022-10-19,46.630001068115234
2022-10-20,46.20000076293945
2022-10-21,47.099998474121094
2022-10-24,47.560001373291016
2022-10-25,47.97999954223633
2022-10-26,48.119998931884766
