Date,CWICX
2022-02-28,58.029998779296875
2022-03-01,56.91999816894531
2022-03-02,57.7400016784668
2022-03-03,57.09000015258789
2022-03-04,56.150001525878906
2022-03-07,54.43000030517578
2022-03-08,54.18000030517578
2022-03-09,55.7599983215332
2022-03-10,55.540000915527344
2022-03-11,54.810001373291016
2022-03-14,54.36000061035156
2022-03-15,54.93000030517578
2022-03-16,56.560001373291016
2022-03-17,57.41999816894531
2022-03-18,58.029998779296875
2022-03-21,57.81999969482422
2022-03-22,58.41999816894531
2022-03-23,57.790000915527344
2022-03-24,58.34000015258789
2022-03-25,58.33000183105469
2022-03-28,58.40999984741211
2022-03-29,59.279998779296875
2022-03-30,59.130001068115234
2022-03-31,58.290000915527344
2022-04-01,58.70000076293945
2022-04-04,59.220001220703125
2022-04-05,58.369998931884766
2022-04-06,57.7599983215332
2022-04-07,57.83000183105469
2022-04-08,57.88999938964844
2022-04-11,57.09000015258789
2022-04-12,56.81999969482422
2022-04-13,57.529998779296875
2022-04-14,56.9900016784668
2022-04-18,56.790000915527344
2022-04-19,57.2400016784668
2022-04-20,57.2400016784668
2022-04-21,56.439998626708984
2022-04-22,55.15999984741211
2022-04-25,54.9900016784668
2022-04-26,53.5
2022-04-27,53.7599983215332
2022-04-28,54.72999954223633
2022-04-29,53.56999969482422
2022-05-02,53.709999084472656
2022-05-03,54.04999923706055
2022-05-04,55.16999816894531
2022-05-05,53.619998931884766
2022-05-06,53.06999969482422
2022-05-09,51.34000015258789
2022-05-10,51.58000183105469
2022-05-11,51.310001373291016
2022-05-12,51.20000076293945
2022-05-13,52.58000183105469
2022-05-16,52.599998474121094
2022-05-17,53.689998626708984
2022-05-18,52.220001220703125
2022-05-19,52.220001220703125
2022-05-20,52.47999954223633
2022-05-23,53.2400016784668
2022-05-24,52.9900016784668
2022-05-25,53.29999923706055
2022-05-26,54.060001373291016
2022-05-27,55.130001068115234
2022-05-31,55.0
2022-06-01,54.4900016784668
2022-06-02,55.40999984741211
2022-06-03,54.68000030517578
2022-06-06,54.849998474121094
2022-06-07,55.2400016784668
2022-06-08,54.66999816894531
2022-06-09,53.470001220703125
2022-06-10,52.130001068115234
2022-06-13,49.95000076293945
2022-06-14,49.599998474121094
2022-06-15,50.380001068115234
2022-06-16,48.81999969482422
2022-06-17,48.65999984741211
2022-06-21,49.58000183105469
2022-06-22,49.16999816894531
2022-06-23,49.18000030517578
2022-06-24,50.4900016784668
2022-06-27,50.540000915527344
2022-06-28,50.06999969482422
2022-06-29,49.849998474121094
2022-06-30,49.34000015258789
2022-07-01,49.5099983215332
2022-07-05,48.900001525878906
2022-07-06,48.779998779296875
2022-07-07,49.709999084472656
2022-07-08,49.77000045776367
2022-07-11,48.959999084472656
2022-07-12,48.599998474121094
2022-07-13,48.459999084472656
2022-07-14,48.0099983215332
2022-07-15,48.810001373291016
2022-07-18,48.77000045776367
2022-07-19,49.9900016784668
2022-07-20,49.95000076293945
2022-07-21,50.31999969482422
2022-07-22,50.0
2022-07-25,50.25
2022-07-26,49.849998474121094
2022-07-27,50.880001068115234
2022-07-28,51.36000061035156
2022-07-29,51.790000915527344
2022-08-01,51.689998626708984
2022-08-02,51.2400016784668
2022-08-03,51.70000076293945
2022-08-04,51.83000183105469
2022-08-05,51.84000015258789
2022-08-08,52.029998779296875
2022-08-09,51.7400016784668
2022-08-10,52.68000030517578
2022-08-11,52.81999969482422
2022-08-12,53.52000045776367
2022-08-15,53.45000076293945
2022-08-16,53.4900016784668
2022-08-17,53.11000061035156
2022-08-18,53.060001373291016
2022-08-19,52.459999084472656
2022-08-22,51.5
2022-08-23,51.61000061035156
2022-08-24,51.68000030517578
2022-08-25,52.41999816894531
2022-08-26,51.04999923706055
2022-08-29,50.779998779296875
2022-08-30,50.279998779296875
2022-08-31,49.97999954223633
2022-09-01,49.709999084472656
2022-09-02,49.4900016784668
2022-09-06,49.310001373291016
2022-09-07,49.79999923706055
2022-09-08,50.119998931884766
2022-09-09,51.06999969482422
2022-09-12,51.529998779296875
2022-09-13,49.75
2022-09-14,49.869998931884766
2022-09-15,49.41999816894531
2022-09-16,49.06999969482422
