Date,VTIPX
2022-02-28,25.829999923706055
2022-03-01,25.989999771118164
2022-03-02,25.920000076293945
2022-03-03,25.850000381469727
2022-03-04,25.93000030517578
2022-03-07,26.0
2022-03-08,26.049999237060547
2022-03-09,25.940000534057617
2022-03-10,25.989999771118164
2022-03-11,26.059999465942383
2022-03-14,25.959999084472656
2022-03-15,25.90999984741211
2022-03-16,25.790000915527344
2022-03-17,25.969999313354492
2022-03-18,25.93000030517578
2022-03-21,25.8799991607666
2022-03-22,25.829999923706055
2022-03-23,25.940000534057617
2022-03-24,25.899999618530273
2022-03-25,25.81999969482422
2022-03-28,25.760000228881836
2022-03-29,25.690000534057617
2022-03-30,25.719999313354492
2022-03-31,25.389999389648438
2022-04-01,25.299999237060547
2022-04-04,25.31999969482422
2022-04-05,25.25
2022-04-06,25.229999542236328
2022-04-07,25.260000228881836
2022-04-08,25.280000686645508
2022-04-11,25.31999969482422
2022-04-12,25.350000381469727
2022-04-13,25.350000381469727
2022-04-14,25.329999923706055
2022-04-18,25.3700008392334
2022-04-19,25.299999237060547
2022-04-20,25.350000381469727
2022-04-21,25.399999618530273
2022-04-22,25.3700008392334
2022-04-25,25.3799991607666
2022-04-26,25.420000076293945
2022-04-27,25.43000030517578
2022-04-28,25.469999313354492
2022-04-29,25.3799991607666
2022-05-02,25.25
2022-05-03,25.260000228881836
2022-05-04,25.360000610351562
2022-05-05,25.280000686645508
2022-05-06,25.280000686645508
2022-05-09,25.260000228881836
2022-05-10,25.170000076293945
2022-05-11,25.25
2022-05-12,25.25
2022-05-13,25.309999465942383
2022-05-16,25.3799991607666
2022-05-17,25.329999923706055
2022-05-18,25.3700008392334
2022-05-19,25.360000610351562
2022-05-20,25.350000381469727
2022-05-23,25.350000381469727
2022-05-24,25.40999984741211
2022-05-25,25.450000762939453
2022-05-26,25.510000228881836
2022-05-27,25.510000228881836
2022-05-31,25.479999542236328
2022-06-01,25.43000030517578
2022-06-02,25.459999084472656
2022-06-03,25.489999771118164
2022-06-06,25.450000762939453
2022-06-07,25.469999313354492
2022-06-08,25.469999313354492
2022-06-09,25.479999542236328
2022-06-10,25.440000534057617
2022-06-13,25.290000915527344
2022-06-14,25.059999465942383
2022-06-15,25.229999542236328
2022-06-16,25.200000762939453
2022-06-17,25.1200008392334
2022-06-21,25.149999618530273
2022-06-22,25.15999984741211
2022-06-23,25.200000762939453
2022-06-24,25.229999542236328
2022-06-27,25.18000030517578
2022-06-28,25.139999389648438
2022-06-29,25.100000381469727
2022-06-30,24.760000228881836
2022-07-01,24.889999389648438
2022-07-05,24.860000610351562
2022-07-06,24.739999771118164
2022-07-07,24.739999771118164
2022-07-08,24.739999771118164
2022-07-11,24.760000228881836
2022-07-12,24.700000762939453
2022-07-13,24.709999084472656
2022-07-14,24.690000534057617
2022-07-15,24.760000228881836
2022-07-18,24.81999969482422
2022-07-19,24.81999969482422
2022-07-20,24.809999465942383
2022-07-21,24.860000610351562
2022-07-22,24.93000030517578
2022-07-25,24.950000762939453
2022-07-26,24.940000534057617
2022-07-27,25.030000686645508
2022-07-28,25.139999389648438
2022-07-29,25.190000534057617
2022-08-01,25.18000030517578
2022-08-02,25.040000915527344
2022-08-03,25.06999969482422
2022-08-04,25.06999969482422
2022-08-05,24.90999984741211
2022-08-08,24.979999542236328
2022-08-09,24.969999313354492
2022-08-10,24.959999084472656
2022-08-11,24.969999313354492
2022-08-12,25.0
2022-08-15,25.020000457763672
2022-08-16,24.989999771118164
2022-08-17,24.969999313354492
2022-08-18,25.020000457763672
2022-08-19,24.989999771118164
2022-08-22,24.989999771118164
2022-08-23,25.049999237060547
2022-08-24,25.079999923706055
2022-08-25,25.09000015258789
2022-08-26,25.030000686645508
2022-08-29,25.0
2022-08-30,24.950000762939453
2022-08-31,24.81999969482422
2022-09-01,24.760000228881836
2022-09-02,24.84000015258789
2022-09-06,24.75
2022-09-07,24.760000228881836
2022-09-08,24.700000762939453
2022-09-09,24.729999542236328
2022-09-12,24.719999313354492
2022-09-13,24.690000534057617
2022-09-14,24.700000762939453
2022-09-15,24.6299991607666
2022-09-16,24.600000381469727
2022-09-19,24.530000686645508
2022-09-20,24.520000457763672
2022-09-21,24.510000228881836
2022-09-22,24.389999389648438
2022-09-23,24.299999237060547
2022-09-26,24.1299991607666
2022-09-27,24.1299991607666
2022-09-28,24.329999923706055
2022-09-29,24.15999984741211
2022-09-30,23.65999984741211
2022-10-03,23.809999465942383
2022-10-04,23.889999389648438
2022-10-05,23.81999969482422
2022-10-06,23.81999969482422
2022-10-07,23.81999969482422
2022-10-10,23.81999969482422
2022-10-11,23.809999465942383
2022-10-12,23.809999465942383
2022-10-13,23.799999237060547
2022-10-14,23.790000915527344
2022-10-17,23.84000015258789
2022-10-18,23.81999969482422
2022-10-19,23.780000686645508
2022-10-20,23.760000228881836
2022-10-21,23.8700008392334
2022-10-24,23.8799991607666
2022-10-25,23.8799991607666
2022-10-26,23.8799991607666
2022-10-27,23.950000762939453
2022-10-28,23.920000076293945
2022-10-31,23.899999618530273
2022-11-01,23.889999389648438
2022-11-02,23.860000610351562
2022-11-03,23.75
2022-11-04,23.81999969482422
2022-11-07,23.81999969482422
2022-11-08,23.829999923706055
2022-11-09,23.81999969482422
2022-11-10,23.93000030517578
2022-11-11,23.920000076293945
2022-11-14,23.8799991607666
2022-11-15,23.920000076293945
2022-11-16,23.90999984741211
2022-11-17,23.829999923706055
2022-11-18,23.780000686645508
2022-11-21,23.81999969482422
2022-11-22,23.860000610351562
2022-11-23,23.8799991607666
2022-11-25,23.8799991607666
2022-11-28,23.860000610351562
