Date,FCNTX
2022-02-28,16.170000076293945
2022-03-01,15.920000076293945
2022-03-02,16.170000076293945
2022-03-03,15.979999542236328
2022-03-04,15.779999732971191
2022-03-07,15.210000038146973
2022-03-08,15.130000114440918
2022-03-09,15.640000343322754
2022-03-10,15.600000381469727
2022-03-11,15.359999656677246
2022-03-14,15.1899995803833
2022-03-15,15.5600004196167
2022-03-16,16.020000457763672
2022-03-17,16.270000457763672
2022-03-18,16.530000686645508
2022-03-21,16.510000228881836
2022-03-22,16.709999084472656
2022-03-23,16.489999771118164
2022-03-24,16.760000228881836
2022-03-25,16.809999465942383
2022-03-28,16.940000534057617
2022-03-29,17.1200008392334
2022-03-30,16.989999771118164
2022-03-31,16.700000762939453
2022-04-01,16.75
2022-04-04,16.950000762939453
2022-04-05,16.690000534057617
2022-04-06,16.40999984741211
2022-04-07,16.459999084472656
2022-04-08,16.399999618530273
2022-04-11,16.09000015258789
2022-04-12,16.020000457763672
2022-04-13,16.209999084472656
2022-04-14,15.960000038146973
2022-04-18,15.979999542236328
2022-04-19,16.229999542236328
2022-04-20,16.030000686645508
2022-04-21,15.640000343322754
2022-04-22,15.180000305175781
2022-04-25,15.319999694824219
2022-04-26,14.859999656677246
2022-04-27,14.850000381469727
2022-04-28,15.399999618530273
2022-04-29,14.770000457763672
2022-05-02,14.899999618530273
2022-05-03,14.9399995803833
2022-05-04,15.390000343322754
2022-05-05,14.720000267028809
2022-05-06,14.59000015258789
2022-05-09,14.0600004196167
2022-05-10,14.140000343322754
2022-05-11,13.869999885559082
2022-05-12,13.84000015258789
2022-05-13,14.229999542236328
2022-05-16,14.180000305175781
2022-05-17,14.460000038146973
2022-05-18,13.880000114440918
2022-05-19,13.850000381469727
2022-05-20,13.859999656677246
2022-05-23,14.100000381469727
2022-05-24,13.869999885559082
2022-05-25,14.0
2022-05-26,14.300000190734863
2022-05-27,14.649999618530273
2022-05-31,14.579999923706055
2022-06-01,14.5
2022-06-02,14.84000015258789
2022-06-03,14.579999923706055
2022-06-06,14.649999618530273
2022-06-07,14.770000457763672
2022-06-08,14.640000343322754
2022-06-09,14.239999771118164
2022-06-10,13.800000190734863
2022-06-13,13.229999542236328
2022-06-14,13.1899995803833
2022-06-15,13.420000076293945
2022-06-16,12.970000267028809
2022-06-17,13.029999732971191
2022-06-21,13.289999961853027
2022-06-22,13.25
2022-06-23,13.359999656677246
2022-06-24,13.8100004196167
2022-06-27,13.760000228881836
2022-06-28,13.449999809265137
2022-06-29,13.460000038146973
2022-06-30,13.300000190734863
2022-07-01,13.399999618530273
2022-07-05,13.510000228881836
2022-07-06,13.579999923706055
2022-07-07,13.8100004196167
2022-07-08,13.8100004196167
2022-07-11,13.59000015258789
2022-07-12,13.430000305175781
2022-07-13,13.390000343322754
2022-07-14,13.3100004196167
2022-07-15,13.600000381469727
2022-07-18,13.520000457763672
2022-07-19,13.920000076293945
2022-07-20,14.079999923706055
2022-07-21,14.199999809265137
2022-07-22,13.9399995803833
2022-07-25,13.949999809265137
2022-07-26,13.699999809265137
2022-07-27,14.15999984741211
2022-07-28,14.25
2022-07-29,14.510000228881836
2022-08-01,14.4399995803833
2022-08-02,14.369999885559082
2022-08-03,14.609999656677246
2022-08-04,14.640000343322754
2022-08-05,14.630000114440918
2022-08-08,14.630000114440918
2022-08-09,14.550000190734863
2022-08-10,14.890000343322754
2022-08-11,14.850000381469727
2022-08-12,15.109999656677246
2022-08-15,15.149999618530273
2022-08-16,15.170000076293945
2022-08-17,15.039999961853027
2022-08-18,15.09000015258789
2022-08-19,14.850000381469727
2022-08-22,14.520000457763672
2022-08-23,14.5
2022-08-24,14.5600004196167
2022-08-25,14.800000190734863
2022-08-26,14.289999961853027
2022-08-29,14.180000305175781
2022-08-30,14.020000457763672
2022-08-31,13.930000305175781
2022-09-01,13.949999809265137
2022-09-02,13.8100004196167
2022-09-06,13.729999542236328
2022-09-07,13.9399995803833
2022-09-08,14.079999923706055
2022-09-09,14.329999923706055
2022-09-12,14.460000038146973
2022-09-13,13.789999961853027
2022-09-14,13.84000015258789
2022-09-15,13.6899995803833
2022-09-16,13.569999694824219
2022-09-19,13.670000076293945
2022-09-20,13.529999732971191
2022-09-21,13.279999732971191
2022-09-22,13.229999542236328
2022-09-23,12.989999771118164
2022-09-26,12.869999885559082
2022-09-27,12.880000114440918
2022-09-28,13.180000305175781
2022-09-29,12.9399995803833
2022-09-30,12.789999961853027
2022-10-03,13.140000343322754
2022-10-04,13.510000228881836
2022-10-05,13.5
2022-10-06,13.430000305175781
2022-10-07,13.039999961853027
2022-10-10,12.930000305175781
2022-10-11,12.8100004196167
2022-10-12,12.789999961853027
2022-10-13,13.09000015258789
2022-10-14,12.789999961853027
2022-10-17,13.149999618530273
2022-10-18,13.270000457763672
2022-10-19,13.210000038146973
2022-10-20,13.149999618530273
2022-10-21,13.460000038146973
2022-10-24,13.579999923706055
2022-10-25,13.779999732971191
2022-10-26,13.569999694824219
2022-10-27,13.279999732971191
2022-10-28,13.520000457763672
2022-10-31,13.390000343322754
2022-11-01,13.300000190734863
2022-11-02,12.960000038146973
2022-11-03,12.8100004196167
2022-11-04,12.970000267028809
2022-11-07,13.140000343322754
2022-11-08,13.220000267028809
2022-11-09,12.960000038146973
2022-11-10,13.65999984741211
2022-11-11,13.779999732971191
2022-11-14,13.699999809265137
2022-11-15,13.8100004196167
2022-11-16,13.680000305175781
2022-11-17,13.649999618530273
2022-11-18,13.6899995803833
2022-11-21,13.59000015258789
2022-11-22,13.800000190734863
2022-11-23,13.859999656677246
2022-11-25,13.850000381469727
2022-11-28,13.65999984741211
2022-11-29,13.630000114440918
2022-11-30,14.09000015258789
2022-12-01,14.050000190734863
2022-12-02,14.0600004196167
2022-12-05,13.8100004196167
2022-12-06,13.569999694824219
2022-12-07,13.5600004196167
2022-12-08,13.65999984741211
2022-12-09,12.319999694824219
2022-12-12,12.470000267028809
2022-12-13,12.569999694824219
2022-12-14,12.520000457763672
2022-12-15,12.180000305175781
2022-12-16,12.109999656677246
2022-12-19,11.979999542236328
2022-12-20,12.020000457763672
2022-12-21,12.220000267028809
2022-12-22,12.020000457763672
2022-12-23,12.100000381469727
2022-12-27,12.029999732971191
2022-12-28,11.890000343322754
2022-12-29,12.100000381469727
2022-12-30,12.09000015258789
2023-01-03,12.050000190734863
2023-01-04,12.100000381469727
2023-01-05,11.979999542236328
2023-01-06,12.210000038146973
2023-01-09,12.1899995803833
2023-01-10,12.3100004196167
2023-01-11,12.470000267028809
2023-01-12,12.550000190734863
2023-01-13,12.609999656677246
2023-01-17,12.5600004196167
2023-01-18,12.399999618530273
2023-01-19,12.350000381469727
2023-01-20,12.600000381469727
2023-01-23,12.739999771118164
2023-01-24,12.739999771118164
2023-01-25,12.739999771118164
2023-01-26,12.899999618530273
2023-01-27,12.9399995803833
2023-01-30,12.760000228881836
2023-01-31,12.970000267028809
2023-02-01,13.079999923706055
2023-02-02,13.399999618530273
2023-02-03,13.239999771118164
2023-02-06,13.170000076293945
2023-02-07,13.369999885559082
2023-02-08,13.180000305175781
2023-02-09,13.0600004196167
2023-02-10,12.890000343322754
2023-02-13,13.050000190734863
2023-02-14,13.0600004196167
2023-02-15,13.0600004196167
2023-02-16,12.869999885559082
2023-02-17,12.8100004196167
2023-02-21,12.59000015258789
2023-02-22,12.579999923706055
2023-02-23,12.649999618530273
2023-02-24,12.520000457763672
2023-02-27,12.550000190734863
2023-02-28,12.550000190734863
2023-03-01,12.520000457763672
2023-03-02,12.619999885559082
2023-03-03,12.84000015258789
2023-03-06,12.859999656677246
2023-03-07,12.710000038146973
2023-03-08,12.729999542236328
2023-03-09,12.520000457763672
2023-03-10,12.369999885559082
2023-03-13,12.369999885559082
2023-03-14,12.619999885559082
2023-03-15,12.529999732971191
2023-03-16,12.8100004196167
2023-03-17,12.65999984741211
2023-03-20,12.760000228881836
2023-03-21,12.949999809265137
2023-03-22,12.789999961853027
2023-03-23,12.890000343322754
2023-03-24,12.9399995803833
2023-03-27,12.9399995803833
2023-03-28,12.899999618530273
2023-03-29,13.0600004196167
2023-03-30,13.140000343322754
2023-03-31,13.289999961853027
2023-04-03,13.399999618530273
2023-04-04,13.350000381469727
2023-04-05,13.300000190734863
2023-04-06,13.380000114440918
2023-04-10,13.390000343322754
2023-04-11,13.369999885559082
2023-04-12,13.34000015258789
2023-04-13,13.5600004196167
2023-04-14,13.5600004196167
2023-04-17,13.539999961853027
2023-04-18,13.550000190734863
2023-04-19,13.510000228881836
2023-04-20,13.470000267028809
2023-04-21,13.479999542236328
2023-04-24,13.489999771118164
2023-04-25,13.260000228881836
