Date,RIDBX
2022-02-28,24.799999237060547
2022-03-01,24.6200008392334
2022-03-02,24.920000076293945
2022-03-03,24.860000610351562
2022-03-04,24.770000457763672
2022-03-07,24.360000610351562
2022-03-08,24.190000534057617
2022-03-09,24.489999771118164
2022-03-10,24.43000030517578
2022-03-11,24.280000686645508
2022-03-14,24.079999923706055
2022-03-15,24.229999542236328
2022-03-16,24.469999313354492
2022-03-17,24.719999313354492
2022-03-18,24.780000686645508
2022-03-21,24.809999465942383
2022-03-22,24.8799991607666
2022-03-23,24.770000457763672
2022-03-24,24.920000076293945
2022-03-25,25.040000915527344
2022-03-28,25.0
2022-03-29,25.18000030517578
2022-03-30,25.190000534057617
2022-03-31,24.989999771118164
2022-04-01,25.100000381469727
2022-04-04,25.110000610351562
2022-04-05,24.979999542236328
2022-04-06,25.020000457763672
2022-04-07,25.06999969482422
2022-04-08,25.139999389648438
2022-04-11,24.950000762939453
2022-04-12,24.920000076293945
2022-04-13,25.059999465942383
2022-04-14,24.979999542236328
2022-04-18,24.940000534057617
2022-04-19,25.030000686645508
2022-04-20,25.200000762939453
2022-04-21,25.0
2022-04-22,24.6200008392334
2022-04-25,24.559999465942383
2022-04-26,24.270000457763672
2022-04-27,24.329999923706055
2022-04-28,24.549999237060547
2022-04-29,24.110000610351562
2022-05-02,24.030000686645508
2022-05-03,24.200000762939453
2022-05-04,24.579999923706055
2022-05-05,24.18000030517578
2022-05-06,24.110000610351562
2022-05-09,23.700000762939453
2022-05-10,23.649999618530273
2022-05-11,23.610000610351562
2022-05-12,23.59000015258789
2022-05-13,23.8799991607666
2022-05-16,23.979999542236328
2022-05-17,24.209999084472656
2022-05-18,23.709999084472656
2022-05-19,23.579999923706055
2022-05-20,23.690000534057617
2022-05-23,23.90999984741211
2022-05-24,24.040000915527344
2022-05-25,24.209999084472656
2022-05-26,24.389999389648438
2022-05-27,24.6299991607666
2022-05-31,24.510000228881836
2022-06-01,24.389999389648438
2022-06-02,24.549999237060547
2022-06-03,24.399999618530273
2022-06-06,24.399999618530273
2022-06-07,24.559999465942383
2022-06-08,24.309999465942383
2022-06-09,23.959999084472656
2022-06-10,23.600000381469727
2022-06-13,22.84000015258789
2022-06-14,22.68000030517578
2022-06-15,22.860000610351562
2022-06-16,22.479999542236328
2022-06-17,22.3700008392334
2022-06-21,22.700000762939453
2022-06-22,22.6200008392334
2022-06-23,22.649999618530273
2022-06-24,23.020000457763672
2022-06-27,23.059999465942383
2022-06-28,22.93000030517578
2022-06-29,22.860000610351562
2022-06-30,22.790000915527344
2022-07-01,22.93000030517578
2022-07-05,22.719999313354492
2022-07-06,22.690000534057617
2022-07-07,22.889999389648438
2022-07-08,22.8700008392334
2022-07-11,22.780000686645508
2022-07-12,22.700000762939453
2022-07-13,22.639999389648438
2022-07-14,22.440000534057617
2022-07-15,22.68000030517578
2022-07-18,22.649999618530273
2022-07-19,22.959999084472656
2022-07-20,22.90999984741211
2022-07-21,22.969999313354492
2022-07-22,22.989999771118164
2022-07-25,23.09000015258789
2022-07-26,23.030000686645508
2022-07-27,23.209999084472656
2022-07-28,23.3799991607666
2022-07-29,23.489999771118164
2022-08-01,23.5
2022-08-02,23.350000381469727
2022-08-03,23.459999084472656
2022-08-04,23.440000534057617
2022-08-05,23.440000534057617
2022-08-08,23.5
2022-08-09,23.5
2022-08-10,23.719999313354492
2022-08-11,23.739999771118164
2022-08-12,23.93000030517578
2022-08-15,23.950000762939453
2022-08-16,24.020000457763672
2022-08-17,23.889999389648438
2022-08-18,23.90999984741211
