Date,VIMAX
2022-06-23,243.9199981689453
2022-06-24,251.63999938964844
2022-06-27,251.64999389648438
2022-06-28,247.38999938964844
2022-06-29,245.88999938964844
2022-06-30,243.89999389648438
2022-07-01,247.22999572753906
2022-07-05,247.42999267578125
2022-07-06,247.30999755859375
2022-07-07,251.63999938964844
2022-07-08,250.8300018310547
2022-07-11,247.97999572753906
2022-07-12,246.13999938964844
2022-07-13,244.82000732421875
2022-07-14,242.55999755859375
2022-07-15,247.47999572753906
2022-07-18,246.67999267578125
2022-07-19,254.0800018310547
2022-07-20,256.6300048828125
2022-07-21,258.7099914550781
2022-07-22,255.97999572753906
2022-07-25,256.6600036621094
2022-07-26,254.07000732421875
2022-07-27,260.2300109863281
2022-07-28,264.6400146484375
2022-07-29,267.3399963378906
2022-08-01,266.5400085449219
2022-08-02,265.7699890136719
2022-08-03,268.5400085449219
2022-08-04,267.9200134277344
2022-08-05,269.29998779296875
2022-08-08,270.6199951171875
2022-08-09,268.6600036621094
2022-08-10,275.67999267578125
2022-08-11,276.25
2022-08-12,280.989990234375
2022-08-15,281.239990234375
2022-08-16,281.6099853515625
2022-08-17,278.3299865722656
2022-08-18,279.0400085449219
2022-08-19,274.8299865722656
2022-08-22,269.1000061035156
2022-08-23,268.92999267578125
2022-08-24,270.5899963378906
2022-08-25,274.8299865722656
2022-08-26,265.7799987792969
2022-08-29,263.9700012207031
2022-08-30,261.05999755859375
2022-08-31,259.3999938964844
2022-09-01,258.1400146484375
2022-09-02,256.4700012207031
2022-09-06,255.67999267578125
2022-09-07,261.5899963378906
2022-09-08,264.1000061035156
2022-09-09,268.5299987792969
2022-09-12,270.8800048828125
2022-09-13,260.4100036621094
2022-09-14,260.4100036621094
2022-09-15,257.6499938964844
2022-09-16,254.25999450683594
2022-09-19,256.2200012207031
2022-09-20,251.83999633789062
2022-09-21,247.9499969482422
2022-09-22,242.27000427246094
2022-09-23,238.0800018310547
2022-09-26,234.27999877929688
2022-09-27,233.86000061035156
2022-09-28,239.66000366210938
2022-09-29,234.67999267578125
2022-09-30,232.85000610351562
2022-10-03,239.72000122070312
2022-10-04,248.4499969482422
2022-10-05,247.0800018310547
2022-10-06,244.61000061035156
2022-10-07,237.99000549316406
2022-10-10,235.86000061035156
2022-10-11,234.33999633789062
2022-10-12,232.94000244140625
2022-10-13,237.74000549316406
2022-10-14,230.89999389648438
2022-10-17,237.32000732421875
2022-10-18,240.8800048828125
2022-10-19,237.36000061035156
2022-10-20,235.02000427246094
2022-10-21,239.80999755859375
2022-10-24,241.9499969482422
2022-10-25,247.8300018310547
2022-10-26,247.99000549316406
2022-10-27,248.50999450683594
2022-10-28,253.6999969482422
2022-10-31,252.69000244140625
2022-11-01,253.50999450683594
2022-11-02,246.4499969482422
2022-11-03,246.0399932861328
2022-11-04,248.75
2022-11-07,250.25
2022-11-08,251.82000732421875
2022-11-09,246.82000732421875
2022-11-10,261.67999267578125
2022-11-11,264.0899963378906
2022-11-14,260.7699890136719
2022-11-15,263.8999938964844
2022-11-16,260.5
2022-11-17,258.1199951171875
2022-11-18,260.010009765625
2022-11-21,259.30999755859375
2022-11-22,262.6000061035156
2022-11-23,264.0899963378906
2022-11-25,264.7200012207031
2022-11-28,260.1000061035156
2022-11-29,260.6499938964844
2022-11-30,268.2200012207031
2022-12-01,269.010009765625
2022-12-02,268.5899963378906
2022-12-05,262.4700012207031
2022-12-06,259.239990234375
2022-12-07,259.05999755859375
2022-12-08,260.989990234375
2022-12-09,259.0
2022-12-12,263.1099853515625
2022-12-13,265.29998779296875
2022-12-14,263.4100036621094
2022-12-15,257.1700134277344
2022-12-16,254.13999938964844
2022-12-19,251.36000061035156
2022-12-20,251.88999938964844
2022-12-21,254.36000061035156
2022-12-22,251.0800018310547
2022-12-23,252.6300048828125
2022-12-27,252.3000030517578
2022-12-28,248.83999633789062
2022-12-29,253.6699981689453
2022-12-30,252.47000122070312
2023-01-03,251.25
2023-01-04,254.99000549316406
2023-01-05,251.6300048828125
2023-01-06,257.3999938964844
2023-01-09,258.2099914550781
2023-01-10,260.29998779296875
2023-01-11,264.2300109863281
2023-01-12,265.1099853515625
2023-01-13,265.8699951171875
2023-01-17,265.989990234375
2023-01-18,262.0
2023-01-19,259.0199890136719
2023-01-20,264.05999755859375
2023-01-23,267.6000061035156
2023-01-24,266.9200134277344
2023-01-25,267.3999938964844
2023-01-26,270.260009765625
2023-01-27,271.2799987792969
2023-01-30,267.8999938964844
2023-01-31,272.54998779296875
2023-02-01,275.82000732421875
2023-02-02,279.92999267578125
2023-02-03,276.010009765625
2023-02-06,273.94000244140625
2023-02-07,276.7900085449219
2023-02-08,274.4100036621094
2023-02-09,271.4100036621094
2023-02-10,272.0400085449219
2023-02-13,275.0199890136719
2023-02-14,275.25
2023-02-15,277.8999938964844
2023-02-16,274.7799987792969
2023-02-17,273.2200012207031
2023-02-21,266.8900146484375
2023-02-22,266.6400146484375
2023-02-23,267.82000732421875
2023-02-24,265.30999755859375
2023-02-27,265.8599853515625
2023-02-28,265.19000244140625
2023-03-01,264.4200134277344
2023-03-02,266.8800048828125
2023-03-03,270.8299865722656
2023-03-06,269.29998779296875
2023-03-07,265.2200012207031
2023-03-08,265.8299865722656
2023-03-09,259.5400085449219
2023-03-10,252.5399932861328
2023-03-13,250.5399932861328
2023-03-14,254.10000610351562
2023-03-15,249.75
2023-03-16,253.41000366210938
2023-03-17,248.97000122070312
2023-03-20,251.9199981689453
2023-03-21,255.80999755859375
2023-03-22,248.74000549316406
2023-03-23,248.0399932861328
2023-03-24,249.5500030517578
2023-03-27,251.22999572753906
2023-03-28,251.63999938964844
2023-03-29,255.5399932861328
2023-03-30,256.94000244140625
2023-03-31,261.25
2023-04-03,260.7699890136719
2023-04-04,258.0
2023-04-05,256.260009765625
2023-04-06,256.4599914550781
2023-04-10,258.3399963378906
2023-04-11,260.25
2023-04-12,259.1000061035156
2023-04-13,261.1700134277344
2023-04-14,259.8999938964844
2023-04-17,261.7300109863281
2023-04-18,261.9800109863281
2023-04-19,261.7699890136719
2023-04-20,260.4200134277344
2023-04-21,260.42999267578125
2023-04-24,260.80999755859375
2023-04-25,255.66000366210938
2023-04-26,253.32000732421875
2023-04-27,256.9800109863281
2023-04-28,259.2799987792969
2023-05-01,259.0199890136719
2023-05-02,255.0399932861328
2023-05-03,253.8300018310547
2023-05-04,252.07000732421875
2023-05-05,256.29998779296875
2023-05-08,256.0799865722656
2023-05-09,255.25999450683594
2023-05-10,255.9499969482422
2023-05-11,254.66000366210938
2023-05-12,254.55999755859375
2023-05-15,256.19000244140625
2023-05-16,252.0500030517578
2023-05-17,255.1300048828125
2023-05-18,257.4700012207031
2023-05-19,256.6300048828125
2023-05-22,257.7900085449219
2023-05-23,254.66000366210938
2023-05-24,251.99000549316406
2023-05-25,251.89999389648438
2023-05-26,254.52000427246094
2023-05-30,254.35000610351562
2023-05-31,252.42999267578125
2023-06-01,254.69000244140625
2023-06-02,260.2200012207031
2023-06-05,259.57000732421875
2023-06-06,261.6300048828125
2023-06-07,262.8800048828125
2023-06-08,263.1400146484375
2023-06-09,262.760009765625
2023-06-12,264.67999267578125
2023-06-13,267.6000061035156
2023-06-14,267.0199890136719
2023-06-15,270.1499938964844
2023-06-16,269.6199951171875
2023-06-20,267.2799987792969
2023-06-21,267.010009765625
2023-06-22,265.0
2023-06-23,262.7099914550781
2023-06-26,264.29998779296875
2023-06-27,268.17999267578125
2023-06-28,268.25
2023-06-29,270.0199890136719
2023-06-30,272.6600036621094
2023-07-03,273.489990234375
2023-07-05,272.25
2023-07-06,269.95001220703125
2023-07-07,271.0299987792969
2023-07-10,273.8900146484375
2023-07-11,277.3500061035156
2023-07-12,278.57000732421875
2023-07-13,280.5199890136719
2023-07-14,278.6099853515625
2023-07-17,280.04998779296875
2023-07-18,281.79998779296875
2023-07-19,282.6199951171875
2023-07-20,281.0799865722656
2023-07-21,281.4700012207031
2023-07-24,281.510009765625
2023-07-25,282.3399963378906
2023-07-26,282.45001220703125
2023-07-27,279.2699890136719
2023-07-28,280.9599914550781
2023-07-31,282.29998779296875
2023-08-01,281.3399963378906
2023-08-02,278.1000061035156
2023-08-03,277.0899963378906
2023-08-04,275.2699890136719
2023-08-07,277.3500061035156
2023-08-08,275.260009765625
2023-08-09,274.1499938964844
2023-08-10,273.6499938964844
2023-08-11,273.3599853515625
2023-08-14,273.6300048828125
2023-08-15,269.9700012207031
2023-08-16,267.989990234375
2023-08-17,265.2900085449219
2023-08-18,265.8699951171875
2023-08-21,265.8699951171875
2023-08-22,265.30999755859375
2023-08-23,267.8299865722656
2023-08-24,264.9100036621094
2023-08-25,266.25
2023-08-28,268.260009765625
2023-08-29,271.7099914550781
2023-08-30,272.8399963378906
2023-08-31,272.1600036621094
2023-09-01,273.42999267578125
2023-09-05,270.3699951171875
2023-09-06,269.9800109863281
2023-09-07,269.0299987792969
2023-09-08,268.6000061035156
2023-09-11,269.20001220703125
2023-09-12,268.6499938964844
2023-09-13,267.239990234375
2023-09-14,269.9100036621094
2023-09-15,267.4700012207031
2023-09-18,266.8999938964844
2023-09-19,266.3800048828125
2023-09-20,264.3299865722656
2023-09-21,259.3399963378906
2023-09-22,258.82000732421875
2023-09-25,259.510009765625
2023-09-26,255.8000030517578
2023-09-27,256.6499938964844
2023-09-28,258.6300048828125
2023-09-29,257.9100036621094
2023-10-02,254.8300018310547
2023-10-03,251.32000732421875
2023-10-04,253.38999938964844
2023-10-05,252.7100067138672
2023-10-06,255.6199951171875
2023-10-09,257.6700134277344
2023-10-10,259.67999267578125
2023-10-11,260.510009765625
2023-10-12,257.0400085449219
2023-10-13,255.9499969482422
2023-10-16,259.1600036621094
2023-10-17,260.42999267578125
2023-10-18,255.58999633789062
2023-10-19,252.19000244140625
2023-10-20,248.77000427246094
2023-10-23,247.22999572753906
2023-10-24,248.92999267578125
2023-10-25,245.25999450683594
2023-10-26,244.6999969482422
2023-10-27,242.27999877929688
2023-10-30,243.3300018310547
2023-10-31,245.6999969482422
2023-11-01,246.7899932861328
2023-11-02,252.5500030517578
2023-11-03,257.3299865722656
2023-11-06,255.4199981689453
2023-11-07,255.75999450683594
2023-11-08,255.27000427246094
2023-11-09,253.1300048828125
2023-11-10,256.1700134277344
2023-11-13,255.85000610351562
2023-11-14,263.7799987792969
2023-11-15,264.6099853515625
2023-11-16,263.70001220703125
2023-11-17,265.1000061035156
2023-11-20,266.3800048828125
2023-11-21,265.7699890136719
2023-11-22,267.0400085449219
2023-11-24,268.1300048828125
2023-11-27,267.4800109863281
2023-11-28,267.1499938964844
2023-11-29,268.29998779296875
2023-11-30,270.2900085449219
2023-12-01,274.75
2023-12-04,274.4599914550781
2023-12-05,271.9800109863281
2023-12-06,271.7799987792969
2023-12-07,272.9200134277344
2023-12-08,274.1000061035156
2023-12-11,276.6600036621094
2023-12-12,277.489990234375
2023-12-13,283.3599853515625
2023-12-14,287.4200134277344
2023-12-15,285.489990234375
2023-12-18,285.8500061035156
2023-12-19,288.19000244140625
2023-12-20,281.82000732421875
2023-12-21,285.54998779296875
2023-12-22,286.7200012207031
2023-12-26,288.6300048828125
2023-12-27,289.1700134277344
2023-12-28,289.510009765625
2023-12-29,288.07000732421875
2024-01-02,286.5299987792969
2024-01-03,282.1000061035156
2024-01-04,281.8999938964844
2024-01-05,282.489990234375
2024-01-08,286.25
2024-01-09,284.7900085449219
2024-01-10,285.6400146484375
2024-01-11,284.70001220703125
2024-01-12,284.1300048828125
2024-01-16,282.17999267578125
2024-01-17,279.8900146484375
2024-01-18,281.3500061035156
2024-01-19,283.4800109863281
2024-01-22,285.6600036621094
2024-01-23,285.510009765625
2024-01-24,283.5199890136719
2024-01-25,286.0199890136719
2024-01-26,285.69000244140625
2024-01-29,288.0400085449219
2024-01-30,287.8900146484375
2024-01-31,283.7699890136719
2024-02-01,287.3699951171875
2024-02-02,287.510009765625
2024-02-05,284.6700134277344
2024-02-06,286.9800109863281
2024-02-07,288.4800109863281
2024-02-08,289.55999755859375
2024-02-09,290.2900085449219
2024-02-12,291.510009765625
2024-02-13,286.2699890136719
2024-02-14,290.0899963378906
2024-02-15,293.3900146484375
2024-02-16,291.7900085449219
2024-02-20,290.510009765625
2024-02-21,290.94000244140625
2024-02-22,294.4599914550781
2024-02-23,295.05999755859375
2024-02-26,294.44000244140625
2024-02-27,295.8900146484375
2024-02-28,296.20001220703125
2024-02-29,298.04998779296875
2024-03-01,299.94000244140625
2024-03-04,301.07000732421875
2024-03-05,298.5899963378906
2024-03-06,300.989990234375
2024-03-07,303.7200012207031
2024-03-08,302.6499938964844
2024-03-11,302.8900146484375
2024-03-12,303.70001220703125
2024-03-13,303.32000732421875
2024-03-14,300.2799987792969
2024-03-15,300.0799865722656
2024-03-18,300.79998779296875
2024-03-19,302.4700012207031
2024-03-20,305.239990234375
2024-03-21,306.30999755859375
2024-03-22,304.5299987792969
2024-03-25,304.3999938964844
2024-03-26,304.17999267578125
2024-03-27,308.5400085449219
2024-03-28,309.510009765625
2024-04-01,307.45001220703125
2024-04-02,304.5400085449219
2024-04-03,305.20001220703125
2024-04-04,301.9800109863281
2024-04-05,304.7699890136719
2024-04-08,305.7099914550781
2024-04-09,306.3999938964844
2024-04-10,301.79998779296875
2024-04-11,302.0799865722656
2024-04-12,297.2300109863281
2024-04-15,293.760009765625
2024-04-16,292.260009765625
2024-04-17,291.4200134277344
2024-04-18,291.2300109863281
2024-04-19,291.010009765625
2024-04-22,293.2699890136719
2024-04-23,296.2799987792969
2024-04-24,296.760009765625
2024-04-25,297.04998779296875
2024-04-26,297.80999755859375
2024-04-29,299.9100036621094
2024-04-30,294.7900085449219
2024-05-01,294.29998779296875
2024-05-02,296.760009765625
2024-05-03,298.69000244140625
2024-05-06,301.6199951171875
2024-05-07,302.1000061035156
2024-05-08,301.6700134277344
2024-05-09,303.8900146484375
2024-05-10,304.42999267578125
2024-05-13,303.7300109863281
2024-05-14,305.1199951171875
2024-05-15,308.4100036621094
2024-05-16,307.4200134277344
2024-05-17,307.8399963378906
2024-05-20,308.25
2024-05-21,308.0
2024-05-22,307.1700134277344
2024-05-23,302.80999755859375
2024-05-24,305.3299865722656
2024-05-28,302.6600036621094
2024-05-29,298.9200134277344
2024-05-30,300.29998779296875
2024-05-31,302.8800048828125
2024-06-03,300.8699951171875
2024-06-04,300.05999755859375
2024-06-05,302.44000244140625
2024-06-06,301.2200012207031
2024-06-07,299.82000732421875
2024-06-10,301.0799865722656
2024-06-11,300.2099914550781
2024-06-12,302.5400085449219
2024-06-13,301.6300048828125
2024-06-14,299.2200012207031
2024-06-17,301.2099914550781
2024-06-18,302.3399963378906
2024-06-20,302.0400085449219
2024-06-21,302.20001220703125
2024-06-24,303.57000732421875
2024-06-25,302.1099853515625
2024-06-26,300.1700134277344
2024-06-27,299.8599853515625
2024-06-28,299.8599853515625
2024-07-01,297.5799865722656
2024-07-02,298.8999938964844
2024-07-03,299.3500061035156
2024-07-05,299.2799987792969
2024-07-08,299.94000244140625
2024-07-09,299.1300048828125
2024-07-10,301.75
2024-07-11,305.4100036621094
2024-07-12,307.8500061035156
2024-07-15,308.3699951171875
2024-07-16,313.8299865722656
2024-07-17,310.79998779296875
2024-07-18,308.9599914550781
2024-07-19,307.25
2024-07-22,310.6000061035156
2024-07-23,309.30999755859375
2024-07-24,304.3900146484375
2024-07-25,304.7699890136719
2024-07-26,308.3599853515625
2024-07-29,308.8800048828125
2024-07-30,309.8800048828125
2024-07-31,311.92999267578125
2024-08-01,307.6099853515625
2024-08-02,301.5799865722656
2024-08-05,294.69000244140625
2024-08-06,298.4700012207031
2024-08-07,296.0400085449219
2024-08-08,302.2099914550781
2024-08-09,302.9700012207031
2024-08-12,301.6300048828125
2024-08-13,305.0899963378906
2024-08-14,305.8699951171875
2024-08-15,309.9800109863281
2024-08-16,310.9700012207031
2024-08-19,313.510009765625
2024-08-20,311.94000244140625
2024-08-21,314.8900146484375
2024-08-22,313.75
2024-08-23,317.8299865722656
2024-08-26,317.29998779296875
2024-08-27,317.260009765625
2024-08-28,316.0400085449219
2024-08-29,317.260009765625
2024-08-30,319.80999755859375
2024-09-03,314.55999755859375
2024-09-04,313.8599853515625
2024-09-05,312.04998779296875
2024-09-06,308.3299865722656
2024-09-09,311.8699951171875
2024-09-10,312.32000732421875
2024-09-11,313.3800048828125
2024-09-12,315.30999755859375
2024-09-13,318.45001220703125
2024-09-16,320.3599853515625
2024-09-17,321.0
2024-09-18,320.2200012207031
2024-09-19,324.3999938964844
2024-09-20,323.80999755859375
2024-09-23,325.739990234375
2024-09-24,326.19000244140625
2024-09-25,324.2799987792969
2024-09-26,324.94000244140625
2024-09-27,325.95001220703125
2024-09-30,326.75
2024-10-01,324.9800109863281
2024-10-02,325.0899963378906
2024-10-03,323.9599914550781
2024-10-04,326.6600036621094
2024-10-07,324.0
2024-10-08,325.2799987792969
2024-10-09,327.489990234375
2024-10-10,326.3599853515625
2024-10-11,330.2799987792969
2024-10-14,332.8399963378906
2024-10-15,331.6700134277344
2024-10-16,334.0199890136719
2024-10-17,333.510009765625
2024-10-18,334.75
2024-10-21,332.3500061035156
2024-10-22,330.3500061035156
2024-10-23,329.3599853515625
2024-10-24,329.6199951171875
2024-10-25,328.3699951171875
2024-10-28,330.29998779296875
2024-10-29,329.4599914550781
2024-10-30,329.05999755859375
2024-10-31,325.3399963378906
2024-11-01,325.239990234375
2024-11-04,325.239990234375
2024-11-05,330.32000732421875
2024-11-06,338.94000244140625
2024-11-07,340.0
2024-11-08,342.42999267578125
2024-11-11,345.04998779296875
2024-11-12,342.8299865722656
2024-11-13,342.3900146484375
2024-11-14,339.2099914550781
2024-11-15,337.3299865722656
2024-11-18,339.04998779296875
2024-11-19,340.04998779296875
2024-11-20,341.20001220703125
2024-11-21,345.7200012207031
