Date,VMCPX
2023-01-06,280.42999267578125
2023-01-09,281.30999755859375
2023-01-10,283.5799865722656
2023-01-11,287.8699951171875
2023-01-12,288.8299865722656
2023-01-13,289.6499938964844
2023-01-17,289.7799987792969
2023-01-18,285.44000244140625
2023-01-19,282.19000244140625
2023-01-20,287.67999267578125
2023-01-23,291.54998779296875
2023-01-24,290.79998779296875
2023-01-25,291.32000732421875
2023-01-26,294.44000244140625
2023-01-27,295.54998779296875
2023-01-30,291.8699951171875
2023-01-31,296.94000244140625
2023-02-01,300.489990234375
2023-02-02,304.9700012207031
2023-02-03,300.7099914550781
2023-02-06,298.4599914550781
2023-02-07,301.54998779296875
2023-02-08,298.9700012207031
2023-02-09,295.69000244140625
2023-02-10,296.3800048828125
2023-02-13,299.6300048828125
2023-02-14,299.8800048828125
2023-02-15,302.7699890136719
2023-02-16,299.3699951171875
2023-02-17,297.6700134277344
2023-02-21,290.7699890136719
2023-02-22,290.5
2023-02-23,291.7900085449219
2023-02-24,289.04998779296875
2023-02-27,289.6499938964844
2023-02-28,288.9200134277344
2023-03-01,288.0899963378906
2023-03-02,290.760009765625
2023-03-03,295.07000732421875
2023-03-06,293.3999938964844
2023-03-07,288.9599914550781
2023-03-08,289.6199951171875
2023-03-09,282.7699890136719
2023-03-10,275.1400146484375
2023-03-13,272.9599914550781
2023-03-14,276.8500061035156
2023-03-15,272.1000061035156
2023-03-16,276.0899963378906
2023-03-17,271.25
2023-03-20,274.4700012207031
2023-03-21,278.70001220703125
2023-03-22,270.989990234375
2023-03-23,270.2200012207031
2023-03-24,271.8699951171875
2023-03-27,273.70001220703125
2023-03-28,274.1499938964844
2023-03-29,278.3999938964844
2023-03-30,279.9200134277344
2023-03-31,284.6199951171875
2023-04-03,284.1000061035156
2023-04-04,281.0799865722656
2023-04-05,279.17999267578125
2023-04-06,279.3999938964844
2023-04-10,281.45001220703125
2023-04-11,283.5400085449219
2023-04-12,282.2799987792969
2023-04-13,284.5299987792969
2023-04-14,283.1499938964844
2023-04-17,285.1499938964844
2023-04-18,285.4100036621094
2023-04-19,285.19000244140625
2023-04-20,283.7099914550781
2023-04-21,283.7300109863281
2023-04-24,284.1400146484375
2023-04-25,278.5299987792969
2023-04-26,275.9800109863281
2023-04-27,279.9800109863281
2023-04-28,282.4800109863281
2023-05-01,282.20001220703125
2023-05-02,277.8599853515625
2023-05-03,276.5400085449219
2023-05-04,274.6199951171875
2023-05-05,279.2300109863281
2023-05-08,278.989990234375
2023-05-09,278.1000061035156
2023-05-10,278.8599853515625
2023-05-11,277.45001220703125
2023-05-12,277.3399963378906
2023-05-15,279.1099853515625
2023-05-16,274.6000061035156
2023-05-17,277.9599914550781
2023-05-18,280.510009765625
2023-05-19,279.5899963378906
2023-05-22,280.8599853515625
2023-05-23,277.45001220703125
2023-05-24,274.5400085449219
2023-05-25,274.44000244140625
2023-05-26,277.29998779296875
2023-05-30,277.1099853515625
2023-05-31,275.0199890136719
2023-06-01,277.4800109863281
2023-06-02,283.510009765625
2023-06-05,282.79998779296875
2023-06-06,285.0400085449219
2023-06-07,286.4100036621094
2023-06-08,286.69000244140625
2023-06-09,286.2699890136719
2023-06-12,288.3699951171875
2023-06-13,291.54998779296875
2023-06-14,290.9100036621094
2023-06-15,294.32000732421875
2023-06-16,293.75
2023-06-20,291.20001220703125
2023-06-21,290.9100036621094
2023-06-22,288.70001220703125
2023-06-23,286.2099914550781
2023-06-26,287.94000244140625
2023-06-27,292.1700134277344
2023-06-28,292.239990234375
2023-06-29,294.17999267578125
2023-06-30,297.04998779296875
2023-07-03,297.95001220703125
2023-07-05,296.6000061035156
2023-07-06,294.0899963378906
2023-07-07,295.2799987792969
2023-07-10,298.3900146484375
2023-07-11,302.1600036621094
2023-07-12,303.5
2023-07-13,305.6099853515625
2023-07-14,303.5299987792969
2023-07-17,305.1099853515625
2023-07-18,307.010009765625
2023-07-19,307.9100036621094
2023-07-20,306.2200012207031
2023-07-21,306.6499938964844
2023-07-24,306.69000244140625
2023-07-25,307.6000061035156
2023-07-26,307.7200012207031
2023-07-27,304.25
2023-07-28,306.0899963378906
2023-07-31,307.54998779296875
2023-08-01,306.510009765625
2023-08-02,302.9800109863281
2023-08-03,301.8800048828125
2023-08-04,299.8999938964844
2023-08-07,302.1700134277344
2023-08-08,299.8800048828125
2023-08-09,298.67999267578125
2023-08-10,298.1400146484375
2023-08-11,297.80999755859375
2023-08-14,298.1099853515625
2023-08-15,294.1300048828125
2023-08-16,291.9700012207031
2023-08-17,289.0299987792969
2023-08-18,289.6600036621094
2023-08-21,289.6600036621094
2023-08-22,289.04998779296875
2023-08-23,291.7900085449219
2023-08-24,288.6199951171875
2023-08-25,290.0799865722656
2023-08-28,292.260009765625
2023-08-29,296.0199890136719
2023-08-30,297.25
2023-08-31,296.510009765625
2023-09-01,297.8999938964844
2023-09-05,294.55999755859375
2023-09-06,294.1400146484375
2023-09-07,293.1099853515625
2023-09-08,292.6400146484375
2023-09-11,293.2900085449219
2023-09-12,292.69000244140625
2023-09-13,291.1600036621094
2023-09-14,294.07000732421875
2023-09-15,291.4100036621094
2023-09-18,290.7900085449219
2023-09-19,290.2200012207031
2023-09-20,287.9700012207031
2023-09-21,282.5299987792969
2023-09-22,281.9700012207031
2023-09-25,282.7200012207031
2023-09-26,278.69000244140625
2023-09-27,279.6000061035156
2023-09-28,281.760009765625
2023-09-29,280.9800109863281
2023-10-02,277.6300048828125
2023-10-03,273.79998779296875
2023-10-04,276.05999755859375
2023-10-05,275.30999755859375
2023-10-06,278.489990234375
2023-10-09,280.7200012207031
2023-10-10,282.9100036621094
2023-10-11,283.80999755859375
2023-10-12,280.0299987792969
2023-10-13,278.8500061035156
2023-10-16,282.3500061035156
2023-10-17,283.7300109863281
2023-10-18,278.4599914550781
2023-10-19,274.75
2023-10-20,271.0199890136719
2023-10-23,269.3399963378906
2023-10-24,271.20001220703125
2023-10-25,267.20001220703125
2023-10-26,266.6000061035156
2023-10-27,263.95001220703125
2023-10-30,265.1000061035156
2023-10-31,267.67999267578125
2023-11-01,268.8699951171875
2023-11-02,275.1499938964844
2023-11-03,280.3500061035156
2023-11-06,278.2699890136719
2023-11-07,278.6400146484375
2023-11-08,278.1099853515625
2023-11-09,275.7799987792969
2023-11-10,279.0899963378906
2023-11-13,278.739990234375
2023-11-14,287.3800048828125
2023-11-15,288.2900085449219
2023-11-16,287.2900085449219
2023-11-17,288.82000732421875
2023-11-20,290.2099914550781
2023-11-21,289.54998779296875
2023-11-22,290.94000244140625
2023-11-24,292.1199951171875
2023-11-27,291.4200134277344
2023-11-28,291.05999755859375
2023-11-29,292.30999755859375
2023-11-30,294.4800109863281
2023-12-01,299.3399963378906
2023-12-04,299.0199890136719
2023-12-05,296.32000732421875
2023-12-06,296.1000061035156
2023-12-07,297.3399963378906
2023-12-08,298.6199951171875
2023-12-11,301.4200134277344
2023-12-12,302.3299865722656
2023-12-13,308.7200012207031
2023-12-14,313.1400146484375
2023-12-15,311.0400085449219
2023-12-18,311.42999267578125
2023-12-19,313.9800109863281
2023-12-20,307.0299987792969
2023-12-21,311.1000061035156
2023-12-22,312.3699951171875
2023-12-26,314.44000244140625
2023-12-27,315.0400085449219
2023-12-28,315.4100036621094
2023-12-29,313.8399963378906
2024-01-02,312.1600036621094
2024-01-03,307.3299865722656
2024-01-04,307.1199951171875
2024-01-05,307.760009765625
2024-01-08,311.8599853515625
2024-01-09,310.2699890136719
2024-01-10,311.19000244140625
2024-01-11,310.1700134277344
2024-01-12,309.54998779296875
2024-01-16,307.42999267578125
2024-01-17,304.92999267578125
2024-01-18,306.5199890136719
2024-01-19,308.8399963378906
2024-01-22,311.2200012207031
2024-01-23,311.05999755859375
2024-01-24,308.8800048828125
2024-01-25,311.6099853515625
2024-01-26,311.25
2024-01-29,313.80999755859375
2024-01-30,313.6400146484375
2024-01-31,309.1600036621094
2024-02-01,313.0899963378906
2024-02-02,313.2300109863281
2024-02-05,310.1400146484375
2024-02-06,312.6600036621094
2024-02-07,314.2900085449219
2024-02-08,315.4700012207031
2024-02-09,316.2699890136719
2024-02-12,317.5899963378906
2024-02-13,311.8800048828125
2024-02-14,316.04998779296875
2024-02-15,319.6499938964844
2024-02-16,317.8999938964844
2024-02-20,316.5
2024-02-21,316.9700012207031
2024-02-22,320.80999755859375
2024-02-23,321.4599914550781
2024-02-26,320.7900085449219
2024-02-27,322.3699951171875
2024-02-28,322.7099914550781
2024-02-29,324.7200012207031
2024-03-01,326.7900085449219
2024-03-04,328.0199890136719
2024-03-05,325.30999755859375
2024-03-06,327.92999267578125
2024-03-07,330.8999938964844
2024-03-08,329.7300109863281
2024-03-11,329.989990234375
2024-03-12,330.8800048828125
2024-03-13,330.4700012207031
2024-03-14,327.1600036621094
2024-03-15,326.94000244140625
2024-03-18,327.7200012207031
2024-03-19,329.5400085449219
2024-03-20,332.55999755859375
2024-03-21,333.7099914550781
2024-03-22,331.7699890136719
2024-03-25,331.6300048828125
2024-03-26,331.3900146484375
2024-03-27,336.1400146484375
2024-03-28,337.20001220703125
2024-04-01,334.95001220703125
2024-04-02,331.7799987792969
2024-04-03,332.510009765625
2024-04-04,329.0
2024-04-05,332.0299987792969
2024-04-08,333.04998779296875
2024-04-09,333.82000732421875
2024-04-10,328.79998779296875
2024-04-11,329.1000061035156
2024-04-12,323.82000732421875
2024-04-15,320.0400085449219
2024-04-16,318.4100036621094
2024-04-17,317.5
2024-04-18,317.2799987792969
2024-04-19,317.04998779296875
2024-04-22,319.510009765625
2024-04-23,322.7900085449219
2024-04-24,323.30999755859375
2024-04-25,323.6300048828125
2024-04-26,324.4599914550781
2024-04-29,326.75
2024-04-30,321.1700134277344
2024-05-01,320.6300048828125
2024-05-02,323.30999755859375
2024-05-03,325.4200134277344
2024-05-06,328.6099853515625
2024-05-07,329.1300048828125
2024-05-08,328.6600036621094
2024-05-09,331.0799865722656
2024-05-10,331.6700134277344
2024-05-13,330.9100036621094
2024-05-14,332.42999267578125
2024-05-15,336.010009765625
2024-05-16,334.92999267578125
2024-05-17,335.3900146484375
2024-05-20,335.8299865722656
2024-05-21,335.55999755859375
2024-05-22,334.6499938964844
2024-05-23,329.9100036621094
2024-05-24,332.6600036621094
2024-05-28,329.739990234375
2024-05-29,325.6700134277344
2024-05-30,327.17999267578125
2024-05-31,329.989990234375
2024-06-03,327.7900085449219
2024-06-04,326.9100036621094
2024-06-05,329.510009765625
2024-06-06,328.1700134277344
2024-06-07,326.6600036621094
2024-06-10,328.0199890136719
2024-06-11,327.0799865722656
2024-06-12,329.6199951171875
2024-06-13,328.6300048828125
2024-06-14,326.0
2024-06-17,328.1700134277344
2024-06-18,329.3999938964844
2024-06-20,329.07000732421875
2024-06-21,329.239990234375
2024-06-24,330.75
2024-06-25,329.1499938964844
2024-06-26,327.0299987792969
2024-06-27,326.67999267578125
2024-06-28,326.69000244140625
2024-07-01,324.20001220703125
2024-07-02,325.6400146484375
2024-07-03,326.1300048828125
2024-07-05,326.04998779296875
2024-07-08,326.7699890136719
2024-07-09,325.8900146484375
2024-07-10,328.739990234375
2024-07-11,332.7300109863281
2024-07-12,335.3900146484375
2024-07-15,335.9599914550781
2024-07-16,341.9100036621094
2024-07-17,338.6000061035156
2024-07-18,336.6000061035156
2024-07-19,334.7300109863281
2024-07-22,338.3900146484375
2024-07-23,336.989990234375
2024-07-24,331.6199951171875
2024-07-25,332.0400085449219
2024-07-26,335.95001220703125
2024-07-29,336.510009765625
2024-07-30,337.6000061035156
2024-07-31,339.8399963378906
2024-08-01,335.1400146484375
2024-08-02,328.57000732421875
2024-08-05,321.04998779296875
2024-08-06,325.17999267578125
2024-08-07,322.5199890136719
2024-08-08,329.25
2024-08-09,330.0799865722656
2024-08-12,328.6199951171875
2024-08-13,332.3900146484375
2024-08-14,333.239990234375
2024-08-15,337.7200012207031
2024-08-16,338.79998779296875
2024-08-19,341.55999755859375
2024-08-20,339.8500061035156
2024-08-21,343.07000732421875
2024-08-22,341.82000732421875
2024-08-23,346.2699890136719
2024-08-26,345.69000244140625
2024-08-27,345.6600036621094
2024-08-28,344.32000732421875
2024-08-29,345.6499938964844
2024-08-30,348.42999267578125
2024-09-03,342.7099914550781
2024-09-04,341.95001220703125
2024-09-05,339.9700012207031
2024-09-06,335.9200134277344
2024-09-09,339.7799987792969
2024-09-10,340.2699890136719
2024-09-11,341.42999267578125
2024-09-12,343.5199890136719
2024-09-13,346.95001220703125
2024-09-16,349.0299987792969
2024-09-17,349.7300109863281
2024-09-18,348.8800048828125
2024-09-19,353.44000244140625
2024-09-20,352.7900085449219
2024-09-23,354.8900146484375
2024-09-24,355.3800048828125
2024-09-25,353.30999755859375
2024-09-26,354.0
2024-09-27,355.1099853515625
2024-09-30,355.9800109863281
2024-10-01,354.04998779296875
2024-10-02,354.1700134277344
2024-10-03,352.94000244140625
2024-10-04,355.8900146484375
2024-10-07,352.9800109863281
2024-10-08,354.3800048828125
2024-10-09,356.7900085449219
2024-10-10,355.54998779296875
2024-10-11,359.82000732421875
2024-10-14,362.6199951171875
2024-10-15,361.3399963378906
2024-10-16,363.8999938964844
2024-10-17,363.3399963378906
2024-10-18,364.69000244140625
2024-10-21,362.0899963378906
2024-10-22,359.9100036621094
2024-10-23,358.8299865722656
2024-10-24,359.1199951171875
2024-10-25,357.75
2024-10-28,359.8599853515625
2024-10-29,358.94000244140625
2024-10-30,358.5
2024-10-31,354.45001220703125
2024-11-01,354.3399963378906
2024-11-04,354.3399963378906
2024-11-05,359.8800048828125
2024-11-06,369.2699890136719
2024-11-07,370.42999267578125
2024-11-08,373.07000732421875
2024-11-11,375.9200134277344
2024-11-12,373.510009765625
2024-11-13,373.0299987792969
2024-11-14,369.55999755859375
2024-11-15,367.5199890136719
2024-11-18,369.3900146484375
2024-11-19,370.4800109863281
2024-11-20,371.739990234375
2024-11-21,376.6499938964844
