Date,CSPAX
2022-02-28,67.55000305175781
2022-03-01,66.4000015258789
2022-03-02,67.36000061035156
2022-03-03,65.83999633789062
2022-03-04,64.05999755859375
2022-03-07,61.72999954223633
2022-03-08,61.81999969482422
2022-03-09,64.22000122070312
2022-03-10,63.66999816894531
2022-03-11,62.65999984741211
2022-03-14,61.58000183105469
2022-03-15,62.2599983215332
2022-03-16,64.9000015258789
2022-03-17,65.97000122070312
2022-03-18,67.13999938964844
2022-03-21,66.29000091552734
2022-03-22,66.91999816894531
2022-03-23,65.9800033569336
2022-03-24,66.41999816894531
2022-03-25,65.97000122070312
2022-03-28,66.01000213623047
2022-03-29,68.05000305175781
2022-03-30,67.41999816894531
2022-03-31,66.5
2022-04-01,67.11000061035156
2022-04-04,67.86000061035156
2022-04-05,66.83999633789062
2022-04-06,65.55000305175781
2022-04-07,65.36000061035156
2022-04-08,64.93000030517578
2022-04-11,64.12000274658203
2022-04-12,63.970001220703125
2022-04-13,65.01000213623047
2022-04-14,64.41999816894531
2022-04-18,63.81999969482422
2022-04-19,64.76000213623047
2022-04-20,64.75
2022-04-21,63.54999923706055
2022-04-22,62.11000061035156
2022-04-25,62.40999984741211
2022-04-26,60.36000061035156
2022-04-27,60.2599983215332
2022-04-28,61.16999816894531
2022-04-29,60.060001373291016
2022-05-02,60.369998931884766
2022-05-03,60.45000076293945
2022-05-04,61.63999938964844
2022-05-05,59.20000076293945
2022-05-06,57.91999816894531
2022-05-09,55.54999923706055
2022-05-10,55.63999938964844
2022-05-11,54.849998474121094
2022-05-12,55.20000076293945
2022-05-13,57.290000915527344
2022-05-16,56.849998474121094
2022-05-17,58.099998474121094
2022-05-18,56.279998779296875
2022-05-19,56.79999923706055
2022-05-20,57.04999923706055
2022-05-23,57.66999816894531
2022-05-24,56.630001068115234
2022-05-25,57.029998779296875
2022-05-26,58.09000015258789
2022-05-27,59.36000061035156
2022-05-31,59.150001525878906
2022-06-01,58.45000076293945
2022-06-02,59.88999938964844
2022-06-03,59.099998474121094
2022-06-06,59.349998474121094
2022-06-07,59.599998474121094
2022-06-08,59.08000183105469
2022-06-09,57.7599983215332
2022-06-10,56.220001220703125
2022-06-13,53.709999084472656
2022-06-14,53.36000061035156
2022-06-15,54.189998626708984
2022-06-16,52.130001068115234
2022-06-17,52.65999984741211
2022-06-21,53.400001525878906
2022-06-22,53.08000183105469
2022-06-23,53.720001220703125
2022-06-24,55.31999969482422
2022-06-27,55.36000061035156
2022-06-28,54.529998779296875
2022-06-29,54.099998474121094
2022-06-30,53.619998931884766
2022-07-01,53.9900016784668
2022-07-05,54.119998931884766
2022-07-06,54.0
2022-07-07,55.119998931884766
2022-07-08,55.18000030517578
2022-07-11,54.08000183105469
2022-07-12,53.70000076293945
2022-07-13,53.560001373291016
2022-07-14,53.099998474121094
2022-07-15,53.88999938964844
2022-07-18,54.099998474121094
2022-07-19,55.380001068115234
2022-07-20,55.9900016784668
2022-07-21,56.63999938964844
2022-07-22,56.13999938964844
2022-07-25,56.189998626708984
2022-07-26,55.40999984741211
2022-07-27,56.66999816894531
2022-07-28,57.380001068115234
2022-07-29,57.959999084472656
2022-08-01,58.04999923706055
2022-08-02,57.66999816894531
2022-08-03,58.45000076293945
2022-08-04,58.709999084472656
2022-08-05,58.77000045776367
2022-08-08,59.15999984741211
2022-08-09,58.2400016784668
2022-08-10,59.849998474121094
2022-08-11,59.93000030517578
2022-08-12,60.66999816894531
2022-08-15,60.59000015258789
2022-08-16,60.4900016784668
2022-08-17,59.720001220703125
2022-08-18,59.869998931884766
2022-08-19,58.630001068115234
2022-08-22,57.459999084472656
2022-08-23,57.58000183105469
2022-08-24,57.959999084472656
2022-08-25,58.79999923706055
2022-08-26,57.099998474121094
2022-08-29,56.72999954223633
2022-08-30,56.31999969482422
2022-08-31,56.13999938964844
2022-09-01,55.369998931884766
2022-09-02,55.130001068115234
2022-09-06,54.79999923706055
2022-09-07,55.68000030517578
2022-09-08,56.11000061035156
2022-09-09,57.22999954223633
2022-09-12,57.90999984741211
2022-09-13,55.869998931884766
2022-09-14,56.040000915527344
2022-09-15,55.650001525878906
2022-09-16,54.880001068115234
2022-09-19,55.099998474121094
2022-09-20,54.459999084472656
2022-09-21,53.68000030517578
2022-09-22,52.720001220703125
2022-09-23,51.59000015258789
2022-09-26,50.959999084472656
2022-09-27,51.09000015258789
2022-09-28,52.18000030517578
2022-09-29,51.189998626708984
2022-09-30,51.150001525878906
2022-10-03,52.29999923706055
2022-10-04,54.220001220703125
2022-10-05,53.90999984741211
2022-10-06,53.56999969482422
2022-10-07,52.25
2022-10-10,51.7599983215332
2022-10-11,51.36000061035156
2022-10-12,51.20000076293945
2022-10-13,51.88999938964844
2022-10-14,50.75
2022-10-17,52.09000015258789
2022-10-18,52.779998779296875
2022-10-19,51.779998779296875
2022-10-20,51.380001068115234
2022-10-21,52.18000030517578
2022-10-24,52.220001220703125
2022-10-25,53.439998626708984
2022-10-26,53.84000015258789
2022-10-27,53.56999969482422
2022-10-28,54.27000045776367
2022-10-31,54.0099983215332
2022-11-01,54.33000183105469
2022-11-02,53.27000045776367
2022-11-03,52.88999938964844
2022-11-04,53.81999969482422
2022-11-07,54.2400016784668
2022-11-08,54.63999938964844
2022-11-09,53.43000030517578
2022-11-10,56.29999923706055
2022-11-11,57.400001525878906
2022-11-14,56.779998779296875
2022-11-15,57.40999984741211
2022-11-16,56.529998779296875
2022-11-17,56.040000915527344
2022-11-18,56.119998931884766
2022-11-21,55.689998626708984
2022-11-22,56.189998626708984
2022-11-23,56.61000061035156
2022-11-25,56.810001373291016
2022-11-28,56.02000045776367
2022-11-29,56.08000183105469
2022-11-30,57.619998931884766
2022-12-01,58.029998779296875
2022-12-02,58.18000030517578
2022-12-05,57.0099983215332
2022-12-06,56.209999084472656
2022-12-07,56.25
2022-12-08,56.709999084472656
2022-12-09,56.5
2022-12-12,56.959999084472656
2022-12-13,57.52000045776367
2022-12-14,57.4900016784668
2022-12-15,56.060001373291016
2022-12-16,55.619998931884766
2022-12-19,54.959999084472656
2022-12-20,55.099998474121094
2022-12-21,55.70000076293945
2022-12-22,55.04999923706055
2022-12-23,55.04999923706055
2022-12-27,54.880001068115234
2022-12-28,54.290000915527344
2022-12-29,55.43000030517578
2022-12-30,55.189998626708984
2023-01-03,55.029998779296875
2023-01-04,55.72999954223633
2023-01-05,55.470001220703125
2023-01-06,56.560001373291016
2023-01-09,57.13999938964844
2023-01-10,57.540000915527344
2023-01-11,58.20000076293945
2023-01-12,58.72999954223633
2023-01-13,59.130001068115234
2023-01-17,59.16999816894531
2023-01-18,58.83000183105469
2023-01-19,58.40999984741211
2023-01-20,59.31999969482422
2023-01-23,60.029998779296875
2023-01-24,59.880001068115234
2023-01-25,59.900001525878906
2023-01-26,60.22999954223633
2023-01-27,60.4900016784668
2023-01-30,59.720001220703125
2023-01-31,60.58000183105469
2023-02-01,61.630001068115234
2023-02-02,62.70000076293945
2023-02-03,61.91999816894531
2023-02-06,61.06999969482422
2023-02-07,61.540000915527344
2023-02-08,61.08000183105469
2023-02-09,60.68000030517578
2023-02-10,60.29999923706055
2023-02-13,60.900001525878906
2023-02-14,60.97999954223633
2023-02-15,61.209999084472656
2023-02-16,60.779998779296875
2023-02-17,60.61000061035156
2023-02-21,59.470001220703125
2023-02-22,59.36000061035156
2023-02-23,59.63999938964844
2023-02-24,59.0099983215332
2023-02-27,59.33000183105469
2023-02-28,59.2599983215332
2023-03-01,59.380001068115234
2023-03-02,59.560001373291016
2023-03-03,60.459999084472656
2023-03-06,60.040000915527344
2023-03-07,59.25
2023-03-08,59.310001373291016
2023-03-09,58.20000076293945
2023-03-10,56.939998626708984
2023-03-13,56.459999084472656
2023-03-14,57.20000076293945
2023-03-15,56.13999938964844
2023-03-16,56.900001525878906
2023-03-17,56.189998626708984
2023-03-20,56.58000183105469
2023-03-21,57.41999816894531
2023-03-22,56.720001220703125
2023-03-23,56.959999084472656
2023-03-24,56.72999954223633
2023-03-27,57.040000915527344
2023-03-28,57.029998779296875
2023-03-29,57.630001068115234
2023-03-30,57.9900016784668
2023-03-31,58.720001220703125
2023-04-03,58.70000076293945
2023-04-04,58.220001220703125
2023-04-05,57.5
2023-04-06,57.47999954223633
2023-04-10,57.720001220703125
2023-04-11,58.2599983215332
2023-04-12,58.20000076293945
2023-04-13,58.9900016784668
2023-04-14,58.779998779296875
2023-04-17,58.970001220703125
2023-04-18,59.189998626708984
2023-04-19,59.029998779296875
2023-04-20,58.869998931884766
2023-04-21,58.9900016784668
2023-04-24,59.060001373291016
2023-04-25,58.02000045776367
2023-04-26,57.77000045776367
2023-04-27,58.630001068115234
2023-04-28,59.06999969482422
2023-05-01,58.9900016784668
2023-05-02,58.439998626708984
2023-05-03,58.54999923706055
2023-05-04,58.27000045776367
2023-05-05,59.11000061035156
2023-05-08,59.099998474121094
2023-05-09,58.869998931884766
2023-05-10,59.029998779296875
2023-05-11,58.84000015258789
2023-05-12,58.630001068115234
2023-05-15,59.130001068115234
2023-05-16,58.65999984741211
2023-05-17,59.09000015258789
2023-05-18,59.220001220703125
2023-05-19,59.13999938964844
2023-05-22,59.45000076293945
2023-05-23,58.810001373291016
2023-05-24,58.2400016784668
2023-05-25,58.029998779296875
2023-05-26,58.689998626708984
2023-05-30,58.4900016784668
2023-05-31,58.209999084472656
2023-06-01,58.88999938964844
2023-06-02,59.97999954223633
2023-06-05,59.70000076293945
2023-06-06,60.27000045776367
2023-06-07,60.31999969482422
2023-06-08,60.400001525878906
2023-06-09,60.22999954223633
2023-06-12,60.869998931884766
2023-06-13,61.47999954223633
2023-06-14,61.33000183105469
2023-06-15,61.939998626708984
2023-06-16,61.720001220703125
2023-06-20,61.2599983215332
2023-06-21,61.150001525878906
2023-06-22,60.810001373291016
2023-06-23,60.13999938964844
2023-06-26,60.130001068115234
2023-06-27,60.7400016784668
2023-06-28,60.91999816894531
2023-06-29,61.16999816894531
2023-06-30,61.72999954223633
2023-07-03,61.689998626708984
2023-07-05,61.279998779296875
2023-07-06,60.34000015258789
2023-07-07,60.83000183105469
2023-07-10,61.4900016784668
2023-07-11,62.13999938964844
2023-07-12,62.869998931884766
2023-07-13,63.619998931884766
2023-07-14,63.33000183105469
2023-07-17,63.38999938964844
2023-07-18,63.75
2023-07-19,63.95000076293945
2023-07-20,63.310001373291016
2023-07-21,63.2400016784668
2023-07-24,63.16999816894531
2023-07-25,63.38999938964844
2023-07-26,63.61000061035156
2023-07-27,63.08000183105469
2023-07-28,63.779998779296875
2023-07-31,63.939998626708984
2023-08-01,63.599998474121094
2023-08-02,62.459999084472656
2023-08-03,62.369998931884766
2023-08-04,62.5
2023-08-07,62.720001220703125
2023-08-08,62.029998779296875
2023-08-09,61.91999816894531
2023-08-10,61.959999084472656
2023-08-11,61.68000030517578
2023-08-14,61.63999938964844
2023-08-15,61.0
2023-08-16,60.5099983215332
2023-08-17,59.689998626708984
2023-08-18,59.72999954223633
2023-08-21,59.779998779296875
2023-08-22,59.90999984741211
2023-08-23,60.560001373291016
2023-08-24,59.81999969482422
2023-08-25,60.0099983215332
2023-08-28,60.2599983215332
2023-08-29,61.310001373291016
2023-08-30,61.5
2023-08-31,61.5
2023-09-01,61.720001220703125
2023-09-05,61.0
2023-09-06,60.81999969482422
2023-09-07,60.349998474121094
2023-09-08,60.20000076293945
2023-09-11,60.459999084472656
2023-09-12,60.040000915527344
2023-09-13,59.81999969482422
2023-09-14,60.279998779296875
2023-09-15,59.900001525878906
2023-09-18,59.61000061035156
2023-09-19,59.31999969482422
2023-09-20,59.06999969482422
2023-09-21,58.029998779296875
2023-09-22,58.040000915527344
2023-09-25,58.060001373291016
2023-09-26,57.2400016784668
2023-09-27,57.45000076293945
2023-09-28,57.9900016784668
2023-09-29,57.939998626708984
2023-10-02,57.29999923706055
2023-10-03,56.369998931884766
2023-10-04,56.4900016784668
