Date,FBGRX
2022-09-09,131.13999938964844
2022-09-12,133.0500030517578
2022-09-13,125.94000244140625
2022-09-14,127.2699966430664
2022-09-15,125.72000122070312
2022-09-16,124.2699966430664
2022-09-19,125.44999694824219
2022-09-20,124.22000122070312
2022-09-21,121.87000274658203
2022-09-22,119.52999877929688
2022-09-23,117.06999969482422
2022-09-26,116.11000061035156
2022-09-27,116.87000274658203
2022-09-28,119.55999755859375
2022-09-29,115.98999786376953
2022-09-30,114.12999725341797
2022-10-03,116.58000183105469
2022-10-04,121.13999938964844
2022-10-05,121.23999786376953
2022-10-06,120.86000061035156
2022-10-07,115.95999908447266
2022-10-10,114.44000244140625
2022-10-11,112.79000091552734
2022-10-12,113.0
2022-10-13,115.08999633789062
2022-10-14,111.05999755859375
2022-10-17,115.19999694824219
2022-10-18,116.43000030517578
2022-10-19,115.73999786376953
2022-10-20,115.23999786376953
2022-10-21,117.73999786376953
2022-10-24,118.30999755859375
2022-10-25,121.55999755859375
2022-10-26,119.08000183105469
2022-10-27,117.12999725341797
2022-10-28,119.63999938964844
2022-10-31,118.2699966430664
2022-11-01,117.62000274658203
2022-11-02,113.4000015258789
2022-11-03,111.73999786376953
2022-11-04,113.19999694824219
2022-11-07,114.27999877929688
2022-11-08,114.58000183105469
2022-11-09,110.69999694824219
2022-11-10,119.83999633789062
2022-11-11,122.62999725341797
2022-11-14,121.23999786376953
2022-11-15,123.77999877929688
2022-11-16,121.37999725341797
2022-11-17,120.80999755859375
2022-11-18,120.43000030517578
2022-11-21,118.41000366210938
2022-11-22,120.2699966430664
2022-11-23,121.77999877929688
2022-11-25,121.1500015258789
2022-11-28,119.30000305175781
2022-11-29,118.8499984741211
2022-11-30,124.33999633789062
2022-12-01,124.47000122070312
2022-12-02,124.30000305175781
2022-12-05,121.51000213623047
2022-12-06,118.68000030517578
2022-12-07,118.20999908447266
2022-12-08,119.8499984741211
2022-12-09,118.66000366210938
2022-12-12,120.16999816894531
2022-12-13,121.48999786376953
2022-12-14,120.76000213623047
2022-12-15,116.70999908447266
2022-12-16,115.30000305175781
2022-12-19,113.38999938964844
2022-12-20,113.23999786376953
2022-12-21,115.27999877929688
2022-12-22,112.44999694824219
2022-12-23,112.80999755859375
2022-12-27,111.11000061035156
2022-12-28,109.52999877929688
2022-12-29,112.47000122070312
2022-12-30,112.45999908447266
2023-01-03,111.3499984741211
2023-01-04,112.48999786376953
2023-01-05,110.77999877929688
2023-01-06,113.18000030517578
2023-01-09,114.11000061035156
2023-01-10,115.52999877929688
2023-01-11,117.97000122070312
2023-01-12,119.16000366210938
2023-01-13,120.2300033569336
2023-01-17,120.5
2023-01-18,119.0
2023-01-19,117.75
2023-01-20,121.1500015258789
2023-01-23,123.9800033569336
2023-01-24,123.5999984741211
2023-01-25,123.54000091552734
2023-01-26,125.73999786376953
2023-01-27,127.31999969482422
2023-01-30,124.45999908447266
2023-01-31,126.83000183105469
2023-02-01,129.50999450683594
2023-02-02,133.72999572753906
2023-02-03,131.4199981689453
2023-02-06,130.3699951171875
2023-02-07,133.0399932861328
2023-02-08,131.0500030517578
2023-02-09,129.97000122070312
2023-02-10,128.25
2023-02-13,130.22999572753906
2023-02-14,131.8300018310547
2023-02-15,132.55999755859375
2023-02-16,129.9600067138672
2023-02-17,128.61000061035156
2023-02-21,125.2300033569336
2023-02-22,125.4800033569336
2023-02-23,127.16000366210938
2023-02-24,124.9000015258789
2023-02-27,125.62999725341797
2023-02-28,125.66000366210938
2023-03-01,124.80000305175781
2023-03-02,125.98999786376953
2023-03-03,128.4199981689453
2023-03-06,127.87999725341797
2023-03-07,126.63999938964844
2023-03-08,127.27999877929688
2023-03-09,124.44999694824219
2023-03-10,122.0199966430664
2023-03-13,122.26000213623047
2023-03-14,125.08000183105469
2023-03-15,124.73999786376953
2023-03-16,128.2899932861328
2023-03-17,127.29000091552734
2023-03-20,127.75
2023-03-21,130.3699951171875
2023-03-22,128.42999267578125
2023-03-23,130.00999450683594
2023-03-24,129.80999755859375
2023-03-27,129.3800048828125
2023-03-28,128.58999633789062
2023-03-29,131.02000427246094
2023-03-30,132.2100067138672
2023-03-31,134.4499969482422
2023-04-03,134.4600067138672
2023-04-04,133.82000732421875
2023-04-05,132.0500030517578
2023-04-06,132.72999572753906
2023-04-10,133.07000732421875
2023-04-11,132.5399932861328
2023-04-12,131.25999450683594
2023-04-13,133.80999755859375
2023-04-14,133.66000366210938
2023-04-17,133.91000366210938
2023-04-18,134.41000366210938
2023-04-19,134.27000427246094
2023-04-20,132.82000732421875
2023-04-21,133.07000732421875
2023-04-24,132.89999389648438
2023-04-25,129.86000061035156
2023-04-26,130.8800048828125
2023-04-27,133.91000366210938
2023-04-28,134.5500030517578
2023-05-01,135.1199951171875
2023-05-02,134.1699981689453
2023-05-03,133.72000122070312
2023-05-04,132.9199981689453
2023-05-05,135.75999450683594
2023-05-08,136.52999877929688
2023-05-09,135.72000122070312
2023-05-10,137.1699981689453
2023-05-11,137.30999755859375
2023-05-12,136.6300048828125
2023-05-15,137.61000061035156
2023-05-16,137.10000610351562
2023-05-17,139.4199981689453
2023-05-18,141.88999938964844
2023-05-19,140.9600067138672
2023-05-22,141.36000061035156
2023-05-23,139.42999267578125
2023-05-24,138.8300018310547
2023-05-25,142.39999389648438
2023-05-26,146.75
2023-05-30,147.02000427246094
2023-05-31,145.22999572753906
2023-06-01,147.6199951171875
2023-06-02,149.3300018310547
2023-06-05,149.07000732421875
2023-06-06,149.72000122070312
2023-06-07,147.3699951171875
2023-06-08,149.0
2023-06-09,149.4600067138672
2023-06-12,151.83999633789062
2023-06-13,153.22000122070312
2023-06-14,153.83999633789062
2023-06-15,155.47000122070312
2023-06-16,154.44000244140625
2023-06-20,154.39999389648438
2023-06-21,152.7100067138672
2023-06-22,154.27000427246094
2023-06-23,152.9600067138672
2023-06-26,151.32000732421875
2023-06-27,153.94000244140625
2023-06-28,154.1300048828125
2023-06-29,153.72999572753906
2023-06-30,156.4199981689453
2023-07-03,156.86000061035156
2023-07-05,156.72999572753906
2023-07-06,155.3000030517578
2023-07-07,155.4600067138672
2023-07-10,155.7899932861328
2023-07-11,157.22999572753906
2023-07-12,159.44000244140625
2023-07-13,162.13999938964844
2023-07-14,161.6999969482422
2023-07-17,163.0500030517578
2023-07-18,164.77000427246094
2023-07-19,164.75
2023-07-20,161.0500030517578
2023-07-21,160.4600067138672
2023-07-24,160.6699981689453
2023-07-25,161.92999267578125
2023-07-26,161.55999755859375
2023-07-27,160.8000030517578
2023-07-28,163.89999389648438
2023-07-31,164.6300048828125
2023-08-01,163.6999969482422
2023-08-02,159.72999572753906
2023-08-03,159.7100067138672
2023-08-04,159.52000427246094
2023-08-07,160.72999572753906
2023-08-08,159.9199981689453
2023-08-09,157.85000610351562
2023-08-10,157.91000366210938
2023-08-11,156.4499969482422
2023-08-14,159.00999450683594
2023-08-15,157.27000427246094
2023-08-16,155.50999450683594
2023-08-17,153.85000610351562
2023-08-18,153.9499969482422
2023-08-21,156.6699981689453
2023-08-22,156.0399932861328
2023-08-23,158.47000122070312
2023-08-24,155.0800018310547
2023-08-25,155.2899932861328
2023-08-28,156.57000732421875
2023-08-29,159.9600067138672
2023-08-30,161.1999969482422
2023-08-31,161.7899932861328
2023-09-01,162.1300048828125
2023-09-05,162.35000610351562
2023-09-06,160.3300018310547
2023-09-07,159.67999267578125
2023-09-08,158.35000610351562
2023-09-11,159.94000244140625
2023-09-12,158.39999389648438
2023-09-13,158.72000122070312
2023-09-14,159.41000366210938
2023-09-15,156.57000732421875
2023-09-18,156.24000549316406
2023-09-19,155.80999755859375
2023-09-20,153.19000244140625
2023-09-21,149.94000244140625
2023-09-22,149.97000122070312
2023-09-25,150.94000244140625
2023-09-26,148.6699981689453
2023-09-27,149.3800048828125
2023-09-28,150.75999450683594
2023-09-29,151.0399932861328
2023-10-02,152.39999389648438
2023-10-03,148.97999572753906
2023-10-04,150.5
2023-10-05,150.32000732421875
2023-10-06,153.17999267578125
2023-10-09,153.60000610351562
2023-10-10,154.77000427246094
2023-10-11,156.1699981689453
2023-10-12,155.22000122070312
2023-10-13,152.9600067138672
2023-10-16,155.47000122070312
2023-10-17,154.77000427246094
2023-10-18,152.00999450683594
2023-10-19,151.3300018310547
2023-10-20,149.0399932861328
2023-10-23,149.8000030517578
2023-10-24,151.3800048828125
2023-10-25,147.38999938964844
2023-10-26,144.25999450683594
2023-10-27,145.32000732421875
2023-10-30,147.0800018310547
2023-10-31,147.42999267578125
2023-11-01,149.75
2023-11-02,152.69000244140625
2023-11-03,154.82000732421875
2023-11-06,155.74000549316406
2023-11-07,157.27000427246094
2023-11-08,157.66000366210938
2023-11-09,156.41000366210938
2023-11-10,159.49000549316406
2023-11-13,159.25999450683594
2023-11-14,162.77999877929688
2023-11-15,162.75
2023-11-16,162.8000030517578
2023-11-17,162.97000122070312
2023-11-20,165.05999755859375
2023-11-21,163.8800048828125
2023-11-22,164.58999633789062
2023-11-24,164.3000030517578
2023-11-27,164.5
2023-11-28,165.00999450683594
2023-11-29,164.8300018310547
2023-11-30,164.50999450683594
2023-12-01,165.3300018310547
2023-12-04,163.74000549316406
2023-12-05,164.42999267578125
2023-12-06,163.57000732421875
2023-12-07,165.83999633789062
2023-12-08,167.0399932861328
2023-12-11,166.92999267578125
2023-12-12,168.0399932861328
2023-12-13,170.4600067138672
2023-12-14,171.25
2023-12-15,171.74000549316406
2023-12-18,173.24000549316406
2023-12-19,174.14999389648438
2023-12-20,171.3800048828125
2023-12-21,173.3000030517578
2023-12-22,173.02999877929688
2023-12-26,173.7100067138672
2023-12-27,174.1999969482422
2023-12-28,174.27999877929688
2023-12-29,173.27000427246094
2024-01-02,170.11000061035156
2024-01-03,168.36000061035156
2024-01-04,167.77000427246094
2024-01-05,168.27000427246094
2024-01-08,172.77000427246094
2024-01-09,173.14999389648438
2024-01-10,174.97999572753906
2024-01-11,175.6300048828125
2024-01-12,175.22999572753906
2024-01-16,174.6199951171875
2024-01-17,173.77999877929688
2024-01-18,176.2899932861328
2024-01-19,178.89999389648438
2024-01-22,179.19000244140625
2024-01-23,179.82000732421875
2024-01-24,181.02999877929688
2024-01-25,181.30999755859375
2024-01-26,181.27999877929688
2024-01-29,183.6699981689453
2024-01-30,182.3300018310547
2024-01-31,178.35000610351562
2024-02-01,180.88999938964844
2024-02-02,186.24000549316406
2024-02-05,186.5500030517578
2024-02-06,186.7899932861328
2024-02-07,187.6199951171875
2024-02-08,188.35000610351562
2024-02-09,190.3800048828125
2024-02-12,190.05999755859375
2024-02-13,187.14999389648438
2024-02-14,190.69000244140625
2024-02-15,190.97000122070312
2024-02-16,189.4499969482422
2024-02-20,186.77000427246094
2024-02-21,186.22999572753906
2024-02-22,193.36000061035156
2024-02-23,193.02000427246094
2024-02-26,192.77000427246094
2024-02-27,193.47999572753906
2024-02-28,192.25999450683594
2024-02-29,194.75999450683594
2024-03-01,198.00999450683594
2024-03-04,198.1199951171875
2024-03-05,195.6300048828125
2024-03-06,197.0800018310547
2024-03-07,200.85000610351562
2024-03-08,197.75
2024-03-11,195.75
2024-03-12,199.77999877929688
2024-03-13,199.0500030517578
2024-03-14,198.19000244140625
2024-03-15,196.22000122070312
2024-03-18,197.72999572753906
2024-03-19,198.6199951171875
2024-03-20,201.49000549316406
2024-03-21,202.2100067138672
2024-03-22,202.72000122070312
2024-03-25,202.22000122070312
2024-03-26,201.22999572753906
2024-03-27,201.6699981689453
2024-03-28,201.3699951171875
2024-04-01,201.6699981689453
2024-04-02,199.82000732421875
2024-04-03,200.1999969482422
2024-04-04,197.0800018310547
2024-04-05,200.36000061035156
2024-04-08,199.99000549316406
2024-04-09,199.94000244140625
2024-04-10,198.82000732421875
2024-04-11,202.0800018310547
2024-04-12,198.4600067138672
2024-04-15,194.69000244140625
2024-04-16,195.22000122070312
2024-04-17,193.27000427246094
2024-04-18,192.63999938964844
2024-04-19,187.05999755859375
2024-04-22,189.3800048828125
2024-04-23,193.16000366210938
2024-04-24,192.2100067138672
2024-04-25,191.3000030517578
2024-04-26,196.77999877929688
2024-04-29,196.61000061035156
2024-04-30,193.4499969482422
2024-05-01,192.6699981689453
2024-05-02,196.2899932861328
2024-05-03,199.6300048828125
2024-05-06,202.86000061035156
2024-05-07,202.47999572753906
2024-05-08,201.9499969482422
2024-05-09,202.4199981689453
2024-05-10,202.32000732421875
2024-05-13,202.44000244140625
2024-05-14,203.72999572753906
2024-05-15,206.92999267578125
2024-05-16,206.0800018310547
2024-05-17,205.91000366210938
2024-05-20,207.5
2024-05-21,207.6699981689453
2024-05-22,207.13999938964844
2024-05-23,207.32000732421875
2024-05-24,210.10000610351562
2024-05-28,212.2899932861328
2024-05-29,211.69000244140625
2024-05-30,208.75
2024-05-31,208.05999755859375
2024-06-03,209.9199981689453
2024-06-04,209.77000427246094
2024-06-05,214.41000366210938
2024-06-06,214.32000732421875
2024-06-07,213.89999389648438
2024-06-10,215.05999755859375
2024-06-11,216.58999633789062
2024-06-12,219.9499969482422
2024-06-13,220.02000427246094
2024-06-14,219.99000549316406
2024-06-17,221.25
2024-06-18,221.97999572753906
2024-06-20,219.97000122070312
2024-06-21,219.27000427246094
2024-06-24,216.1999969482422
2024-06-25,219.69000244140625
2024-06-26,220.97000122070312
2024-06-27,221.69000244140625
2024-06-28,220.0
2024-07-01,221.38999938964844
2024-07-02,222.60000610351562
2024-07-03,224.1300048828125
2024-07-05,226.0500030517578
2024-07-08,226.75
2024-07-09,227.02999877929688
2024-07-10,229.33999633789062
2024-07-11,224.57000732421875
2024-07-12,225.82000732421875
2024-07-15,225.99000549316406
2024-07-16,226.4600067138672
2024-07-17,218.6999969482422
2024-07-18,217.1300048828125
2024-07-19,215.5
2024-07-22,219.07000732421875
2024-07-23,218.85000610351562
2024-07-24,210.52999877929688
2024-07-25,207.89999389648438
2024-07-26,209.83999633789062
2024-07-29,209.94000244140625
2024-07-30,206.66000366210938
2024-07-31,213.10000610351562
2024-08-01,208.44000244140625
2024-08-02,202.07000732421875
2024-08-05,194.94000244140625
2024-08-06,197.58999633789062
2024-08-07,194.83999633789062
2024-08-08,201.72999572753906
2024-08-09,203.14999389648438
2024-08-12,204.00999450683594
2024-08-13,209.4600067138672
2024-08-14,209.75
2024-08-15,215.14999389648438
2024-08-16,215.69000244140625
2024-08-19,218.5800018310547
2024-08-20,217.6300048828125
2024-08-21,219.07000732421875
2024-08-22,215.4499969482422
2024-08-23,218.97000122070312
2024-08-26,216.9199981689453
2024-08-27,217.4600067138672
2024-08-28,214.6699981689453
2024-08-29,213.61000061035156
2024-08-30,216.4600067138672
2024-09-03,208.4600067138672
2024-09-04,207.5399932861328
2024-09-05,207.8699951171875
2024-09-06,202.63999938964844
2024-09-09,205.1699981689453
2024-09-10,206.55999755859375
2024-09-11,211.99000549316406
2024-09-12,214.3000030517578
2024-09-13,204.1699981689453
2024-09-16,203.24000549316406
2024-09-17,203.61000061035156
2024-09-18,203.1999969482422
2024-09-19,208.30999755859375
2024-09-20,207.52999877929688
2024-09-23,207.6199951171875
2024-09-24,209.1999969482422
2024-09-25,209.47000122070312
2024-09-26,210.44000244140625
2024-09-27,209.2100067138672
2024-09-30,209.97999572753906
2024-10-01,206.86000061035156
2024-10-02,207.3800048828125
2024-10-03,207.63999938964844
2024-10-04,210.3800048828125
2024-10-07,208.3300018310547
2024-10-08,211.52000427246094
2024-10-09,212.52000427246094
2024-10-10,212.58999633789062
2024-10-11,214.1300048828125
2024-10-14,215.9600067138672
2024-10-15,213.8699951171875
2024-10-16,214.8000030517578
2024-10-17,214.63999938964844
2024-10-18,216.24000549316406
2024-10-21,217.47000122070312
2024-10-22,217.49000549316406
2024-10-23,214.02999877929688
2024-10-24,214.85000610351562
2024-10-25,216.08999633789062
2024-10-28,216.83999633789062
2024-10-29,218.5
2024-10-30,217.58999633789062
2024-10-31,211.2100067138672
2024-11-01,213.50999450683594
2024-11-04,212.5800018310547
2024-11-05,215.9499969482422
2024-11-06,220.61000061035156
2024-11-07,225.5500030517578
2024-11-08,225.72000122070312
2024-11-11,225.1300048828125
2024-11-12,225.47999572753906
2024-11-13,224.63999938964844
2024-11-14,223.7100067138672
2024-11-15,219.1699981689453
2024-11-18,219.97999572753906
2024-11-19,223.00999450683594
2024-11-20,222.7899932861328
2024-11-21,223.05999755859375
