Date,RERBX
2022-02-28,54.77000045776367
2022-03-01,53.58000183105469
2022-03-02,54.150001525878906
2022-03-03,53.04999923706055
2022-03-04,51.27000045776367
2022-03-07,49.36000061035156
2022-03-08,49.40999984741211
2022-03-09,51.52000045776367
2022-03-10,50.9900016784668
2022-03-11,50.27000045776367
2022-03-14,50.04999923706055
2022-03-15,50.290000915527344
2022-03-16,52.619998931884766
2022-03-17,53.540000915527344
2022-03-18,54.2599983215332
2022-03-21,53.790000915527344
2022-03-22,54.41999816894531
2022-03-23,53.869998931884766
2022-03-24,54.29999923706055
2022-03-25,53.86000061035156
2022-03-28,54.04999923706055
2022-03-29,55.369998931884766
2022-03-30,55.099998474121094
2022-03-31,54.18000030517578
2022-04-01,54.720001220703125
2022-04-04,55.47999954223633
2022-04-05,54.560001373291016
2022-04-06,53.630001068115234
2022-04-07,53.56999969482422
2022-04-08,53.400001525878906
2022-04-11,52.599998474121094
2022-04-12,52.310001373291016
2022-04-13,52.9900016784668
2022-04-14,52.56999969482422
2022-04-18,52.2599983215332
2022-04-19,52.43000030517578
2022-04-20,52.68000030517578
2022-04-21,51.97999954223633
2022-04-22,51.029998779296875
2022-04-25,50.7599983215332
2022-04-26,49.45000076293945
2022-04-27,49.83000183105469
2022-04-28,50.66999816894531
2022-04-29,50.060001373291016
2022-05-02,50.02000045776367
2022-05-03,50.22999954223633
2022-05-04,50.86000061035156
2022-05-05,49.31999969482422
2022-05-06,48.45000076293945
2022-05-09,46.7400016784668
2022-05-10,47.02000045776367
2022-05-11,46.869998931884766
2022-05-12,46.790000915527344
2022-05-13,48.209999084472656
2022-05-16,48.13999938964844
2022-05-17,49.18000030517578
2022-05-18,48.040000915527344
2022-05-19,48.38999938964844
2022-05-20,48.86000061035156
2022-05-23,49.439998626708984
2022-05-24,48.959999084472656
2022-05-25,49.0099983215332
2022-05-26,49.59000015258789
2022-05-27,50.5099983215332
2022-05-31,50.63999938964844
2022-06-01,50.0
2022-06-02,51.11000061035156
2022-06-03,50.43000030517578
2022-06-06,50.720001220703125
2022-06-07,50.93000030517578
2022-06-08,50.59000015258789
2022-06-09,49.52000045776367
2022-06-10,48.369998931884766
2022-06-13,46.29999923706055
2022-06-14,45.88999938964844
2022-06-15,46.63999938964844
2022-06-16,45.29999923706055
2022-06-17,45.31999969482422
2022-06-21,46.09000015258789
2022-06-22,45.560001373291016
2022-06-23,45.439998626708984
2022-06-24,46.790000915527344
2022-06-27,46.810001373291016
2022-06-28,46.47999954223633
2022-06-29,46.220001220703125
2022-06-30,45.86000061035156
2022-07-01,45.79999923706055
2022-07-05,45.279998779296875
2022-07-06,45.13999938964844
2022-07-07,45.959999084472656
2022-07-08,45.970001220703125
2022-07-11,45.15999984741211
2022-07-12,44.93000030517578
2022-07-13,44.91999816894531
2022-07-14,44.58000183105469
2022-07-15,45.2400016784668
2022-07-18,45.459999084472656
2022-07-19,46.5
2022-07-20,46.529998779296875
2022-07-21,47.0
2022-07-22,46.66999816894531
2022-07-25,46.75
2022-07-26,46.2599983215332
2022-07-27,47.20000076293945
2022-07-28,47.66999816894531
2022-07-29,48.119998931884766
2022-08-01,48.119998931884766
2022-08-02,47.4900016784668
2022-08-03,47.79999923706055
2022-08-04,48.209999084472656
2022-08-05,47.97999954223633
2022-08-08,48.209999084472656
2022-08-09,47.689998626708984
2022-08-10,48.630001068115234
2022-08-11,48.86000061035156
2022-08-12,49.40999984741211
2022-08-15,49.220001220703125
2022-08-16,48.939998626708984
2022-08-17,48.63999938964844
2022-08-18,48.41999816894531
2022-08-19,47.689998626708984
2022-08-22,46.84000015258789
2022-08-23,46.9900016784668
2022-08-24,47.099998474121094
2022-08-25,47.7400016784668
2022-08-26,46.619998931884766
2022-08-29,46.369998931884766
2022-08-30,46.099998474121094
2022-08-31,45.869998931884766
2022-09-01,45.2400016784668
2022-09-02,45.099998474121094
2022-09-06,44.88999938964844
2022-09-07,45.189998626708984
2022-09-08,45.38999938964844
2022-09-09,46.400001525878906
