Date,GAFFX
2022-02-28,64.47000122070312
2022-03-01,63.34000015258789
2022-03-02,64.29000091552734
2022-03-03,63.029998779296875
2022-03-04,62.0
2022-03-07,59.58000183105469
2022-03-08,59.54999923706055
2022-03-09,61.72999954223633
2022-03-10,61.38999938964844
2022-03-11,60.08000183105469
2022-03-14,59.08000183105469
2022-03-15,60.59000015258789
2022-03-16,62.869998931884766
2022-03-17,64.02999877929688
2022-03-18,65.33000183105469
2022-03-21,64.93000030517578
2022-03-22,66.19999694824219
2022-03-23,65.30000305175781
2022-03-24,66.19999694824219
2022-03-25,66.04000091552734
2022-03-28,66.93000030517578
2022-03-29,68.12999725341797
2022-03-30,67.45999908447266
2022-03-31,66.4000015258789
2022-04-01,66.77999877929688
2022-04-04,67.9000015258789
2022-04-05,66.51000213623047
2022-04-06,65.1500015258789
2022-04-07,65.31999969482422
2022-04-08,64.83000183105469
2022-04-11,63.61000061035156
2022-04-12,63.38999938964844
2022-04-13,64.63999938964844
2022-04-14,63.58000183105469
2022-04-18,63.459999084472656
2022-04-19,64.72000122070312
2022-04-20,63.68000030517578
2022-04-21,62.439998626708984
2022-04-22,60.93000030517578
2022-04-25,61.290000915527344
2022-04-26,58.81999969482422
2022-04-27,58.939998626708984
2022-04-28,60.5
2022-04-29,58.43000030517578
2022-05-02,59.189998626708984
2022-05-03,59.33000183105469
2022-05-04,61.060001373291016
2022-05-05,58.290000915527344
2022-05-06,57.470001220703125
2022-05-09,54.61000061035156
2022-05-10,55.0
2022-05-11,53.72999954223633
2022-05-12,53.900001525878906
2022-05-13,55.90999984741211
2022-05-16,55.22999954223633
2022-05-17,56.540000915527344
2022-05-18,54.20000076293945
2022-05-19,54.36000061035156
2022-05-20,54.13999938964844
2022-05-23,54.81999969482422
2022-05-24,53.58000183105469
2022-05-25,54.40999984741211
2022-05-26,55.849998474121094
2022-05-27,57.540000915527344
2022-05-31,57.22999954223633
2022-06-01,56.70000076293945
2022-06-02,58.13999938964844
2022-06-03,56.86000061035156
2022-06-06,57.13999938964844
2022-06-07,57.630001068115234
2022-06-08,57.209999084472656
2022-06-09,55.779998779296875
2022-06-10,54.02000045776367
2022-06-13,51.529998779296875
2022-06-14,51.43000030517578
2022-06-15,52.470001220703125
2022-06-16,50.33000183105469
2022-06-17,50.720001220703125
2022-06-21,51.970001220703125
2022-06-22,51.84000015258789
2022-06-23,52.349998474121094
2022-06-24,54.06999969482422
2022-06-27,53.869998931884766
2022-06-28,52.70000076293945
2022-06-29,52.5099983215332
2022-06-30,51.849998474121094
2022-07-01,52.29999923706055
2022-07-05,52.7400016784668
2022-07-06,52.720001220703125
2022-07-07,53.83000183105469
2022-07-08,53.81999969482422
2022-07-11,52.77000045776367
2022-07-12,52.20000076293945
2022-07-13,52.060001373291016
2022-07-14,51.75
2022-07-15,52.81999969482422
2022-07-18,52.66999816894531
2022-07-19,54.189998626708984
2022-07-20,54.810001373291016
2022-07-21,55.630001068115234
2022-07-22,54.68000030517578
2022-07-25,54.68000030517578
2022-07-26,53.72999954223633
2022-07-27,55.529998779296875
2022-07-28,56.18000030517578
2022-07-29,57.13999938964844
2022-08-01,57.0099983215332
2022-08-02,56.86000061035156
2022-08-03,57.970001220703125
2022-08-04,58.18000030517578
2022-08-05,57.9900016784668
2022-08-08,58.15999984741211
2022-08-09,57.52000045776367
2022-08-10,59.13999938964844
2022-08-11,58.9900016784668
2022-08-12,60.099998474121094
2022-08-15,60.25
2022-08-16,60.209999084472656
2022-08-17,59.47999954223633
2022-08-18,59.61000061035156
2022-08-19,58.54999923706055
2022-08-22,57.27000045776367
2022-08-23,57.34000015258789
2022-08-24,57.65999984741211
2022-08-25,58.54999923706055
2022-08-26,56.560001373291016
2022-08-29,56.16999816894531
2022-08-30,55.52000045776367
2022-08-31,55.220001220703125
2022-09-01,55.08000183105469
2022-09-02,54.58000183105469
2022-09-06,54.34000015258789
2022-09-07,55.380001068115234
2022-09-08,55.9900016784668
2022-09-09,57.15999984741211
2022-09-12,57.75
2022-09-13,55.279998779296875
2022-09-14,55.68000030517578
2022-09-15,55.22999954223633
2022-09-16,54.63999938964844
2022-09-19,55.0099983215332
2022-09-20,54.33000183105469
2022-09-21,53.29999923706055
2022-09-22,52.5
2022-09-23,51.400001525878906
2022-09-26,50.900001525878906
2022-09-27,51.040000915527344
2022-09-28,52.310001373291016
2022-09-29,51.08000183105469
2022-09-30,50.4900016784668
2022-10-03,51.43000030517578
2022-10-04,53.34000015258789
2022-10-05,53.189998626708984
2022-10-06,52.869998931884766
2022-10-07,51.20000076293945
2022-10-10,50.619998931884766
2022-10-11,49.959999084472656
2022-10-12,49.9900016784668
2022-10-13,50.900001525878906
2022-10-14,49.43000030517578
2022-10-17,50.9900016784668
2022-10-18,51.47999954223633
2022-10-19,51.119998931884766
2022-10-20,50.75
2022-10-21,51.900001525878906
2022-10-24,52.20000076293945
2022-10-25,53.349998474121094
2022-10-26,52.849998474121094
2022-10-27,52.310001373291016
2022-10-28,53.119998931884766
2022-10-31,52.79999923706055
2022-11-01,52.619998931884766
2022-11-02,51.02000045776367
2022-11-03,50.630001068115234
2022-11-04,51.27000045776367
2022-11-07,51.61000061035156
2022-11-08,51.869998931884766
2022-11-09,50.59000015258789
2022-11-10,53.720001220703125
2022-11-11,54.56999969482422
2022-11-14,53.939998626708984
2022-11-15,54.65999984741211
2022-11-16,53.90999984741211
2022-11-17,53.45000076293945
