Date,RAEFX
2022-02-28,39.560001373291016
2022-03-01,38.939998626708984
2022-03-02,39.52000045776367
2022-03-03,38.88999938964844
2022-03-04,38.25
2022-03-07,36.709999084472656
2022-03-08,36.540000915527344
2022-03-09,37.869998931884766
2022-03-10,37.65999984741211
2022-03-11,36.90999984741211
2022-03-14,36.400001525878906
2022-03-15,37.31999969482422
2022-03-16,38.689998626708984
2022-03-17,39.310001373291016
2022-03-18,40.04999923706055
2022-03-21,39.65999984741211
2022-03-22,40.2599983215332
2022-03-23,39.470001220703125
2022-03-24,40.0
2022-03-25,39.83000183105469
2022-03-28,40.25
2022-03-29,41.11000061035156
2022-03-30,40.599998474121094
2022-03-31,39.959999084472656
2022-04-01,40.130001068115234
2022-04-04,40.619998931884766
2022-04-05,39.90999984741211
2022-04-06,39.20000076293945
2022-04-07,39.33000183105469
2022-04-08,39.099998474121094
2022-04-11,38.459999084472656
2022-04-12,38.220001220703125
2022-04-13,38.93000030517578
2022-04-14,38.33000183105469
2022-04-18,38.119998931884766
2022-04-19,38.9900016784668
2022-04-20,38.43000030517578
2022-04-21,37.56999969482422
2022-04-22,36.56999969482422
2022-04-25,36.900001525878906
2022-04-26,35.689998626708984
2022-04-27,35.72999954223633
2022-04-28,36.779998779296875
2022-04-29,35.470001220703125
2022-05-02,35.849998474121094
2022-05-03,35.790000915527344
2022-05-04,36.77000045776367
2022-05-05,35.2400016784668
2022-05-06,34.68000030517578
2022-05-09,33.150001525878906
2022-05-10,33.36000061035156
2022-05-11,32.68000030517578
2022-05-12,32.900001525878906
2022-05-13,34.060001373291016
2022-05-16,33.63999938964844
2022-05-17,34.400001525878906
2022-05-18,33.0099983215332
2022-05-19,33.13999938964844
2022-05-20,33.18000030517578
2022-05-23,33.52000045776367
2022-05-24,32.900001525878906
2022-05-25,33.34000015258789
2022-05-26,34.209999084472656
2022-05-27,35.20000076293945
2022-05-31,34.93000030517578
2022-06-01,34.5099983215332
2022-06-02,35.439998626708984
2022-06-03,34.77000045776367
2022-06-06,34.95000076293945
2022-06-07,35.27000045776367
2022-06-08,34.97999954223633
2022-06-09,34.130001068115234
2022-06-10,33.040000915527344
2022-06-13,31.559999465942383
2022-06-14,31.450000762939453
2022-06-15,29.81999969482422
2022-06-16,28.700000762939453
2022-06-17,29.0
2022-06-21,29.59000015258789
2022-06-22,29.6200008392334
2022-06-23,30.149999618530273
2022-06-24,31.110000610351562
2022-06-27,30.93000030517578
2022-06-28,30.229999542236328
2022-06-29,30.200000762939453
2022-06-30,29.8799991607666
2022-07-01,30.18000030517578
2022-07-05,30.510000228881836
2022-07-06,30.559999465942383
2022-07-07,31.100000381469727
2022-07-08,31.049999237060547
2022-07-11,30.549999237060547
2022-07-12,30.170000076293945
2022-07-13,30.020000457763672
2022-07-14,29.889999389648438
2022-07-15,30.530000686645508
2022-07-18,30.329999923706055
2022-07-19,31.229999542236328
2022-07-20,31.610000610351562
2022-07-21,32.06999969482422
2022-07-22,31.540000915527344
2022-07-25,31.489999771118164
2022-07-26,31.0
2022-07-27,31.940000534057617
2022-07-28,32.40999984741211
2022-07-29,32.77000045776367
2022-08-01,32.77000045776367
2022-08-02,32.650001525878906
2022-08-03,33.27000045776367
2022-08-04,33.439998626708984
2022-08-05,33.40999984741211
2022-08-08,33.45000076293945
2022-08-09,33.04999923706055
2022-08-10,33.95000076293945
2022-08-11,33.83000183105469
2022-08-12,34.380001068115234
2022-08-15,34.459999084472656
2022-08-16,34.439998626708984
2022-08-17,33.9900016784668
2022-08-18,34.029998779296875
2022-08-19,33.41999816894531
2022-08-22,32.650001525878906
2022-08-23,32.560001373291016
2022-08-24,32.72999954223633
2022-08-25,33.27000045776367
2022-08-26,32.060001373291016
2022-08-29,31.790000915527344
2022-08-30,31.540000915527344
2022-08-31,31.360000610351562
2022-09-01,31.360000610351562
2022-09-02,31.049999237060547
2022-09-06,30.90999984741211
2022-09-07,31.549999237060547
2022-09-08,31.860000610351562
2022-09-09,32.459999084472656
2022-09-12,32.779998779296875
2022-09-13,31.31999969482422
2022-09-14,31.479999542236328
2022-09-15,31.209999084472656
2022-09-16,30.8700008392334
2022-09-19,31.0
2022-09-20,30.59000015258789
2022-09-21,30.059999465942383
2022-09-22,29.579999923706055
2022-09-23,29.18000030517578
2022-09-26,28.90999984741211
2022-09-27,28.93000030517578
2022-09-28,29.579999923706055
2022-09-29,29.0
2022-09-30,28.670000076293945
2022-10-03,29.34000015258789
2022-10-04,30.3799991607666
2022-10-05,30.360000610351562
2022-10-06,30.18000030517578
2022-10-07,29.219999313354492
2022-10-10,28.850000381469727
2022-10-11,28.549999237060547
2022-10-12,28.5
2022-10-13,28.950000762939453
2022-10-14,28.18000030517578
2022-10-17,29.049999237060547
2022-10-18,29.350000381469727
2022-10-19,29.020000457763672
2022-10-20,28.81999969482422
2022-10-21,29.399999618530273
2022-10-24,29.6200008392334
2022-10-25,30.260000228881836
2022-10-26,29.950000762939453
2022-10-27,29.739999771118164
2022-10-28,30.260000228881836
2022-10-31,30.09000015258789
2022-11-01,29.940000534057617
2022-11-02,29.059999465942383
2022-11-03,28.729999542236328
2022-11-04,29.149999618530273
2022-11-07,29.360000610351562
2022-11-08,29.56999969482422
2022-11-09,29.0
2022-11-10,30.90999984741211
2022-11-11,31.360000610351562
2022-11-14,31.030000686645508
2022-11-15,31.510000228881836
2022-11-16,31.06999969482422
2022-11-17,30.780000686645508
2022-11-18,30.860000610351562
2022-11-21,30.600000381469727
2022-11-22,30.950000762939453
2022-11-23,31.229999542236328
2022-11-25,31.200000762939453
2022-11-28,30.75
2022-11-29,30.670000076293945
2022-11-30,31.809999465942383
2022-12-01,31.950000762939453
2022-12-02,31.899999618530273
2022-12-05,31.31999969482422
2022-12-06,30.8799991607666
2022-12-07,30.84000015258789
2022-12-08,31.200000762939453
2022-12-09,31.049999237060547
2022-12-12,31.450000762939453
2022-12-13,31.760000228881836
2022-12-14,31.600000381469727
2022-12-15,30.729999542236328
2022-12-16,30.420000076293945
2022-12-19,30.079999923706055
2022-12-20,30.09000015258789
2022-12-21,30.520000457763672
2022-12-22,30.110000610351562
2022-12-23,30.18000030517578
2022-12-27,30.0
2022-12-28,29.700000762939453
2022-12-29,30.34000015258789
2022-12-30,30.239999771118164
2023-01-03,30.15999984741211
2023-01-04,30.479999542236328
2023-01-05,30.059999465942383
2023-01-06,30.6200008392334
2023-01-09,30.790000915527344
2023-01-10,31.100000381469727
2023-01-11,31.59000015258789
2023-01-12,31.75
2023-01-13,31.950000762939453
