Date,FMCMX
2022-02-28,39.45000076293945
2022-03-01,38.83000183105469
2022-03-02,39.40999984741211
2022-03-03,38.790000915527344
2022-03-04,38.150001525878906
2022-03-07,36.61000061035156
2022-03-08,36.439998626708984
2022-03-09,37.77000045776367
2022-03-10,37.560001373291016
2022-03-11,36.810001373291016
2022-03-14,36.29999923706055
2022-03-15,37.220001220703125
2022-03-16,38.58000183105469
2022-03-17,39.209999084472656
2022-03-18,39.939998626708984
2022-03-21,39.560001373291016
2022-03-22,40.15999984741211
2022-03-23,39.369998931884766
2022-03-24,39.900001525878906
2022-03-25,39.72999954223633
2022-03-28,40.150001525878906
2022-03-29,41.0
2022-03-30,40.5
2022-03-31,39.849998474121094
2022-04-01,40.029998779296875
2022-04-04,40.5099983215332
2022-04-05,39.810001373291016
2022-04-06,39.099998474121094
2022-04-07,39.22999954223633
2022-04-08,39.0
2022-04-11,38.36000061035156
2022-04-12,38.119998931884766
2022-04-13,38.83000183105469
2022-04-14,38.22999954223633
2022-04-18,38.029998779296875
2022-04-19,38.88999938964844
2022-04-20,38.33000183105469
2022-04-21,37.47999954223633
2022-04-22,36.47999954223633
2022-04-25,36.79999923706055
2022-04-26,35.599998474121094
2022-04-27,35.63999938964844
2022-04-28,36.689998626708984
2022-04-29,35.380001068115234
2022-05-02,35.75
2022-05-03,35.70000076293945
2022-05-04,36.68000030517578
2022-05-05,35.150001525878906
2022-05-06,34.59000015258789
2022-05-09,33.06999969482422
2022-05-10,33.27000045776367
2022-05-11,32.599998474121094
2022-05-12,32.810001373291016
2022-05-13,33.970001220703125
2022-05-16,33.560001373291016
2022-05-17,34.31999969482422
2022-05-18,32.93000030517578
2022-05-19,33.060001373291016
2022-05-20,33.099998474121094
2022-05-23,33.439998626708984
2022-05-24,32.81999969482422
2022-05-25,33.2599983215332
2022-05-26,34.130001068115234
2022-05-27,35.119998931884766
2022-05-31,34.84000015258789
2022-06-01,34.41999816894531
2022-06-02,35.36000061035156
2022-06-03,34.689998626708984
2022-06-06,34.86000061035156
2022-06-07,35.18000030517578
2022-06-08,34.88999938964844
2022-06-09,34.040000915527344
2022-06-10,32.959999084472656
2022-06-13,31.479999542236328
2022-06-14,31.3700008392334
2022-06-15,29.739999771118164
2022-06-16,28.6200008392334
2022-06-17,28.920000076293945
2022-06-21,29.510000228881836
2022-06-22,29.540000915527344
2022-06-23,30.06999969482422
2022-06-24,31.020000457763672
2022-06-27,30.850000381469727
2022-06-28,30.149999618530273
2022-06-29,30.1200008392334
2022-06-30,29.799999237060547
2022-07-01,30.100000381469727
2022-07-05,30.43000030517578
2022-07-06,30.479999542236328
2022-07-07,31.020000457763672
2022-07-08,30.969999313354492
2022-07-11,30.469999313354492
2022-07-12,30.100000381469727
2022-07-13,29.940000534057617
2022-07-14,29.81999969482422
2022-07-15,30.450000762939453
2022-07-18,30.25
2022-07-19,31.149999618530273
2022-07-20,31.530000686645508
2022-07-21,31.989999771118164
2022-07-22,31.459999084472656
2022-07-25,31.40999984741211
2022-07-26,30.920000076293945
2022-07-27,31.860000610351562
2022-07-28,32.33000183105469
2022-07-29,32.689998626708984
2022-08-01,32.68000030517578
2022-08-02,32.56999969482422
2022-08-03,33.18000030517578
2022-08-04,33.36000061035156
2022-08-05,33.31999969482422
2022-08-08,33.36000061035156
2022-08-09,32.970001220703125
2022-08-10,33.86000061035156
2022-08-11,33.75
2022-08-12,34.29999923706055
2022-08-15,34.380001068115234
2022-08-16,34.349998474121094
2022-08-17,33.90999984741211
2022-08-18,33.939998626708984
2022-08-19,33.34000015258789
2022-08-22,32.56999969482422
2022-08-23,32.47999954223633
2022-08-24,32.650001525878906
2022-08-25,33.18000030517578
2022-08-26,31.979999542236328
2022-08-29,31.709999084472656
2022-08-30,31.459999084472656
2022-08-31,31.280000686645508
2022-09-01,31.280000686645508
2022-09-02,30.969999313354492
2022-09-06,30.84000015258789
2022-09-07,31.469999313354492
2022-09-08,31.780000686645508
2022-09-09,32.380001068115234
2022-09-12,32.70000076293945
2022-09-13,31.25
2022-09-14,31.399999618530273
2022-09-15,31.139999389648438
2022-09-16,30.799999237060547
2022-09-19,30.920000076293945
2022-09-20,30.520000457763672
2022-09-21,29.989999771118164
2022-09-22,29.510000228881836
2022-09-23,29.110000610351562
2022-09-26,28.84000015258789
2022-09-27,28.860000610351562
2022-09-28,29.510000228881836
