Date,VTPSX
2022-02-28,128.99000549316406
2022-03-01,126.80999755859375
2022-03-02,127.87999725341797
2022-03-03,126.01000213623047
2022-03-04,122.95999908447266
2022-03-07,119.41000366210938
2022-03-08,119.4000015258789
2022-03-09,123.55000305175781
2022-03-10,122.5199966430664
2022-03-11,121.12000274658203
2022-03-14,120.80000305175781
2022-03-15,121.2300033569336
2022-03-16,126.19000244140625
2022-03-17,127.45999908447266
2022-03-18,128.63999938964844
2022-03-21,127.58999633789062
2022-03-22,129.0
2022-03-23,127.88999938964844
2022-03-24,128.57000732421875
2022-03-25,128.4199981689453
2022-03-28,128.14999389648438
2022-03-29,130.4199981689453
2022-03-30,130.24000549316406
2022-03-31,128.27999877929688
2022-04-01,129.50999450683594
2022-04-04,130.5399932861328
2022-04-05,128.99000549316406
2022-04-06,127.55000305175781
2022-04-07,127.12999725341797
2022-04-08,127.31999969482422
2022-04-11,125.93000030517578
2022-04-12,125.12999725341797
2022-04-13,126.61000061035156
2022-04-14,125.9800033569336
2022-04-18,125.20999908447266
2022-04-19,125.45999908447266
2022-04-20,126.05000305175781
2022-04-21,124.52999877929688
2022-04-22,122.58000183105469
2022-04-25,121.51000213623047
2022-04-26,118.76000213623047
2022-04-27,119.37999725341797
2022-04-28,120.9800033569336
2022-04-29,120.22000122070312
2022-05-02,119.81999969482422
2022-05-03,120.6500015258789
2022-05-04,122.22000122070312
2022-05-05,118.75
2022-05-06,117.22000122070312
2022-05-09,113.83999633789062
2022-05-10,114.33000183105469
2022-05-11,113.83999633789062
2022-05-12,113.13999938964844
2022-05-13,116.08000183105469
2022-05-16,116.27999877929688
2022-05-17,118.47000122070312
2022-05-18,116.11000061035156
2022-05-19,116.9800033569336
2022-05-20,117.73999786376953
2022-05-23,119.43000030517578
2022-05-24,118.44000244140625
2022-05-25,118.68000030517578
2022-05-26,120.08999633789062
2022-05-27,121.55999755859375
2022-05-31,121.94000244140625
2022-06-01,120.97000122070312
2022-06-02,122.80000305175781
2022-06-03,121.22000122070312
2022-06-06,121.86000061035156
2022-06-07,122.12000274658203
2022-06-08,121.2699966430664
2022-06-09,118.73999786376953
2022-06-10,116.37000274658203
2022-06-13,112.37999725341797
2022-06-14,111.87000274658203
2022-06-15,113.66000366210938
2022-06-16,111.12000274658203
2022-06-17,109.41000366210938
2022-06-21,111.08999633789062
2022-06-22,109.9000015258789
2022-06-23,109.54000091552734
2022-06-24,112.30999755859375
2022-06-27,112.44999694824219
2022-06-28,112.06999969482422
2022-06-29,111.41999816894531
2022-06-30,110.51000213623047
2022-07-01,110.33999633789062
2022-07-05,108.66000366210938
2022-07-06,108.41999816894531
2022-07-07,110.27999877929688
2022-07-08,110.37999725341797
2022-07-11,108.5199966430664
2022-07-12,108.12999725341797
2022-07-13,108.0199966430664
2022-07-14,106.7300033569336
2022-07-15,107.95999908447266
2022-07-18,108.73999786376953
2022-07-19,111.11000061035156
2022-07-20,110.76000213623047
2022-07-21,111.93000030517578
2022-07-22,111.4000015258789
2022-07-25,112.04000091552734
2022-07-26,110.88999938964844
2022-07-27,113.05000305175781
2022-07-28,113.80000305175781
2022-07-29,114.56999969482422
2022-08-01,114.55999755859375
2022-08-02,113.16999816894531
2022-08-03,113.8499984741211
2022-08-04,114.44999694824219
2022-08-05,113.91000366210938
2022-08-08,114.16000366210938
2022-08-09,113.6500015258789
2022-08-10,115.80000305175781
2022-08-11,116.12999725341797
2022-08-12,116.9800033569336
2022-08-15,116.4000015258789
2022-08-16,116.38999938964844
2022-08-17,115.69999694824219
2022-08-18,115.2699966430664
2022-08-19,113.79000091552734
2022-08-22,112.16999816894531
2022-08-23,112.41999816894531
2022-08-24,112.47000122070312
2022-08-25,113.94999694824219
2022-08-26,111.58999633789062
2022-08-29,111.1500015258789
2022-08-30,110.36000061035156
2022-08-31,109.9000015258789
2022-09-01,108.47000122070312
2022-09-02,108.05000305175781
2022-09-06,107.31999969482422
2022-09-07,108.0199966430664
2022-09-08,108.25
2022-09-09,110.44000244140625
2022-09-12,111.94000244140625
2022-09-13,108.5199966430664
2022-09-14,108.72000122070312
2022-09-15,107.77999877929688
2022-09-16,106.37999725341797
2022-09-19,106.69999694824219
2022-09-20,105.37999725341797
2022-09-21,103.91999816894531
2022-09-22,103.41999816894531
2022-09-23,100.33999633789062
2022-09-26,98.69000244140625
2022-09-27,98.37999725341797
2022-09-28,100.01000213623047
2022-09-29,98.58000183105469
2022-09-30,98.33999633789062
2022-10-03,100.30000305175781
2022-10-04,103.91999816894531
2022-10-05,103.08999633789062
2022-10-06,101.68000030517578
2022-10-07,99.91000366210938
2022-10-10,99.05999755859375
2022-10-11,97.87999725341797
2022-10-12,97.62999725341797
2022-10-13,99.12000274658203
2022-10-14,97.58999633789062
2022-10-17,100.0199966430664
2022-10-18,100.62000274658203
2022-10-19,99.23999786376953
2022-10-20,99.26000213623047
2022-10-21,100.83000183105469
2022-10-24,99.9000015258789
2022-10-25,101.58999633789062
2022-10-26,102.68000030517578
2022-10-27,102.06999969482422
2022-10-28,102.44999694824219
2022-10-31,101.69999694824219
2022-11-01,102.86000061035156
2022-11-02,101.68000030517578
2022-11-03,101.0999984741211
2022-11-04,104.75
2022-11-07,105.37999725341797
2022-11-08,106.29000091552734
2022-11-09,104.81999969482422
2022-11-10,109.47000122070312
2022-11-11,111.91000366210938
2022-11-14,111.05999755859375
2022-11-15,112.27999877929688
2022-11-16,111.44000244140625
2022-11-17,111.41000366210938
2022-11-18,111.36000061035156
2022-11-21,110.37999725341797
2022-11-22,111.63999938964844
2022-11-23,112.68000030517578
2022-11-25,113.19999694824219
2022-11-28,111.83000183105469
2022-11-29,112.62999725341797
2022-11-30,115.30999755859375
2022-12-01,115.79000091552734
2022-12-02,115.79000091552734
2022-12-05,114.2300033569336
2022-12-06,113.63999938964844
2022-12-07,113.37999725341797
2022-12-08,114.0999984741211
2022-12-09,114.12999725341797
2022-12-12,114.12000274658203
2022-12-13,115.3499984741211
2022-12-14,115.45999908447266
2022-12-15,112.7300033569336
2022-12-16,110.7300033569336
2022-12-19,110.47000122070312
2022-12-20,110.87999725341797
2022-12-21,111.87000274658203
2022-12-22,111.04000091552734
2022-12-23,111.26000213623047
2022-12-27,111.66000366210938
2022-12-28,110.69999694824219
2022-12-29,112.29000091552734
2022-12-30,111.44000244140625
2023-01-03,111.98999786376953
2023-01-04,113.70999908447266
2023-01-05,112.98999786376953
2023-01-06,115.43000030517578
2023-01-09,116.30000305175781
2023-01-10,116.58999633789062
2023-01-11,117.22000122070312
2023-01-12,118.56999969482422
2023-01-13,119.31999969482422
2023-01-17,119.45999908447266
2023-01-18,118.97000122070312
2023-01-19,119.0199966430664
2023-01-20,120.2699966430664
2023-01-23,120.80999755859375
2023-01-24,120.87999725341797
2023-01-25,121.4000015258789
2023-01-26,121.81999969482422
2023-01-27,121.58000183105469
2023-01-30,120.37000274658203
2023-01-31,120.83000183105469
2023-02-01,122.0
2023-02-02,121.87000274658203
2023-02-03,120.51000213623047
2023-02-06,119.05000305175781
2023-02-07,119.86000061035156
2023-02-08,119.37999725341797
2023-02-09,119.55999755859375
2023-02-10,119.04000091552734
2023-02-13,119.91999816894531
2023-02-14,119.94999694824219
2023-02-15,119.33000183105469
2023-02-16,118.98999786376953
2023-02-17,118.80000305175781
2023-02-21,117.58999633789062
2023-02-22,116.80000305175781
2023-02-23,117.30000305175781
2023-02-24,115.44999694824219
2023-02-27,116.43000030517578
2023-02-28,115.81999969482422
2023-03-01,116.80000305175781
2023-03-02,117.12000274658203
2023-03-03,118.54000091552734
2023-03-06,118.37999725341797
2023-03-07,116.5
2023-03-08,116.80000305175781
2023-03-09,115.62999725341797
2023-03-10,114.62999725341797
2023-03-13,114.11000061035156
2023-03-14,114.79000091552734
2023-03-15,112.08999633789062
2023-03-16,113.31999969482422
2023-03-17,112.37000274658203
2023-03-20,113.44999694824219
2023-03-21,114.68000030517578
2023-03-22,114.68000030517578
2023-03-23,115.23999786376953
2023-03-24,114.70999908447266
2023-03-27,115.04000091552734
2023-03-28,115.77999877929688
2023-03-29,116.94999694824219
2023-03-30,118.18000030517578
2023-03-31,118.58999633789062
2023-04-03,119.26000213623047
2023-04-04,119.27999877929688
2023-04-05,118.56999969482422
2023-04-06,118.83000183105469
2023-04-10,118.61000061035156
2023-04-11,119.44999694824219
2023-04-12,119.76000213623047
2023-04-13,121.3499984741211
2023-04-14,120.95999908447266
2023-04-17,120.94999694824219
2023-04-18,121.33999633789062
2023-04-19,120.69999694824219
2023-04-20,120.55000305175781
2023-04-21,120.5999984741211
2023-04-24,120.7699966430664
2023-04-25,119.02999877929688
2023-04-26,119.05999755859375
2023-04-27,120.43000030517578
2023-04-28,120.66000366210938
2023-05-01,120.4000015258789
2023-05-02,119.37000274658203
2023-05-03,119.5199966430664
2023-05-04,119.6500015258789
2023-05-05,121.20999908447266
2023-05-08,121.38999938964844
2023-05-09,120.9000015258789
2023-05-10,120.83000183105469
2023-05-11,120.2699966430664
2023-05-12,119.77999877929688
2023-05-15,120.88999938964844
