Date,VTPSX
2023-05-16,119.94000244140625
2023-05-17,120.37000274658203
2023-05-18,120.08000183105469
2023-05-19,120.47000122070312
2023-05-22,120.77999877929688
2023-05-23,119.31999969482422
2023-05-24,117.86000061035156
2023-05-25,117.4800033569336
2023-05-26,118.70999908447266
2023-05-30,117.69000244140625
2023-05-31,116.56999969482422
2023-06-01,118.2300033569336
2023-06-02,119.83000183105469
2023-06-05,119.62000274658203
2023-06-06,120.37999725341797
2023-06-07,119.72000122070312
2023-06-08,120.62999725341797
2023-06-09,120.70999908447266
2023-06-12,121.26000213623047
2023-06-13,122.20999908447266
2023-06-14,122.72000122070312
2023-06-15,123.93000030517578
2023-06-16,122.4000015258789
2023-06-20,120.79000091552734
2023-06-21,120.68000030517578
2023-06-22,120.08000183105469
2023-06-23,118.29000091552734
2023-06-26,118.47000122070312
2023-06-27,119.36000061035156
2023-06-28,119.36000061035156
2023-06-29,119.12000274658203
2023-06-30,120.37999725341797
2023-07-03,120.75
2023-07-05,119.83999633789062
2023-07-06,117.8499984741211
2023-07-07,118.58999633789062
2023-07-10,118.87000274658203
2023-07-11,120.0199966430664
2023-07-12,122.05000305175781
2023-07-13,123.97000122070312
2023-07-14,123.43000030517578
2023-07-17,123.33000183105469
2023-07-18,123.73999786376953
2023-07-19,123.75
2023-07-20,123.08999633789062
2023-07-21,123.12999725341797
2023-07-24,123.3499984741211
2023-07-25,124.0199966430664
2023-07-26,124.18000030517578
2023-07-27,123.69999694824219
2023-07-28,124.8499984741211
2023-07-31,125.04000091552734
2023-08-01,123.79000091552734
2023-08-02,121.33000183105469
2023-08-03,121.08000183105469
2023-08-04,121.3499984741211
2023-08-07,121.98999786376953
2023-08-08,120.9800033569336
2023-08-09,121.0999984741211
2023-08-10,121.5
2023-08-11,120.54000091552734
2023-08-14,119.94000244140625
2023-08-15,118.58999633789062
2023-08-16,117.72000122070312
2023-08-17,117.20999908447266
2023-08-18,116.86000061035156
2023-08-21,117.12999725341797
2023-08-22,117.06999969482422
2023-08-23,118.2699966430664
2023-08-24,117.13999938964844
2023-08-25,117.5
2023-08-28,118.62000274658203
2023-08-29,120.29000091552734
2023-08-30,120.19999694824219
2023-08-31,119.5199966430664
2023-09-01,119.87999725341797
2023-09-05,119.12000274658203
2023-09-06,118.69999694824219
2023-09-07,118.01000213623047
2023-09-08,117.93000030517578
2023-09-11,119.05999755859375
2023-09-12,118.72000122070312
2023-09-13,118.5199966430664
2023-09-14,119.83000183105469
2023-09-15,118.94000244140625
2023-09-18,118.47000122070312
2023-09-19,118.44999694824219
2023-09-20,118.05000305175781
2023-09-21,116.26000213623047
2023-09-22,116.5199966430664
2023-09-25,116.0999984741211
2023-09-26,114.5999984741211
2023-09-27,114.4800033569336
2023-09-28,115.08999633789062
2023-09-29,114.94000244140625
2023-10-02,113.62999725341797
2023-10-03,112.16000366210938
2023-10-04,112.06999969482422
2023-10-05,112.80000305175781
2023-10-06,113.98999786376953
2023-10-09,113.79000091552734
2023-10-10,115.37999725341797
2023-10-11,115.88999938964844
2023-10-12,115.05999755859375
2023-10-13,114.05999755859375
2023-10-16,114.66999816894531
2023-10-17,114.72000122070312
2023-10-18,112.98999786376953
2023-10-19,112.1500015258789
2023-10-20,111.0
2023-10-23,110.91999816894531
2023-10-24,111.48999786376953
2023-10-25,110.62000274658203
2023-10-26,109.91999816894531
2023-10-27,109.77999877929688
2023-10-30,110.87999725341797
2023-10-31,110.9000015258789
2023-11-01,111.95999908447266
2023-11-02,114.13999938964844
2023-11-03,115.62999725341797
2023-11-06,115.80999755859375
2023-11-07,115.13999938964844
2023-11-08,114.83000183105469
2023-11-09,114.58999633789062
2023-11-10,115.11000061035156
2023-11-13,115.2300033569336
2023-11-14,117.98999786376953
2023-11-15,118.38999938964844
2023-11-16,117.94000244140625
2023-11-17,119.11000061035156
2023-11-20,119.87000274658203
2023-11-21,119.36000061035156
2023-11-22,119.41999816894531
2023-11-24,120.02999877929688
2023-11-27,119.72000122070312
2023-11-28,120.0999984741211
2023-11-29,120.16000366210938
2023-11-30,120.29000091552734
2023-12-01,121.18000030517578
2023-12-04,120.29000091552734
2023-12-05,119.8499984741211
2023-12-06,120.0199966430664
2023-12-07,120.51000213623047
2023-12-08,120.69999694824219
2023-12-11,120.94999694824219
2023-12-12,120.94999694824219
2023-12-13,122.37999725341797
2023-12-14,123.87999725341797
2023-12-15,121.27999877929688
2023-12-18,121.37999725341797
2023-12-19,122.37000274658203
2023-12-20,120.9800033569336
2023-12-21,122.73999786376953
2023-12-22,122.73999786376953
2023-12-26,123.19999694824219
2023-12-27,124.22000122070312
2023-12-28,124.30000305175781
2023-12-29,124.30000305175781
2024-01-02,123.13999938964844
2024-01-03,122.18000030517578
2024-01-04,122.44000244140625
2024-01-05,122.51000213623047
2024-01-08,123.38999938964844
2024-01-09,122.37000274658203
2024-01-10,122.69000244140625
2024-01-11,122.75
2024-01-12,123.18000030517578
2024-01-16,121.26000213623047
2024-01-17,119.68000030517578
2024-01-18,120.58000183105469
2024-01-19,121.16000366210938
2024-01-22,121.05999755859375
2024-01-23,121.18000030517578
2024-01-24,122.01000213623047
2024-01-25,122.3499984741211
2024-01-26,122.7300033569336
2024-01-29,123.33999633789062
2024-01-30,122.93000030517578
2024-01-31,122.29000091552734
2024-02-01,123.44999694824219
2024-02-02,122.7300033569336
2024-02-05,122.0999984741211
2024-02-06,123.23999786376953
2024-02-07,123.43000030517578
2024-02-08,123.30999755859375
2024-02-09,123.4800033569336
2024-02-12,123.81999969482422
2024-02-13,122.05000305175781
2024-02-14,123.19000244140625
2024-02-15,124.36000061035156
2024-02-16,124.69999694824219
2024-02-20,125.05000305175781
2024-02-21,125.26000213623047
2024-02-22,126.54000091552734
2024-02-23,126.58999633789062
2024-02-26,126.3499984741211
2024-02-27,126.58999633789062
2024-02-28,125.68000030517578
2024-02-29,126.08000183105469
2024-03-01,127.41000366210938
2024-03-04,127.12000274658203
2024-03-05,126.52999877929688
2024-03-06,127.9800033569336
2024-03-07,129.27000427246094
2024-03-08,128.8800048828125
2024-03-11,128.50999450683594
2024-03-12,129.60000610351562
2024-03-13,129.33999633789062
2024-03-14,128.6699981689453
2024-03-15,127.88999938964844
2024-03-18,128.0399932861328
2024-03-19,128.02999877929688
2024-03-20,129.22999572753906
2024-03-21,129.5
2024-03-22,128.97999572753906
2024-03-25,128.77999877929688
2024-03-26,128.86000061035156
2024-03-27,129.5399932861328
2024-03-28,129.42999267578125
2024-04-01,129.02999877929688
2024-04-02,128.69000244140625
2024-04-03,129.30999755859375
2024-04-04,128.55999755859375
2024-04-05,128.97999572753906
2024-04-08,129.55999755859375
2024-04-09,129.77999877929688
2024-04-10,128.3699951171875
2024-04-11,128.6199951171875
2024-04-12,126.47000122070312
2024-04-15,125.83999633789062
2024-04-16,124.44000244140625
2024-04-17,124.37000274658203
2024-04-18,124.47000122070312
2024-04-19,124.06999969482422
2024-04-22,125.56999969482422
2024-04-23,126.79000091552734
2024-04-24,126.80000305175781
2024-04-25,126.44000244140625
2024-04-26,127.31999969482422
2024-04-29,128.16000366210938
2024-04-30,126.52999877929688
2024-05-01,126.4000015258789
2024-05-02,128.4600067138672
2024-05-03,129.5800018310547
2024-05-06,130.35000610351562
2024-05-07,130.2899932861328
2024-05-08,130.13999938964844
2024-05-09,130.82000732421875
2024-05-10,131.14999389648438
2024-05-13,131.36000061035156
2024-05-14,132.1199951171875
2024-05-15,133.22999572753906
2024-05-16,133.0500030517578
2024-05-17,133.61000061035156
2024-05-20,133.7100067138672
2024-05-21,133.19000244140625
2024-05-22,132.2899932861328
2024-05-23,131.5500030517578
2024-05-24,132.30999755859375
2024-05-28,132.33999633789062
2024-05-29,130.24000549316406
2024-05-30,130.8300018310547
2024-05-31,131.61000061035156
2024-06-03,132.25
2024-06-04,131.3699951171875
2024-06-05,132.5399932861328
2024-06-06,132.85000610351562
2024-06-07,131.5800018310547
2024-06-10,131.9199981689453
2024-06-11,130.67999267578125
2024-06-12,131.91000366210938
2024-06-13,130.66000366210938
2024-06-14,129.80999755859375
2024-06-17,130.1999969482422
2024-06-18,130.82000732421875
2024-06-20,130.8800048828125
2024-06-21,129.05999755859375
2024-06-24,129.75999450683594
2024-06-25,130.07000732421875
2024-06-26,129.3000030517578
2024-06-27,129.4600067138672
2024-06-28,129.4199981689453
2024-07-01,129.72000122070312
2024-07-02,130.13999938964844
2024-07-03,131.5
2024-07-05,131.5
2024-07-08,131.97000122070312
2024-07-09,131.85000610351562
2024-07-10,133.22000122070312
2024-07-11,133.8000030517578
2024-07-12,134.97999572753906
2024-07-15,134.0
2024-07-16,134.61000061035156
2024-07-17,133.57000732421875
2024-07-18,132.5800018310547
2024-07-19,131.58999633789062
2024-07-22,132.69000244140625
2024-07-23,132.0800018310547
2024-07-24,130.49000549316406
2024-07-25,129.7899932861328
2024-07-26,131.19000244140625
2024-07-29,130.82000732421875
2024-07-30,130.77999877929688
2024-07-31,133.02999877929688
2024-08-01,130.17999267578125
2024-08-02,127.93000030517578
2024-08-05,124.69000244140625
2024-08-06,125.47000122070312
2024-08-07,125.95999908447266
2024-08-08,128.16000366210938
2024-08-09,128.5800018310547
2024-08-12,128.69000244140625
2024-08-13,130.5
2024-08-14,130.69000244140625
2024-08-15,132.22000122070312
2024-08-16,133.16000366210938
2024-08-19,134.60000610351562
2024-08-20,133.97999572753906
2024-08-21,134.9499969482422
2024-08-22,134.0500030517578
2024-08-23,136.10000610351562
2024-08-26,135.5800018310547
2024-08-27,136.11000061035156
2024-08-28,135.36000061035156
2024-08-29,135.8699951171875
2024-08-30,136.32000732421875
2024-09-03,133.83999633789062
2024-09-04,133.44000244140625
2024-09-05,133.7100067138672
2024-09-06,131.3800048828125
2024-09-09,132.52999877929688
2024-09-10,132.07000732421875
2024-09-11,132.77999877929688
2024-09-12,134.02999877929688
2024-09-13,134.3699951171875
2024-09-16,135.13999938964844
2024-09-17,134.85000610351562
2024-09-18,134.3800048828125
2024-09-19,137.1300048828125
2024-09-20,135.5500030517578
2024-09-23,136.14999389648438
2024-09-24,137.6999969482422
2024-09-25,137.00999450683594
2024-09-26,140.30999755859375
2024-09-27,139.61000061035156
2024-09-30,139.22000122070312
2024-10-01,138.91000366210938
2024-10-02,139.27999877929688
2024-10-03,137.89999389648438
2024-10-04,138.86000061035156
2024-10-07,138.3800048828125
2024-10-08,137.39999389648438
2024-10-09,137.1999969482422
2024-10-10,137.1199951171875
2024-10-11,137.77000427246094
2024-10-14,137.9499969482422
2024-10-15,135.63999938964844
2024-10-16,136.3300018310547
2024-10-17,136.17999267578125
2024-10-18,137.19000244140625
2024-10-21,135.97999572753906
2024-10-22,135.24000549316406
2024-10-23,134.14999389648438
2024-10-24,134.3699951171875
2024-10-25,134.02000427246094
2024-10-28,134.80999755859375
2024-10-29,134.52999877929688
2024-10-30,133.72999572753906
2024-10-31,132.64999389648438
2024-11-01,133.0800018310547
2024-11-04,133.3800048828125
2024-11-05,134.8699951171875
2024-11-06,133.50999450683594
2024-11-07,135.44000244140625
2024-11-08,133.6300048828125
2024-11-11,133.3800048828125
2024-11-12,131.27999877929688
2024-11-13,130.35000610351562
2024-11-14,130.25999450683594
2024-11-15,129.63999938964844
2024-11-18,130.7100067138672
2024-11-19,130.82000732421875
2024-11-20,130.39999389648438
2024-11-21,130.52999877929688
