Date,RWICX
2022-02-28,58.0
2022-03-01,56.880001068115234
2022-03-02,57.709999084472656
2022-03-03,57.060001373291016
2022-03-04,56.119998931884766
2022-03-07,54.400001525878906
2022-03-08,54.150001525878906
2022-03-09,55.7400016784668
2022-03-10,55.5099983215332
2022-03-11,54.779998779296875
2022-03-14,54.2599983215332
2022-03-15,54.83000183105469
2022-03-16,56.459999084472656
2022-03-17,57.31999969482422
2022-03-18,57.93000030517578
2022-03-21,57.720001220703125
2022-03-22,58.33000183105469
2022-03-23,57.689998626708984
2022-03-24,58.25
2022-03-25,58.22999954223633
2022-03-28,58.31999969482422
2022-03-29,59.189998626708984
2022-03-30,59.040000915527344
2022-03-31,58.20000076293945
2022-04-01,58.61000061035156
2022-04-04,59.130001068115234
2022-04-05,58.279998779296875
2022-04-06,57.68000030517578
2022-04-07,57.7400016784668
2022-04-08,57.810001373291016
2022-04-11,57.0099983215332
2022-04-12,56.7400016784668
2022-04-13,57.45000076293945
2022-04-14,56.91999816894531
2022-04-18,56.709999084472656
2022-04-19,57.16999816894531
2022-04-20,57.16999816894531
2022-04-21,56.369998931884766
2022-04-22,55.09000015258789
2022-04-25,54.93000030517578
2022-04-26,53.439998626708984
2022-04-27,53.70000076293945
2022-04-28,54.65999984741211
2022-04-29,53.5099983215332
2022-05-02,53.650001525878906
2022-05-03,53.9900016784668
2022-05-04,55.11000061035156
2022-05-05,53.560001373291016
2022-05-06,53.0099983215332
2022-05-09,51.290000915527344
2022-05-10,51.529998779296875
2022-05-11,51.2599983215332
2022-05-12,51.150001525878906
2022-05-13,52.529998779296875
2022-05-16,52.54999923706055
2022-05-17,53.63999938964844
2022-05-18,52.16999816894531
2022-05-19,52.16999816894531
2022-05-20,52.439998626708984
2022-05-23,53.189998626708984
2022-05-24,52.95000076293945
2022-05-25,53.2599983215332
2022-05-26,54.02000045776367
2022-05-27,55.09000015258789
2022-05-31,54.959999084472656
2022-06-01,54.45000076293945
2022-06-02,55.380001068115234
2022-06-03,54.650001525878906
2022-06-06,54.81999969482422
2022-06-07,55.209999084472656
2022-06-08,54.63999938964844
2022-06-09,53.439998626708984
2022-06-10,52.099998474121094
2022-06-13,49.849998474121094
2022-06-14,49.5
2022-06-15,50.279998779296875
2022-06-16,48.72999954223633
2022-06-17,48.56999969482422
2022-06-21,49.4900016784668
2022-06-22,49.08000183105469
2022-06-23,49.09000015258789
2022-06-24,50.400001525878906
2022-06-27,50.45000076293945
2022-06-28,49.97999954223633
2022-06-29,49.77000045776367
2022-06-30,49.2599983215332
2022-07-01,49.43000030517578
2022-07-05,48.81999969482422
2022-07-06,48.70000076293945
2022-07-07,49.630001068115234
2022-07-08,49.689998626708984
2022-07-11,48.880001068115234
2022-07-12,48.529998779296875
2022-07-13,48.38999938964844
2022-07-14,47.939998626708984
2022-07-15,48.72999954223633
2022-07-18,48.70000076293945
2022-07-19,49.91999816894531
2022-07-20,49.880001068115234
2022-07-21,50.25
2022-07-22,49.93000030517578
2022-07-25,50.18000030517578
2022-07-26,49.790000915527344
2022-07-27,50.81999969482422
2022-07-28,51.290000915527344
2022-07-29,51.72999954223633
2022-08-01,51.630001068115234
2022-08-02,51.16999816894531
2022-08-03,51.63999938964844
2022-08-04,51.77000045776367
2022-08-05,51.779998779296875
2022-08-08,51.970001220703125
2022-08-09,51.68000030517578
2022-08-10,52.619998931884766
2022-08-11,52.7599983215332
2022-08-12,53.470001220703125
2022-08-15,53.38999938964844
2022-08-16,53.43000030517578
2022-08-17,53.060001373291016
2022-08-18,53.0099983215332
2022-08-19,52.40999984741211
2022-08-22,51.45000076293945
2022-08-23,51.560001373291016
2022-08-24,51.630001068115234
2022-08-25,52.369998931884766
2022-08-26,51.0099983215332
2022-08-29,50.7400016784668
2022-08-30,50.2400016784668
2022-08-31,49.939998626708984
2022-09-01,49.66999816894531
2022-09-02,49.45000076293945
2022-09-06,49.27000045776367
2022-09-07,49.77000045776367
2022-09-08,50.09000015258789
2022-09-09,51.029998779296875
2022-09-12,51.439998626708984
2022-09-13,49.650001525878906
2022-09-14,49.77000045776367
2022-09-15,49.33000183105469
2022-09-16,48.97999954223633
2022-09-19,49.2599983215332
2022-09-20,48.68000030517578
2022-09-21,47.84000015258789
2022-09-22,47.54999923706055
2022-09-23,46.43000030517578
2022-09-26,45.84000015258789
2022-09-27,45.75
2022-09-28,46.56999969482422
2022-09-29,45.84000015258789
2022-09-30,45.52000045776367
2022-10-03,46.66999816894531
2022-10-04,48.25
2022-10-05,48.130001068115234
2022-10-06,47.54999923706055
2022-10-07,46.61000061035156
2022-10-10,46.22999954223633
2022-10-11,45.7400016784668
2022-10-12,45.599998474121094
2022-10-13,46.41999816894531
2022-10-14,45.560001373291016
2022-10-17,46.56999969482422
2022-10-18,46.959999084472656
2022-10-19,46.630001068115234
2022-10-20,46.41999816894531
2022-10-21,47.41999816894531
2022-10-24,47.52000045776367
2022-10-25,48.209999084472656
2022-10-26,48.34000015258789
2022-10-27,48.04999923706055
2022-10-28,48.65999984741211
2022-10-31,48.400001525878906
2022-11-01,48.650001525878906
2022-11-02,47.779998779296875
2022-11-03,47.45000076293945
2022-11-04,48.68000030517578
2022-11-07,49.119998931884766
2022-11-08,49.5099983215332
2022-11-09,48.720001220703125
2022-11-10,50.88999938964844
2022-11-11,51.650001525878906
2022-11-14,51.36000061035156
2022-11-15,51.849998474121094
2022-11-16,51.529998779296875
2022-11-17,51.40999984741211
2022-11-18,51.560001373291016
2022-11-21,51.220001220703125
2022-11-22,51.86000061035156
2022-11-23,52.20000076293945
2022-11-25,52.33000183105469
2022-11-28,51.560001373291016
2022-11-29,51.81999969482422
2022-11-30,53.220001220703125
2022-12-01,53.380001068115234
2022-12-02,53.33000183105469
2022-12-05,52.560001373291016
2022-12-06,52.11000061035156
2022-12-07,51.970001220703125
2022-12-08,52.400001525878906
2022-12-09,52.29999923706055
2022-12-12,52.630001068115234
2022-12-13,52.7599983215332
2022-12-14,52.709999084472656
2022-12-15,51.5
2022-12-16,50.97999954223633
2022-12-19,50.72999954223633
2022-12-20,50.869998931884766
2022-12-21,51.5
2022-12-22,50.939998626708984
2022-12-23,51.15999984741211
2022-12-27,51.18000030517578
2022-12-28,50.63999938964844
2022-12-29,51.41999816894531
2022-12-30,51.189998626708984
2023-01-03,51.119998931884766
2023-01-04,51.56999969482422
2023-01-05,51.2400016784668
2023-01-06,52.439998626708984
2023-01-09,52.65999984741211
2023-01-10,52.849998474121094
2023-01-11,53.310001373291016
2023-01-12,53.72999954223633
2023-01-13,54.02000045776367
2023-01-17,53.90999984741211
2023-01-18,53.470001220703125
2023-01-19,53.220001220703125
2023-01-20,53.90999984741211
2023-01-23,54.310001373291016
2023-01-24,54.369998931884766
2023-01-25,54.47999954223633
2023-01-26,54.86000061035156
2023-01-27,54.7400016784668
2023-01-30,54.25
2023-01-31,54.68000030517578
2023-02-01,55.11000061035156
2023-02-02,55.2400016784668
2023-02-03,54.75
2023-02-06,54.2400016784668
2023-02-07,54.70000076293945
2023-02-08,54.43000030517578
2023-02-09,54.2599983215332
2023-02-10,54.209999084472656
2023-02-13,54.68000030517578
2023-02-14,54.689998626708984
2023-02-15,54.619998931884766
2023-02-16,54.189998626708984
2023-02-17,54.0
2023-02-21,53.279998779296875
2023-02-22,53.02000045776367
2023-02-23,53.209999084472656
2023-02-24,52.529998779296875
2023-02-27,52.83000183105469
2023-02-28,52.650001525878906
2023-03-01,52.869998931884766
2023-03-02,53.16999816894531
2023-03-03,53.95000076293945
2023-03-06,53.83000183105469
2023-03-07,53.029998779296875
2023-03-08,53.13999938964844
2023-03-09,52.560001373291016
2023-03-10,51.93000030517578
2023-03-13,51.52000045776367
2023-03-14,52.18000030517578
2023-03-15,51.150001525878906
2023-03-16,51.91999816894531
2023-03-17,51.540000915527344
2023-03-20,52.040000915527344
2023-03-21,52.63999938964844
2023-03-22,52.25
2023-03-23,52.47999954223633
2023-03-24,52.36000061035156
2023-03-27,52.54999923706055
2023-03-28,52.630001068115234
2023-03-29,53.2400016784668
2023-03-30,53.68000030517578
2023-03-31,54.16999816894531
2023-04-03,54.5
2023-04-04,54.27000045776367
2023-04-05,54.0099983215332
2023-04-06,54.13999938964844
2023-04-10,54.13999938964844
2023-04-11,54.43000030517578
2023-04-12,54.470001220703125
2023-04-13,55.099998474121094
2023-04-14,54.93000030517578
2023-04-17,54.93000030517578
2023-04-18,55.16999816894531
2023-04-19,54.9900016784668
2023-04-20,54.86000061035156
2023-04-21,54.869998931884766
2023-04-24,54.900001525878906
2023-04-25,54.11000061035156
2023-04-26,53.939998626708984
2023-04-27,54.63999938964844
2023-04-28,54.959999084472656
2023-05-01,54.86000061035156
2023-05-02,54.290000915527344
2023-05-03,54.25
2023-05-04,53.97999954223633
2023-05-05,54.72999954223633
2023-05-08,54.7599983215332
2023-05-09,54.619998931884766
2023-05-10,54.63999938964844
2023-05-11,54.45000076293945
2023-05-12,54.36000061035156
2023-05-15,54.72999954223633
2023-05-16,54.40999984741211
2023-05-17,54.84000015258789
2023-05-18,55.08000183105469
2023-05-19,55.20000076293945
2023-05-22,55.2400016784668
2023-05-23,54.56999969482422
2023-05-24,54.09000015258789
2023-05-25,54.22999954223633
2023-05-26,55.04999923706055
2023-05-30,54.650001525878906
2023-05-31,54.25
2023-06-01,54.849998474121094
2023-06-02,55.619998931884766
2023-06-05,55.380001068115234
2023-06-06,55.650001525878906
2023-06-07,55.43000030517578
2023-06-08,55.810001373291016
2023-06-09,55.83000183105469
2023-06-12,56.029998779296875
2023-06-13,56.41999816894531
2023-06-14,56.599998474121094
2023-06-15,57.209999084472656
2023-06-16,57.040000915527344
2023-06-20,56.599998474121094
2023-06-21,56.47999954223633
2023-06-22,56.41999816894531
2023-06-23,55.810001373291016
2023-06-26,55.709999084472656
2023-06-27,56.29999923706055
2023-06-28,56.2599983215332
2023-06-29,56.380001068115234
2023-06-30,56.95000076293945
2023-07-03,56.959999084472656
2023-07-05,56.68000030517578
2023-07-06,55.86000061035156
2023-07-07,55.9900016784668
2023-07-10,56.25
2023-07-11,56.75
2023-07-12,57.34000015258789
2023-07-13,58.13999938964844
2023-07-14,58.09000015258789
2023-07-17,58.04999923706055
2023-07-18,58.439998626708984
2023-07-19,58.36000061035156
2023-07-20,58.04999923706055
2023-07-21,58.06999969482422
2023-07-24,58.11000061035156
2023-07-25,58.459999084472656
2023-07-26,58.41999816894531
2023-07-27,58.209999084472656
2023-07-28,58.70000076293945
2023-07-31,58.75
2023-08-01,58.5099983215332
2023-08-02,57.5
2023-08-03,57.33000183105469
2023-08-04,57.380001068115234
2023-08-07,57.880001068115234
2023-08-08,57.540000915527344
2023-08-09,57.33000183105469
2023-08-10,57.31999969482422
2023-08-11,57.029998779296875
2023-08-14,57.08000183105469
