Date,VSIIX
2022-02-28,41.7400016784668
2022-03-01,40.810001373291016
2022-03-02,41.970001220703125
2022-03-03,41.77000045776367
2022-03-04,41.18000030517578
2022-03-07,39.86000061035156
2022-03-08,39.959999084472656
2022-03-09,40.90999984741211
2022-03-10,41.029998779296875
2022-03-11,40.70000076293945
2022-03-14,40.439998626708984
2022-03-15,40.900001525878906
2022-03-16,41.86000061035156
2022-03-17,42.29999923706055
2022-03-18,42.4900016784668
2022-03-21,42.41999816894531
2022-03-22,42.52000045776367
2022-03-23,41.93000030517578
2022-03-24,42.310001373291016
2022-03-25,42.75
2022-03-28,42.630001068115234
2022-03-29,43.41999816894531
2022-03-30,42.83000183105469
2022-03-31,42.27000045776367
2022-04-01,42.5099983215332
2022-04-04,42.369998931884766
2022-04-05,41.630001068115234
2022-04-06,41.2599983215332
2022-04-07,41.150001525878906
2022-04-08,41.22999954223633
2022-04-11,41.099998474121094
2022-04-12,41.150001525878906
2022-04-13,41.83000183105469
2022-04-14,41.689998626708984
2022-04-18,41.650001525878906
2022-04-19,42.470001220703125
2022-04-20,42.83000183105469
2022-04-21,42.029998779296875
2022-04-22,40.939998626708984
2022-04-25,41.02000045776367
2022-04-26,39.95000076293945
2022-04-27,39.95000076293945
2022-04-28,40.70000076293945
2022-04-29,39.58000183105469
2022-05-02,39.7400016784668
2022-05-03,40.349998474121094
2022-05-04,41.439998626708984
2022-05-05,40.119998931884766
2022-05-06,39.68000030517578
2022-05-09,38.369998931884766
2022-05-10,38.06999969482422
2022-05-11,37.5
2022-05-12,37.7599983215332
2022-05-13,38.66999816894531
2022-05-16,38.65999984741211
2022-05-17,39.81999969482422
2022-05-18,38.40999984741211
2022-05-19,38.22999954223633
2022-05-20,38.06999969482422
2022-05-23,38.61000061035156
2022-05-24,38.25
2022-05-25,39.02000045776367
2022-05-26,39.880001068115234
2022-05-27,40.709999084472656
2022-05-31,40.310001373291016
2022-06-01,40.09000015258789
2022-06-02,40.779998779296875
2022-06-03,40.439998626708984
2022-06-06,40.72999954223633
2022-06-07,41.20000076293945
2022-06-08,40.459999084472656
2022-06-09,39.59000015258789
2022-06-10,38.529998779296875
2022-06-13,36.72999954223633
2022-06-14,36.59000015258789
2022-06-15,36.959999084472656
2022-06-16,35.220001220703125
2022-06-17,35.43000030517578
2022-06-21,35.95000076293945
2022-06-22,35.619998931884766
2022-06-23,35.65999984741211
2022-06-24,36.900001525878906
2022-06-27,37.06999969482422
2022-06-28,36.650001525878906
2022-06-29,36.25
2022-06-30,35.9900016784668
2022-07-01,36.47999954223633
2022-07-05,36.279998779296875
2022-07-06,36.02000045776367
2022-07-07,36.70000076293945
2022-07-08,36.56999969482422
2022-07-11,36.189998626708984
2022-07-12,36.20000076293945
2022-07-13,36.06999969482422
2022-07-14,35.619998931884766
2022-07-15,36.33000183105469
2022-07-18,36.380001068115234
2022-07-19,37.54999923706055
2022-07-20,37.880001068115234
2022-07-21,37.9900016784668
2022-07-22,37.72999954223633
2022-07-25,38.08000183105469
2022-07-26,37.86000061035156
2022-07-27,38.5
2022-07-28,39.06999969482422
2022-07-29,39.5099983215332
2022-08-01,39.47999954223633
2022-08-02,39.040000915527344
2022-08-03,39.33000183105469
2022-08-04,39.04999923706055
2022-08-05,39.25
2022-08-08,39.560001373291016
2022-08-09,39.310001373291016
2022-08-10,40.16999816894531
2022-08-11,40.54999923706055
2022-08-12,41.16999816894531
2022-08-15,41.20000076293945
2022-08-16,41.5
2022-08-17,40.9900016784668
2022-08-18,41.279998779296875
2022-08-19,40.630001068115234
2022-08-22,39.790000915527344
2022-08-23,39.81999969482422
2022-08-24,39.970001220703125
2022-08-25,40.630001068115234
2022-08-26,39.52000045776367
2022-08-29,39.27000045776367
2022-08-30,38.709999084472656
2022-08-31,38.43000030517578
2022-09-01,38.13999938964844
2022-09-02,37.959999084472656
2022-09-06,37.650001525878906
2022-09-07,38.380001068115234
2022-09-08,38.68000030517578
2022-09-09,39.369998931884766
2022-09-12,39.81999969482422
2022-09-13,38.34000015258789
2022-09-14,38.290000915527344
2022-09-15,38.060001373291016
2022-09-16,37.58000183105469
2022-09-19,38.06999969482422
2022-09-20,37.45000076293945
2022-09-21,36.93000030517578
2022-09-22,36.040000915527344
2022-09-23,35.18000030517578
2022-09-26,34.54999923706055
2022-09-27,34.5099983215332
2022-09-28,35.40999984741211
2022-09-29,34.63999938964844
2022-09-30,34.41999816894531
2022-10-03,35.41999816894531
2022-10-04,36.869998931884766
2022-10-05,36.650001525878906
2022-10-06,36.34000015258789
2022-10-07,35.540000915527344
2022-10-10,35.47999954223633
2022-10-11,35.54999923706055
2022-10-12,35.36000061035156
2022-10-13,36.25
2022-10-14,35.459999084472656
2022-10-17,36.34000015258789
2022-10-18,36.880001068115234
2022-10-19,36.349998474121094
2022-10-20,35.810001373291016
2022-10-21,36.540000915527344
2022-10-24,36.81999969482422
2022-10-25,37.63999938964844
2022-10-26,37.709999084472656
2022-10-27,37.86000061035156
2022-10-28,38.560001373291016
2022-10-31,38.560001373291016
2022-11-01,38.709999084472656
2022-11-02,37.650001525878906
2022-11-03,37.5
2022-11-04,38.18000030517578
2022-11-07,38.54999923706055
2022-11-08,38.58000183105469
2022-11-09,37.7599983215332
2022-11-10,39.810001373291016
2022-11-11,40.029998779296875
2022-11-14,39.599998474121094
2022-11-15,40.09000015258789
2022-11-16,39.5
2022-11-17,39.349998474121094
2022-11-18,39.63999938964844
2022-11-21,39.619998931884766
2022-11-22,40.2599983215332
2022-11-23,40.2599983215332
2022-11-25,40.470001220703125
2022-11-28,39.70000076293945
2022-11-29,39.93000030517578
2022-11-30,40.72999954223633
2022-12-01,40.599998474121094
2022-12-02,40.66999816894531
2022-12-05,39.599998474121094
2022-12-06,39.2599983215332
2022-12-07,39.09000015258789
2022-12-08,39.22999954223633
2022-12-09,38.91999816894531
2022-12-12,39.369998931884766
2022-12-13,39.529998779296875
2022-12-14,39.310001373291016
2022-12-15,38.47999954223633
2022-12-16,38.11000061035156
2022-12-19,37.79999923706055
2022-12-20,37.939998626708984
2022-12-21,38.33000183105469
2022-12-22,37.90999984741211
2022-12-23,38.2400016784668
2022-12-27,38.290000915527344
2022-12-28,37.58000183105469
2022-12-29,38.310001373291016
2022-12-30,38.150001525878906
2023-01-03,38.02000045776367
2023-01-04,38.59000015258789
2023-01-05,38.220001220703125
2023-01-06,39.15999984741211
2023-01-09,39.11000061035156
2023-01-10,39.470001220703125
2023-01-11,39.959999084472656
2023-01-12,40.41999816894531
2023-01-13,40.540000915527344
2023-01-17,40.41999816894531
2023-01-18,39.810001373291016
2023-01-19,39.439998626708984
2023-01-20,40.11000061035156
2023-01-23,40.5099983215332
2023-01-24,40.38999938964844
2023-01-25,40.52000045776367
2023-01-26,40.88999938964844
2023-01-27,41.040000915527344
2023-01-30,40.619998931884766
2023-01-31,41.599998474121094
2023-02-01,42.11000061035156
2023-02-02,42.689998626708984
2023-02-03,42.41999816894531
2023-02-06,41.939998626708984
2023-02-07,42.189998626708984
2023-02-08,41.650001525878906
2023-02-09,41.09000015258789
2023-02-10,41.279998779296875
2023-02-13,41.75
2023-02-14,41.689998626708984
2023-02-15,41.959999084472656
2023-02-16,41.65999984741211
2023-02-17,41.689998626708984
2023-02-21,40.619998931884766
2023-02-22,40.68000030517578
2023-02-23,40.86000061035156
2023-02-24,40.66999816894531
2023-02-27,40.709999084472656
2023-02-28,40.650001525878906
2023-03-01,40.7400016784668
2023-03-02,40.88999938964844
2023-03-03,41.36000061035156
2023-03-06,40.810001373291016
2023-03-07,40.290000915527344
2023-03-08,40.29999923706055
2023-03-09,39.189998626708984
2023-03-10,38.06999969482422
2023-03-13,37.040000915527344
2023-03-14,37.66999816894531
2023-03-15,36.79999923706055
2023-03-16,37.310001373291016
2023-03-17,36.34000015258789
2023-03-20,36.90999984741211
2023-03-21,37.61000061035156
2023-03-22,36.40999984741211
2023-03-23,36.09000015258789
2023-03-24,36.470001220703125
2023-03-27,36.900001525878906
2023-03-28,37.04999923706055
2023-03-29,37.439998626708984
2023-03-30,37.5
2023-03-31,38.16999816894531
2023-04-03,38.16999816894531
2023-04-04,37.43000030517578
2023-04-05,37.22999954223633
2023-04-06,37.209999084472656
2023-04-10,37.619998931884766
2023-04-11,37.95000076293945
2023-04-12,37.689998626708984
2023-04-13,37.95000076293945
2023-04-14,37.70000076293945
2023-04-17,38.06999969482422
2023-04-18,38.0
2023-04-19,38.13999938964844
2023-04-20,37.939998626708984
2023-04-21,37.84000015258789
2023-04-24,37.81999969482422
2023-04-25,37.02000045776367
2023-04-26,36.68000030517578
2023-04-27,37.36000061035156
2023-04-28,37.779998779296875
2023-05-01,37.720001220703125
2023-05-02,37.0
2023-05-03,36.869998931884766
2023-05-04,36.220001220703125
2023-05-05,37.09000015258789
2023-05-08,36.97999954223633
2023-05-09,36.84000015258789
2023-05-10,36.84000015258789
2023-05-11,36.630001068115234
2023-05-12,36.63999938964844
2023-05-15,36.9900016784668
2023-05-16,36.43000030517578
2023-05-17,37.220001220703125
2023-05-18,37.560001373291016
2023-05-19,37.209999084472656
2023-05-22,37.45000076293945
2023-05-23,37.22999954223633
2023-05-24,36.779998779296875
2023-05-25,36.709999084472656
2023-05-26,37.06999969482422
2023-05-30,37.0
