Date,WGIFX
2022-02-28,58.40999984741211
2022-03-01,57.290000915527344
2022-03-02,58.119998931884766
2022-03-03,57.470001220703125
2022-03-04,56.529998779296875
2022-03-07,54.79999923706055
2022-03-08,54.540000915527344
2022-03-09,56.13999938964844
2022-03-10,55.91999816894531
2022-03-11,55.18000030517578
2022-03-14,54.58000183105469
2022-03-15,55.150001525878906
2022-03-16,56.790000915527344
2022-03-17,57.65999984741211
2022-03-18,58.27000045776367
2022-03-21,58.06999969482422
2022-03-22,58.66999816894531
2022-03-23,58.040000915527344
2022-03-24,58.599998474121094
2022-03-25,58.58000183105469
2022-03-28,58.66999816894531
2022-03-29,59.54999923706055
2022-03-30,59.38999938964844
2022-03-31,58.54999923706055
2022-04-01,58.970001220703125
2022-04-04,59.4900016784668
2022-04-05,58.63999938964844
2022-04-06,58.029998779296875
2022-04-07,58.099998474121094
2022-04-08,58.15999984741211
2022-04-11,57.369998931884766
2022-04-12,57.099998474121094
2022-04-13,57.810001373291016
2022-04-14,57.279998779296875
2022-04-18,57.06999969482422
2022-04-19,57.540000915527344
2022-04-20,57.529998779296875
2022-04-21,56.72999954223633
2022-04-22,55.45000076293945
2022-04-25,55.279998779296875
2022-04-26,53.779998779296875
2022-04-27,54.04999923706055
2022-04-28,55.02000045776367
2022-04-29,53.86000061035156
2022-05-02,54.0
2022-05-03,54.34000015258789
2022-05-04,55.470001220703125
2022-05-05,53.90999984741211
2022-05-06,53.36000061035156
2022-05-09,51.630001068115234
2022-05-10,51.869998931884766
2022-05-11,51.599998474121094
2022-05-12,51.4900016784668
2022-05-13,52.88999938964844
2022-05-16,52.90999984741211
2022-05-17,54.0
2022-05-18,52.52000045776367
2022-05-19,52.529998779296875
2022-05-20,52.79999923706055
2022-05-23,53.560001373291016
2022-05-24,53.31999969482422
2022-05-25,53.630001068115234
2022-05-26,54.38999938964844
2022-05-27,55.470001220703125
2022-05-31,55.349998474121094
2022-06-01,54.83000183105469
2022-06-02,55.7599983215332
2022-06-03,55.029998779296875
2022-06-06,55.209999084472656
2022-06-07,55.599998474121094
2022-06-08,55.029998779296875
2022-06-09,53.81999969482422
2022-06-10,52.470001220703125
2022-06-13,50.13999938964844
2022-06-14,49.790000915527344
2022-06-15,50.56999969482422
2022-06-16,49.0099983215332
2022-06-17,48.849998474121094
2022-06-21,49.779998779296875
2022-06-22,49.369998931884766
2022-06-23,49.380001068115234
2022-06-24,50.70000076293945
2022-06-27,50.75
2022-06-28,50.279998779296875
2022-06-29,50.06999969482422
2022-06-30,49.54999923706055
2022-07-01,49.72999954223633
2022-07-05,49.119998931884766
2022-07-06,49.0
2022-07-07,49.93000030517578
2022-07-08,49.9900016784668
2022-07-11,49.18000030517578
2022-07-12,48.83000183105469
2022-07-13,48.689998626708984
2022-07-14,48.2400016784668
2022-07-15,49.040000915527344
2022-07-18,49.0
2022-07-19,50.22999954223633
2022-07-20,50.189998626708984
2022-07-21,50.560001373291016
2022-07-22,50.2400016784668
2022-07-25,50.5
2022-07-26,50.099998474121094
2022-07-27,51.13999938964844
2022-07-28,51.619998931884766
2022-07-29,52.060001373291016
2022-08-01,51.959999084472656
2022-08-02,51.5
2022-08-03,51.97999954223633
2022-08-04,52.099998474121094
2022-08-05,52.119998931884766
2022-08-08,52.310001373291016
2022-08-09,52.02000045776367
2022-08-10,52.970001220703125
2022-08-11,53.099998474121094
2022-08-12,53.81999969482422
2022-08-15,53.7400016784668
2022-08-16,53.790000915527344
2022-08-17,53.40999984741211
2022-08-18,53.36000061035156
2022-08-19,52.7599983215332
2022-08-22,51.79999923706055
