Date,PABGX
2022-02-28,147.60000610351562
2022-03-01,144.75
2022-03-02,146.47999572753906
2022-03-03,143.47999572753906
2022-03-04,140.41000366210938
2022-03-07,133.89999389648438
2022-03-08,133.27999877929688
2022-03-09,139.30999755859375
2022-03-10,138.25
2022-03-11,135.1300048828125
2022-03-14,132.27999877929688
2022-03-15,136.7100067138672
2022-03-16,142.6300048828125
2022-03-17,144.92999267578125
2022-03-18,148.9600067138672
2022-03-21,147.8000030517578
2022-03-22,150.9600067138672
2022-03-23,148.97000122070312
2022-03-24,151.8300018310547
2022-03-25,151.05999755859375
2022-03-28,153.8000030517578
2022-03-29,156.94000244140625
2022-03-30,154.89999389648438
2022-03-31,152.02999877929688
2022-04-01,152.6999969482422
2022-04-04,156.25
2022-04-05,152.6999969482422
2022-04-06,148.6300048828125
2022-04-07,148.64999389648438
2022-04-08,146.57000732421875
2022-04-11,143.07000732421875
2022-04-12,142.14999389648438
2022-04-13,145.07000732421875
2022-04-14,141.7899932861328
2022-04-18,141.6300048828125
2022-04-19,145.00999450683594
2022-04-20,142.0
2022-04-21,138.24000549316406
2022-04-22,133.7100067138672
2022-04-25,135.57000732421875
2022-04-26,129.8800048828125
2022-04-27,129.94000244140625
2022-04-28,135.5
2022-04-29,128.99000549316406
2022-05-02,131.02000427246094
2022-05-03,130.8300018310547
2022-05-04,135.10000610351562
2022-05-05,127.58000183105469
2022-05-06,125.5999984741211
2022-05-09,119.45999908447266
2022-05-10,120.6500015258789
2022-05-11,117.08000183105469
2022-05-12,117.05999755859375
2022-05-13,121.9800033569336
2022-05-16,120.12999725341797
2022-05-17,123.2300033569336
2022-05-18,117.30999755859375
2022-05-19,117.51000213623047
2022-05-20,117.20999908447266
2022-05-23,119.19000244140625
2022-05-24,115.18000030517578
2022-05-25,117.16999816894531
2022-05-26,120.56999969482422
2022-05-27,124.8499984741211
2022-05-31,124.5
2022-06-01,123.51000213623047
2022-06-02,127.5
2022-06-03,123.88999938964844
2022-06-06,124.76000213623047
2022-06-07,125.97000122070312
2022-06-08,125.31999969482422
2022-06-09,121.52999877929688
2022-06-10,116.62999725341797
2022-06-13,110.93000030517578
2022-06-14,110.98999786376953
2022-06-15,114.41999816894531
2022-06-16,109.66000366210938
2022-06-17,111.19999694824219
2022-06-21,114.06999969482422
2022-06-22,114.12000274658203
2022-06-23,116.52999877929688
2022-06-24,120.9000015258789
2022-06-27,119.55000305175781
2022-06-28,115.36000061035156
2022-06-29,115.86000061035156
2022-06-30,113.94000244140625
2022-07-01,114.95999908447266
2022-07-05,117.5
2022-07-06,118.18000030517578
2022-07-07,120.69000244140625
2022-07-08,120.7699966430664
2022-07-11,118.16999816894531
2022-07-12,116.0
2022-07-13,115.52999877929688
2022-07-14,115.41999816894531
2022-07-15,117.91000366210938
2022-07-18,116.87999725341797
2022-07-19,120.72000122070312
2022-07-20,122.81999969482422
2022-07-21,125.0
2022-07-22,121.86000061035156
2022-07-25,121.22000122070312
2022-07-26,118.20999908447266
2022-07-27,123.58999633789062
2022-07-28,125.22000122070312
2022-07-29,128.25
2022-08-01,127.87999725341797
2022-08-02,127.62000274658203
2022-08-03,131.07000732421875
2022-08-04,131.7100067138672
2022-08-05,131.1699981689453
2022-08-08,130.6300048828125
2022-08-09,129.3000030517578
2022-08-10,133.2100067138672
2022-08-11,132.13999938964844
2022-08-12,134.8800048828125
2022-08-15,135.66000366210938
2022-08-16,135.27000427246094
2022-08-17,133.7100067138672
2022-08-18,133.7100067138672
2022-08-19,131.08999633789062
2022-08-22,127.54000091552734
2022-08-23,127.2300033569336
2022-08-24,127.7300033569336
2022-08-25,130.14999389648438
2022-08-26,124.70999908447266
2022-08-29,123.29000091552734
2022-08-30,122.19000244140625
2022-08-31,121.22000122070312
2022-09-01,120.95999908447266
2022-09-02,119.44999694824219
2022-09-06,118.77999877929688
2022-09-07,121.37000274658203
2022-09-08,122.08000183105469
2022-09-09,124.91000366210938
2022-09-12,126.5999984741211
2022-09-13,119.75
2022-09-14,120.4800033569336
2022-09-15,118.8499984741211
2022-09-16,117.62999725341797
2022-09-19,118.37000274658203
2022-09-20,117.11000061035156
2022-09-21,114.7699966430664
2022-09-22,113.44000244140625
2022-09-23,111.54000091552734
2022-09-26,110.87999725341797
2022-09-27,110.98999786376953
2022-09-28,113.3499984741211
2022-09-29,110.37000274658203
2022-09-30,108.48999786376953
2022-10-03,110.77999877929688
2022-10-04,114.61000061035156
2022-10-05,114.55999755859375
2022-10-06,113.73999786376953
2022-10-07,109.22000122070312
2022-10-10,107.81999969482422
2022-10-11,106.2699966430664
2022-10-12,106.23999786376953
2022-10-13,108.33000183105469
2022-10-14,104.88999938964844
2022-10-17,108.80000305175781
2022-10-18,109.81999969482422
2022-10-19,109.13999938964844
2022-10-20,108.66000366210938
2022-10-21,111.0999984741211
2022-10-24,112.12000274658203
2022-10-25,114.66999816894531
2022-10-26,111.55000305175781
2022-10-27,109.88999938964844
2022-10-28,112.19999694824219
2022-10-31,111.02999877929688
2022-11-01,109.2699966430664
2022-11-02,105.36000061035156
2022-11-03,103.31999969482422
2022-11-04,104.19000244140625
2022-11-07,105.2699966430664
2022-11-08,105.76000213623047
2022-11-09,102.95999908447266
2022-11-10,111.13999938964844
2022-11-11,112.9800033569336
2022-11-14,111.61000061035156
2022-11-15,113.33000183105469
2022-11-16,112.1500015258789
2022-11-17,111.55000305175781
2022-11-18,111.62999725341797
2022-11-21,110.20999908447266
2022-11-22,111.76000213623047
2022-11-23,113.19000244140625
2022-11-25,112.7699966430664
2022-11-28,111.08999633789062
2022-11-29,110.19999694824219
2022-11-30,115.43000030517578
2022-12-01,115.69999694824219
2022-12-02,115.33999633789062
2022-12-05,113.08999633789062
2022-12-06,110.98999786376953
2022-12-07,110.66000366210938
2022-12-08,112.01000213623047
2022-12-09,111.05999755859375
2022-12-12,112.7699966430664
2022-12-13,107.87000274658203
2022-12-14,107.27999877929688
2022-12-15,103.69999694824219
2022-12-16,102.47000122070312
2022-12-19,100.9000015258789
2022-12-20,100.88999938964844
2022-12-21,102.56999969482422
2022-12-22,100.33000183105469
2022-12-23,100.7300033569336
2022-12-27,99.66000366210938
2022-12-28,98.47000122070312
2022-12-29,100.9800033569336
2022-12-30,100.72000122070312
2023-01-03,100.20999908447266
2023-01-04,100.41999816894531
2023-01-05,98.41000366210938
2023-01-06,100.51000213623047
2023-01-09,101.31999969482422
2023-01-10,102.33999633789062
2023-01-11,104.41000366210938
2023-01-12,105.04000091552734
2023-01-13,105.75
2023-01-17,105.86000061035156
2023-01-18,104.5199966430664
2023-01-19,103.86000061035156
2023-01-20,106.77999877929688
2023-01-23,108.61000061035156
2023-01-24,108.33999633789062
2023-01-25,108.12000274658203
2023-01-26,109.83000183105469
2023-01-27,110.69999694824219
2023-01-30,108.4800033569336
2023-01-31,110.30000305175781
2023-02-01,112.5199966430664
2023-02-02,116.05999755859375
2023-02-03,113.80000305175781
2023-02-06,112.70999908447266
2023-02-07,114.94000244140625
2023-02-08,113.2699966430664
2023-02-09,112.29000091552734
2023-02-10,111.4800033569336
2023-02-13,113.16999816894531
2023-02-14,113.8499984741211
2023-02-15,114.37999725341797
2023-02-16,111.9000015258789
2023-02-17,111.05999755859375
2023-02-21,108.62000274658203
2023-02-22,108.73999786376953
2023-02-23,109.7300033569336
2023-02-24,108.0
2023-02-27,108.5199966430664
2023-02-28,108.26000213623047
2023-03-01,107.3499984741211
2023-03-02,108.19000244140625
2023-03-03,110.47000122070312
2023-03-06,110.63999938964844
2023-03-07,109.33999633789062
2023-03-08,109.83000183105469
2023-03-09,107.8499984741211
2023-03-10,105.95999908447266
2023-03-13,106.56999969482422
2023-03-14,109.13999938964844
2023-03-15,109.36000061035156
2023-03-16,112.27999877929688
2023-03-17,111.79000091552734
2023-03-20,111.8499984741211
2023-03-21,113.75
2023-03-22,112.33999633789062
2023-03-23,113.5999984741211
2023-03-24,113.68000030517578
2023-03-27,113.11000061035156
2023-03-28,112.41000366210938
2023-03-29,114.22000122070312
2023-03-30,115.19000244140625
2023-03-31,117.16999816894531
2023-04-03,117.41999816894531
2023-04-04,117.26000213623047
2023-04-05,116.2300033569336
2023-04-06,117.20999908447266
2023-04-10,117.05999755859375
2023-04-11,116.45999908447266
2023-04-12,115.80999755859375
2023-04-13,118.20999908447266
2023-04-14,117.77999877929688
2023-04-17,117.83999633789062
2023-04-18,117.98999786376953
2023-04-19,118.01000213623047
2023-04-20,117.33000183105469
2023-04-21,117.63999938964844
2023-04-24,117.3499984741211
2023-04-25,114.77999877929688
2023-04-26,116.08000183105469
2023-04-27,119.11000061035156
2023-04-28,119.83000183105469
2023-05-01,119.69000244140625
2023-05-02,118.75
2023-05-03,118.30999755859375
2023-05-04,118.05000305175781
2023-05-05,120.37000274658203
2023-05-08,120.83999633789062
2023-05-09,120.22000122070312
2023-05-10,121.5999984741211
2023-05-11,121.87000274658203
2023-05-12,121.41000366210938
2023-05-15,121.98999786376953
2023-05-16,122.0199966430664
2023-05-17,123.62000274658203
2023-05-18,125.69000244140625
2023-05-19,125.23999786376953
2023-05-22,125.62999725341797
2023-05-23,123.5199966430664
2023-05-24,123.0199966430664
2023-05-25,126.05000305175781
2023-05-26,128.4600067138672
2023-05-30,128.72000122070312
2023-05-31,127.87000274658203
2023-06-01,129.61000061035156
2023-06-02,130.85000610351562
2023-06-05,131.00999450683594
2023-06-06,131.14999389648438
2023-06-07,128.3300018310547
2023-06-08,129.64999389648438
2023-06-09,130.14999389648438
2023-06-12,132.05999755859375
2023-06-13,132.80999755859375
2023-06-14,133.1300048828125
2023-06-15,134.88999938964844
2023-06-16,133.75
2023-06-20,133.7899932861328
2023-06-21,132.44000244140625
2023-06-22,134.1199951171875
2023-06-23,133.19000244140625
2023-06-26,131.13999938964844
