Date,PABGX
2023-06-27,133.19000244140625
2023-06-28,133.55999755859375
2023-06-29,133.6300048828125
2023-06-30,135.80999755859375
2023-07-03,135.58999633789062
2023-07-05,135.72000122070312
2023-07-06,134.8000030517578
2023-07-07,134.16000366210938
2023-07-10,133.91000366210938
2023-07-11,134.42999267578125
2023-07-12,136.08999633789062
2023-07-13,138.25999450683594
2023-07-14,138.7899932861328
2023-07-17,139.72999572753906
2023-07-18,141.16000366210938
2023-07-19,141.08999633789062
2023-07-20,137.97999572753906
2023-07-21,137.5
2023-07-24,137.75999450683594
2023-07-25,138.74000549316406
2023-07-26,138.4199981689453
2023-07-27,137.5500030517578
2023-07-28,140.02000427246094
2023-07-31,140.17999267578125
2023-08-01,139.77999877929688
2023-08-02,136.67999267578125
2023-08-03,136.61000061035156
2023-08-04,136.50999450683594
2023-08-07,137.7100067138672
2023-08-08,137.00999450683594
2023-08-09,135.39999389648438
2023-08-10,135.6699981689453
2023-08-11,134.9600067138672
2023-08-14,136.6999969482422
2023-08-15,135.2899932861328
2023-08-16,134.08999633789062
2023-08-17,132.38999938964844
2023-08-18,132.22999572753906
2023-08-21,134.22000122070312
2023-08-22,134.08999633789062
2023-08-23,136.25999450683594
2023-08-24,133.55999755859375
2023-08-25,134.5800018310547
2023-08-28,135.52000427246094
2023-08-29,138.24000549316406
2023-08-30,139.02000427246094
2023-08-31,139.0800018310547
2023-09-01,139.25
2023-09-05,139.5800018310547
2023-09-06,138.2100067138672
2023-09-07,137.64999389648438
2023-09-08,137.77000427246094
2023-09-11,139.4199981689453
2023-09-12,137.8800048828125
2023-09-13,138.5
2023-09-14,139.19000244140625
2023-09-15,136.89999389648438
2023-09-18,136.99000549316406
2023-09-19,136.60000610351562
2023-09-20,134.52000427246094
2023-09-21,131.9600067138672
2023-09-22,131.9600067138672
2023-09-25,132.74000549316406
2023-09-26,130.47999572753906
2023-09-27,130.64999389648438
2023-09-28,131.77000427246094
2023-09-29,131.82000732421875
2023-10-02,133.2100067138672
2023-10-03,130.6199951171875
2023-10-04,132.47999572753906
2023-10-05,132.58999633789062
2023-10-06,135.16000366210938
2023-10-09,135.6199951171875
2023-10-10,136.22999572753906
2023-10-11,137.33999633789062
2023-10-12,136.7899932861328
2023-10-13,135.22999572753906
2023-10-16,136.94000244140625
2023-10-17,136.5
2023-10-18,134.17999267578125
2023-10-19,133.4600067138672
2023-10-20,131.4499969482422
2023-10-23,132.0399932861328
2023-10-24,133.36000061035156
2023-10-25,130.39999389648438
2023-10-26,127.62999725341797
2023-10-27,128.3800048828125
2023-10-30,130.39999389648438
2023-10-31,130.97000122070312
2023-11-01,133.0800018310547
2023-11-02,135.25
2023-11-03,136.41000366210938
2023-11-06,137.4600067138672
2023-11-07,138.8300018310547
2023-11-08,139.49000549316406
2023-11-09,138.39999389648438
2023-11-10,141.14999389648438
2023-11-13,141.16000366210938
2023-11-14,143.57000732421875
2023-11-15,143.22999572753906
2023-11-16,144.07000732421875
2023-11-17,143.92999267578125
2023-11-20,145.50999450683594
2023-11-21,145.16000366210938
2023-11-22,145.92999267578125
2023-11-24,145.6300048828125
2023-11-27,145.52999877929688
2023-11-28,145.8000030517578
2023-11-29,145.3699951171875
2023-11-30,145.16000366210938
2023-12-01,145.36000061035156
2023-12-04,143.80999755859375
2023-12-05,144.75999450683594
2023-12-06,143.6199951171875
2023-12-07,145.44000244140625
2023-12-08,146.22999572753906
2023-12-11,145.77000427246094
2023-12-12,147.00999450683594
2023-12-13,143.2899932861328
2023-12-14,142.2899932861328
2023-12-15,142.91000366210938
2023-12-18,144.14999389648438
2023-12-19,144.86000061035156
2023-12-20,143.0500030517578
2023-12-21,144.66000366210938
2023-12-22,144.4499969482422
2023-12-26,144.8800048828125
2023-12-27,145.1199951171875
2023-12-28,145.22000122070312
2023-12-29,144.77999877929688
2024-01-02,142.6199951171875
2024-01-03,141.5399932861328
2024-01-04,140.92999267578125
2024-01-05,141.16000366210938
2024-01-08,144.10000610351562
2024-01-09,144.60000610351562
2024-01-10,146.33999633789062
2024-01-11,146.61000061035156
2024-01-12,146.66000366210938
2024-01-16,146.5
2024-01-17,145.94000244140625
2024-01-18,147.60000610351562
2024-01-19,149.67999267578125
2024-01-22,150.0800018310547
2024-01-23,150.67999267578125
2024-01-24,151.66000366210938
2024-01-25,151.75999450683594
2024-01-26,151.85000610351562
2024-01-29,153.75
2024-01-30,153.1199951171875
2024-01-31,149.89999389648438
2024-02-01,152.02000427246094
2024-02-02,156.25999450683594
2024-02-05,156.24000549316406
2024-02-06,156.24000549316406
2024-02-07,158.50999450683594
2024-02-08,158.86000061035156
2024-02-09,160.74000549316406
2024-02-12,159.57000732421875
2024-02-13,157.27999877929688
2024-02-14,159.41000366210938
2024-02-15,159.49000549316406
2024-02-16,158.5
2024-02-20,156.67999267578125
2024-02-21,156.4600067138672
2024-02-22,161.85000610351562
2024-02-23,161.58999633789062
2024-02-26,160.94000244140625
2024-02-27,161.22999572753906
2024-02-28,160.49000549316406
2024-02-29,161.63999938964844
2024-03-01,163.2899932861328
2024-03-04,162.8300018310547
2024-03-05,160.14999389648438
2024-03-06,161.0
2024-03-07,163.5800018310547
2024-03-08,161.86000061035156
2024-03-11,160.66000366210938
2024-03-12,163.92999267578125
2024-03-13,163.3800048828125
2024-03-14,163.52000427246094
2024-03-15,161.72000122070312
2024-03-18,163.2100067138672
2024-03-19,164.22000122070312
2024-03-20,166.00999450683594
2024-03-21,166.10000610351562
2024-03-22,166.4499969482422
2024-03-25,165.75999450683594
2024-03-26,165.1999969482422
2024-03-27,165.35000610351562
2024-03-28,165.00999450683594
2024-04-01,165.25
2024-04-02,163.8000030517578
2024-04-03,164.3300018310547
2024-04-04,162.1999969482422
2024-04-05,164.99000549316406
2024-04-08,164.83999633789062
2024-04-09,164.7100067138672
2024-04-10,163.97000122070312
2024-04-11,166.1699981689453
2024-04-12,163.85000610351562
2024-04-15,161.02999877929688
2024-04-16,161.4199981689453
2024-04-17,159.9600067138672
2024-04-18,159.39999389648438
2024-04-19,155.63999938964844
2024-04-22,157.14999389648438
2024-04-23,160.05999755859375
2024-04-24,159.5500030517578
2024-04-25,158.0500030517578
2024-04-26,161.50999450683594
2024-04-29,161.1999969482422
2024-04-30,158.47000122070312
2024-05-01,158.25999450683594
2024-05-02,160.5
2024-05-03,163.3000030517578
2024-05-06,165.63999938964844
2024-05-07,165.63999938964844
2024-05-08,165.42999267578125
2024-05-09,166.02999877929688
2024-05-10,166.08999633789062
2024-05-13,165.9199981689453
2024-05-14,166.86000061035156
2024-05-15,169.49000549316406
2024-05-16,168.8800048828125
2024-05-17,168.97999572753906
2024-05-20,169.75999450683594
2024-05-21,170.5
2024-05-22,170.10000610351562
2024-05-23,170.10000610351562
2024-05-24,171.5500030517578
2024-05-28,172.67999267578125
2024-05-29,171.8800048828125
2024-05-30,169.11000061035156
2024-05-31,169.24000549316406
2024-06-03,170.49000549316406
2024-06-04,171.19000244140625
2024-06-05,174.69000244140625
2024-06-06,174.7899932861328
2024-06-07,174.47999572753906
2024-06-10,175.39999389648438
2024-06-11,176.66000366210938
2024-06-12,178.9600067138672
2024-06-13,179.25
2024-06-14,179.64999389648438
2024-06-17,180.92999267578125
2024-06-18,181.35000610351562
2024-06-20,180.24000549316406
2024-06-21,180.0399932861328
2024-06-24,178.22999572753906
2024-06-25,181.00999450683594
2024-06-26,181.9499969482422
2024-06-27,182.27999877929688
2024-06-28,180.57000732421875
2024-07-01,181.9199981689453
2024-07-02,183.22000122070312
2024-07-03,184.47999572753906
2024-07-05,186.52999877929688
2024-07-08,186.3000030517578
2024-07-09,186.44000244140625
2024-07-10,188.47999572753906
2024-07-11,184.22999572753906
2024-07-12,185.08999633789062
2024-07-15,185.3699951171875
2024-07-16,185.11000061035156
2024-07-17,179.8000030517578
2024-07-18,178.3699951171875
2024-07-19,177.35000610351562
2024-07-22,180.02999877929688
2024-07-23,180.3699951171875
2024-07-24,173.55999755859375
2024-07-25,171.8699951171875
2024-07-26,173.66000366210938
2024-07-29,173.8000030517578
2024-07-30,171.67999267578125
2024-07-31,176.4199981689453
2024-08-01,174.22000122070312
2024-08-02,170.11000061035156
2024-08-05,164.19000244140625
2024-08-06,166.41000366210938
2024-08-07,164.8000030517578
2024-08-08,169.5399932861328
2024-08-09,170.8699951171875
2024-08-12,171.39999389648438
2024-08-13,175.35000610351562
2024-08-14,175.8300018310547
2024-08-15,179.60000610351562
2024-08-16,179.7899932861328
2024-08-19,181.91000366210938
2024-08-20,181.8300018310547
2024-08-21,182.74000549316406
2024-08-22,179.94000244140625
2024-08-23,181.77999877929688
2024-08-26,180.52999877929688
2024-08-27,181.0
2024-08-28,179.17999267578125
2024-08-29,178.2899932861328
2024-08-30,180.41000366210938
2024-09-03,175.02999877929688
2024-09-04,174.42999267578125
2024-09-05,174.6300048828125
2024-09-06,170.6999969482422
2024-09-09,172.8300018310547
2024-09-10,174.16000366210938
2024-09-11,177.88999938964844
2024-09-12,179.89999389648438
2024-09-13,180.64999389648438
2024-09-16,180.3699951171875
2024-09-17,180.5
2024-09-18,179.8300018310547
2024-09-19,184.10000610351562
2024-09-20,183.9499969482422
2024-09-23,184.2899932861328
2024-09-24,184.80999755859375
2024-09-25,185.10000610351562
2024-09-26,185.42999267578125
2024-09-27,184.3000030517578
2024-09-30,185.22000122070312
2024-10-01,182.74000549316406
2024-10-02,182.83999633789062
2024-10-03,183.02000427246094
2024-10-04,185.11000061035156
2024-10-07,182.97000122070312
2024-10-08,186.00999450683594
2024-10-09,186.9600067138672
2024-10-10,187.0500030517578
2024-10-11,187.69000244140625
2024-10-14,189.22999572753906
2024-10-15,186.9499969482422
2024-10-16,187.49000549316406
2024-10-17,187.72000122070312
2024-10-18,189.16000366210938
2024-10-21,189.94000244140625
2024-10-22,190.1300048828125
2024-10-23,187.27999877929688
2024-10-24,188.5
2024-10-25,189.33999633789062
2024-10-28,189.52000427246094
2024-10-29,191.05999755859375
2024-10-30,190.22999572753906
2024-10-31,185.49000549316406
2024-11-01,186.97000122070312
2024-11-04,185.9600067138672
2024-11-05,188.4499969482422
2024-11-06,193.0800018310547
2024-11-07,196.1199951171875
2024-11-08,196.33999633789062
2024-11-11,196.30999755859375
2024-11-12,197.1199951171875
2024-11-13,196.91000366210938
2024-11-14,195.8699951171875
2024-11-15,191.61000061035156
2024-11-18,192.1699981689453
2024-11-19,194.38999938964844
2024-11-20,194.05999755859375
2024-11-21,194.16000366210938
