Date,RSEBX
2022-02-28,66.58000183105469
2022-03-01,65.44000244140625
2022-03-02,66.38999938964844
2022-03-03,64.88999938964844
2022-03-04,63.13999938964844
2022-03-07,60.83000183105469
2022-03-08,60.93000030517578
2022-03-09,63.290000915527344
2022-03-10,62.7400016784668
2022-03-11,61.75
2022-03-14,60.689998626708984
2022-03-15,61.349998474121094
2022-03-16,63.959999084472656
2022-03-17,65.01000213623047
2022-03-18,66.16000366210938
2022-03-21,65.31999969482422
2022-03-22,65.94000244140625
2022-03-23,65.0199966430664
2022-03-24,65.44000244140625
2022-03-25,65.0
2022-03-28,65.04000091552734
2022-03-29,67.05000305175781
2022-03-30,66.43000030517578
2022-03-31,65.51000213623047
2022-04-01,66.12000274658203
2022-04-04,66.8499984741211
2022-04-05,65.8499984741211
2022-04-06,64.58000183105469
2022-04-07,64.38999938964844
2022-04-08,63.959999084472656
2022-04-11,63.16999816894531
2022-04-12,63.02000045776367
2022-04-13,64.04000091552734
2022-04-14,63.459999084472656
2022-04-18,62.869998931884766
2022-04-19,63.790000915527344
2022-04-20,63.779998779296875
2022-04-21,62.599998474121094
2022-04-22,61.18000030517578
2022-04-25,61.470001220703125
2022-04-26,59.45000076293945
2022-04-27,59.349998474121094
2022-04-28,60.25
2022-04-29,59.15999984741211
2022-05-02,59.45000076293945
2022-05-03,59.529998779296875
2022-05-04,60.709999084472656
2022-05-05,58.29999923706055
2022-05-06,57.040000915527344
2022-05-09,54.709999084472656
2022-05-10,54.790000915527344
2022-05-11,54.0099983215332
2022-05-12,54.36000061035156
2022-05-13,56.41999816894531
2022-05-16,55.97999954223633
2022-05-17,57.220001220703125
2022-05-18,55.41999816894531
2022-05-19,55.939998626708984
2022-05-20,56.18000030517578
2022-05-23,56.790000915527344
2022-05-24,55.7599983215332
2022-05-25,56.150001525878906
2022-05-26,57.189998626708984
2022-05-27,58.439998626708984
2022-05-31,58.2400016784668
2022-06-01,57.54999923706055
2022-06-02,58.970001220703125
2022-06-03,58.18000030517578
2022-06-06,58.43000030517578
2022-06-07,58.68000030517578
2022-06-08,58.15999984741211
2022-06-09,56.86000061035156
2022-06-10,55.349998474121094
2022-06-13,52.880001068115234
2022-06-14,52.529998779296875
2022-06-15,53.34000015258789
2022-06-16,51.31999969482422
2022-06-17,51.84000015258789
2022-06-21,52.56999969482422
2022-06-22,52.25
2022-06-23,52.880001068115234
2022-06-24,54.45000076293945
2022-06-27,54.4900016784668
2022-06-28,53.66999816894531
2022-06-29,53.25
2022-06-30,52.77000045776367
2022-07-01,53.13999938964844
2022-07-05,53.27000045776367
2022-07-06,53.13999938964844
2022-07-07,54.25
2022-07-08,54.310001373291016
2022-07-11,53.220001220703125
2022-07-12,52.849998474121094
2022-07-13,52.709999084472656
2022-07-14,52.2599983215332
2022-07-15,53.040000915527344
2022-07-18,53.2400016784668
2022-07-19,54.4900016784668
2022-07-20,55.099998474121094
2022-07-21,55.7400016784668
2022-07-22,55.2400016784668
2022-07-25,55.290000915527344
2022-07-26,54.529998779296875
2022-07-27,55.7599983215332
2022-07-28,56.459999084472656
2022-07-29,57.029998779296875
2022-08-01,57.11000061035156
2022-08-02,56.7400016784668
2022-08-03,57.5099983215332
2022-08-04,57.7599983215332
2022-08-05,57.81999969482422
2022-08-08,58.209999084472656
2022-08-09,57.29999923706055
2022-08-10,58.880001068115234
2022-08-11,58.959999084472656
2022-08-12,59.689998626708984
2022-08-15,59.61000061035156
2022-08-16,59.5099983215332
2022-08-17,58.75
2022-08-18,58.900001525878906
2022-08-19,57.68000030517578
2022-08-22,56.52000045776367
2022-08-23,56.63999938964844
2022-08-24,57.02000045776367
2022-08-25,57.84000015258789
2022-08-26,56.16999816894531
2022-08-29,55.79999923706055
2022-08-30,55.38999938964844
2022-08-31,55.220001220703125
2022-09-01,54.459999084472656
2022-09-02,54.220001220703125
2022-09-06,53.900001525878906
2022-09-07,54.77000045776367
2022-09-08,55.18000030517578
2022-09-09,56.279998779296875
2022-09-12,56.95000076293945
2022-09-13,54.939998626708984
2022-09-14,55.11000061035156
2022-09-15,54.72999954223633
2022-09-16,53.970001220703125
2022-09-19,54.18000030517578
2022-09-20,53.560001373291016
2022-09-21,52.790000915527344
2022-09-22,51.84000015258789
2022-09-23,50.72999954223633
2022-09-26,50.11000061035156
2022-09-27,50.2400016784668
2022-09-28,51.310001373291016
2022-09-29,50.34000015258789
2022-09-30,50.290000915527344
2022-10-03,51.43000030517578
2022-10-04,53.310001373291016
2022-10-05,53.0
2022-10-06,52.66999816894531
2022-10-07,51.369998931884766
2022-10-10,50.88999938964844
2022-10-11,50.4900016784668
2022-10-12,50.33000183105469
2022-10-13,51.0099983215332
2022-10-14,49.900001525878906
2022-10-17,51.209999084472656
2022-10-18,51.88999938964844
2022-10-19,50.900001525878906
2022-10-20,50.5099983215332
2022-10-21,51.290000915527344
2022-10-24,51.34000015258789
2022-10-25,52.529998779296875
2022-10-26,52.93000030517578
2022-10-27,52.650001525878906
2022-10-28,53.349998474121094
2022-10-31,53.09000015258789
2022-11-01,53.400001525878906
2022-11-02,52.36000061035156
2022-11-03,51.9900016784668
2022-11-04,52.900001525878906
2022-11-07,53.310001373291016
2022-11-08,53.709999084472656
2022-11-09,52.5099983215332
2022-11-10,55.34000015258789
2022-11-11,56.41999816894531
2022-11-14,55.810001373291016
2022-11-15,56.41999816894531
2022-11-16,55.560001373291016
2022-11-17,55.06999969482422
2022-11-18,55.150001525878906
2022-11-21,54.72999954223633
2022-11-22,55.220001220703125
2022-11-23,55.630001068115234
2022-11-25,55.83000183105469
2022-11-28,55.04999923706055
2022-11-29,55.11000061035156
2022-11-30,56.619998931884766
2022-12-01,57.02000045776367
2022-12-02,57.16999816894531
2022-12-05,56.0099983215332
2022-12-06,55.22999954223633
2022-12-07,55.27000045776367
2022-12-08,55.720001220703125
2022-12-09,55.5099983215332
2022-12-12,55.959999084472656
2022-12-13,56.52000045776367
2022-12-14,56.47999954223633
2022-12-15,55.08000183105469
2022-12-16,54.650001525878906
2022-12-19,54.0
2022-12-20,54.130001068115234
2022-12-21,54.720001220703125
2022-12-22,54.08000183105469
2022-12-23,54.08000183105469
2022-12-27,53.90999984741211
2022-12-28,53.33000183105469
2022-12-29,54.45000076293945
2022-12-30,54.209999084472656
2023-01-03,54.060001373291016
2023-01-04,54.7400016784668
2023-01-05,54.4900016784668
2023-01-06,55.560001373291016
2023-01-09,56.130001068115234
2023-01-10,56.5099983215332
2023-01-11,57.15999984741211
2023-01-12,57.689998626708984
2023-01-13,58.06999969482422
2023-01-17,58.119998931884766
2023-01-18,57.779998779296875
2023-01-19,57.369998931884766
2023-01-20,58.2599983215332
2023-01-23,58.95000076293945
2023-01-24,58.810001373291016
2023-01-25,58.83000183105469
2023-01-26,59.150001525878906
2023-01-27,59.400001525878906
2023-01-30,58.63999938964844
2023-01-31,59.4900016784668
2023-02-01,60.52000045776367
2023-02-02,61.56999969482422
2023-02-03,60.810001373291016
2023-02-06,59.970001220703125
2023-02-07,60.43000030517578
2023-02-08,59.97999954223633
2023-02-09,59.59000015258789
2023-02-10,59.209999084472656
2023-02-13,59.79999923706055
2023-02-14,59.869998931884766
2023-02-15,60.099998474121094
2023-02-16,59.68000030517578
2023-02-17,59.5099983215332
2023-02-21,58.38999938964844
2023-02-22,58.279998779296875
2023-02-23,58.54999923706055
2023-02-24,57.93000030517578
2023-02-27,58.25
2023-02-28,58.18000030517578
2023-03-01,58.29999923706055
2023-03-02,58.470001220703125
2023-03-03,59.349998474121094
2023-03-06,58.939998626708984
2023-03-07,58.15999984741211
2023-03-08,58.220001220703125
2023-03-09,57.130001068115234
2023-03-10,55.88999938964844
2023-03-13,55.41999816894531
2023-03-14,56.150001525878906
2023-03-15,55.11000061035156
2023-03-16,55.849998474121094
2023-03-17,55.150001525878906
2023-03-20,55.540000915527344
2023-03-21,56.36000061035156
2023-03-22,55.66999816894531
2023-03-23,55.90999984741211
2023-03-24,55.68000030517578
2023-03-27,55.97999954223633
2023-03-28,55.97999954223633
2023-03-29,56.560001373291016
2023-03-30,56.90999984741211
2023-03-31,57.630001068115234
2023-04-03,57.599998474121094
2023-04-04,57.13999938964844
2023-04-05,56.43000030517578
2023-04-06,56.400001525878906
2023-04-10,56.650001525878906
2023-04-11,57.16999816894531
2023-04-12,57.119998931884766
2023-04-13,57.88999938964844
2023-04-14,57.68000030517578
2023-04-17,57.86000061035156
2023-04-18,58.08000183105469
2023-04-19,57.91999816894531
2023-04-20,57.77000045776367
2023-04-21,57.880001068115234
2023-04-24,57.95000076293945
2023-04-25,56.93000030517578
2023-04-26,56.68000030517578
2023-04-27,57.52000045776367
2023-04-28,57.95000076293945
2023-05-01,57.880001068115234
2023-05-02,57.34000015258789
2023-05-03,57.439998626708984
2023-05-04,57.16999816894531
2023-05-05,57.9900016784668
2023-05-08,57.97999954223633
2023-05-09,57.75
2023-05-10,57.90999984741211
2023-05-11,57.720001220703125
2023-05-12,57.5099983215332
2023-05-15,58.0099983215332
2023-05-16,57.54999923706055
2023-05-17,57.959999084472656
2023-05-18,58.09000015258789
2023-05-19,58.0099983215332
2023-05-22,58.310001373291016
2023-05-23,57.68000030517578
2023-05-24,57.119998931884766
2023-05-25,56.90999984741211
2023-05-26,57.560001373291016
2023-05-30,57.36000061035156
2023-05-31,57.09000015258789
2023-06-01,57.7599983215332
2023-06-02,58.83000183105469
2023-06-05,58.54999923706055
2023-06-06,59.11000061035156
2023-06-07,59.15999984741211
2023-06-08,59.22999954223633
2023-06-09,59.06999969482422
2023-06-12,59.689998626708984
2023-06-13,60.29999923706055
2023-06-14,60.13999938964844
2023-06-15,60.7400016784668
2023-06-16,60.529998779296875
2023-06-20,60.06999969482422
2023-06-21,59.959999084472656
2023-06-22,59.630001068115234
2023-06-23,58.970001220703125
2023-06-26,58.95000076293945
2023-06-27,59.560001373291016
2023-06-28,59.72999954223633
2023-06-29,59.97999954223633
2023-06-30,60.52000045776367
2023-07-03,60.47999954223633
2023-07-05,60.09000015258789
2023-07-06,59.15999984741211
2023-07-07,59.63999938964844
2023-07-10,60.279998779296875
2023-07-11,60.91999816894531
2023-07-12,61.630001068115234
2023-07-13,62.369998931884766
2023-07-14,62.09000015258789
2023-07-17,62.13999938964844
