Date,FEEFX
2022-02-28,70.12000274658203
2022-03-01,69.05000305175781
2022-03-02,70.30999755859375
2022-03-03,69.6500015258789
2022-03-04,68.88999938964844
2022-03-07,66.66000366210938
2022-03-08,66.4000015258789
2022-03-09,68.29000091552734
2022-03-10,68.01000213623047
2022-03-11,67.06999969482422
2022-03-14,66.44999694824219
2022-03-15,67.66999816894531
2022-03-16,69.16000366210938
2022-03-17,70.18000030517578
2022-03-18,71.02999877929688
2022-03-21,70.77999877929688
2022-03-22,71.51000213623047
2022-03-23,70.55999755859375
2022-03-24,71.5
2022-03-25,71.6500015258789
2022-03-28,71.87000274658203
2022-03-29,72.87999725341797
2022-03-30,72.43000030517578
2022-03-31,71.37999725341797
2022-04-01,71.80000305175781
2022-04-04,72.37000274658203
2022-04-05,71.37000274658203
2022-04-06,70.79000091552734
2022-04-07,71.01000213623047
2022-04-08,70.87000274658203
2022-04-11,70.0
2022-04-12,69.72000122070312
2022-04-13,70.56999969482422
2022-04-14,69.9000015258789
2022-04-18,69.80999755859375
2022-04-19,70.73999786376953
2022-04-20,70.62999725341797
2022-04-21,69.36000061035156
2022-04-22,67.58000183105469
2022-04-25,67.70999908447266
2022-04-26,65.91999816894531
2022-04-27,66.0999984741211
2022-04-28,67.52999877929688
2022-04-29,65.58000183105469
2022-05-02,66.0
2022-05-03,66.33999633789062
2022-05-04,68.02999877929688
2022-05-05,65.91000366210938
2022-05-06,65.37999725341797
2022-05-09,63.02000045776367
2022-05-10,63.20000076293945
2022-05-11,62.58000183105469
2022-05-12,62.70000076293945
2022-05-13,64.41000366210938
2022-05-16,64.3499984741211
2022-05-17,65.61000061035156
2022-05-18,63.290000915527344
2022-05-19,63.099998474121094
2022-05-20,63.2400016784668
2022-05-23,64.0999984741211
2022-05-24,63.70000076293945
2022-05-25,64.29000091552734
2022-05-26,65.48999786376953
2022-05-27,66.94999694824219
2022-05-31,66.41999816894531
2022-06-01,65.94000244140625
2022-06-02,67.04000091552734
2022-06-03,66.1500015258789
2022-06-06,66.3499984741211
2022-06-07,66.91999816894531
2022-06-08,66.13999938964844
2022-06-09,64.58000183105469
2022-06-10,62.83000183105469
2022-06-13,60.29999923706055
2022-06-14,59.97999954223633
2022-06-15,59.400001525878906
2022-06-16,57.45000076293945
2022-06-17,57.4900016784668
2022-06-21,58.709999084472656
2022-06-22,58.38999938964844
2022-06-23,58.65999984741211
2022-06-24,60.38999938964844
2022-06-27,60.41999816894531
2022-06-28,59.560001373291016
2022-06-29,59.29999923706055
2022-06-30,58.7400016784668
2022-07-01,59.189998626708984
2022-07-05,59.029998779296875
2022-07-06,59.11000061035156
2022-07-07,60.08000183105469
2022-07-08,60.0099983215332
2022-07-11,59.2400016784668
2022-07-12,58.81999969482422
2022-07-13,58.54999923706055
2022-07-14,58.15999984741211
2022-07-15,59.40999984741211
2022-07-18,59.2400016784668
2022-07-19,60.91999816894531
2022-07-20,61.150001525878906
2022-07-21,61.599998474121094
2022-07-22,60.97999954223633
2022-07-25,61.22999954223633
2022-07-26,60.619998931884766
2022-07-27,62.0099983215332
2022-07-28,62.56999969482422
2022-07-29,63.16999816894531
2022-08-01,63.0099983215332
2022-08-02,62.619998931884766
2022-08-03,63.400001525878906
2022-08-04,63.52000045776367
2022-08-05,63.560001373291016
2022-08-08,63.63999938964844
2022-08-09,63.27000045776367
2022-08-10,64.63999938964844
2022-08-11,64.69000244140625
2022-08-12,65.69000244140625
2022-08-15,65.70999908447266
2022-08-16,65.7699966430664
2022-08-17,65.16000366210938
2022-08-18,65.41999816894531
2022-08-19,64.58000183105469
2022-08-22,63.43000030517578
2022-08-23,63.349998474121094
2022-08-24,63.619998931884766
2022-08-25,64.48999786376953
2022-08-26,62.4900016784668
2022-08-29,62.13999938964844
2022-08-30,61.40999984741211
2022-08-31,61.060001373291016
2022-09-01,60.970001220703125
2022-09-02,60.59000015258789
2022-09-06,60.2599983215332
2022-09-07,61.20000076293945
2022-09-08,61.7400016784668
2022-09-09,62.790000915527344
2022-09-12,63.36000061035156
2022-09-13,60.880001068115234
2022-09-14,60.77000045776367
2022-09-15,60.2599983215332
2022-09-16,59.79999923706055
2022-09-19,60.150001525878906
2022-09-20,59.439998626708984
2022-09-21,58.470001220703125
2022-09-22,57.88999938964844
2022-09-23,56.63999938964844
2022-09-26,55.900001525878906
2022-09-27,55.810001373291016
2022-09-28,57.08000183105469
2022-09-29,56.099998474121094
2022-09-30,55.52000045776367
2022-10-03,57.119998931884766
2022-10-04,59.02000045776367
2022-10-05,58.93000030517578
2022-10-06,58.439998626708984
2022-10-07,57.02000045776367
2022-10-10,56.52000045776367
2022-10-11,56.06999969482422
2022-10-12,55.970001220703125
2022-10-13,57.150001525878906
2022-10-14,55.79999923706055
2022-10-17,57.099998474121094
2022-10-18,57.65999984741211
2022-10-19,57.279998779296875
2022-10-20,56.900001525878906
2022-10-21,58.16999816894531
2022-10-24,58.650001525878906
2022-10-25,59.709999084472656
2022-10-26,59.619998931884766
2022-10-27,59.31999969482422
2022-10-28,60.34000015258789
2022-10-31,60.0099983215332
2022-11-01,60.029998779296875
2022-11-02,58.7400016784668
2022-11-03,58.369998931884766
2022-11-04,59.459999084472656
2022-11-07,60.08000183105469
2022-11-08,60.52000045776367
2022-11-09,59.349998474121094
2022-11-10,62.400001525878906
2022-11-11,62.95000076293945
2022-11-14,62.349998474121094
2022-11-15,62.869998931884766
2022-11-16,62.29999923706055
2022-11-17,62.09000015258789
2022-11-18,62.380001068115234
2022-11-21,62.16999816894531
2022-11-22,62.93000030517578
2022-11-23,63.29999923706055
2022-11-25,63.38999938964844
2022-11-28,62.43000030517578
2022-11-29,62.4900016784668
2022-11-30,64.30999755859375
2022-12-01,64.27999877929688
2022-12-02,64.26000213623047
2022-12-05,63.16999816894531
2022-12-06,62.40999984741211
2022-12-07,62.34000015258789
2022-12-08,62.790000915527344
2022-12-09,62.52000045776367
2022-12-12,63.27000045776367
2022-12-13,63.75
2022-12-14,63.529998779296875
2022-12-15,62.040000915527344
2022-12-16,60.099998474121094
2022-12-19,59.650001525878906
2022-12-20,59.790000915527344
2022-12-21,60.689998626708984
2022-12-22,59.95000076293945
2022-12-23,60.290000915527344
2022-12-27,60.20000076293945
2022-12-28,59.5
2022-12-29,60.41999816894531
2022-12-30,60.2400016784668
2023-01-03,60.029998779296875
2023-01-04,60.560001373291016
2023-01-05,60.02000045776367
2023-01-06,61.470001220703125
2023-01-09,61.540000915527344
2023-01-10,61.83000183105469
2023-01-11,62.529998779296875
2023-01-12,62.939998626708984
2023-01-13,63.20000076293945
2023-01-17,63.02000045776367
2023-01-18,62.279998779296875
2023-01-19,61.90999984741211
2023-01-20,62.95000076293945
2023-01-23,63.529998779296875
2023-01-24,63.470001220703125
2023-01-25,63.599998474121094
2023-01-26,64.18000030517578
2023-01-27,64.08999633789062
2023-01-30,63.369998931884766
2023-01-31,64.20999908447266
2023-02-01,64.8499984741211
2023-02-02,65.41999816894531
2023-02-03,64.69000244140625
2023-02-06,64.26000213623047
2023-02-07,65.04000091552734
2023-02-08,64.44999694824219
2023-02-09,63.939998626708984
2023-02-10,63.97999954223633
2023-02-13,64.68000030517578
2023-02-14,64.69000244140625
2023-02-15,64.8499984741211
2023-02-16,64.08000183105469
2023-02-17,63.86000061035156
2023-02-21,62.689998626708984
2023-02-22,62.560001373291016
2023-02-23,62.810001373291016
2023-02-24,62.18000030517578
2023-02-27,62.52000045776367
2023-02-28,62.439998626708984
2023-03-01,62.5099983215332
2023-03-02,62.959999084472656
2023-03-03,63.9900016784668
2023-03-06,63.81999969482422
2023-03-07,62.84000015258789
2023-03-08,62.970001220703125
2023-03-09,61.880001068115234
2023-03-10,60.779998779296875
2023-03-13,60.47999954223633
2023-03-14,61.43000030517578
2023-03-15,60.310001373291016
2023-03-16,61.290000915527344
2023-03-17,60.66999816894531
2023-03-20,61.27000045776367
2023-03-21,62.040000915527344
2023-03-22,61.209999084472656
2023-03-23,61.380001068115234
2023-03-24,61.5099983215332
2023-03-27,61.720001220703125
2023-03-28,61.7400016784668
2023-03-29,62.529998779296875
2023-03-30,62.91999816894531
2023-03-31,63.63999938964844
2023-04-03,64.0
2023-04-04,63.54999923706055
2023-04-05,63.310001373291016
2023-04-06,63.439998626708984
2023-04-10,63.65999984741211
2023-04-11,63.939998626708984
2023-04-12,63.779998779296875
2023-04-13,64.58000183105469
2023-04-14,64.3499984741211
2023-04-17,64.4800033569336
2023-04-18,64.69000244140625
2023-04-19,64.48999786376953
2023-04-20,64.2300033569336
2023-04-21,64.30999755859375
2023-04-24,64.36000061035156
2023-04-25,63.459999084472656
2023-04-26,63.220001220703125
2023-04-27,64.2300033569336
2023-04-28,64.77999877929688
2023-05-01,64.75
2023-05-02,63.95000076293945
2023-05-03,63.709999084472656
2023-05-04,63.150001525878906
2023-05-05,64.19999694824219
2023-05-08,64.2699966430664
2023-05-09,64.12999725341797
2023-05-10,64.2699966430664
2023-05-11,64.0999984741211
2023-05-12,64.05000305175781
2023-05-15,64.44999694824219
2023-05-16,63.95000076293945
2023-05-17,64.66000366210938
2023-05-18,65.18000030517578
2023-05-19,65.1500015258789
2023-05-22,65.20999908447266
2023-05-23,64.44999694824219
2023-05-24,63.90999984741211
2023-05-25,64.20999908447266
2023-05-26,65.36000061035156
2023-05-30,65.0199966430664
2023-05-31,64.63999938964844
2023-06-01,65.19999694824219
2023-06-02,66.22000122070312
2023-06-05,65.97000122070312
2023-06-06,66.2300033569336
2023-06-07,66.08000183105469
2023-06-08,66.4000015258789
2023-06-09,66.41999816894531
2023-06-12,67.18000030517578
2023-06-13,67.6500015258789
2023-06-14,66.76000213623047
2023-06-15,67.55999755859375
2023-06-16,67.18000030517578
2023-06-20,66.76000213623047
2023-06-21,66.68000030517578
2023-06-22,66.75
2023-06-23,66.19000244140625
2023-06-26,66.08999633789062
2023-06-27,66.91000366210938
2023-06-28,66.86000061035156
2023-06-29,67.12999725341797
2023-06-30,67.80000305175781
2023-07-03,67.86000061035156
2023-07-05,67.5999984741211
2023-07-06,66.83000183105469
2023-07-07,66.91000366210938
2023-07-10,67.33000183105469
2023-07-11,67.88999938964844
2023-07-12,68.44999694824219
2023-07-13,69.12999725341797
2023-07-14,69.08000183105469
2023-07-17,69.31999969482422
2023-07-18,69.80000305175781
2023-07-19,69.91000366210938
2023-07-20,69.4000015258789
2023-07-21,69.41000366210938
2023-07-24,69.55000305175781
2023-07-25,69.87999725341797
2023-07-26,69.7300033569336
2023-07-27,69.52999877929688
2023-07-28,70.20999908447266
2023-07-31,70.30999755859375
2023-08-01,70.2699966430664
2023-08-02,69.19999694824219
2023-08-03,69.05999755859375
2023-08-04,68.91999816894531
2023-08-07,69.69000244140625
2023-08-08,69.37999725341797
2023-08-09,68.95999908447266
2023-08-10,68.87999725341797
2023-08-11,68.5999984741211
2023-08-14,68.87999725341797
2023-08-15,68.01000213623047
2023-08-16,67.58999633789062
2023-08-17,67.0
2023-08-18,67.12999725341797
2023-08-21,67.5999984741211
2023-08-22,67.44999694824219
2023-08-23,68.19000244140625
2023-08-24,67.12000274658203
2023-08-25,67.4800033569336
2023-08-28,67.9800033569336
2023-08-29,69.0
2023-08-30,69.16999816894531
2023-08-31,69.12000274658203
2023-09-01,69.08999633789062
2023-09-05,68.66000366210938
2023-09-06,68.43000030517578
2023-09-07,68.27999877929688
2023-09-08,68.37000274658203
2023-09-11,68.69000244140625
2023-09-12,68.38999938964844
2023-09-13,68.1500015258789
