Date,RWIHX
2022-02-28,58.369998931884766
2022-03-01,57.25
2022-03-02,58.06999969482422
2022-03-03,57.41999816894531
2022-03-04,56.47999954223633
2022-03-07,54.75
2022-03-08,54.5
2022-03-09,56.099998474121094
2022-03-10,55.869998931884766
2022-03-11,55.13999938964844
2022-03-14,54.540000915527344
2022-03-15,55.119998931884766
2022-03-16,56.7599983215332
2022-03-17,57.619998931884766
2022-03-18,58.22999954223633
2022-03-21,58.029998779296875
2022-03-22,58.63999938964844
2022-03-23,58.0
2022-03-24,58.560001373291016
2022-03-25,58.54999923706055
2022-03-28,58.630001068115234
2022-03-29,59.5099983215332
2022-03-30,59.36000061035156
2022-03-31,58.52000045776367
2022-04-01,58.93000030517578
2022-04-04,59.45000076293945
2022-04-05,58.599998474121094
2022-04-06,58.0
2022-04-07,58.060001373291016
2022-04-08,58.130001068115234
2022-04-11,57.33000183105469
2022-04-12,57.060001373291016
2022-04-13,57.779998779296875
2022-04-14,57.2400016784668
2022-04-18,57.040000915527344
2022-04-19,57.5
2022-04-20,57.4900016784668
2022-04-21,56.689998626708984
2022-04-22,55.40999984741211
2022-04-25,55.25
2022-04-26,53.75
2022-04-27,54.0099983215332
2022-04-28,54.97999954223633
2022-04-29,53.81999969482422
2022-05-02,53.970001220703125
2022-05-03,54.29999923706055
2022-05-04,55.439998626708984
2022-05-05,53.880001068115234
2022-05-06,53.33000183105469
2022-05-09,51.59000015258789
2022-05-10,51.83000183105469
2022-05-11,51.560001373291016
2022-05-12,51.459999084472656
2022-05-13,52.849998474121094
2022-05-16,52.869998931884766
2022-05-17,53.959999084472656
2022-05-18,52.4900016784668
2022-05-19,52.4900016784668
2022-05-20,52.7599983215332
2022-05-23,53.52000045776367
2022-05-24,53.279998779296875
2022-05-25,53.59000015258789
2022-05-26,54.349998474121094
2022-05-27,55.43000030517578
2022-05-31,55.310001373291016
2022-06-01,54.790000915527344
2022-06-02,55.720001220703125
2022-06-03,54.9900016784668
2022-06-06,55.16999816894531
2022-06-07,55.560001373291016
2022-06-08,54.9900016784668
2022-06-09,53.779998779296875
2022-06-10,52.43000030517578
2022-06-13,50.11000061035156
2022-06-14,49.7599983215332
2022-06-15,50.540000915527344
2022-06-16,48.97999954223633
2022-06-17,48.81999969482422
2022-06-21,49.75
2022-06-22,49.34000015258789
2022-06-23,49.349998474121094
2022-06-24,50.66999816894531
2022-06-27,50.720001220703125
2022-06-28,50.25
2022-06-29,50.029998779296875
2022-06-30,49.52000045776367
2022-07-01,49.689998626708984
2022-07-05,49.08000183105469
2022-07-06,48.959999084472656
2022-07-07,49.900001525878906
2022-07-08,49.959999084472656
2022-07-11,49.150001525878906
2022-07-12,48.790000915527344
2022-07-13,48.650001525878906
2022-07-14,48.20000076293945
2022-07-15,49.0
2022-07-18,48.970001220703125
2022-07-19,50.20000076293945
2022-07-20,50.15999984741211
2022-07-21,50.529998779296875
2022-07-22,50.209999084472656
2022-07-25,50.470001220703125
2022-07-26,50.06999969482422
2022-07-27,51.099998474121094
2022-07-28,51.59000015258789
2022-07-29,52.029998779296875
2022-08-01,51.93000030517578
2022-08-02,51.470001220703125
2022-08-03,51.939998626708984
2022-08-04,52.06999969482422
2022-08-05,52.08000183105469
2022-08-08,52.27000045776367
2022-08-09,51.97999954223633
2022-08-10,52.93000030517578
2022-08-11,53.06999969482422
2022-08-12,53.779998779296875
2022-08-15,53.709999084472656
2022-08-16,53.75
2022-08-17,53.369998931884766
2022-08-18,53.33000183105469
2022-08-19,52.720001220703125
2022-08-22,51.7599983215332
2022-08-23,51.869998931884766
2022-08-24,51.939998626708984
2022-08-25,52.689998626708984
2022-08-26,51.31999969482422
2022-08-29,51.04999923706055
