Date,AICCX
2022-02-28,47.349998474121094
2022-03-01,46.63999938964844
2022-03-02,47.43000030517578
2022-03-03,47.13999938964844
2022-03-04,46.79999923706055
2022-03-07,45.41999816894531
2022-03-08,45.13999938964844
2022-03-09,46.209999084472656
2022-03-10,46.130001068115234
2022-03-11,45.54999923706055
2022-03-14,45.2599983215332
2022-03-15,46.06999969482422
2022-03-16,46.970001220703125
2022-03-17,47.529998779296875
2022-03-18,48.02000045776367
2022-03-21,47.9900016784668
2022-03-22,48.470001220703125
2022-03-23,47.95000076293945
2022-03-24,48.54999923706055
2022-03-25,48.79999923706055
2022-03-28,48.939998626708984
2022-03-29,49.4900016784668
2022-03-30,49.31999969482422
2022-03-31,48.58000183105469
2022-04-01,48.86000061035156
2022-04-04,49.209999084472656
2022-04-05,48.630001068115234
2022-04-06,48.189998626708984
2022-04-07,48.36000061035156
2022-04-08,48.34000015258789
2022-04-11,47.61000061035156
2022-04-12,47.470001220703125
2022-04-13,47.97999954223633
2022-04-14,47.45000076293945
2022-04-18,47.45000076293945
2022-04-19,48.119998931884766
2022-04-20,47.849998474121094
2022-04-21,47.040000915527344
2022-04-22,45.880001068115234
2022-04-25,45.959999084472656
2022-04-26,44.72999954223633
2022-04-27,44.88999938964844
2022-04-28,45.900001525878906
2022-04-29,44.380001068115234
2022-05-02,44.630001068115234
2022-05-03,44.869998931884766
2022-05-04,46.060001373291016
2022-05-05,44.630001068115234
2022-05-06,44.369998931884766
2022-05-09,42.91999816894531
2022-05-10,43.040000915527344
2022-05-11,42.58000183105469
2022-05-12,42.56999969482422
2022-05-13,43.61000061035156
2022-05-16,43.599998474121094
2022-05-17,44.47999954223633
2022-05-18,43.0
2022-05-19,42.779998779296875
2022-05-20,42.84000015258789
2022-05-23,43.45000076293945
2022-05-24,43.209999084472656
2022-05-25,43.58000183105469
2022-05-26,44.290000915527344
2022-05-27,45.209999084472656
2022-05-31,44.9900016784668
2022-06-01,44.75
2022-06-02,45.459999084472656
2022-06-03,44.869998931884766
2022-06-06,45.0099983215332
2022-06-07,45.43000030517578
2022-06-08,44.93000030517578
2022-06-09,43.86000061035156
2022-06-10,42.70000076293945
2022-06-13,41.060001373291016
2022-06-14,40.83000183105469
2022-06-15,40.7599983215332
2022-06-16,39.40999984741211
2022-06-17,39.41999816894531
2022-06-21,40.189998626708984
2022-06-22,40.02000045776367
2022-06-23,40.25
2022-06-24,41.40999984741211
2022-06-27,41.36000061035156
2022-06-28,40.7599983215332
2022-06-29,40.689998626708984
2022-06-30,40.369998931884766
2022-07-01,40.70000076293945
2022-07-05,40.470001220703125
2022-07-06,40.529998779296875
2022-07-07,41.06999969482422
2022-07-08,41.0099983215332
2022-07-11,40.52000045776367
2022-07-12,40.15999984741211
2022-07-13,39.90999984741211
2022-07-14,39.63999938964844
2022-07-15,40.400001525878906
2022-07-18,40.209999084472656
2022-07-19,41.33000183105469
2022-07-20,41.459999084472656
2022-07-21,41.79999923706055
2022-07-22,41.380001068115234
2022-07-25,41.5
2022-07-26,41.099998474121094
2022-07-27,42.11000061035156
2022-07-28,42.40999984741211
2022-07-29,42.86000061035156
2022-08-01,42.75
2022-08-02,42.54999923706055
2022-08-03,43.130001068115234
2022-08-04,43.13999938964844
2022-08-05,43.16999816894531
2022-08-08,43.18000030517578
2022-08-09,43.02000045776367
2022-08-10,43.93000030517578
2022-08-11,43.9900016784668
2022-08-12,44.65999984741211
2022-08-15,44.75
2022-08-16,44.790000915527344
2022-08-17,44.40999984741211
2022-08-18,44.52000045776367
2022-08-19,43.9900016784668
2022-08-22,43.099998474121094
2022-08-23,43.029998779296875
2022-08-24,43.18000030517578
2022-08-25,43.849998474121094
2022-08-26,42.54999923706055
2022-08-29,42.310001373291016
2022-08-30,41.83000183105469
2022-08-31,41.63999938964844
2022-09-01,41.709999084472656
2022-09-02,41.38999938964844
2022-09-06,41.20000076293945
2022-09-07,41.79999923706055
2022-09-08,42.04999923706055
2022-09-09,42.7400016784668
2022-09-12,43.15999984741211
2022-09-13,41.41999816894531
2022-09-14,41.52000045776367
2022-09-15,41.099998474121094
2022-09-16,40.83000183105469
2022-09-19,41.060001373291016
2022-09-20,40.599998474121094
2022-09-21,39.97999954223633
2022-09-22,39.7599983215332
2022-09-23,38.95000076293945
2022-09-26,38.4900016784668
2022-09-27,38.369998931884766
2022-09-28,39.11000061035156
2022-09-29,38.43000030517578
2022-09-30,37.90999984741211
2022-10-03,38.959999084472656
2022-10-04,40.209999084472656
2022-10-05,40.15999984741211
2022-10-06,39.77000045776367
2022-10-07,38.900001525878906
2022-10-10,38.529998779296875
2022-10-11,38.2400016784668
2022-10-12,38.16999816894531
2022-10-13,39.04999923706055
2022-10-14,38.16999816894531
2022-10-17,39.09000015258789
2022-10-18,39.4900016784668
2022-10-19,39.310001373291016
2022-10-20,39.040000915527344
2022-10-21,39.90999984741211
2022-10-24,40.279998779296875
2022-10-25,40.79999923706055
2022-10-26,40.63999938964844
2022-10-27,40.349998474121094
2022-10-28,41.130001068115234
2022-10-31,40.88999938964844
2022-11-01,40.810001373291016
2022-11-02,39.900001525878906
2022-11-03,39.619998931884766
2022-11-04,40.310001373291016
2022-11-07,40.7599983215332
2022-11-08,40.9900016784668
2022-11-09,40.31999969482422
2022-11-10,42.25
2022-11-11,42.56999969482422
2022-11-14,42.18000030517578
2022-11-15,42.58000183105469
2022-11-16,42.27000045776367
2022-11-17,42.099998474121094
2022-11-18,42.29999923706055
2022-11-21,42.209999084472656
2022-11-22,42.70000076293945
2022-11-23,42.95000076293945
2022-11-25,42.97999954223633
2022-11-28,42.34000015258789
2022-11-29,42.36000061035156
2022-11-30,43.58000183105469
2022-12-01,43.63999938964844
2022-12-02,43.70000076293945
2022-12-05,42.9900016784668
2022-12-06,42.47999954223633
2022-12-07,42.41999816894531
2022-12-08,42.689998626708984
2022-12-09,42.459999084472656
2022-12-12,43.0099983215332
2022-12-13,43.400001525878906
2022-12-14,41.81999969482422
2022-12-15,40.90999984741211
2022-12-16,40.540000915527344
2022-12-19,40.20000076293945
2022-12-20,40.31999969482422
2022-12-21,40.93000030517578
2022-12-22,40.41999816894531
2022-12-23,40.66999816894531
2022-12-27,40.63999938964844
2022-12-28,40.16999816894531
2022-12-29,40.81999969482422
2022-12-30,40.720001220703125
2023-01-03,40.630001068115234
2023-01-04,40.95000076293945
2023-01-05,40.56999969482422
2023-01-06,41.470001220703125
2023-01-09,41.43000030517578
2023-01-10,41.68000030517578
2023-01-11,42.119998931884766
2023-01-12,42.400001525878906
2023-01-13,42.47999954223633
2023-01-17,42.38999938964844
2023-01-18,41.77000045776367
2023-01-19,41.47999954223633
2023-01-20,42.189998626708984
2023-01-23,42.56999969482422
2023-01-24,42.599998474121094
2023-01-25,42.58000183105469
2023-01-26,42.939998626708984
2023-01-27,42.91999816894531
2023-01-30,42.45000076293945
2023-01-31,42.970001220703125
2023-02-01,43.34000015258789
2023-02-02,43.849998474121094
2023-02-03,43.36000061035156
2023-02-06,43.189998626708984
2023-02-07,43.689998626708984
2023-02-08,43.279998779296875
2023-02-09,42.91999816894531
2023-02-10,43.060001373291016
2023-02-13,43.54999923706055
2023-02-14,43.52000045776367
2023-02-15,43.58000183105469
2023-02-16,43.08000183105469
2023-02-17,42.869998931884766
2023-02-21,42.16999816894531
2023-02-22,42.09000015258789
2023-02-23,42.209999084472656
2023-02-24,41.83000183105469
2023-02-27,42.0
2023-02-28,41.93000030517578
2023-03-01,41.81999969482422
2023-03-02,42.16999816894531
2023-03-03,42.86000061035156
2023-03-06,42.84000015258789
2023-03-07,42.220001220703125
2023-03-08,42.2599983215332
2023-03-09,41.68000030517578
2023-03-10,41.13999938964844
2023-03-13,40.959999084472656
2023-03-14,41.58000183105469
2023-03-15,41.060001373291016
2023-03-16,41.75
2023-03-17,41.27000045776367
2023-03-20,41.54999923706055
2023-03-21,42.0099983215332
2023-03-22,41.349998474121094
2023-03-23,41.540000915527344
2023-03-24,41.75
2023-03-27,41.83000183105469
2023-03-28,41.81999969482422
2023-03-29,42.349998474121094
2023-03-30,42.630001068115234
2023-03-31,43.13999938964844
2023-04-03,43.400001525878906
2023-04-04,43.119998931884766
2023-04-05,42.959999084472656
2023-04-06,43.11000061035156
2023-04-10,43.16999816894531
2023-04-11,43.20000076293945
2023-04-12,43.119998931884766
2023-04-13,43.63999938964844
2023-04-14,43.4900016784668
2023-04-17,43.63999938964844
2023-04-18,43.77000045776367
2023-04-19,43.86000061035156
2023-04-20,43.65999984741211
2023-04-21,43.66999816894531
2023-04-24,43.66999816894531
2023-04-25,43.029998779296875
2023-04-26,42.91999816894531
2023-04-27,43.720001220703125
2023-04-28,44.08000183105469
2023-05-01,44.060001373291016
2023-05-02,43.54999923706055
2023-05-03,43.33000183105469
2023-05-04,43.040000915527344
2023-05-05,43.66999816894531
2023-05-08,43.70000076293945
2023-05-09,43.540000915527344
2023-05-10,43.689998626708984
2023-05-11,43.630001068115234
2023-05-12,43.58000183105469
2023-05-15,43.77000045776367
2023-05-16,43.540000915527344
2023-05-17,44.029998779296875
2023-05-18,44.43000030517578
2023-05-19,44.40999984741211
2023-05-22,44.43000030517578
2023-05-23,43.95000076293945
2023-05-24,43.65999984741211
2023-05-25,43.83000183105469
2023-05-26,44.599998474121094
2023-05-30,44.4900016784668
2023-05-31,44.31999969482422
2023-06-01,44.709999084472656
2023-06-02,45.36000061035156
2023-06-05,45.16999816894531
2023-06-06,45.34000015258789
2023-06-07,45.150001525878906
2023-06-08,45.34000015258789
2023-06-09,45.380001068115234
2023-06-12,45.810001373291016
2023-06-13,46.09000015258789
2023-06-14,46.09000015258789
2023-06-15,46.63999938964844
2023-06-16,46.43000030517578
2023-06-20,46.11000061035156
2023-06-21,45.9900016784668
2023-06-22,46.06999969482422
2023-06-23,45.75
2023-06-26,45.63999938964844
