Date,RICEX
2022-02-28,47.849998474121094
2022-03-01,47.13999938964844
2022-03-02,47.93000030517578
2022-03-03,47.630001068115234
2022-03-04,47.29999923706055
2022-03-07,45.900001525878906
2022-03-08,45.619998931884766
2022-03-09,46.709999084472656
2022-03-10,46.619998931884766
2022-03-11,46.040000915527344
2022-03-14,45.75
2022-03-15,46.56999969482422
2022-03-16,47.38999938964844
2022-03-17,47.959999084472656
2022-03-18,48.459999084472656
2022-03-21,48.43000030517578
2022-03-22,48.91999816894531
2022-03-23,48.38999938964844
2022-03-24,49.0
2022-03-25,49.25
2022-03-28,49.400001525878906
2022-03-29,49.95000076293945
2022-03-30,49.779998779296875
2022-03-31,49.040000915527344
2022-04-01,49.31999969482422
2022-04-04,49.68000030517578
2022-04-05,49.09000015258789
2022-04-06,48.650001525878906
2022-04-07,48.81999969482422
2022-04-08,48.79999923706055
2022-04-11,48.06999969482422
2022-04-12,47.91999816894531
2022-04-13,48.45000076293945
2022-04-14,47.90999984741211
2022-04-18,47.90999984741211
2022-04-19,48.59000015258789
2022-04-20,48.310001373291016
2022-04-21,47.5
2022-04-22,46.33000183105469
2022-04-25,46.40999984741211
2022-04-26,45.16999816894531
2022-04-27,45.33000183105469
2022-04-28,46.36000061035156
2022-04-29,44.81999969482422
2022-05-02,45.08000183105469
2022-05-03,45.31999969482422
2022-05-04,46.52000045776367
2022-05-05,45.08000183105469
2022-05-06,44.810001373291016
2022-05-09,43.36000061035156
2022-05-10,43.470001220703125
2022-05-11,43.02000045776367
2022-05-12,43.0
2022-05-13,44.060001373291016
2022-05-16,44.04999923706055
2022-05-17,44.93000030517578
2022-05-18,43.439998626708984
2022-05-19,43.220001220703125
2022-05-20,43.279998779296875
2022-05-23,43.90999984741211
2022-05-24,43.65999984741211
2022-05-25,44.029998779296875
2022-05-26,44.7599983215332
2022-05-27,45.689998626708984
2022-05-31,45.470001220703125
2022-06-01,45.220001220703125
2022-06-02,45.939998626708984
2022-06-03,45.34000015258789
2022-06-06,45.5
2022-06-07,45.91999816894531
2022-06-08,45.40999984741211
2022-06-09,44.33000183105469
2022-06-10,43.15999984741211
2022-06-13,41.5099983215332
2022-06-14,41.279998779296875
2022-06-15,41.130001068115234
2022-06-16,39.77000045776367
2022-06-17,39.77000045776367
2022-06-21,40.560001373291016
2022-06-22,40.38999938964844
2022-06-23,40.619998931884766
2022-06-24,41.790000915527344
2022-06-27,41.75
2022-06-28,41.13999938964844
2022-06-29,41.06999969482422
2022-06-30,40.75
2022-07-01,41.08000183105469
2022-07-05,40.849998474121094
2022-07-06,40.90999984741211
2022-07-07,41.459999084472656
2022-07-08,41.400001525878906
2022-07-11,40.900001525878906
2022-07-12,40.54999923706055
2022-07-13,40.290000915527344
2022-07-14,40.02000045776367
2022-07-15,40.790000915527344
2022-07-18,40.59000015258789
2022-07-19,41.72999954223633
2022-07-20,41.86000061035156
2022-07-21,42.209999084472656
2022-07-22,41.790000915527344
2022-07-25,41.900001525878906
2022-07-26,41.5
2022-07-27,42.52000045776367
2022-07-28,42.83000183105469
2022-07-29,43.279998779296875
2022-08-01,43.16999816894531
2022-08-02,42.970001220703125
2022-08-03,43.560001373291016
2022-08-04,43.58000183105469
2022-08-05,43.61000061035156
2022-08-08,43.61000061035156
2022-08-09,43.459999084472656
2022-08-10,44.369998931884766
2022-08-11,44.43000030517578
2022-08-12,45.11000061035156
2022-08-15,45.209999084472656
2022-08-16,45.25
2022-08-17,44.869998931884766
2022-08-18,44.970001220703125
2022-08-19,44.439998626708984
2022-08-22,43.54999923706055
2022-08-23,43.47999954223633
2022-08-24,43.630001068115234
2022-08-25,44.29999923706055
2022-08-26,42.9900016784668
2022-08-29,42.7599983215332
2022-08-30,42.27000045776367
2022-08-31,42.08000183105469
2022-09-01,42.150001525878906
2022-09-02,41.81999969482422
2022-09-06,41.63999938964844
2022-09-07,42.25
2022-09-08,42.5
2022-09-09,43.20000076293945
2022-09-12,43.630001068115234
2022-09-13,41.869998931884766
2022-09-14,41.900001525878906
2022-09-15,41.470001220703125
2022-09-16,41.20000076293945
2022-09-19,41.439998626708984
2022-09-20,40.970001220703125
2022-09-21,40.349998474121094
2022-09-22,40.119998931884766
2022-09-23,39.310001373291016
2022-09-26,38.849998474121094
2022-09-27,38.720001220703125
2022-09-28,39.47999954223633
2022-09-29,38.790000915527344
2022-09-30,38.2599983215332
2022-10-03,39.31999969482422
2022-10-04,40.58000183105469
2022-10-05,40.540000915527344
2022-10-06,40.13999938964844
2022-10-07,39.27000045776367
2022-10-10,38.900001525878906
2022-10-11,38.61000061035156
2022-10-12,38.529998779296875
2022-10-13,39.41999816894531
2022-10-14,38.540000915527344
2022-10-17,39.459999084472656
2022-10-18,39.869998931884766
2022-10-19,39.689998626708984
2022-10-20,39.41999816894531
2022-10-21,40.29999923706055
2022-10-24,40.66999816894531
2022-10-25,41.20000076293945
2022-10-26,41.040000915527344
2022-10-27,40.7400016784668
2022-10-28,41.540000915527344
2022-10-31,41.29999923706055
2022-11-01,41.220001220703125
2022-11-02,40.290000915527344
2022-11-03,40.02000045776367
2022-11-04,40.709999084472656
2022-11-07,41.16999816894531
2022-11-08,41.40999984741211
2022-11-09,40.720001220703125
2022-11-10,42.68000030517578
2022-11-11,43.0
2022-11-14,42.61000061035156
2022-11-15,43.02000045776367
2022-11-16,42.70000076293945
2022-11-17,42.540000915527344
2022-11-18,42.7400016784668
2022-11-21,42.650001525878906
2022-11-22,43.13999938964844
2022-11-23,43.400001525878906
2022-11-25,43.43000030517578
2022-11-28,42.779998779296875
2022-11-29,42.810001373291016
2022-11-30,44.029998779296875
2022-12-01,44.099998474121094
2022-12-02,44.15999984741211
2022-12-05,43.439998626708984
2022-12-06,42.93000030517578
2022-12-07,42.869998931884766
2022-12-08,43.150001525878906
2022-12-09,42.90999984741211
2022-12-12,43.47999954223633
2022-12-13,43.869998931884766
2022-12-14,42.209999084472656
2022-12-15,41.290000915527344
2022-12-16,40.91999816894531
2022-12-19,40.59000015258789
2022-12-20,40.709999084472656
2022-12-21,41.31999969482422
2022-12-22,40.810001373291016
2022-12-23,41.060001373291016
2022-12-27,41.029998779296875
2022-12-28,40.560001373291016
2022-12-29,41.209999084472656
2022-12-30,41.11000061035156
2023-01-03,41.029998779296875
2023-01-04,41.36000061035156
2023-01-05,40.970001220703125
2023-01-06,41.880001068115234
2023-01-09,41.84000015258789
2023-01-10,42.099998474121094
2023-01-11,42.540000915527344
2023-01-12,42.81999969482422
2023-01-13,42.90999984741211
2023-01-17,42.810001373291016
2023-01-18,42.189998626708984
2023-01-19,41.900001525878906
2023-01-20,42.61000061035156
2023-01-23,43.0099983215332
2023-01-24,43.029998779296875
2023-01-25,43.0099983215332
2023-01-26,43.380001068115234
2023-01-27,43.36000061035156
2023-01-30,42.88999938964844
2023-01-31,43.40999984741211
2023-02-01,43.790000915527344
2023-02-02,44.29999923706055
2023-02-03,43.810001373291016
2023-02-06,43.63999938964844
2023-02-07,44.150001525878906
2023-02-08,43.72999954223633
2023-02-09,43.369998931884766
2023-02-10,43.5099983215332
2023-02-13,44.0099983215332
2023-02-14,43.97999954223633
2023-02-15,44.040000915527344
2023-02-16,43.540000915527344
2023-02-17,43.33000183105469
