Date,RAEBX
2022-02-28,38.5
2022-03-01,37.900001525878906
2022-03-02,38.459999084472656
2022-03-03,37.849998474121094
2022-03-04,37.22999954223633
2022-03-07,35.720001220703125
2022-03-08,35.560001373291016
2022-03-09,36.849998474121094
2022-03-10,36.650001525878906
2022-03-11,35.91999816894531
2022-03-14,35.41999816894531
2022-03-15,36.310001373291016
2022-03-16,37.63999938964844
2022-03-17,38.25
2022-03-18,38.970001220703125
2022-03-21,38.59000015258789
2022-03-22,39.16999816894531
2022-03-23,38.400001525878906
2022-03-24,38.91999816894531
2022-03-25,38.75
2022-03-28,39.15999984741211
2022-03-29,39.9900016784668
2022-03-30,39.5
2022-03-31,38.869998931884766
2022-04-01,39.040000915527344
2022-04-04,39.5
2022-04-05,38.81999969482422
2022-04-06,38.130001068115234
2022-04-07,38.2599983215332
2022-04-08,38.029998779296875
2022-04-11,37.400001525878906
2022-04-12,37.16999816894531
2022-04-13,37.86000061035156
2022-04-14,37.27000045776367
2022-04-18,37.06999969482422
2022-04-19,37.90999984741211
2022-04-20,37.369998931884766
2022-04-21,36.529998779296875
2022-04-22,35.560001373291016
2022-04-25,35.880001068115234
2022-04-26,34.70000076293945
2022-04-27,34.7400016784668
2022-04-28,35.7599983215332
2022-04-29,34.47999954223633
2022-05-02,34.849998474121094
2022-05-03,34.790000915527344
2022-05-04,35.75
2022-05-05,34.2599983215332
2022-05-06,33.709999084472656
2022-05-09,32.22999954223633
2022-05-10,32.41999816894531
2022-05-11,31.770000457763672
2022-05-12,31.979999542236328
2022-05-13,33.099998474121094
2022-05-16,32.70000076293945
2022-05-17,33.439998626708984
2022-05-18,32.08000183105469
2022-05-19,32.209999084472656
2022-05-20,32.25
2022-05-23,32.58000183105469
2022-05-24,31.969999313354492
2022-05-25,32.400001525878906
2022-05-26,33.25
2022-05-27,34.209999084472656
2022-05-31,33.939998626708984
2022-06-01,33.529998779296875
2022-06-02,34.439998626708984
2022-06-03,33.790000915527344
2022-06-06,33.959999084472656
2022-06-07,34.2599983215332
2022-06-08,33.97999954223633
2022-06-09,33.15999984741211
2022-06-10,32.099998474121094
2022-06-13,30.65999984741211
2022-06-14,30.549999237060547
2022-06-15,28.899999618530273
2022-06-16,27.809999465942383
2022-06-17,28.100000381469727
2022-06-21,28.670000076293945
2022-06-22,28.709999084472656
2022-06-23,29.219999313354492
2022-06-24,30.139999389648438
2022-06-27,29.969999313354492
2022-06-28,29.290000915527344
2022-06-29,29.260000228881836
2022-06-30,28.950000762939453
2022-07-01,29.239999771118164
2022-07-05,29.559999465942383
2022-07-06,29.610000610351562
2022-07-07,30.1299991607666
2022-07-08,30.09000015258789
2022-07-11,29.600000381469727
2022-07-12,29.229999542236328
2022-07-13,29.079999923706055
2022-07-14,28.959999084472656
2022-07-15,29.56999969482422
2022-07-18,29.3799991607666
2022-07-19,30.25
2022-07-20,30.6200008392334
2022-07-21,31.059999465942383
2022-07-22,30.549999237060547
2022-07-25,30.5
2022-07-26,30.030000686645508
2022-07-27,30.940000534057617
2022-07-28,31.389999389648438
2022-07-29,31.739999771118164
2022-08-01,31.729999542236328
2022-08-02,31.6200008392334
2022-08-03,32.209999084472656
2022-08-04,32.380001068115234
2022-08-05,32.349998474121094
2022-08-08,32.38999938964844
2022-08-09,32.0
2022-08-10,32.869998931884766
2022-08-11,32.7599983215332
2022-08-12,33.290000915527344
2022-08-15,33.36000061035156
2022-08-16,33.34000015258789
2022-08-17,32.90999984741211
2022-08-18,32.939998626708984
2022-08-19,32.36000061035156
2022-08-22,31.610000610351562
2022-08-23,31.520000457763672
2022-08-24,31.68000030517578
2022-08-25,32.20000076293945
2022-08-26,31.030000686645508
2022-08-29,30.770000457763672
2022-08-30,30.530000686645508
2022-08-31,30.350000381469727
2022-09-01,30.350000381469727
2022-09-02,30.049999237060547
2022-09-06,29.920000076293945
2022-09-07,30.530000686645508
2022-09-08,30.84000015258789
2022-09-09,31.40999984741211
2022-09-12,31.719999313354492
2022-09-13,30.309999465942383
2022-09-14,30.459999084472656
2022-09-15,30.200000762939453
2022-09-16,29.8700008392334
2022-09-19,29.989999771118164
2022-09-20,29.600000381469727
2022-09-21,29.09000015258789
2022-09-22,28.6200008392334
2022-09-23,28.229999542236328
2022-09-26,27.969999313354492
2022-09-27,27.979999542236328
2022-09-28,28.6200008392334
2022-09-29,28.049999237060547
2022-09-30,27.729999542236328
2022-10-03,28.3799991607666
2022-10-04,29.389999389648438
2022-10-05,29.3700008392334
2022-10-06,29.190000534057617
2022-10-07,28.260000228881836
2022-10-10,27.90999984741211
2022-10-11,27.610000610351562
2022-10-12,27.559999465942383
2022-10-13,28.0
2022-10-14,27.260000228881836
2022-10-17,28.100000381469727
2022-10-18,28.3799991607666
2022-10-19,28.059999465942383
2022-10-20,27.8700008392334
2022-10-21,28.43000030517578
2022-10-24,28.649999618530273
2022-10-25,29.260000228881836
2022-10-26,28.959999084472656
2022-10-27,28.75
2022-10-28,29.260000228881836
2022-10-31,29.09000015258789
2022-11-01,28.950000762939453
2022-11-02,28.09000015258789
2022-11-03,27.780000686645508
2022-11-04,28.18000030517578
2022-11-07,28.3799991607666
2022-11-08,28.579999923706055
2022-11-09,28.030000686645508
2022-11-10,29.8799991607666
2022-11-11,30.309999465942383
2022-11-14,30.0
2022-11-15,30.459999084472656
2022-11-16,30.030000686645508
2022-11-17,29.75
2022-11-18,29.829999923706055
2022-11-21,29.56999969482422
2022-11-22,29.90999984741211
2022-11-23,30.18000030517578
2022-11-25,30.149999618530273
2022-11-28,29.709999084472656
2022-11-29,29.6299991607666
2022-11-30,30.739999771118164
2022-12-01,30.8799991607666
2022-12-02,30.81999969482422
2022-12-05,30.260000228881836
2022-12-06,29.84000015258789
2022-12-07,29.799999237060547
2022-12-08,30.139999389648438
2022-12-09,30.0
2022-12-12,30.389999389648438
2022-12-13,30.68000030517578
2022-12-14,30.520000457763672
2022-12-15,29.690000534057617
2022-12-16,29.3799991607666
2022-12-19,29.059999465942383
2022-12-20,29.06999969482422
2022-12-21,29.479999542236328
2022-12-22,29.079999923706055
2022-12-23,29.149999618530273
2022-12-27,28.979999542236328
2022-12-28,28.690000534057617
2022-12-29,29.299999237060547
2022-12-30,29.209999084472656
2023-01-03,29.1299991607666
2023-01-04,29.43000030517578
2023-01-05,29.030000686645508
2023-01-06,29.56999969482422
2023-01-09,29.729999542236328
2023-01-10,30.030000686645508
2023-01-11,30.5
2023-01-12,30.65999984741211
2023-01-13,30.850000381469727
2023-01-17,30.81999969482422
2023-01-18,30.510000228881836
2023-01-19,30.260000228881836
2023-01-20,30.940000534057617
2023-01-23,31.43000030517578
2023-01-24,31.34000015258789
2023-01-25,31.3700008392334
2023-01-26,31.690000534057617
2023-01-27,31.790000915527344
2023-01-30,31.31999969482422
2023-01-31,31.760000228881836
2023-02-01,32.36000061035156
2023-02-02,32.81999969482422
2023-02-03,32.380001068115234
2023-02-06,32.06999969482422
2023-02-07,32.439998626708984
2023-02-08,32.18000030517578
2023-02-09,31.979999542236328
2023-02-10,31.770000457763672
2023-02-13,32.20000076293945
2023-02-14,32.33000183105469
2023-02-15,32.540000915527344
2023-02-16,32.0099983215332
2023-02-17,31.799999237060547
2023-02-21,31.15999984741211
2023-02-22,31.15999984741211
2023-02-23,31.280000686645508
2023-02-24,30.8700008392334
2023-02-27,31.030000686645508
2023-02-28,31.020000457763672
2023-03-01,30.93000030517578
2023-03-02,31.18000030517578
2023-03-03,31.709999084472656
2023-03-06,31.600000381469727
2023-03-07,31.239999771118164
2023-03-08,31.280000686645508
2023-03-09,30.670000076293945
2023-03-10,30.1200008392334
2023-03-13,30.079999923706055
2023-03-14,30.6299991607666
2023-03-15,30.3700008392334
2023-03-16,30.969999313354492
2023-03-17,30.670000076293945
2023-03-20,30.850000381469727
2023-03-21,31.270000457763672
2023-03-22,30.799999237060547
2023-03-23,31.040000915527344
2023-03-24,31.059999465942383
2023-03-27,31.110000610351562
2023-03-28,30.989999771118164
2023-03-29,31.399999618530273
2023-03-30,31.600000381469727
2023-03-31,32.11000061035156
2023-04-03,32.150001525878906
2023-04-04,32.0099983215332
2023-04-05,31.739999771118164
2023-04-06,31.829999923706055
2023-04-10,31.940000534057617
2023-04-11,32.0
2023-04-12,31.850000381469727
2023-04-13,32.290000915527344
2023-04-14,32.20000076293945
2023-04-17,32.27000045776367
2023-04-18,32.33000183105469
2023-04-19,32.33000183105469
2023-04-20,32.189998626708984
2023-04-21,32.279998779296875
2023-04-24,32.2400016784668
2023-04-25,31.600000381469727
2023-04-26,31.559999465942383
2023-04-27,32.11000061035156
2023-04-28,32.40999984741211
2023-05-01,32.380001068115234
2023-05-02,32.08000183105469
2023-05-03,32.0099983215332
2023-05-04,31.84000015258789
2023-05-05,32.2599983215332
2023-05-08,32.349998474121094
2023-05-09,32.2599983215332
2023-05-10,32.45000076293945
2023-05-11,32.40999984741211
2023-05-12,32.33000183105469
2023-05-15,32.5
2023-05-16,32.27000045776367
2023-05-17,32.630001068115234
2023-05-18,33.08000183105469
2023-05-19,32.95000076293945
2023-05-22,33.0099983215332
2023-05-23,32.4900016784668
2023-05-24,32.31999969482422
2023-05-25,32.5
2023-05-26,33.08000183105469
2023-05-30,33.0099983215332
2023-05-31,32.88999938964844
2023-06-01,33.16999816894531
2023-06-02,33.65999984741211
2023-06-05,33.54999923706055
2023-06-06,33.650001525878906
2023-06-07,33.33000183105469
2023-06-08,33.4900016784668
2023-06-09,33.5099983215332
2023-06-12,33.959999084472656
2023-06-13,34.189998626708984
2023-06-14,34.220001220703125
2023-06-15,34.630001068115234
2023-06-16,34.36000061035156
2023-06-20,34.27000045776367
2023-06-21,34.15999984741211
2023-06-22,34.290000915527344
2023-06-23,34.04999923706055
2023-06-26,33.900001525878906
2023-06-27,34.33000183105469
2023-06-28,34.43000030517578
2023-06-29,34.52000045776367
2023-06-30,34.84000015258789
2023-07-03,34.779998779296875
2023-07-05,34.709999084472656
2023-07-06,34.349998474121094
2023-07-07,34.31999969482422
2023-07-10,34.599998474121094
2023-07-11,34.880001068115234
2023-07-12,35.11000061035156
2023-07-13,35.47999954223633
2023-07-14,35.52000045776367
2023-07-17,35.66999816894531
2023-07-18,35.970001220703125
2023-07-19,35.9900016784668
2023-07-20,35.560001373291016
2023-07-21,35.61000061035156
2023-07-24,35.58000183105469
2023-07-25,35.72999954223633
2023-07-26,35.72999954223633
2023-07-27,35.47999954223633
2023-07-28,35.91999816894531
2023-07-31,35.959999084472656
2023-08-01,35.869998931884766
2023-08-02,35.2599983215332
2023-08-03,35.20000076293945
2023-08-04,35.13999938964844
2023-08-07,35.5
2023-08-08,35.25
2023-08-09,34.970001220703125
2023-08-10,35.060001373291016
2023-08-11,34.880001068115234
2023-08-14,35.11000061035156
2023-08-15,34.7599983215332
2023-08-16,34.470001220703125
2023-08-17,34.04999923706055
2023-08-18,34.06999969482422
2023-08-21,34.29999923706055
2023-08-22,34.29999923706055
2023-08-23,34.7400016784668
2023-08-24,34.130001068115234
2023-08-25,34.33000183105469
2023-08-28,34.560001373291016
2023-08-29,35.150001525878906
2023-08-30,35.34000015258789
2023-08-31,35.34000015258789
2023-09-01,35.40999984741211
2023-09-05,35.18000030517578
2023-09-06,35.09000015258789
2023-09-07,35.0
2023-09-08,34.970001220703125
2023-09-11,35.13999938964844
2023-09-12,34.880001068115234
2023-09-13,34.81999969482422
2023-09-14,34.959999084472656
2023-09-15,34.58000183105469
2023-09-18,34.5
2023-09-19,34.40999984741211
2023-09-20,34.11000061035156
2023-09-21,33.41999816894531
2023-09-22,33.380001068115234
2023-09-25,33.5099983215332
2023-09-26,33.06999969482422
2023-09-27,33.16999816894531
2023-09-28,33.43000030517578
2023-09-29,33.369998931884766
2023-10-02,33.33000183105469
2023-10-03,32.7599983215332
2023-10-04,33.060001373291016
2023-10-05,33.02000045776367
2023-10-06,33.4900016784668
2023-10-09,33.599998474121094
2023-10-10,33.869998931884766
2023-10-11,33.959999084472656
2023-10-12,33.630001068115234
2023-10-13,33.349998474121094
2023-10-16,33.7599983215332
2023-10-17,33.84000015258789
2023-10-18,33.290000915527344
2023-10-19,33.0099983215332
2023-10-20,32.65999984741211
2023-10-23,32.65999984741211
2023-10-24,32.91999816894531
