Date,FSFWX
2022-02-28,68.95999908447266
2022-03-01,67.79000091552734
2022-03-02,68.7699966430664
2022-03-03,67.22000122070312
2022-03-04,65.4000015258789
2022-03-07,63.02000045776367
2022-03-08,63.11000061035156
2022-03-09,65.55999755859375
2022-03-10,65.0
2022-03-11,63.970001220703125
2022-03-14,62.880001068115234
2022-03-15,63.56999969482422
2022-03-16,66.2699966430664
2022-03-17,67.36000061035156
2022-03-18,68.55000305175781
2022-03-21,67.68000030517578
2022-03-22,68.33000183105469
2022-03-23,67.37000274658203
2022-03-24,67.81999969482422
2022-03-25,67.36000061035156
2022-03-28,67.4000015258789
2022-03-29,69.4800033569336
2022-03-30,68.83999633789062
2022-03-31,67.9000015258789
2022-04-01,68.52999877929688
2022-04-04,69.29000091552734
2022-04-05,68.25
2022-04-06,66.94000244140625
2022-04-07,66.73999786376953
2022-04-08,66.30000305175781
2022-04-11,65.4800033569336
2022-04-12,65.33000183105469
2022-04-13,66.38999938964844
2022-04-14,65.79000091552734
2022-04-18,65.18000030517578
2022-04-19,66.13999938964844
2022-04-20,66.12999725341797
2022-04-21,64.9000015258789
2022-04-22,63.439998626708984
2022-04-25,63.75
2022-04-26,61.650001525878906
2022-04-27,61.54999923706055
2022-04-28,62.47999954223633
2022-04-29,61.349998474121094
2022-05-02,61.65999984741211
2022-05-03,61.7400016784668
2022-05-04,62.959999084472656
2022-05-05,60.470001220703125
2022-05-06,59.15999984741211
2022-05-09,56.7400016784668
2022-05-10,56.84000015258789
2022-05-11,56.029998779296875
2022-05-12,56.38999938964844
2022-05-13,58.529998779296875
2022-05-16,58.06999969482422
2022-05-17,59.36000061035156
2022-05-18,57.4900016784668
2022-05-19,58.029998779296875
2022-05-20,58.279998779296875
2022-05-23,58.91999816894531
2022-05-24,57.86000061035156
2022-05-25,58.2599983215332
2022-05-26,59.34000015258789
2022-05-27,60.63999938964844
2022-05-31,60.439998626708984
2022-06-01,59.720001220703125
2022-06-02,61.20000076293945
2022-06-03,60.380001068115234
2022-06-06,60.63999938964844
2022-06-07,60.900001525878906
2022-06-08,60.369998931884766
2022-06-09,59.02000045776367
2022-06-10,57.45000076293945
2022-06-13,54.88999938964844
2022-06-14,54.52000045776367
2022-06-15,55.369998931884766
2022-06-16,53.27000045776367
2022-06-17,53.810001373291016
2022-06-21,54.58000183105469
2022-06-22,54.2400016784668
2022-06-23,54.900001525878906
2022-06-24,56.529998779296875
2022-06-27,56.58000183105469
2022-06-28,55.72999954223633
2022-06-29,55.290000915527344
2022-06-30,54.79999923706055
2022-07-01,55.18000030517578
2022-07-05,55.31999969482422
2022-07-06,55.189998626708984
2022-07-07,56.34000015258789
2022-07-08,56.40999984741211
2022-07-11,55.279998779296875
2022-07-12,54.88999938964844
2022-07-13,54.7400016784668
2022-07-14,54.279998779296875
2022-07-15,55.09000015258789
2022-07-18,55.29999923706055
2022-07-19,56.61000061035156
2022-07-20,57.2400016784668
2022-07-21,57.900001525878906
2022-07-22,57.38999938964844
2022-07-25,57.439998626708984
2022-07-26,56.650001525878906
2022-07-27,57.93000030517578
2022-07-28,58.65999984741211
2022-07-29,59.2599983215332
2022-08-01,59.34000015258789
2022-08-02,58.959999084472656
2022-08-03,59.75
2022-08-04,60.02000045776367
2022-08-05,60.08000183105469
2022-08-08,60.4900016784668
2022-08-09,59.54999923706055
2022-08-10,61.189998626708984
2022-08-11,61.27000045776367
2022-08-12,62.029998779296875
2022-08-15,61.95000076293945
2022-08-16,61.849998474121094
2022-08-17,61.06999969482422
2022-08-18,61.220001220703125
2022-08-19,59.959999084472656
2022-08-22,58.7599983215332
2022-08-23,58.880001068115234
2022-08-24,59.27000045776367
2022-08-25,60.130001068115234
2022-08-26,58.38999938964844
2022-08-29,58.0099983215332
2022-08-30,57.59000015258789
2022-08-31,57.40999984741211
2022-09-01,56.630001068115234
2022-09-02,56.380001068115234
2022-09-06,56.04999923706055
2022-09-07,56.95000076293945
2022-09-08,57.38999938964844
2022-09-09,58.529998779296875
2022-09-12,59.22999954223633
2022-09-13,57.13999938964844
2022-09-14,57.31999969482422
2022-09-15,56.91999816894531
2022-09-16,56.130001068115234
2022-09-19,56.36000061035156
2022-09-20,55.709999084472656
2022-09-21,54.90999984741211
2022-09-22,53.93000030517578
2022-09-23,52.77000045776367
2022-09-26,52.130001068115234
2022-09-27,52.2599983215332
2022-09-28,53.369998931884766
2022-09-29,52.369998931884766
2022-09-30,52.31999969482422
2022-10-03,53.5099983215332
2022-10-04,55.459999084472656
2022-10-05,55.150001525878906
2022-10-06,54.810001373291016
2022-10-07,53.45000076293945
2022-10-10,52.95000076293945
2022-10-11,52.540000915527344
2022-10-12,52.380001068115234
2022-10-13,53.09000015258789
2022-10-14,51.91999816894531
2022-10-17,53.290000915527344
2022-10-18,54.0
2022-10-19,52.970001220703125
2022-10-20,52.56999969482422
2022-10-21,53.380001068115234
2022-10-24,53.43000030517578
2022-10-25,54.68000030517578
2022-10-26,55.09000015258789
2022-10-27,54.810001373291016
2022-10-28,55.529998779296875
2022-10-31,55.2599983215332
2022-11-01,55.59000015258789
2022-11-02,54.5099983215332
2022-11-03,54.130001068115234
2022-11-04,55.08000183105469
2022-11-07,55.5099983215332
2022-11-08,55.91999816894531
2022-11-09,54.68000030517578
2022-11-10,57.619998931884766
2022-11-11,58.7400016784668
2022-11-14,58.11000061035156
2022-11-15,58.75
2022-11-16,57.849998474121094
2022-11-17,57.349998474121094
2022-11-18,57.43000030517578
2022-11-21,57.0
2022-11-22,57.5099983215332
2022-11-23,57.939998626708984
2022-11-25,58.150001525878906
2022-11-28,57.33000183105469
2022-11-29,57.400001525878906
2022-11-30,58.97999954223633
2022-12-01,59.38999938964844
2022-12-02,59.54999923706055
2022-12-05,58.349998474121094
2022-12-06,57.540000915527344
2022-12-07,57.58000183105469
2022-12-08,58.04999923706055
2022-12-09,57.83000183105469
2022-12-12,58.310001373291016
2022-12-13,58.880001068115234
2022-12-14,58.849998474121094
2022-12-15,57.22999954223633
2022-12-16,56.790000915527344
2022-12-19,56.11000061035156
2022-12-20,56.2599983215332
2022-12-21,56.869998931884766
2022-12-22,56.20000076293945
2022-12-23,56.209999084472656
2022-12-27,56.029998779296875
2022-12-28,55.43000030517578
2022-12-29,56.599998474121094
2022-12-30,56.349998474121094
2023-01-03,56.20000076293945
2023-01-04,56.90999984741211
2023-01-05,56.650001525878906
2023-01-06,57.7599983215332
2023-01-09,58.36000061035156
2023-01-10,58.7599983215332
2023-01-11,59.43000030517578
2023-01-12,59.97999954223633
2023-01-13,60.380001068115234
2023-01-17,60.43000030517578
2023-01-18,60.08000183105469
2023-01-19,59.65999984741211
2023-01-20,60.58000183105469
2023-01-23,61.310001373291016
2023-01-24,61.15999984741211
2023-01-25,61.18000030517578
2023-01-26,61.52000045776367
2023-01-27,61.779998779296875
2023-01-30,61.0
2023-01-31,61.880001068115234
2023-02-01,62.95000076293945
2023-02-02,64.04000091552734
2023-02-03,63.25
2023-02-06,62.380001068115234
2023-02-07,62.86000061035156
2023-02-08,62.38999938964844
2023-02-09,61.9900016784668
2023-02-10,61.599998474121094
2023-02-13,62.209999084472656
2023-02-14,62.290000915527344
2023-02-15,62.529998779296875
2023-02-16,62.09000015258789
2023-02-17,61.90999984741211
2023-02-21,60.7599983215332
2023-02-22,60.63999938964844
2023-02-23,60.93000030517578
2023-02-24,60.290000915527344
2023-02-27,60.619998931884766
2023-02-28,60.54999923706055
2023-03-01,60.66999816894531
2023-03-02,60.86000061035156
2023-03-03,61.77000045776367
2023-03-06,61.349998474121094
2023-03-07,60.540000915527344
2023-03-08,60.599998474121094
2023-03-09,59.470001220703125
2023-03-10,58.18000030517578
2023-03-13,57.689998626708984
2023-03-14,58.45000076293945
2023-03-15,57.369998931884766
2023-03-16,58.13999938964844
2023-03-17,57.41999816894531
2023-03-20,57.81999969482422
2023-03-21,58.68000030517578
2023-03-22,57.959999084472656
2023-03-23,58.209999084472656
2023-03-24,57.97999954223633
2023-03-27,58.290000915527344
2023-03-28,58.290000915527344
2023-03-29,58.900001525878906
2023-03-30,59.2599983215332
2023-03-31,60.02000045776367
2023-04-03,59.9900016784668
2023-04-04,59.5
2023-04-05,58.77000045776367
2023-04-06,58.7400016784668
2023-04-10,59.0
2023-04-11,59.54999923706055
2023-04-12,59.4900016784668
2023-04-13,60.29999923706055
2023-04-14,60.08000183105469
2023-04-17,60.279998779296875
2023-04-18,60.5
2023-04-19,60.34000015258789
2023-04-20,60.18000030517578
2023-04-21,60.29999923706055
2023-04-24,60.380001068115234
2023-04-25,59.310001373291016
2023-04-26,59.04999923706055
2023-04-27,59.939998626708984
2023-04-28,60.38999938964844
2023-05-01,60.310001373291016
2023-05-02,59.75
2023-05-03,59.86000061035156
2023-05-04,59.56999969482422
2023-05-05,60.43000030517578
2023-05-08,60.41999816894531
2023-05-09,60.189998626708984
2023-05-10,60.349998474121094
2023-05-11,60.15999984741211
2023-05-12,59.939998626708984
2023-05-15,60.459999084472656
2023-05-16,59.97999954223633
2023-05-17,60.41999816894531
2023-05-18,60.54999923706055
2023-05-19,60.470001220703125
2023-05-22,60.790000915527344
2023-05-23,60.130001068115234
2023-05-24,59.54999923706055
2023-05-25,59.33000183105469
2023-05-26,60.0099983215332
2023-05-30,59.810001373291016
2023-05-31,59.529998779296875
2023-06-01,60.220001220703125
2023-06-02,61.34000015258789
2023-06-05,61.04999923706055
