Date,VTSNX
2023-01-19,118.98999786376953
2023-01-20,120.23999786376953
2023-01-23,120.77999877929688
2023-01-24,120.8499984741211
2023-01-25,121.37000274658203
2023-01-26,121.79000091552734
2023-01-27,121.55000305175781
2023-01-30,120.33999633789062
2023-01-31,120.80000305175781
2023-02-01,121.97000122070312
2023-02-02,121.83999633789062
2023-02-03,120.4800033569336
2023-02-06,119.0199966430664
2023-02-07,119.83999633789062
2023-02-08,119.3499984741211
2023-02-09,119.52999877929688
2023-02-10,119.01000213623047
2023-02-13,119.88999938964844
2023-02-14,119.91999816894531
2023-02-15,119.30000305175781
2023-02-16,118.95999908447266
2023-02-17,118.7699966430664
2023-02-21,117.56999969482422
2023-02-22,116.77999877929688
2023-02-23,117.2699966430664
2023-02-24,115.41999816894531
2023-02-27,116.4000015258789
2023-02-28,115.79000091552734
2023-03-01,116.7699966430664
2023-03-02,117.08999633789062
2023-03-03,118.51000213623047
2023-03-06,118.3499984741211
2023-03-07,116.47000122070312
2023-03-08,116.7699966430664
2023-03-09,115.5999984741211
2023-03-10,114.5999984741211
2023-03-13,114.08000183105469
2023-03-14,114.76000213623047
2023-03-15,112.05999755859375
2023-03-16,113.29000091552734
2023-03-17,112.3499984741211
2023-03-20,113.41999816894531
2023-03-21,114.6500015258789
2023-03-22,114.6500015258789
2023-03-23,115.20999908447266
2023-03-24,114.68000030517578
2023-03-27,115.01000213623047
2023-03-28,115.75
2023-03-29,116.91999816894531
2023-03-30,118.1500015258789
2023-03-31,118.55999755859375
2023-04-03,119.23999786376953
2023-04-04,119.25
2023-04-05,118.55000305175781
2023-04-06,118.80999755859375
2023-04-10,118.58000183105469
2023-04-11,119.41999816894531
2023-04-12,119.73999786376953
2023-04-13,121.31999969482422
2023-04-14,120.93000030517578
2023-04-17,120.93000030517578
2023-04-18,121.31999969482422
2023-04-19,120.66999816894531
2023-04-20,120.5199966430664
2023-04-21,120.56999969482422
2023-04-24,120.73999786376953
2023-04-25,119.0
2023-04-26,119.02999877929688
2023-04-27,120.4000015258789
2023-04-28,120.62999725341797
2023-05-01,120.37000274658203
2023-05-02,119.33999633789062
2023-05-03,119.5
2023-05-04,119.62000274658203
2023-05-05,121.19000244140625
2023-05-08,121.36000061035156
2023-05-09,120.87000274658203
2023-05-10,120.80999755859375
2023-05-11,120.23999786376953
2023-05-12,119.75
2023-05-15,120.86000061035156
2023-05-16,119.91000366210938
2023-05-17,120.33999633789062
2023-05-18,120.05000305175781
2023-05-19,120.44000244140625
2023-05-22,120.75
2023-05-23,119.29000091552734
2023-05-24,117.83000183105469
2023-05-25,117.44999694824219
2023-05-26,118.68000030517578
2023-05-30,117.66000366210938
2023-05-31,116.54000091552734
2023-06-01,118.19999694824219
2023-06-02,119.80000305175781
2023-06-05,119.58999633789062
2023-06-06,120.3499984741211
2023-06-07,119.68000030517578
2023-06-08,120.5999984741211
2023-06-09,120.68000030517578
2023-06-12,121.2300033569336
2023-06-13,122.18000030517578
2023-06-14,122.69000244140625
2023-06-15,123.9000015258789
2023-06-16,122.37999725341797
2023-06-20,120.76000213623047
2023-06-21,120.66000366210938
2023-06-22,120.05000305175781
2023-06-23,118.26000213623047
2023-06-26,118.44000244140625
2023-06-27,119.33000183105469
2023-06-28,119.33000183105469
2023-06-29,119.08999633789062
2023-06-30,120.3499984741211
2023-07-03,120.72000122070312
2023-07-05,119.80999755859375
2023-07-06,117.83000183105469
2023-07-07,118.55999755859375
2023-07-10,118.8499984741211
2023-07-11,119.98999786376953
2023-07-12,122.0199966430664
2023-07-13,123.94000244140625
2023-07-14,123.4000015258789
2023-07-17,123.30000305175781
2023-07-18,123.70999908447266
2023-07-19,123.72000122070312
2023-07-20,123.05999755859375
2023-07-21,123.0999984741211
2023-07-24,123.31999969482422
2023-07-25,123.98999786376953
2023-07-26,124.1500015258789
2023-07-27,123.66999816894531
2023-07-28,124.81999969482422
2023-07-31,125.01000213623047
2023-08-01,123.76000213623047
2023-08-02,121.30000305175781
2023-08-03,121.05000305175781
2023-08-04,121.31999969482422
2023-08-07,121.97000122070312
2023-08-08,120.94999694824219
2023-08-09,121.06999969482422
2023-08-10,121.47000122070312
2023-08-11,120.51000213623047
2023-08-14,119.91000366210938
2023-08-15,118.55999755859375
2023-08-16,117.69000244140625
2023-08-17,117.19000244140625
2023-08-18,116.83000183105469
2023-08-21,117.0999984741211
2023-08-22,117.04000091552734
2023-08-23,118.23999786376953
2023-08-24,117.11000061035156
2023-08-25,117.4800033569336
2023-08-28,118.58999633789062
2023-08-29,120.26000213623047
2023-08-30,120.16999816894531
2023-08-31,119.48999786376953
2023-09-01,119.8499984741211
2023-09-05,119.08999633789062
2023-09-06,118.66999816894531
2023-09-07,117.9800033569336
2023-09-08,117.9000015258789
2023-09-11,119.02999877929688
2023-09-12,118.69000244140625
2023-09-13,118.48999786376953
2023-09-14,119.80000305175781
2023-09-15,118.91000366210938
2023-09-18,118.44999694824219
2023-09-19,118.41999816894531
2023-09-20,118.0199966430664
2023-09-21,116.23999786376953
2023-09-22,116.5
2023-09-25,116.06999969482422
2023-09-26,114.56999969482422
2023-09-27,114.44999694824219
2023-09-28,115.05999755859375
2023-09-29,114.91000366210938
2023-10-02,113.61000061035156
2023-10-03,112.12999725341797
2023-10-04,112.04000091552734
2023-10-05,112.7699966430664
2023-10-06,113.97000122070312
2023-10-09,113.76000213623047
2023-10-10,115.3499984741211
2023-10-11,115.86000061035156
2023-10-12,115.04000091552734
2023-10-13,114.04000091552734
2023-10-16,114.6500015258789
2023-10-17,114.69999694824219
2023-10-18,112.97000122070312
2023-10-19,112.12000274658203
2023-10-20,110.97000122070312
2023-10-23,110.9000015258789
2023-10-24,111.45999908447266
2023-10-25,110.58999633789062
2023-10-26,109.88999938964844
2023-10-27,109.75
2023-10-30,110.8499984741211
2023-10-31,110.87000274658203
2023-11-01,111.93000030517578
2023-11-02,114.11000061035156
2023-11-03,115.5999984741211
2023-11-06,115.77999877929688
2023-11-07,115.11000061035156
2023-11-08,114.80000305175781
2023-11-09,114.55999755859375
2023-11-10,115.08000183105469
2023-11-13,115.19999694824219
2023-11-14,117.95999908447266
2023-11-15,118.36000061035156
2023-11-16,117.91000366210938
2023-11-17,119.08000183105469
2023-11-20,119.8499984741211
2023-11-21,119.33000183105469
2023-11-22,119.38999938964844
2023-11-24,120.0
2023-11-27,119.69000244140625
2023-11-28,120.06999969482422
2023-11-29,120.12999725341797
2023-11-30,120.26000213623047
2023-12-01,121.1500015258789
2023-12-04,120.26000213623047
2023-12-05,119.81999969482422
2023-12-06,119.98999786376953
2023-12-07,120.4800033569336
2023-12-08,120.66999816894531
2023-12-11,120.91999816894531
2023-12-12,120.91999816894531
2023-12-13,122.3499984741211
2023-12-14,123.8499984741211
2023-12-15,121.25
2023-12-18,121.3499984741211
2023-12-19,122.33999633789062
2023-12-20,120.94999694824219
2023-12-21,122.70999908447266
2023-12-22,122.70999908447266
2023-12-26,123.16999816894531
2023-12-27,124.19999694824219
2023-12-28,124.2699966430664
2023-12-29,124.5
2024-01-02,123.11000061035156
2024-01-03,122.1500015258789
2024-01-04,122.41000366210938
2024-01-05,122.4800033569336
2024-01-08,123.36000061035156
2024-01-09,122.33999633789062
2024-01-10,122.66000366210938
2024-01-11,122.72000122070312
2024-01-12,123.1500015258789
2024-01-16,121.2300033569336
2024-01-17,119.6500015258789
2024-01-18,120.55000305175781
2024-01-19,121.12999725341797
2024-01-22,121.02999877929688
2024-01-23,121.1500015258789
2024-01-24,121.9800033569336
2024-01-25,122.31999969482422
2024-01-26,122.69999694824219
2024-01-29,123.30999755859375
2024-01-30,122.9000015258789
2024-01-31,122.26000213623047
2024-02-01,123.41999816894531
2024-02-02,122.69999694824219
2024-02-05,122.06999969482422
2024-02-06,123.20999908447266
2024-02-07,123.4000015258789
2024-02-08,123.27999877929688
2024-02-09,123.44999694824219
2024-02-12,123.79000091552734
2024-02-13,122.0199966430664
2024-02-14,123.16000366210938
2024-02-15,124.33000183105469
2024-02-16,124.66999816894531
2024-02-20,125.0199966430664
2024-02-21,125.2300033569336
2024-02-22,126.51000213623047
2024-02-23,126.55999755859375
2024-02-26,126.31999969482422
2024-02-27,126.55999755859375
2024-02-28,125.6500015258789
2024-02-29,126.05000305175781
2024-03-01,127.37000274658203
2024-03-04,127.08999633789062
2024-03-05,126.5
2024-03-06,127.94999694824219
2024-03-07,129.24000549316406
2024-03-08,128.85000610351562
2024-03-11,128.47999572753906
2024-03-12,129.57000732421875
2024-03-13,129.30999755859375
2024-03-14,128.63999938964844
2024-03-15,127.86000061035156
2024-03-18,128.00999450683594
2024-03-19,128.0
2024-03-20,129.1999969482422
2024-03-21,129.47000122070312
2024-03-22,128.9499969482422
2024-03-25,128.75
2024-03-26,128.8300018310547
2024-03-27,129.50999450683594
2024-03-28,129.39999389648438
2024-04-01,129.0
2024-04-02,128.66000366210938
2024-04-03,129.27999877929688
2024-04-04,128.52999877929688
2024-04-05,128.9499969482422
2024-04-08,129.52999877929688
2024-04-09,129.75
2024-04-10,128.33999633789062
2024-04-11,128.58999633789062
2024-04-12,126.44000244140625
2024-04-15,125.80999755859375
2024-04-16,124.41000366210938
2024-04-17,124.33999633789062
2024-04-18,124.44000244140625
2024-04-19,124.04000091552734
2024-04-22,125.54000091552734
2024-04-23,126.76000213623047
2024-04-24,126.7699966430664
2024-04-25,126.41000366210938
2024-04-26,127.29000091552734
2024-04-29,128.1300048828125
2024-04-30,126.48999786376953
2024-05-01,126.36000061035156
2024-05-02,128.42999267578125
2024-05-03,129.5500030517578
2024-05-06,130.30999755859375
2024-05-07,130.25999450683594
2024-05-08,130.11000061035156
2024-05-09,130.77999877929688
2024-05-10,131.11000061035156
2024-05-13,131.3300018310547
2024-05-14,132.08999633789062
2024-05-15,133.1999969482422
2024-05-16,133.00999450683594
2024-05-17,133.5800018310547
2024-05-20,133.67999267578125
2024-05-21,133.16000366210938
2024-05-22,132.25
2024-05-23,131.50999450683594
2024-05-24,132.27000427246094
2024-05-28,132.3000030517578
2024-05-29,130.1999969482422
2024-05-30,130.8000030517578
2024-05-31,131.57000732421875
2024-06-03,132.22000122070312
2024-06-04,131.33999633789062
2024-06-05,132.5
2024-06-06,132.82000732421875
2024-06-07,131.5500030517578
2024-06-10,131.8800048828125
2024-06-11,130.63999938964844
2024-06-12,131.8699951171875
2024-06-13,130.6300048828125
2024-06-14,129.77999877929688
2024-06-17,130.1699981689453
2024-06-18,130.7899932861328
2024-06-20,130.83999633789062
2024-06-21,129.02999877929688
2024-06-24,129.72000122070312
2024-06-25,130.0399932861328
2024-06-26,129.27000427246094
2024-06-27,129.42999267578125
2024-06-28,129.38999938964844
2024-07-01,129.69000244140625
2024-07-02,130.11000061035156
2024-07-03,131.47000122070312
2024-07-05,131.47000122070312
2024-07-08,131.94000244140625
2024-07-09,131.80999755859375
2024-07-10,133.19000244140625
2024-07-11,133.77000427246094
2024-07-12,134.9499969482422
2024-07-15,133.97000122070312
2024-07-16,134.5800018310547
2024-07-17,133.52999877929688
2024-07-18,132.5399932861328
2024-07-19,131.55999755859375
2024-07-22,132.66000366210938
2024-07-23,132.0500030517578
2024-07-24,130.4600067138672
2024-07-25,129.75999450683594
2024-07-26,131.16000366210938
2024-07-29,130.7899932861328
2024-07-30,130.75
2024-07-31,132.99000549316406
2024-08-01,130.13999938964844
2024-08-02,127.9000015258789
2024-08-05,124.66000366210938
2024-08-06,125.43000030517578
2024-08-07,125.93000030517578
2024-08-08,128.1300048828125
2024-08-09,128.5500030517578
2024-08-12,128.66000366210938
2024-08-13,130.47000122070312
2024-08-14,130.66000366210938
2024-08-15,132.19000244140625
2024-08-16,133.1199951171875
2024-08-19,134.55999755859375
2024-08-20,133.9499969482422
2024-08-21,134.9199981689453
2024-08-22,134.02000427246094
2024-08-23,136.07000732421875
2024-08-26,135.5399932861328
2024-08-27,136.07000732421875
2024-08-28,135.3300018310547
2024-08-29,135.8300018310547
2024-08-30,136.2899932861328
2024-09-03,133.8000030517578
2024-09-04,133.41000366210938
2024-09-05,133.67999267578125
2024-09-06,131.33999633789062
2024-09-09,132.5
2024-09-10,132.0399932861328
2024-09-11,132.75
2024-09-12,133.99000549316406
2024-09-13,134.3300018310547
2024-09-16,135.10000610351562
2024-09-17,134.80999755859375
2024-09-18,134.35000610351562
2024-09-19,137.10000610351562
2024-09-20,135.52000427246094
2024-09-23,136.11000061035156
2024-09-24,137.6699981689453
2024-09-25,136.97999572753906
2024-09-26,140.27000427246094
2024-09-27,139.5800018310547
2024-09-30,139.17999267578125
2024-10-01,138.8699951171875
2024-10-02,139.25
2024-10-03,137.8699951171875
2024-10-04,138.8300018310547
2024-10-07,138.35000610351562
2024-10-08,137.3699951171875
2024-10-09,137.16000366210938
2024-10-10,137.0800018310547
2024-10-11,137.74000549316406
2024-10-14,137.9199981689453
2024-10-15,135.61000061035156
2024-10-16,136.3000030517578
2024-10-17,136.13999938964844
2024-10-18,137.14999389648438
2024-10-21,135.9499969482422
2024-10-22,135.2100067138672
2024-10-23,134.11000061035156
2024-10-24,134.33999633789062
2024-10-25,133.99000549316406
2024-10-28,134.77999877929688
2024-10-29,134.49000549316406
2024-10-30,133.6999969482422
2024-10-31,132.6199951171875
2024-11-01,133.0399932861328
2024-11-04,133.33999633789062
2024-11-05,134.83999633789062
2024-11-06,133.47999572753906
2024-11-07,135.41000366210938
2024-11-08,133.60000610351562
2024-11-11,133.35000610351562
2024-11-12,131.25
2024-11-13,130.32000732421875
2024-11-14,130.22999572753906
2024-11-15,129.61000061035156
2024-11-18,130.67999267578125
2024-11-19,130.7899932861328
2024-11-20,130.3699951171875
2024-11-21,130.5
