Date,NWFFX
2022-02-28,76.41999816894531
2022-03-01,75.30999755859375
2022-03-02,75.87999725341797
2022-03-03,74.72000122070312
2022-03-04,72.80000305175781
2022-03-07,70.02999877929688
2022-03-08,70.08000183105469
2022-03-09,72.37000274658203
2022-03-10,71.94999694824219
2022-03-11,70.80000305175781
2022-03-14,69.68000030517578
2022-03-15,69.87999725341797
2022-03-16,73.16999816894531
2022-03-17,74.6500015258789
2022-03-18,75.62999725341797
2022-03-21,75.01000213623047
2022-03-22,75.9800033569336
2022-03-23,75.47000122070312
2022-03-24,76.30000305175781
2022-03-25,75.7300033569336
2022-03-28,76.05999755859375
2022-03-29,77.52999877929688
2022-03-30,77.51000213623047
2022-03-31,76.5
2022-04-01,77.3499984741211
2022-04-04,78.41999816894531
2022-04-05,77.04000091552734
2022-04-06,75.7300033569336
2022-04-07,75.52999877929688
2022-04-08,75.29000091552734
2022-04-11,73.97000122070312
2022-04-12,73.7300033569336
2022-04-13,74.52999877929688
2022-04-14,74.0
2022-04-18,73.80000305175781
2022-04-19,74.02999877929688
2022-04-20,73.87999725341797
2022-04-21,72.68000030517578
2022-04-22,71.22000122070312
2022-04-25,70.88999938964844
2022-04-26,69.06999969482422
2022-04-27,69.63999938964844
2022-04-28,70.9000015258789
2022-04-29,69.87000274658203
2022-05-02,69.94999694824219
2022-05-03,70.2300033569336
2022-05-04,71.16999816894531
2022-05-05,68.88999938964844
2022-05-06,67.69999694824219
2022-05-09,65.29000091552734
2022-05-10,65.73999786376953
2022-05-11,65.33999633789062
2022-05-12,65.22000122070312
2022-05-13,67.01000213623047
2022-05-16,66.91999816894531
2022-05-17,68.48999786376953
2022-05-18,66.8499984741211
2022-05-19,67.19000244140625
2022-05-20,67.88999938964844
2022-05-23,68.58999633789062
2022-05-24,67.6500015258789
2022-05-25,67.79000091552734
2022-05-26,68.79000091552734
2022-05-27,70.20999908447266
2022-05-31,70.41999816894531
2022-06-01,69.68000030517578
2022-06-02,71.16999816894531
2022-06-03,70.29000091552734
2022-06-06,70.63999938964844
2022-06-07,70.95999908447266
2022-06-08,70.44999694824219
2022-06-09,68.86000061035156
2022-06-10,67.37000274658203
2022-06-13,64.88999938964844
2022-06-14,64.83999633789062
2022-06-15,65.86000061035156
2022-06-16,63.81999969482422
2022-06-17,64.18000030517578
2022-06-21,65.36000061035156
2022-06-22,64.66000366210938
2022-06-23,64.8499984741211
2022-06-24,66.68000030517578
2022-06-27,66.5999984741211
2022-06-28,65.83999633789062
2022-06-29,65.58000183105469
2022-06-30,65.11000061035156
2022-07-01,65.19999694824219
2022-07-05,64.98999786376953
2022-07-06,64.8499984741211
2022-07-07,65.94999694824219
2022-07-08,65.88999938964844
2022-07-11,64.66999816894531
2022-07-12,64.22000122070312
2022-07-13,64.19000244140625
2022-07-14,63.83000183105469
2022-07-15,64.5
2022-07-18,64.51000213623047
2022-07-19,65.80999755859375
2022-07-20,65.87999725341797
2022-07-21,66.44999694824219
2022-07-22,65.79000091552734
2022-07-25,65.91999816894531
2022-07-26,65.4000015258789
2022-07-27,66.75
2022-07-28,67.41999816894531
2022-07-29,67.87000274658203
2022-08-01,67.7699966430664
2022-08-02,67.23999786376953
2022-08-03,67.73999786376953
2022-08-04,68.31999969482422
2022-08-05,68.3499984741211
2022-08-08,68.55000305175781
2022-08-09,68.05000305175781
2022-08-10,69.12999725341797
2022-08-11,69.31999969482422
2022-08-12,70.18000030517578
2022-08-15,70.13999938964844
2022-08-16,69.91000366210938
2022-08-17,69.48999786376953
2022-08-18,69.54000091552734
2022-08-19,68.51000213623047
2022-08-22,67.36000061035156
2022-08-23,67.69000244140625
2022-08-24,67.81999969482422
2022-08-25,68.75
2022-08-26,67.33000183105469
2022-08-29,66.91999816894531
2022-08-30,66.37000274658203
2022-08-31,66.05999755859375
2022-09-01,65.62999725341797
2022-09-02,65.30999755859375
2022-09-06,65.02999877929688
2022-09-07,65.62999725341797
2022-09-08,65.91000366210938
2022-09-09,67.19000244140625
2022-09-12,67.91000366210938
2022-09-13,65.7300033569336
2022-09-14,65.93000030517578
2022-09-15,65.20999908447266
2022-09-16,64.54000091552734
2022-09-19,65.01000213623047
2022-09-20,64.52999877929688
2022-09-21,63.56999969482422
2022-09-22,62.959999084472656
2022-09-23,61.66999816894531
2022-09-26,60.970001220703125
2022-09-27,60.959999084472656
2022-09-28,61.7599983215332
2022-09-29,60.630001068115234
2022-09-30,60.56999969482422
2022-10-03,61.86000061035156
2022-10-04,63.70000076293945
2022-10-05,63.77000045776367
2022-10-06,63.20000076293945
2022-10-07,61.93000030517578
2022-10-10,61.290000915527344
2022-10-11,60.52000045776367
2022-10-12,60.5
2022-10-13,61.130001068115234
2022-10-14,60.18000030517578
2022-10-17,61.540000915527344
2022-10-18,61.91999816894531
2022-10-19,61.209999084472656
2022-10-20,60.97999954223633
2022-10-21,62.0
2022-10-24,61.27000045776367
2022-10-25,62.0099983215332
2022-10-26,62.209999084472656
2022-10-27,61.7599983215332
2022-10-28,62.25
2022-10-31,62.04999923706055
2022-11-01,62.75
2022-11-02,62.06999969482422
2022-11-03,61.709999084472656
2022-11-04,63.56999969482422
2022-11-07,63.97999954223633
2022-11-08,64.36000061035156
2022-11-09,63.41999816894531
2022-11-10,65.5199966430664
2022-11-11,66.87999725341797
2022-11-14,66.62999725341797
2022-11-15,67.4800033569336
2022-11-16,66.76000213623047
2022-11-17,66.44999694824219
2022-11-18,66.5
2022-11-21,66.05999755859375
2022-11-22,66.52999877929688
2022-11-23,66.83999633789062
2022-11-25,66.88999938964844
2022-11-28,66.05999755859375
2022-11-29,66.66000366210938
2022-11-30,68.5999984741211
2022-12-01,68.58000183105469
2022-12-02,68.66000366210938
2022-12-05,67.9000015258789
2022-12-06,67.38999938964844
2022-12-07,67.16000366210938
2022-12-08,67.80000305175781
2022-12-09,67.66000366210938
2022-12-12,67.81999969482422
2022-12-13,68.19000244140625
2022-12-14,68.36000061035156
2022-12-15,66.22000122070312
2022-12-16,65.75
2022-12-19,65.4800033569336
2022-12-20,65.61000061035156
2022-12-21,66.27999877929688
2022-12-22,65.66999816894531
2022-12-23,65.87000274658203
2022-12-27,65.94000244140625
2022-12-28,65.41000366210938
2022-12-29,66.41000366210938
2022-12-30,65.98999786376953
2023-01-03,65.97000122070312
2023-01-04,66.76000213623047
2023-01-05,66.62999725341797
2023-01-06,67.69999694824219
2023-01-09,68.36000061035156
2023-01-10,68.66000366210938
2023-01-11,69.30999755859375
2023-01-12,69.66999816894531
2023-01-13,70.29000091552734
2023-01-17,70.20999908447266
2023-01-18,69.94999694824219
2023-01-19,69.7699966430664
2023-01-20,70.56999969482422
2023-01-23,71.06999969482422
2023-01-24,70.9800033569336
2023-01-25,71.12000274658203
2023-01-26,71.62999725341797
2023-01-27,71.38999938964844
2023-01-30,70.62999725341797
2023-01-31,71.0
2023-02-01,71.73999786376953
2023-02-02,71.95999908447266
2023-02-03,71.26000213623047
2023-02-06,70.31999969482422
2023-02-07,70.83000183105469
2023-02-08,70.55000305175781
2023-02-09,70.44999694824219
2023-02-10,70.06999969482422
2023-02-13,70.69000244140625
2023-02-14,70.80000305175781
2023-02-15,70.72000122070312
2023-02-16,70.36000061035156
2023-02-17,69.87000274658203
2023-02-21,69.0999984741211
2023-02-22,68.7300033569336
2023-02-23,68.94999694824219
2023-02-24,67.9800033569336
2023-02-27,68.30000305175781
2023-02-28,68.23999786376953
2023-03-01,68.83999633789062
2023-03-02,69.04000091552734
2023-03-03,69.9000015258789
2023-03-06,69.7699966430664
2023-03-07,68.94999694824219
2023-03-08,69.01000213623047
2023-03-09,68.18000030517578
2023-03-10,67.3499984741211
2023-03-13,67.0999984741211
2023-03-14,67.81999969482422
2023-03-15,66.55000305175781
2023-03-16,67.41999816894531
