Date,JLGZX
2022-02-28,49.41999816894531
2022-03-01,48.630001068115234
2022-03-02,49.619998931884766
2022-03-03,49.15999984741211
2022-03-04,48.4900016784668
2022-03-07,46.689998626708984
2022-03-08,46.52000045776367
2022-03-09,48.09000015258789
2022-03-10,47.75
2022-03-11,47.150001525878906
2022-03-14,46.599998474121094
2022-03-15,47.720001220703125
2022-03-16,49.029998779296875
2022-03-17,49.619998931884766
2022-03-18,50.34000015258789
2022-03-21,50.220001220703125
2022-03-22,50.95000076293945
2022-03-23,50.369998931884766
2022-03-24,51.16999816894531
2022-03-25,51.18000030517578
2022-03-28,51.68000030517578
2022-03-29,52.310001373291016
2022-03-30,51.72999954223633
2022-03-31,50.939998626708984
2022-04-01,50.9900016784668
2022-04-04,51.56999969482422
2022-04-05,50.72999954223633
2022-04-06,49.97999954223633
2022-04-07,50.16999816894531
2022-04-08,49.93000030517578
2022-04-11,48.970001220703125
2022-04-12,48.84000015258789
2022-04-13,49.45000076293945
2022-04-14,48.75
2022-04-18,48.63999938964844
2022-04-19,49.43000030517578
2022-04-20,49.439998626708984
2022-04-21,48.5099983215332
2022-04-22,46.939998626708984
2022-04-25,46.939998626708984
2022-04-26,46.04999923706055
2022-04-27,46.15999984741211
2022-04-28,47.06999969482422
2022-04-29,45.400001525878906
2022-05-02,45.86000061035156
2022-05-03,45.91999816894531
2022-05-04,47.279998779296875
2022-05-05,45.45000076293945
2022-05-06,45.189998626708984
2022-05-09,43.7599983215332
2022-05-10,44.08000183105469
2022-05-11,43.15999984741211
2022-05-12,43.119998931884766
2022-05-13,44.18000030517578
2022-05-16,43.91999816894531
2022-05-17,44.790000915527344
2022-05-18,42.77000045776367
2022-05-19,42.65999984741211
2022-05-20,42.45000076293945
2022-05-23,43.22999954223633
2022-05-24,42.68000030517578
2022-05-25,43.2400016784668
2022-05-26,44.25
2022-05-27,45.40999984741211
2022-05-31,45.04999923706055
2022-06-01,44.709999084472656
2022-06-02,45.630001068115234
2022-06-03,44.81999969482422
2022-06-06,44.970001220703125
2022-06-07,45.36000061035156
2022-06-08,44.86000061035156
2022-06-09,43.86000061035156
2022-06-10,42.56999969482422
2022-06-13,40.90999984741211
2022-06-14,40.97999954223633
2022-06-15,41.68000030517578
2022-06-16,40.2400016784668
2022-06-17,40.470001220703125
2022-06-21,41.459999084472656
2022-06-22,41.380001068115234
2022-06-23,41.7599983215332
2022-06-24,43.119998931884766
2022-06-27,42.939998626708984
2022-06-28,41.90999984741211
2022-06-29,41.93000030517578
2022-06-30,41.4900016784668
2022-07-01,41.810001373291016
2022-07-05,42.08000183105469
2022-07-06,42.18000030517578
2022-07-07,42.97999954223633
2022-07-08,43.04999923706055
2022-07-11,42.400001525878906
2022-07-12,41.970001220703125
2022-07-13,41.810001373291016
2022-07-14,41.81999969482422
2022-07-15,42.52000045776367
2022-07-18,42.15999984741211
2022-07-19,43.31999969482422
2022-07-20,43.66999816894531
2022-07-21,44.119998931884766
2022-07-22,43.63999938964844
2022-07-25,43.689998626708984
2022-07-26,43.029998779296875
2022-07-27,44.41999816894531
2022-07-28,45.040000915527344
2022-07-29,45.77000045776367
2022-08-01,45.599998474121094
2022-08-02,45.349998474121094
2022-08-03,46.13999938964844
2022-08-04,46.33000183105469
2022-08-05,46.16999816894531
2022-08-08,46.130001068115234
2022-08-09,45.84000015258789
2022-08-10,46.93000030517578
2022-08-11,46.81999969482422
2022-08-12,47.66999816894531
2022-08-15,47.91999816894531
2022-08-16,48.0
2022-08-17,47.630001068115234
2022-08-18,47.72999954223633
2022-08-19,47.08000183105469
2022-08-22,46.20000076293945
2022-08-23,46.15999984741211
2022-08-24,46.22999954223633
2022-08-25,46.849998474121094
2022-08-26,45.279998779296875
2022-08-29,44.939998626708984
2022-08-30,44.5
2022-08-31,44.16999816894531
2022-09-01,44.2400016784668
2022-09-02,43.779998779296875
2022-09-06,43.58000183105469
2022-09-07,44.40999984741211
2022-09-08,44.86000061035156
2022-09-09,45.560001373291016
2022-09-12,45.91999816894531
2022-09-13,44.0099983215332
2022-09-14,44.119998931884766
2022-09-15,43.7400016784668
2022-09-16,43.5
2022-09-19,43.790000915527344
2022-09-20,43.43000030517578
2022-09-21,42.779998779296875
2022-09-22,42.380001068115234
2022-09-23,41.77000045776367
2022-09-26,41.52000045776367
2022-09-27,41.560001373291016
2022-09-28,42.34000015258789
2022-09-29,41.459999084472656
2022-09-30,40.810001373291016
2022-10-03,41.7400016784668
2022-10-04,42.91999816894531
2022-10-05,42.880001068115234
2022-10-06,42.54999923706055
2022-10-07,41.2599983215332
2022-10-10,41.040000915527344
2022-10-11,40.83000183105469
2022-10-12,40.77000045776367
2022-10-13,41.63999938964844
2022-10-14,40.54999923706055
2022-10-17,41.599998474121094
2022-10-18,41.93000030517578
2022-10-19,41.619998931884766
2022-10-20,41.36000061035156
2022-10-21,42.22999954223633
2022-10-24,42.79999923706055
2022-10-25,43.470001220703125
2022-10-26,42.939998626708984
2022-10-27,42.72999954223633
2022-10-28,43.66999816894531
2022-10-31,43.279998779296875
2022-11-01,42.970001220703125
2022-11-02,41.88999938964844
2022-11-03,41.5099983215332
2022-11-04,41.900001525878906
2022-11-07,42.290000915527344
2022-11-08,42.5
2022-11-09,41.59000015258789
2022-11-10,43.709999084472656
2022-11-11,44.119998931884766
2022-11-14,43.779998779296875
2022-11-15,44.130001068115234
2022-11-16,43.81999969482422
2022-11-17,43.70000076293945
2022-11-18,43.880001068115234
2022-11-21,43.56999969482422
2022-11-22,44.18000030517578
2022-11-23,44.4900016784668
2022-11-25,44.439998626708984
2022-11-28,43.869998931884766
2022-11-29,43.70000076293945
2022-11-30,45.130001068115234
2022-12-01,45.11000061035156
2022-12-02,45.150001525878906
2022-12-05,44.310001373291016
2022-12-06,43.650001525878906
2022-12-07,43.65999984741211
2022-12-08,44.02000045776367
2022-12-09,43.540000915527344
2022-12-12,44.06999969482422
2022-12-13,42.91999816894531
2022-12-14,42.709999084472656
2022-12-15,41.630001068115234
2022-12-16,41.29999923706055
2022-12-19,40.95000076293945
2022-12-20,40.9900016784668
2022-12-21,41.560001373291016
