Date,SGIIX
2022-02-28,64.12999725341797
2022-03-01,63.63999938964844
2022-03-02,64.1500015258789
2022-03-03,63.84000015258789
2022-03-04,63.439998626708984
2022-03-07,62.560001373291016
2022-03-08,62.779998779296875
2022-03-09,63.630001068115234
2022-03-10,63.5099983215332
2022-03-11,62.939998626708984
2022-03-14,62.47999954223633
2022-03-15,62.65999984741211
2022-03-16,63.72999954223633
2022-03-17,64.38999938964844
2022-03-18,64.7699966430664
2022-03-21,64.87999725341797
2022-03-22,65.22000122070312
2022-03-23,64.94000244140625
2022-03-24,65.37999725341797
2022-03-25,65.6500015258789
2022-03-28,65.41999816894531
2022-03-29,66.05000305175781
2022-03-30,65.88999938964844
2022-03-31,65.08000183105469
2022-04-01,65.36000061035156
2022-04-04,65.55000305175781
2022-04-05,64.91000366210938
2022-04-06,64.58000183105469
2022-04-07,64.73999786376953
2022-04-08,65.05999755859375
2022-04-11,64.6500015258789
2022-04-12,64.47000122070312
2022-04-13,64.97000122070312
2022-04-14,64.83999633789062
2022-04-18,64.69999694824219
2022-04-19,64.73999786376953
2022-04-20,65.05000305175781
2022-04-21,64.30000305175781
2022-04-22,63.029998779296875
2022-04-25,62.709999084472656
2022-04-26,61.7400016784668
2022-04-27,61.68000030517578
2022-04-28,62.56999969482422
2022-04-29,61.630001068115234
2022-05-02,61.5099983215332
2022-05-03,61.90999984741211
2022-05-04,63.06999969482422
2022-05-05,61.7400016784668
2022-05-06,61.439998626708984
2022-05-09,60.02000045776367
2022-05-10,60.060001373291016
2022-05-11,59.790000915527344
2022-05-12,59.70000076293945
2022-05-13,60.47999954223633
2022-05-16,60.709999084472656
2022-05-17,61.5099983215332
2022-05-18,60.189998626708984
2022-05-19,60.25
2022-05-20,60.400001525878906
2022-05-23,61.279998779296875
2022-05-24,61.209999084472656
2022-05-25,61.4900016784668
2022-05-26,62.09000015258789
2022-05-27,62.779998779296875
2022-05-31,62.540000915527344
2022-06-01,62.29999923706055
2022-06-02,63.099998474121094
2022-06-03,62.43000030517578
2022-06-06,62.56999969482422
2022-06-07,62.95000076293945
2022-06-08,62.4900016784668
2022-06-09,61.38999938964844
2022-06-10,60.560001373291016
2022-06-13,58.709999084472656
2022-06-14,58.470001220703125
2022-06-15,58.93000030517578
2022-06-16,57.93000030517578
2022-06-17,57.65999984741211
2022-06-21,58.349998474121094
2022-06-22,58.09000015258789
2022-06-23,57.93000030517578
2022-06-24,59.22999954223633
2022-06-27,59.380001068115234
2022-06-28,58.95000076293945
2022-06-29,58.77000045776367
2022-06-30,58.290000915527344
2022-07-01,58.689998626708984
2022-07-05,58.06999969482422
2022-07-06,57.810001373291016
2022-07-07,58.43000030517578
2022-07-08,58.38999938964844
2022-07-11,57.70000076293945
2022-07-12,57.41999816894531
2022-07-13,57.290000915527344
2022-07-14,56.599998474121094
2022-07-15,57.279998779296875
2022-07-18,57.34000015258789
2022-07-19,58.54999923706055
2022-07-20,58.349998474121094
2022-07-21,58.790000915527344
2022-07-22,58.70000076293945
2022-07-25,58.84000015258789
2022-07-26,58.52000045776367
2022-07-27,59.47999954223633
2022-07-28,59.900001525878906
2022-07-29,60.369998931884766
2022-08-01,60.2599983215332
2022-08-02,59.720001220703125
2022-08-03,60.040000915527344
2022-08-04,60.029998779296875
2022-08-05,59.790000915527344
2022-08-08,59.880001068115234
2022-08-09,59.83000183105469
2022-08-10,60.689998626708984
2022-08-11,60.880001068115234
2022-08-12,61.41999816894531
2022-08-15,61.220001220703125
2022-08-16,61.18000030517578
2022-08-17,60.709999084472656
2022-08-18,60.75
2022-08-19,60.22999954223633
2022-08-22,59.459999084472656
2022-08-23,59.619998931884766
2022-08-24,59.81999969482422
2022-08-25,60.380001068115234
2022-08-26,59.060001373291016
2022-08-29,58.880001068115234
2022-08-30,58.34000015258789
2022-08-31,58.040000915527344
2022-09-01,57.70000076293945
2022-09-02,57.59000015258789
2022-09-06,57.2400016784668
2022-09-07,57.86000061035156
2022-09-08,58.0099983215332
2022-09-09,58.880001068115234
2022-09-12,59.369998931884766
2022-09-13,57.65999984741211
2022-09-14,57.59000015258789
2022-09-15,57.040000915527344
2022-09-16,56.77000045776367
2022-09-19,57.06999969482422
2022-09-20,56.43000030517578
2022-09-21,55.849998474121094
2022-09-22,55.63999938964844
2022-09-23,54.33000183105469
2022-09-26,53.5099983215332
2022-09-27,53.38999938964844
2022-09-28,54.400001525878906
2022-09-29,53.959999084472656
2022-09-30,53.630001068115234
2022-10-03,55.02000045776367
2022-10-04,56.47999954223633
2022-10-05,56.33000183105469
2022-10-06,55.9900016784668
2022-10-07,54.97999954223633
2022-10-10,54.54999923706055
2022-10-11,54.25
2022-10-12,54.16999816894531
