Date,RNPAX
2022-02-28,54.130001068115234
2022-03-01,53.09000015258789
2022-03-02,53.81999969482422
2022-03-03,52.95000076293945
2022-03-04,51.869998931884766
2022-03-07,50.09000015258789
2022-03-08,50.11000061035156
2022-03-09,52.08000183105469
2022-03-10,51.59000015258789
2022-03-11,50.689998626708984
2022-03-14,50.2599983215332
2022-03-15,51.11000061035156
2022-03-16,53.0099983215332
2022-03-17,53.880001068115234
2022-03-18,54.779998779296875
2022-03-21,54.45000076293945
2022-03-22,55.349998474121094
2022-03-23,54.59000015258789
2022-03-24,55.2599983215332
2022-03-25,55.13999938964844
2022-03-28,55.790000915527344
2022-03-29,56.849998474121094
2022-03-30,56.52000045776367
2022-03-31,55.619998931884766
2022-04-01,55.97999954223633
2022-04-04,56.720001220703125
2022-04-05,55.709999084472656
2022-04-06,54.70000076293945
2022-04-07,54.900001525878906
2022-04-08,54.5
2022-04-11,53.47999954223633
2022-04-12,53.15999984741211
2022-04-13,54.029998779296875
2022-04-14,53.310001373291016
2022-04-18,53.150001525878906
2022-04-19,53.849998474121094
2022-04-20,53.52000045776367
2022-04-21,52.79999923706055
2022-04-22,51.650001525878906
2022-04-25,51.66999816894531
2022-04-26,49.7599983215332
2022-04-27,49.91999816894531
2022-04-28,50.93000030517578
2022-04-29,49.83000183105469
2022-05-02,50.15999984741211
2022-05-03,50.27000045776367
2022-05-04,51.45000076293945
2022-05-05,49.400001525878906
2022-05-06,48.650001525878906
2022-05-09,46.58000183105469
2022-05-10,46.939998626708984
2022-05-11,46.15999984741211
2022-05-12,46.220001220703125
2022-05-13,47.650001525878906
2022-05-16,47.33000183105469
2022-05-17,48.47999954223633
2022-05-18,46.7599983215332
2022-05-19,46.90999984741211
2022-05-20,46.95000076293945
2022-05-23,47.59000015258789
2022-05-24,46.83000183105469
2022-05-25,47.22999954223633
2022-05-26,48.220001220703125
2022-05-27,49.5099983215332
2022-05-31,49.38999938964844
2022-06-01,48.790000915527344
2022-06-02,49.970001220703125
2022-06-03,48.97999954223633
2022-06-06,49.18000030517578
2022-06-07,49.4900016784668
2022-06-08,49.099998474121094
2022-06-09,47.91999816894531
2022-06-10,46.56999969482422
2022-06-13,44.65999984741211
2022-06-14,44.47999954223633
2022-06-15,45.380001068115234
2022-06-16,43.849998474121094
2022-06-17,44.08000183105469
2022-06-21,44.9900016784668
2022-06-22,44.75
2022-06-23,44.959999084472656
2022-06-24,46.459999084472656
2022-06-27,46.36000061035156
2022-06-28,45.52000045776367
2022-06-29,45.41999816894531
2022-06-30,44.95000076293945
2022-07-01,45.16999816894531
2022-07-05,45.09000015258789
2022-07-06,45.06999969482422
2022-07-07,45.97999954223633
2022-07-08,46.0099983215332
2022-07-11,45.16999816894531
2022-07-12,44.779998779296875
2022-07-13,44.75
2022-07-14,44.459999084472656
2022-07-15,45.27000045776367
2022-07-18,45.15999984741211
2022-07-19,46.38999938964844
2022-07-20,46.560001373291016
2022-07-21,47.279998779296875
2022-07-22,46.79999923706055
2022-07-25,46.83000183105469
2022-07-26,46.220001220703125
2022-07-27,47.41999816894531
2022-07-28,47.93000030517578
2022-07-29,48.59000015258789
2022-08-01,48.43000030517578
2022-08-02,48.099998474121094
2022-08-03,48.72999954223633
2022-08-04,48.9900016784668
2022-08-05,48.65999984741211
2022-08-08,48.790000915527344
2022-08-09,48.349998474121094
2022-08-10,49.47999954223633
2022-08-11,49.400001525878906
2022-08-12,50.130001068115234
2022-08-15,50.25
2022-08-16,50.130001068115234
2022-08-17,49.720001220703125
2022-08-18,49.66999816894531
2022-08-19,48.959999084472656
2022-08-22,47.95000076293945
2022-08-23,47.9900016784668
2022-08-24,48.18000030517578
2022-08-25,48.810001373291016
2022-08-26,47.33000183105469
2022-08-29,46.959999084472656
2022-08-30,46.5
2022-08-31,46.22999954223633
2022-09-01,46.0
2022-09-02,45.630001068115234
2022-09-06,45.47999954223633
2022-09-07,46.209999084472656
2022-09-08,46.63999938964844
2022-09-09,47.58000183105469
2022-09-12,48.060001373291016
2022-09-13,46.16999816894531
2022-09-14,46.400001525878906
2022-09-15,45.93000030517578
2022-09-16,45.5099983215332
2022-09-19,45.7599983215332
2022-09-20,45.209999084472656
2022-09-21,44.41999816894531
2022-09-22,43.88999938964844
2022-09-23,42.880001068115234
2022-09-26,42.41999816894531
2022-09-27,42.47999954223633
2022-09-28,43.41999816894531
2022-09-29,42.52000045776367
2022-09-30,42.119998931884766
2022-10-03,42.869998931884766
2022-10-04,44.369998931884766
2022-10-05,44.189998626708984
2022-10-06,43.7400016784668
2022-10-07,42.58000183105469
2022-10-10,42.2400016784668
2022-10-11,41.709999084472656
2022-10-12,41.70000076293945
2022-10-13,42.439998626708984
2022-10-14,41.459999084472656
2022-10-17,42.650001525878906
2022-10-18,43.029998779296875
2022-10-19,42.650001525878906
2022-10-20,42.2599983215332
2022-10-21,43.13999938964844
2022-10-24,43.220001220703125
2022-10-25,44.099998474121094
2022-10-26,44.150001525878906
2022-10-27,43.709999084472656
2022-10-28,44.29999923706055
2022-10-31,44.02000045776367
2022-11-01,44.13999938964844
2022-11-02,43.189998626708984
2022-11-03,42.900001525878906
2022-11-04,43.91999816894531
2022-11-07,44.22999954223633
2022-11-08,44.52000045776367
2022-11-09,43.70000076293945
2022-11-10,46.09000015258789
2022-11-11,46.869998931884766
2022-11-14,46.470001220703125
2022-11-15,46.9900016784668
2022-11-16,46.599998474121094
2022-11-17,46.380001068115234
2022-11-18,46.459999084472656
2022-11-21,46.060001373291016
2022-11-22,46.58000183105469
2022-11-23,47.040000915527344
2022-11-25,47.099998474121094
2022-11-28,46.470001220703125
2022-11-29,46.560001373291016
2022-11-30,48.06999969482422
2022-12-01,48.2400016784668
2022-12-02,48.22999954223633
2022-12-05,47.40999984741211
2022-12-06,46.86000061035156
2022-12-07,46.709999084472656
2022-12-08,47.09000015258789
2022-12-09,46.959999084472656
2022-12-12,47.22999954223633
2022-12-13,47.630001068115234
2022-12-14,47.52000045776367
2022-12-15,44.77000045776367
2022-12-16,44.279998779296875
2022-12-19,43.93000030517578
2022-12-20,43.970001220703125
2022-12-21,44.529998779296875
2022-12-22,43.959999084472656
2022-12-23,44.04999923706055
2022-12-27,43.849998474121094
2022-12-28,43.43000030517578
2022-12-29,44.22999954223633
2022-12-30,44.0099983215332
2023-01-03,43.97999954223633
2023-01-04,44.5
2023-01-05,44.150001525878906
2023-01-06,45.119998931884766
2023-01-09,45.36000061035156
2023-01-10,45.59000015258789
2023-01-11,46.02000045776367
2023-01-12,46.380001068115234
2023-01-13,46.7400016784668
2023-01-17,46.75
2023-01-18,46.380001068115234
2023-01-19,46.099998474121094
2023-01-20,46.7599983215332
2023-01-23,47.18000030517578
