Date,FDGRX
2022-02-28,31.309999465942383
2022-03-01,30.770000457763672
2022-03-02,31.219999313354492
2022-03-03,30.6200008392334
2022-03-04,29.979999542236328
2022-03-07,28.780000686645508
2022-03-08,28.770000457763672
2022-03-09,29.920000076293945
2022-03-10,29.690000534057617
2022-03-11,29.030000686645508
2022-03-14,28.3700008392334
2022-03-15,29.239999771118164
2022-03-16,30.510000228881836
2022-03-17,31.030000686645508
2022-03-18,31.790000915527344
2022-03-21,31.59000015258789
2022-03-22,32.189998626708984
2022-03-23,31.709999084472656
2022-03-24,32.4900016784668
2022-03-25,32.349998474121094
2022-03-28,32.7400016784668
2022-03-29,33.41999816894531
2022-03-30,33.02000045776367
2022-03-31,32.47999954223633
2022-04-01,32.619998931884766
2022-04-04,33.31999969482422
2022-04-05,32.5
2022-04-06,31.600000381469727
2022-04-07,31.6200008392334
2022-04-08,31.149999618530273
2022-04-11,30.5
2022-04-12,30.43000030517578
2022-04-13,31.15999984741211
2022-04-14,30.5
2022-04-18,30.3799991607666
2022-04-19,31.059999465942383
2022-04-20,30.639999389648438
2022-04-21,29.860000610351562
2022-04-22,29.010000228881836
2022-04-25,29.360000610351562
2022-04-26,28.170000076293945
2022-04-27,28.1299991607666
2022-04-28,29.030000686645508
2022-04-29,27.790000915527344
2022-05-02,28.329999923706055
2022-05-03,28.360000610351562
2022-05-04,29.170000076293945
2022-05-05,27.600000381469727
2022-05-06,27.09000015258789
2022-05-09,25.649999618530273
2022-05-10,25.969999313354492
2022-05-11,25.139999389648438
2022-05-12,25.1299991607666
2022-05-13,26.190000534057617
2022-05-16,25.8700008392334
2022-05-17,26.56999969482422
2022-05-18,25.309999465942383
2022-05-19,25.299999237060547
2022-05-20,25.209999084472656
2022-05-23,25.6200008392334
2022-05-24,24.889999389648438
2022-05-25,25.309999465942383
2022-05-26,26.020000457763672
2022-05-27,26.850000381469727
2022-05-31,26.65999984741211
2022-06-01,26.520000457763672
2022-06-02,27.3799991607666
2022-06-03,26.790000915527344
2022-06-06,26.860000610351562
2022-06-07,27.139999389648438
2022-06-08,26.979999542236328
2022-06-09,26.239999771118164
2022-06-10,25.280000686645508
2022-06-13,24.030000686645508
2022-06-14,24.079999923706055
2022-06-15,24.68000030517578
2022-06-16,23.65999984741211
2022-06-17,23.969999313354492
2022-06-21,24.59000015258789
2022-06-22,24.540000915527344
2022-06-23,24.940000534057617
2022-06-24,25.809999465942383
2022-06-27,25.600000381469727
2022-06-28,24.799999237060547
2022-06-29,24.770000457763672
2022-06-30,24.350000381469727
2022-07-01,24.489999771118164
2022-07-05,25.010000228881836
2022-07-06,25.049999237060547
2022-07-07,25.709999084472656
2022-07-08,25.719999313354492
2022-07-11,25.1200008392334
2022-07-12,24.8799991607666
2022-07-13,24.860000610351562
2022-07-14,24.81999969482422
2022-07-15,25.260000228881836
2022-07-18,25.110000610351562
2022-07-19,25.93000030517578
2022-07-20,26.3700008392334
2022-07-21,26.649999618530273
2022-07-22,26.079999923706055
2022-07-25,25.969999313354492
2022-07-26,25.389999389648438
2022-07-27,26.420000076293945
2022-07-28,26.729999542236328
2022-07-29,27.260000228881836
2022-08-01,27.200000762939453
2022-08-02,27.190000534057617
2022-08-03,27.969999313354492
2022-08-04,28.170000076293945
2022-08-05,28.200000762939453
2022-08-08,28.209999084472656
2022-08-09,27.799999237060547
2022-08-10,28.639999389648438
2022-08-11,28.469999313354492
2022-08-12,29.059999465942383
2022-08-15,29.200000762939453
2022-08-16,29.18000030517578
2022-08-17,28.81999969482422
2022-08-18,28.950000762939453
2022-08-19,28.270000457763672
2022-08-22,27.610000610351562
2022-08-23,27.670000076293945
2022-08-24,27.84000015258789
2022-08-25,28.290000915527344
2022-08-26,27.1299991607666
2022-08-29,26.850000381469727
2022-08-30,26.540000915527344
2022-08-31,26.309999465942383
2022-09-01,26.190000534057617
2022-09-02,25.989999771118164
2022-09-06,25.809999465942383
2022-09-07,26.3700008392334
2022-09-08,26.6200008392334
2022-09-09,27.139999389648438
2022-09-12,27.510000228881836
2022-09-13,26.100000381469727
2022-09-14,26.31999969482422
2022-09-15,25.969999313354492
2022-09-16,25.670000076293945
2022-09-19,25.8700008392334
2022-09-20,25.6299991607666
2022-09-21,25.149999618530273
2022-09-22,24.760000228881836
2022-09-23,24.260000228881836
2022-09-26,24.079999923706055
2022-09-27,24.219999313354492
2022-09-28,24.739999771118164
2022-09-29,24.079999923706055
2022-09-30,23.690000534057617
2022-10-03,24.25
2022-10-04,25.15999984741211
2022-10-05,25.149999618530273
2022-10-06,25.049999237060547
2022-10-07,24.1299991607666
2022-10-10,23.809999465942383
2022-10-11,23.649999618530273
2022-10-12,23.670000076293945
2022-10-13,24.100000381469727
2022-10-14,23.360000610351562
2022-10-17,24.149999618530273
2022-10-18,24.420000076293945
2022-10-19,24.170000076293945
2022-10-20,24.110000610351562
2022-10-21,24.709999084472656
2022-10-24,24.8799991607666
2022-10-25,25.510000228881836
2022-10-26,25.06999969482422
2022-10-27,24.829999923706055
2022-10-28,25.450000762939453
2022-10-31,25.239999771118164
2022-11-01,25.059999465942383
2022-11-02,24.280000686645508
