Date,RAFEX
2022-02-28,38.9900016784668
2022-03-01,38.380001068115234
2022-03-02,38.95000076293945
2022-03-03,38.34000015258789
2022-03-04,37.709999084472656
2022-03-07,36.18000030517578
2022-03-08,36.02000045776367
2022-03-09,37.33000183105469
2022-03-10,37.119998931884766
2022-03-11,36.380001068115234
2022-03-14,35.880001068115234
2022-03-15,36.779998779296875
2022-03-16,38.130001068115234
2022-03-17,38.75
2022-03-18,39.47999954223633
2022-03-21,39.09000015258789
2022-03-22,39.689998626708984
2022-03-23,38.90999984741211
2022-03-24,39.43000030517578
2022-03-25,39.2599983215332
2022-03-28,39.66999816894531
2022-03-29,40.52000045776367
2022-03-30,40.02000045776367
2022-03-31,39.380001068115234
2022-04-01,39.560001373291016
2022-04-04,40.029998779296875
2022-04-05,39.34000015258789
2022-04-06,38.63999938964844
2022-04-07,38.77000045776367
2022-04-08,38.529998779296875
2022-04-11,37.900001525878906
2022-04-12,37.66999816894531
2022-04-13,38.36000061035156
2022-04-14,37.77000045776367
2022-04-18,37.56999969482422
2022-04-19,38.41999816894531
2022-04-20,37.869998931884766
2022-04-21,37.029998779296875
2022-04-22,36.040000915527344
2022-04-25,36.36000061035156
2022-04-26,35.16999816894531
2022-04-27,35.209999084472656
2022-04-28,36.2400016784668
2022-04-29,34.95000076293945
2022-05-02,35.31999969482422
2022-05-03,35.27000045776367
2022-05-04,36.2400016784668
2022-05-05,34.72999954223633
2022-05-06,34.16999816894531
2022-05-09,32.66999816894531
2022-05-10,32.869998931884766
2022-05-11,32.20000076293945
2022-05-12,32.41999816894531
2022-05-13,33.560001373291016
2022-05-16,33.150001525878906
2022-05-17,33.900001525878906
2022-05-18,32.529998779296875
2022-05-19,32.650001525878906
2022-05-20,32.689998626708984
2022-05-23,33.029998779296875
2022-05-24,32.40999984741211
2022-05-25,32.849998474121094
2022-05-26,33.709999084472656
2022-05-27,34.689998626708984
2022-05-31,34.40999984741211
2022-06-01,34.0
2022-06-02,34.91999816894531
2022-06-03,34.2599983215332
2022-06-06,34.43000030517578
2022-06-07,34.75
2022-06-08,34.459999084472656
2022-06-09,33.619998931884766
2022-06-10,32.54999923706055
2022-06-13,31.09000015258789
2022-06-14,30.979999542236328
2022-06-15,29.350000381469727
2022-06-16,28.239999771118164
2022-06-17,28.530000686645508
2022-06-21,29.110000610351562
2022-06-22,29.149999618530273
2022-06-23,29.670000076293945
2022-06-24,30.610000610351562
2022-06-27,30.43000030517578
2022-06-28,29.739999771118164
2022-06-29,29.719999313354492
2022-06-30,29.399999618530273
2022-07-01,29.700000762939453
2022-07-05,30.020000457763672
2022-07-06,30.06999969482422
2022-07-07,30.600000381469727
2022-07-08,30.549999237060547
2022-07-11,30.059999465942383
2022-07-12,29.690000534057617
2022-07-13,29.530000686645508
2022-07-14,29.40999984741211
2022-07-15,30.040000915527344
2022-07-18,29.84000015258789
2022-07-19,30.729999542236328
2022-07-20,31.100000381469727
2022-07-21,31.549999237060547
2022-07-22,31.030000686645508
2022-07-25,30.989999771118164
2022-07-26,30.5
2022-07-27,31.43000030517578
2022-07-28,31.889999389648438
2022-07-29,32.2400016784668
2022-08-01,32.2400016784668
2022-08-02,32.119998931884766
2022-08-03,32.72999954223633
2022-08-04,32.900001525878906
2022-08-05,32.86000061035156
2022-08-08,32.90999984741211
2022-08-09,32.52000045776367
2022-08-10,33.400001525878906
2022-08-11,33.279998779296875
2022-08-12,33.81999969482422
2022-08-15,33.900001525878906
2022-08-16,33.880001068115234
2022-08-17,33.439998626708984
2022-08-18,33.470001220703125
2022-08-19,32.880001068115234
2022-08-22,32.119998931884766
2022-08-23,32.029998779296875
2022-08-24,32.189998626708984
2022-08-25,32.720001220703125
2022-08-26,31.540000915527344
2022-08-29,31.270000457763672
2022-08-30,31.020000457763672
2022-08-31,30.84000015258789
2022-09-01,30.850000381469727
2022-09-02,30.540000915527344
2022-09-06,30.399999618530273
2022-09-07,31.030000686645508
2022-09-08,31.34000015258789
2022-09-09,31.93000030517578
2022-09-12,32.2400016784668
2022-09-13,30.809999465942383
2022-09-14,30.959999084472656
2022-09-15,30.700000762939453
2022-09-16,30.3700008392334
2022-09-19,30.479999542236328
2022-09-20,30.09000015258789
2022-09-21,29.56999969482422
2022-09-22,29.09000015258789
2022-09-23,28.700000762939453
2022-09-26,28.43000030517578
2022-09-27,28.450000762939453
2022-09-28,29.100000381469727
2022-09-29,28.520000457763672
2022-09-30,28.190000534057617
2022-10-03,28.860000610351562
2022-10-04,29.8799991607666
2022-10-05,29.860000610351562
2022-10-06,29.68000030517578
2022-10-07,28.739999771118164
2022-10-10,28.3799991607666
2022-10-11,28.06999969482422
2022-10-12,28.030000686645508
2022-10-13,28.469999313354492
2022-10-14,27.719999313354492
2022-10-17,28.56999969482422
2022-10-18,28.860000610351562
2022-10-19,28.540000915527344
2022-10-20,28.34000015258789
2022-10-21,28.90999984741211
2022-10-24,29.1299991607666
2022-10-25,29.75
2022-10-26,29.450000762939453
2022-10-27,29.239999771118164
2022-10-28,29.75
2022-10-31,29.59000015258789
2022-11-01,29.440000534057617
2022-11-02,28.56999969482422
2022-11-03,28.25
2022-11-04,28.65999984741211
2022-11-07,28.8700008392334
2022-11-08,29.06999969482422
2022-11-09,28.510000228881836
2022-11-10,30.389999389648438
2022-11-11,30.829999923706055
2022-11-14,30.510000228881836
2022-11-15,30.979999542236328
2022-11-16,30.549999237060547
2022-11-17,30.260000228881836
2022-11-18,30.350000381469727
2022-11-21,30.079999923706055
2022-11-22,30.43000030517578
2022-11-23,30.700000762939453
2022-11-25,30.68000030517578
2022-11-28,30.229999542236328
2022-11-29,30.149999618530273
2022-11-30,31.270000457763672
2022-12-01,31.420000076293945
2022-12-02,31.360000610351562
2022-12-05,30.790000915527344
2022-12-06,30.360000610351562
2022-12-07,30.31999969482422
2022-12-08,30.670000076293945
2022-12-09,30.520000457763672
2022-12-12,30.920000076293945
2022-12-13,31.219999313354492
2022-12-14,31.059999465942383
2022-12-15,30.209999084472656
2022-12-16,29.899999618530273
2022-12-19,29.56999969482422
2022-12-20,29.579999923706055
2022-12-21,30.0
2022-12-22,29.600000381469727
2022-12-23,29.670000076293945
2022-12-27,29.489999771118164
2022-12-28,29.200000762939453
2022-12-29,29.829999923706055
2022-12-30,29.729999542236328
2023-01-03,29.649999618530273
2023-01-04,29.959999084472656
2023-01-05,29.549999237060547
2023-01-06,30.100000381469727
2023-01-09,30.260000228881836
2023-01-10,30.56999969482422
2023-01-11,31.049999237060547
2023-01-12,31.209999084472656
2023-01-13,31.399999618530273
2023-01-17,31.3799991607666
2023-01-18,31.059999465942383
2023-01-19,30.799999237060547
2023-01-20,31.5
2023-01-23,32.0
2023-01-24,31.90999984741211
2023-01-25,31.940000534057617
2023-01-26,32.27000045776367
2023-01-27,32.369998931884766
2023-01-30,31.889999389648438
2023-01-31,32.33000183105469
2023-02-01,32.95000076293945
2023-02-02,33.41999816894531
2023-02-03,32.970001220703125
2023-02-06,32.65999984741211
2023-02-07,33.040000915527344
2023-02-08,32.77000045776367
2023-02-09,32.560001373291016
2023-02-10,32.349998474121094
2023-02-13,32.790000915527344
2023-02-14,32.91999816894531
2023-02-15,33.13999938964844
2023-02-16,32.599998474121094
2023-02-17,32.38999938964844
2023-02-21,31.729999542236328
2023-02-22,31.739999771118164
2023-02-23,31.860000610351562
2023-02-24,31.440000534057617
2023-02-27,31.610000610351562
2023-02-28,31.59000015258789
2023-03-01,31.5
2023-03-02,31.760000228881836
2023-03-03,32.29999923706055
2023-03-06,32.189998626708984
2023-03-07,31.81999969482422
2023-03-08,31.860000610351562
2023-03-09,31.239999771118164
2023-03-10,30.68000030517578
2023-03-13,30.649999618530273
2023-03-14,31.200000762939453
2023-03-15,30.940000534057617
2023-03-16,31.549999237060547
2023-03-17,31.25
2023-03-20,31.43000030517578
2023-03-21,31.860000610351562
2023-03-22,31.3799991607666
2023-03-23,31.6200008392334
2023-03-24,31.639999389648438
2023-03-27,31.700000762939453
2023-03-28,31.56999969482422
2023-03-29,31.989999771118164
2023-03-30,32.20000076293945
2023-03-31,32.720001220703125
2023-04-03,32.7599983215332
2023-04-04,32.61000061035156
2023-04-05,32.349998474121094
2023-04-06,32.43000030517578
2023-04-10,32.54999923706055
2023-04-11,32.619998931884766
2023-04-12,32.459999084472656
2023-04-13,32.90999984741211
2023-04-14,32.81999969482422
2023-04-17,32.88999938964844
2023-04-18,32.95000076293945
2023-04-19,32.95000076293945
2023-04-20,32.79999923706055
2023-04-21,32.900001525878906
2023-04-24,32.86000061035156
2023-04-25,32.209999084472656
2023-04-26,32.16999816894531
2023-04-27,32.72999954223633
2023-04-28,33.029998779296875
2023-05-01,33.0099983215332
2023-05-02,32.70000076293945
2023-05-03,32.630001068115234
2023-05-04,32.459999084472656
2023-05-05,32.880001068115234
2023-05-08,32.97999954223633
2023-05-09,32.88999938964844
2023-05-10,33.08000183105469
2023-05-11,33.040000915527344
2023-05-12,32.959999084472656
2023-05-15,33.130001068115234
2023-05-16,32.900001525878906
2023-05-17,33.27000045776367
2023-05-18,33.72999954223633
2023-05-19,33.599998474121094
2023-05-22,33.65999984741211
2023-05-23,33.130001068115234
2023-05-24,32.959999084472656
2023-05-25,33.13999938964844
2023-05-26,33.72999954223633
2023-05-30,33.65999984741211
2023-05-31,33.540000915527344
2023-06-01,33.81999969482422
2023-06-02,34.31999969482422
2023-06-05,34.220001220703125
