Date,CCETX
2022-02-28,16.389999389648438
2022-03-01,16.25
2022-03-02,16.3700008392334
2022-03-03,16.270000457763672
2022-03-04,16.170000076293945
2022-03-07,15.859999656677246
2022-03-08,15.789999961853027
2022-03-09,16.049999237060547
2022-03-10,15.979999542236328
2022-03-11,15.850000381469727
2022-03-14,15.739999771118164
2022-03-15,15.890000343322754
2022-03-16,16.1299991607666
2022-03-17,16.299999237060547
2022-03-18,16.40999984741211
2022-03-21,16.34000015258789
2022-03-22,16.420000076293945
2022-03-23,16.329999923706055
2022-03-24,16.420000076293945
2022-03-25,16.40999984741211
2022-03-28,16.450000762939453
2022-03-29,16.610000610351562
2022-03-30,16.579999923706055
2022-03-31,16.43000030517578
2022-04-01,16.469999313354492
2022-04-04,16.549999237060547
2022-04-05,16.3799991607666
2022-04-06,16.270000457763672
2022-04-07,16.299999237060547
2022-04-08,16.270000457763672
2022-04-11,16.110000610351562
2022-04-12,16.09000015258789
2022-04-13,16.209999084472656
2022-04-14,16.09000015258789
2022-04-18,16.049999237060547
2022-04-19,16.149999618530273
2022-04-20,16.170000076293945
2022-04-21,15.989999771118164
2022-04-22,15.75
2022-04-25,15.770000457763672
2022-04-26,15.520000457763672
2022-04-27,15.539999961853027
2022-04-28,15.720000267028809
2022-04-29,15.420000076293945
2022-05-02,15.420000076293945
2022-05-03,15.479999542236328
2022-05-04,15.739999771118164
2022-05-05,15.390000343322754
2022-05-06,15.289999961853027
2022-05-09,14.979999542236328
2022-05-10,15.020000457763672
2022-05-11,14.949999809265137
2022-05-12,14.960000038146973
2022-05-13,15.180000305175781
2022-05-16,15.180000305175781
2022-05-17,15.34000015258789
2022-05-18,15.050000190734863
2022-05-19,15.039999961853027
2022-05-20,15.079999923706055
2022-05-23,15.1899995803833
2022-05-24,15.170000076293945
2022-05-25,15.25
2022-05-26,15.420000076293945
2022-05-27,15.619999885559082
2022-05-31,15.539999961853027
2022-06-01,15.4399995803833
2022-06-02,15.609999656677246
2022-06-03,15.470000267028809
2022-06-06,15.470000267028809
2022-06-07,15.569999694824219
2022-06-08,15.449999809265137
2022-06-09,15.229999542236328
2022-06-10,14.960000038146973
2022-06-13,14.539999961853027
2022-06-14,14.4399995803833
2022-06-15,14.619999885559082
2022-06-16,14.350000381469727
2022-06-17,14.34000015258789
2022-06-21,14.510000228881836
2022-06-22,14.510000228881836
2022-06-23,14.579999923706055
2022-06-24,14.819999694824219
2022-06-27,14.800000190734863
2022-06-28,14.670000076293945
2022-06-29,14.65999984741211
2022-06-30,14.600000381469727
2022-07-01,14.710000038146973
2022-07-05,14.65999984741211
2022-07-06,14.630000114440918
2022-07-07,14.75
2022-07-08,14.729999542236328
2022-07-11,14.630000114440918
2022-07-12,14.5600004196167
2022-07-13,14.539999961853027
2022-07-14,14.449999809265137
2022-07-15,14.630000114440918
2022-07-18,14.600000381469727
2022-07-19,14.819999694824219
2022-07-20,14.84000015258789
2022-07-21,14.949999809265137
2022-07-22,14.90999984741211
2022-07-25,14.9399995803833
2022-07-26,14.850000381469727
2022-07-27,15.0600004196167
2022-07-28,15.1899995803833
2022-07-29,15.300000190734863
2022-08-01,15.289999961853027
2022-08-02,15.180000305175781
2022-08-03,15.300000190734863
2022-08-04,15.329999923706055
2022-08-05,15.279999732971191
2022-08-08,15.319999694824219
2022-08-09,15.260000228881836
2022-08-10,15.449999809265137
2022-08-11,15.4399995803833
2022-08-12,15.59000015258789
2022-08-15,15.609999656677246
2022-08-16,15.609999656677246
2022-08-17,15.5
2022-08-18,15.520000457763672
2022-08-19,15.380000114440918
2022-08-22,15.180000305175781
2022-08-23,15.170000076293945
2022-08-24,15.1899995803833
2022-08-25,15.34000015258789
2022-08-26,15.0600004196167
2022-08-29,14.989999771118164
2022-08-30,14.890000343322754
2022-08-31,14.8100004196167
2022-09-01,14.760000228881836
2022-09-02,14.720000267028809
2022-09-06,14.640000343322754
2022-09-07,14.789999961853027
2022-09-08,14.84000015258789
2022-09-09,14.989999771118164
2022-09-12,15.09000015258789
2022-09-13,14.699999809265137
2022-09-14,14.739999771118164
2022-09-15,14.640000343322754
2022-09-16,14.569999694824219
2022-09-19,14.600000381469727
2022-09-20,14.479999542236328
2022-09-21,14.350000381469727
2022-09-22,14.220000267028809
2022-09-23,14.0
2022-09-26,13.829999923706055
2022-09-27,13.789999961853027
2022-09-28,14.029999732971191
2022-09-29,13.850000381469727
2022-09-30,13.75
2022-10-03,14.0
2022-10-04,14.300000190734863
2022-10-05,14.25
2022-10-06,14.130000114440918
2022-10-07,13.90999984741211
2022-10-10,13.829999923706055
2022-10-11,13.75
2022-10-12,13.739999771118164
2022-10-13,13.880000114440918
2022-10-14,13.6899995803833
2022-10-17,13.899999618530273
2022-10-18,13.989999771118164
2022-10-19,13.890000343322754
2022-10-20,13.8100004196167
2022-10-21,13.989999771118164
2022-10-24,14.050000190734863
2022-10-25,14.220000267028809
2022-10-26,14.25
2022-10-27,14.239999771118164
2022-10-28,14.369999885559082
2022-10-31,14.3100004196167
2022-11-01,14.319999694824219
2022-11-02,14.140000343322754
2022-11-03,14.050000190734863
2022-11-04,14.220000267028809
2022-11-07,14.289999961853027
2022-11-08,14.369999885559082
2022-11-09,14.220000267028809
2022-11-10,14.739999771118164
2022-11-11,14.829999923706055
2022-11-14,14.75
2022-11-15,14.859999656677246
2022-11-16,14.8100004196167
2022-11-17,14.75
2022-11-18,14.779999732971191
2022-11-21,14.739999771118164
2022-11-22,14.869999885559082
2022-11-23,14.960000038146973
2022-11-25,14.979999542236328
2022-11-28,14.84000015258789
2022-11-29,14.84000015258789
2022-11-30,15.130000114440918
2022-12-01,15.199999809265137
2022-12-02,15.220000267028809
2022-12-05,15.029999732971191
2022-12-06,14.9399995803833
2022-12-07,14.960000038146973
2022-12-08,15.020000457763672
2022-12-09,14.949999809265137
2022-12-12,15.039999961853027
2022-12-13,15.149999618530273
2022-12-14,15.130000114440918
2022-12-15,14.920000076293945
2022-12-16,14.8100004196167
2022-12-19,14.720000267028809
2022-12-20,14.720000267028809
2022-12-21,14.859999656677246
2022-12-22,14.739999771118164
2022-12-23,14.25
2022-12-27,14.220000267028809
2022-12-28,14.119999885559082
2022-12-29,14.270000457763672
2022-12-30,14.220000267028809
2023-01-03,14.220000267028809
2023-01-04,14.3100004196167
2023-01-05,14.229999542236328
2023-01-06,14.470000267028809
2023-01-09,14.5
2023-01-10,14.529999732971191
2023-01-11,14.640000343322754
2023-01-12,14.729999542236328
2023-01-13,14.75
2023-01-17,14.729999542236328
2023-01-18,14.65999984741211
2023-01-19,14.609999656677246
2023-01-20,14.720000267028809
2023-01-23,14.789999961853027
2023-01-24,14.8100004196167
2023-01-25,14.829999923706055
2023-01-26,14.890000343322754
2023-01-27,14.880000114440918
2023-01-30,14.770000457763672
2023-01-31,14.880000114440918
2023-02-01,15.0
2023-02-02,15.069999694824219
2023-02-03,14.930000305175781
2023-02-06,14.829999923706055
2023-02-07,14.90999984741211
2023-02-08,14.859999656677246
2023-02-09,14.789999961853027
2023-02-10,14.779999732971191
2023-02-13,14.869999885559082
2023-02-14,14.850000381469727
2023-02-15,14.850000381469727
2023-02-16,14.75
2023-02-17,14.729999542236328
2023-02-21,14.539999961853027
2023-02-22,14.520000457763672
2023-02-23,14.5600004196167
2023-02-24,14.4399995803833
2023-02-27,14.489999771118164
2023-02-28,14.470000267028809
2023-03-01,14.449999809265137
2023-03-02,14.489999771118164
2023-03-03,14.649999618530273
2023-03-06,14.630000114440918
2023-03-07,14.470000267028809
2023-03-08,14.470000267028809
2023-03-09,14.359999656677246
2023-03-10,14.3100004196167
2023-03-13,14.34000015258789
2023-03-14,14.430000305175781
2023-03-15,14.350000381469727
2023-03-16,14.4399995803833
2023-03-17,14.399999618530273
2023-03-20,14.460000038146973
2023-03-21,14.529999732971191
2023-03-22,14.479999542236328
2023-03-23,14.529999732971191
2023-03-24,14.550000190734863
2023-03-27,14.529999732971191
2023-03-28,14.529999732971191
2023-03-29,14.630000114440918
2023-03-30,14.699999809265137
2023-03-31,14.819999694824219
2023-04-03,14.890000343322754
2023-04-04,14.859999656677246
2023-04-05,14.850000381469727
2023-04-06,14.869999885559082
2023-04-10,14.84000015258789
2023-04-11,14.880000114440918
2023-04-12,14.880000114440918
2023-04-13,14.979999542236328
2023-04-14,14.920000076293945
2023-04-17,14.90999984741211
2023-04-18,14.9399995803833
2023-04-19,14.920000076293945
2023-04-20,14.90999984741211
2023-04-21,14.90999984741211
2023-04-24,14.9399995803833
2023-04-25,14.84000015258789
2023-04-26,14.789999961853027
2023-04-27,14.890000343322754
2023-04-28,14.979999542236328
2023-05-01,14.930000305175781
2023-05-02,14.869999885559082
2023-05-03,14.869999885559082
2023-05-04,14.819999694824219
2023-05-05,14.930000305175781
2023-05-08,14.90999984741211
2023-05-09,14.880000114440918
2023-05-10,14.920000076293945
2023-05-11,14.899999618530273
2023-05-12,14.859999656677246
2023-05-15,14.899999618530273
2023-05-16,14.819999694824219
2023-05-17,14.880000114440918
2023-05-18,14.90999984741211
2023-05-19,14.899999618530273
2023-05-22,14.899999618530273
2023-05-23,14.8100004196167
2023-05-24,14.720000267028809
2023-05-25,14.699999809265137
2023-05-26,14.819999694824219
2023-05-30,14.819999694824219
2023-05-31,14.789999961853027
2023-06-01,14.890000343322754
2023-06-02,14.989999771118164
2023-06-05,14.960000038146973
2023-06-06,14.989999771118164
2023-06-07,14.949999809265137
2023-06-08,15.020000457763672
2023-06-09,15.0
2023-06-12,15.09000015258789
2023-06-13,15.130000114440918
2023-06-14,15.130000114440918
2023-06-15,15.270000457763672
2023-06-16,15.220000267028809
2023-06-20,15.170000076293945
2023-06-21,15.149999618530273
2023-06-22,15.119999885559082
2023-06-23,15.0600004196167
2023-06-26,15.050000190734863
2023-06-27,15.130000114440918
2023-06-28,15.140000343322754
2023-06-29,15.130000114440918
2023-06-30,15.239999771118164
2023-07-03,15.229999542236328
2023-07-05,15.170000076293945
2023-07-06,15.020000457763672
