Date,AEPFX
2022-02-28,57.220001220703125
2022-03-01,55.97999954223633
2022-03-02,56.58000183105469
2022-03-03,55.43000030517578
2022-03-04,53.56999969482422
2022-03-07,51.58000183105469
2022-03-08,51.63999938964844
2022-03-09,53.84000015258789
2022-03-10,53.29999923706055
2022-03-11,52.540000915527344
2022-03-14,52.310001373291016
2022-03-15,52.560001373291016
2022-03-16,55.0
2022-03-17,55.959999084472656
2022-03-18,56.720001220703125
2022-03-21,56.22999954223633
2022-03-22,56.88999938964844
2022-03-23,56.31999969482422
2022-03-24,56.77000045776367
2022-03-25,56.310001373291016
2022-03-28,56.5099983215332
2022-03-29,57.88999938964844
2022-03-30,57.61000061035156
2022-03-31,56.65999984741211
2022-04-01,57.220001220703125
2022-04-04,58.02000045776367
2022-04-05,57.060001373291016
2022-04-06,56.09000015258789
2022-04-07,56.029998779296875
2022-04-08,55.86000061035156
2022-04-11,55.02000045776367
2022-04-12,54.709999084472656
2022-04-13,55.43000030517578
2022-04-14,55.0
2022-04-18,54.66999816894531
2022-04-19,54.86000061035156
2022-04-20,55.11000061035156
2022-04-21,54.380001068115234
2022-04-22,53.38999938964844
2022-04-25,53.119998931884766
2022-04-26,51.7400016784668
2022-04-27,52.13999938964844
2022-04-28,53.029998779296875
2022-04-29,52.38999938964844
2022-05-02,52.349998474121094
2022-05-03,52.56999969482422
2022-05-04,53.2400016784668
2022-05-05,51.619998931884766
2022-05-06,50.709999084472656
2022-05-09,48.93000030517578
2022-05-10,49.22999954223633
2022-05-11,49.060001373291016
2022-05-12,48.9900016784668
2022-05-13,50.470001220703125
2022-05-16,50.400001525878906
2022-05-17,51.5
2022-05-18,50.310001373291016
2022-05-19,50.66999816894531
2022-05-20,51.15999984741211
2022-05-23,51.779998779296875
2022-05-24,51.27000045776367
2022-05-25,51.33000183105469
2022-05-26,51.939998626708984
2022-05-27,52.900001525878906
2022-05-31,53.040000915527344
2022-06-01,52.369998931884766
2022-06-02,53.529998779296875
2022-06-03,52.81999969482422
2022-06-06,53.130001068115234
2022-06-07,53.36000061035156
2022-06-08,53.0
2022-06-09,51.880001068115234
2022-06-10,50.68000030517578
2022-06-13,48.529998779296875
2022-06-14,48.099998474121094
2022-06-15,48.880001068115234
2022-06-16,47.47999954223633
2022-06-17,47.5
2022-06-21,48.310001373291016
2022-06-22,47.7599983215332
2022-06-23,47.630001068115234
2022-06-24,49.04999923706055
2022-06-27,49.06999969482422
2022-06-28,48.72999954223633
2022-06-29,48.459999084472656
2022-06-30,48.08000183105469
2022-07-01,48.02000045776367
2022-07-05,47.4900016784668
2022-07-06,47.34000015258789
2022-07-07,48.189998626708984
2022-07-08,48.209999084472656
2022-07-11,47.36000061035156
2022-07-12,47.130001068115234
2022-07-13,47.11000061035156
2022-07-14,46.7599983215332
2022-07-15,47.45000076293945
2022-07-18,47.68000030517578
2022-07-19,48.779998779296875
2022-07-20,48.810001373291016
2022-07-21,49.29999923706055
2022-07-22,48.959999084472656
2022-07-25,49.04999923706055
2022-07-26,48.540000915527344
2022-07-27,49.52000045776367
2022-07-28,50.02000045776367
2022-07-29,50.4900016784668
2022-08-01,50.4900016784668
2022-08-02,49.83000183105469
2022-08-03,50.15999984741211
2022-08-04,50.59000015258789
2022-08-05,50.349998474121094
2022-08-08,50.59000015258789
2022-08-09,50.060001373291016
2022-08-10,51.040000915527344
2022-08-11,51.290000915527344
2022-08-12,51.86000061035156
2022-08-15,51.66999816894531
2022-08-16,51.380001068115234
2022-08-17,51.06999969482422
2022-08-18,50.84000015258789
2022-08-19,50.060001373291016
2022-08-22,49.18000030517578
2022-08-23,49.34000015258789
2022-08-24,49.459999084472656
2022-08-25,50.130001068115234
2022-08-26,48.959999084472656
2022-08-29,48.70000076293945
2022-08-30,48.41999816894531
2022-08-31,48.16999816894531
2022-09-01,47.5099983215332
2022-09-02,47.369998931884766
2022-09-06,47.150001525878906
2022-09-07,47.470001220703125
2022-09-08,47.68000030517578
2022-09-09,48.7400016784668
2022-09-12,49.439998626708984
2022-09-13,47.619998931884766
2022-09-14,47.810001373291016
2022-09-15,47.290000915527344
2022-09-16,46.77000045776367
2022-09-19,47.040000915527344
2022-09-20,46.470001220703125
2022-09-21,45.70000076293945
2022-09-22,45.130001068115234
2022-09-23,43.959999084472656
2022-09-26,43.5
2022-09-27,43.439998626708984
2022-09-28,44.2599983215332
2022-09-29,43.5099983215332
2022-09-30,43.56999969482422
2022-10-03,44.59000015258789
2022-10-04,46.290000915527344
2022-10-05,46.130001068115234
2022-10-06,45.619998931884766
2022-10-07,44.7400016784668
2022-10-10,44.40999984741211
2022-10-11,43.790000915527344
2022-10-12,43.790000915527344
2022-10-13,44.310001373291016
2022-10-14,43.63999938964844
2022-10-17,44.689998626708984
2022-10-18,45.029998779296875
2022-10-19,44.47999954223633
2022-10-20,44.41999816894531
2022-10-21,45.13999938964844
2022-10-24,44.84000015258789
2022-10-25,45.65999984741211
2022-10-26,46.130001068115234
2022-10-27,45.79999923706055
2022-10-28,46.04999923706055
2022-10-31,45.72999954223633
2022-11-01,46.20000076293945
2022-11-02,45.59000015258789
2022-11-03,45.279998779296875
2022-11-04,46.75
2022-11-07,47.150001525878906
2022-11-08,47.58000183105469
2022-11-09,46.779998779296875
2022-11-10,49.04999923706055
2022-11-11,50.22999954223633
2022-11-14,49.790000915527344
2022-11-15,50.5099983215332
2022-11-16,50.060001373291016
2022-11-17,49.880001068115234
2022-11-18,49.88999938964844
2022-11-21,49.369998931884766
2022-11-22,49.93000030517578
2022-11-23,50.34000015258789
2022-11-25,50.45000076293945
2022-11-28,49.70000076293945
2022-11-29,49.97999954223633
2022-11-30,51.34000015258789
2022-12-01,51.68000030517578
2022-12-02,51.56999969482422
2022-12-05,50.810001373291016
2022-12-06,50.400001525878906
2022-12-07,50.220001220703125
2022-12-08,50.58000183105469
2022-12-09,50.619998931884766
2022-12-12,50.779998779296875
2022-12-13,51.31999969482422
2022-12-14,51.38999938964844
2022-12-15,49.34000015258789
2022-12-16,48.869998931884766
2022-12-19,48.66999816894531
2022-12-20,48.7599983215332
2022-12-21,49.22999954223633
2022-12-22,48.689998626708984
2022-12-23,48.84000015258789
2022-12-27,48.93000030517578
2022-12-28,48.41999816894531
2022-12-29,49.29999923706055
2022-12-30,48.900001525878906
2023-01-03,49.029998779296875
2023-01-04,49.599998474121094
2023-01-05,49.349998474121094
2023-01-06,50.4900016784668
2023-01-09,51.13999938964844
2023-01-10,51.09000015258789
2023-01-11,51.40999984741211
2023-01-12,52.0
2023-01-13,52.529998779296875
2023-01-17,52.58000183105469
2023-01-18,52.540000915527344
2023-01-19,52.369998931884766
2023-01-20,53.0099983215332
2023-01-23,53.31999969482422
2023-01-24,53.310001373291016
2023-01-25,53.47999954223633
2023-01-26,53.810001373291016
2023-01-27,53.650001525878906
2023-01-30,53.13999938964844
2023-01-31,53.33000183105469
2023-02-01,53.86000061035156
2023-02-02,54.130001068115234
2023-02-03,53.68000030517578
2023-02-06,52.900001525878906
2023-02-07,53.2400016784668
2023-02-08,53.029998779296875
2023-02-09,53.060001373291016
2023-02-10,52.689998626708984
2023-02-13,53.130001068115234
2023-02-14,53.209999084472656
2023-02-15,53.130001068115234
2023-02-16,52.81999969482422
2023-02-17,52.61000061035156
2023-02-21,52.0099983215332
2023-02-22,51.720001220703125
2023-02-23,51.810001373291016
2023-02-24,51.04999923706055
2023-02-27,51.5099983215332
2023-02-28,51.33000183105469
2023-03-01,51.70000076293945
2023-03-02,51.900001525878906
2023-03-03,52.68000030517578
2023-03-06,52.560001373291016
2023-03-07,51.970001220703125
2023-03-08,52.0
2023-03-09,51.599998474121094
2023-03-10,51.0099983215332
2023-03-13,50.66999816894531
2023-03-14,51.27000045776367
2023-03-15,49.83000183105469
2023-03-16,50.630001068115234
2023-03-17,50.43000030517578
2023-03-20,50.86000061035156
2023-03-21,51.650001525878906
2023-03-22,51.619998931884766
2023-03-23,52.029998779296875
2023-03-24,51.61000061035156
2023-03-27,51.959999084472656
2023-03-28,52.06999969482422
2023-03-29,52.810001373291016
