Date,RGAGX
2022-02-28,64.5199966430664
2022-03-01,63.38999938964844
2022-03-02,64.33999633789062
2022-03-03,63.08000183105469
2022-03-04,62.04999923706055
2022-03-07,59.630001068115234
2022-03-08,59.599998474121094
2022-03-09,61.779998779296875
2022-03-10,61.439998626708984
2022-03-11,60.130001068115234
2022-03-14,59.130001068115234
2022-03-15,60.63999938964844
2022-03-16,62.91999816894531
2022-03-17,64.08000183105469
2022-03-18,65.38999938964844
2022-03-21,64.98999786376953
2022-03-22,66.26000213623047
2022-03-23,65.36000061035156
2022-03-24,66.25
2022-03-25,66.08999633789062
2022-03-28,66.98999786376953
2022-03-29,68.19000244140625
2022-03-30,67.51000213623047
2022-03-31,66.45999908447266
2022-04-01,66.83000183105469
2022-04-04,67.94999694824219
2022-04-05,66.55999755859375
2022-04-06,65.20999908447266
2022-04-07,65.37000274658203
2022-04-08,64.87999725341797
2022-04-11,63.65999984741211
2022-04-12,63.439998626708984
2022-04-13,64.69000244140625
2022-04-14,63.630001068115234
2022-04-18,63.5099983215332
2022-04-19,64.7699966430664
2022-04-20,63.7400016784668
2022-04-21,62.5
2022-04-22,60.97999954223633
2022-04-25,61.34000015258789
2022-04-26,58.869998931884766
2022-04-27,58.9900016784668
2022-04-28,60.54999923706055
2022-04-29,58.47999954223633
2022-05-02,59.2400016784668
2022-05-03,59.380001068115234
2022-05-04,61.11000061035156
2022-05-05,58.34000015258789
2022-05-06,57.52000045776367
2022-05-09,54.65999984741211
2022-05-10,55.04999923706055
2022-05-11,53.77000045776367
2022-05-12,53.939998626708984
2022-05-13,55.959999084472656
2022-05-16,55.27000045776367
2022-05-17,56.59000015258789
2022-05-18,54.25
2022-05-19,54.40999984741211
2022-05-20,54.189998626708984
2022-05-23,54.869998931884766
2022-05-24,53.630001068115234
2022-05-25,54.45000076293945
2022-05-26,55.900001525878906
2022-05-27,57.59000015258789
2022-05-31,57.279998779296875
2022-06-01,56.75
2022-06-02,58.189998626708984
2022-06-03,56.90999984741211
2022-06-06,57.18000030517578
2022-06-07,57.68000030517578
2022-06-08,57.2599983215332
2022-06-09,55.83000183105469
2022-06-10,54.06999969482422
2022-06-13,51.56999969482422
2022-06-14,51.470001220703125
2022-06-15,52.52000045776367
2022-06-16,50.369998931884766
2022-06-17,50.7599983215332
2022-06-21,52.0099983215332
2022-06-22,51.880001068115234
2022-06-23,52.38999938964844
2022-06-24,54.11000061035156
2022-06-27,53.90999984741211
2022-06-28,52.75
2022-06-29,52.560001373291016
2022-06-30,51.88999938964844
2022-07-01,52.34000015258789
2022-07-05,52.779998779296875
2022-07-06,52.7599983215332
2022-07-07,53.869998931884766
2022-07-08,53.869998931884766
2022-07-11,52.810001373291016
2022-07-12,52.25
2022-07-13,52.11000061035156
2022-07-14,51.790000915527344
2022-07-15,52.86000061035156
2022-07-18,52.709999084472656
2022-07-19,54.2400016784668
2022-07-20,54.86000061035156
2022-07-21,55.68000030517578
2022-07-22,54.720001220703125
2022-07-25,54.72999954223633
2022-07-26,53.77000045776367
2022-07-27,55.58000183105469
2022-07-28,56.22999954223633
2022-07-29,57.189998626708984
2022-08-01,57.060001373291016
2022-08-02,56.90999984741211
2022-08-03,58.02000045776367
2022-08-04,58.22999954223633
2022-08-05,58.040000915527344
2022-08-08,58.20000076293945
2022-08-09,57.56999969482422
2022-08-10,59.189998626708984
2022-08-11,59.040000915527344
2022-08-12,60.150001525878906
2022-08-15,60.29999923706055
2022-08-16,60.2599983215332
2022-08-17,59.529998779296875
2022-08-18,59.65999984741211
2022-08-19,58.599998474121094
2022-08-22,57.31999969482422
2022-08-23,57.380001068115234
2022-08-24,57.709999084472656
2022-08-25,58.599998474121094
2022-08-26,56.599998474121094
2022-08-29,56.209999084472656
2022-08-30,55.56999969482422
2022-08-31,55.2599983215332
2022-09-01,55.119998931884766
2022-09-02,54.630001068115234
2022-09-06,54.38999938964844
2022-09-07,55.41999816894531
2022-09-08,56.029998779296875
2022-09-09,57.209999084472656
2022-09-12,57.79999923706055
2022-09-13,55.31999969482422
2022-09-14,55.720001220703125
2022-09-15,55.279998779296875
2022-09-16,54.68000030517578
2022-09-19,55.04999923706055
2022-09-20,54.369998931884766
2022-09-21,53.34000015258789
2022-09-22,52.540000915527344
2022-09-23,51.439998626708984
2022-09-26,50.95000076293945
2022-09-27,51.09000015258789
2022-09-28,52.349998474121094
2022-09-29,51.130001068115234
2022-09-30,50.529998779296875
2022-10-03,51.47999954223633
2022-10-04,53.380001068115234
2022-10-05,53.22999954223633
2022-10-06,52.90999984741211
2022-10-07,51.2400016784668
2022-10-10,50.65999984741211
2022-10-11,50.0
2022-10-12,50.040000915527344
2022-10-13,50.939998626708984
