Date,SCWCX
2022-02-28,56.2400016784668
2022-03-01,55.279998779296875
2022-03-02,56.08000183105469
2022-03-03,54.810001373291016
2022-03-04,53.33000183105469
2022-03-07,51.380001068115234
2022-03-08,51.459999084472656
2022-03-09,53.45000076293945
2022-03-10,52.9900016784668
2022-03-11,52.150001525878906
2022-03-14,51.2599983215332
2022-03-15,51.81999969482422
2022-03-16,54.02000045776367
2022-03-17,54.90999984741211
2022-03-18,55.869998931884766
2022-03-21,55.15999984741211
2022-03-22,55.689998626708984
2022-03-23,54.90999984741211
2022-03-24,55.27000045776367
2022-03-25,54.88999938964844
2022-03-28,54.91999816894531
2022-03-29,56.619998931884766
2022-03-30,56.099998474121094
2022-03-31,55.31999969482422
2022-04-01,55.84000015258789
2022-04-04,56.45000076293945
2022-04-05,55.61000061035156
2022-04-06,54.529998779296875
2022-04-07,54.369998931884766
2022-04-08,54.0099983215332
2022-04-11,53.34000015258789
2022-04-12,53.209999084472656
2022-04-13,54.08000183105469
2022-04-14,53.58000183105469
2022-04-18,53.08000183105469
2022-04-19,53.86000061035156
2022-04-20,53.849998474121094
2022-04-21,52.849998474121094
2022-04-22,51.65999984741211
2022-04-25,51.900001525878906
2022-04-26,50.189998626708984
2022-04-27,50.11000061035156
2022-04-28,50.869998931884766
2022-04-29,49.939998626708984
2022-05-02,50.189998626708984
2022-05-03,50.2599983215332
2022-05-04,51.25
2022-05-05,49.220001220703125
2022-05-06,48.150001525878906
2022-05-09,46.18000030517578
2022-05-10,46.2599983215332
2022-05-11,45.599998474121094
2022-05-12,45.88999938964844
2022-05-13,47.630001068115234
2022-05-16,47.25
2022-05-17,48.29999923706055
2022-05-18,46.779998779296875
2022-05-19,47.220001220703125
2022-05-20,47.41999816894531
2022-05-23,47.93000030517578
2022-05-24,47.06999969482422
2022-05-25,47.38999938964844
2022-05-26,48.27000045776367
2022-05-27,49.33000183105469
2022-05-31,49.15999984741211
2022-06-01,48.56999969482422
2022-06-02,49.77000045776367
2022-06-03,49.11000061035156
2022-06-06,49.310001373291016
2022-06-07,49.52000045776367
2022-06-08,49.09000015258789
2022-06-09,47.9900016784668
2022-06-10,46.709999084472656
2022-06-13,44.619998931884766
2022-06-14,44.33000183105469
2022-06-15,45.02000045776367
2022-06-16,43.310001373291016
2022-06-17,43.75
2022-06-21,44.36000061035156
2022-06-22,44.09000015258789
2022-06-23,44.619998931884766
2022-06-24,45.95000076293945
2022-06-27,45.97999954223633
2022-06-28,45.290000915527344
2022-06-29,44.93000030517578
2022-06-30,44.529998779296875
2022-07-01,44.84000015258789
2022-07-05,44.939998626708984
2022-07-06,44.84000015258789
2022-07-07,45.77000045776367
2022-07-08,45.81999969482422
2022-07-11,44.900001525878906
2022-07-12,44.59000015258789
2022-07-13,44.470001220703125
2022-07-14,44.09000015258789
2022-07-15,44.75
2022-07-18,44.91999816894531
2022-07-19,45.970001220703125
2022-07-20,46.4900016784668
2022-07-21,47.02000045776367
2022-07-22,46.61000061035156
2022-07-25,46.63999938964844
2022-07-26,46.0
2022-07-27,47.040000915527344
2022-07-28,47.630001068115234
2022-07-29,48.11000061035156
2022-08-01,48.18000030517578
2022-08-02,47.86000061035156
2022-08-03,48.5099983215332
2022-08-04,48.72999954223633
2022-08-05,48.77000045776367
2022-08-08,49.099998474121094
2022-08-09,48.33000183105469
2022-08-10,49.66999816894531
2022-08-11,49.72999954223633
2022-08-12,50.34000015258789
2022-08-15,50.279998779296875
2022-08-16,50.189998626708984
2022-08-17,49.54999923706055
2022-08-18,49.68000030517578
2022-08-19,48.650001525878906
2022-08-22,47.66999816894531
2022-08-23,47.77000045776367
2022-08-24,48.09000015258789
2022-08-25,48.779998779296875
2022-08-26,47.369998931884766
2022-08-29,47.060001373291016
2022-08-30,46.720001220703125
2022-08-31,46.560001373291016
2022-09-01,45.93000030517578
2022-09-02,45.72999954223633
2022-09-06,45.45000076293945
2022-09-07,46.18000030517578
2022-09-08,46.540000915527344
2022-09-09,47.459999084472656
2022-09-12,48.02000045776367
2022-09-13,46.33000183105469
2022-09-14,46.470001220703125
2022-09-15,46.150001525878906
2022-09-16,45.5099983215332
2022-09-19,45.68000030517578
2022-09-20,45.15999984741211
2022-09-21,44.5099983215332
2022-09-22,43.709999084472656
2022-09-23,42.77000045776367
2022-09-26,42.25
2022-09-27,42.36000061035156
2022-09-28,43.2599983215332
2022-09-29,42.439998626708984
2022-09-30,42.400001525878906
2022-10-03,43.36000061035156
2022-10-04,44.95000076293945
2022-10-05,44.689998626708984
