Date,RRGSX
2022-02-28,83.26000213623047
2022-03-01,81.44999694824219
2022-03-02,82.0
2022-03-03,80.12000274658203
2022-03-04,78.08000183105469
2022-03-07,74.26000213623047
2022-03-08,74.02999877929688
2022-03-09,77.27999877929688
2022-03-10,76.5999984741211
2022-03-11,74.69999694824219
2022-03-14,72.95999908447266
2022-03-15,75.19999694824219
2022-03-16,78.62999725341797
2022-03-17,79.86000061035156
2022-03-18,81.9800033569336
2022-03-21,81.31999969482422
2022-03-22,83.08999633789062
2022-03-23,82.06999969482422
2022-03-24,83.62000274658203
2022-03-25,83.0
2022-03-28,84.29000091552734
2022-03-29,86.37000274658203
2022-03-30,85.22000122070312
2022-03-31,83.66999816894531
2022-04-01,83.9000015258789
2022-04-04,85.69999694824219
2022-04-05,83.69999694824219
2022-04-06,81.41000366210938
2022-04-07,81.26000213623047
2022-04-08,80.08999633789062
2022-04-11,78.51000213623047
2022-04-12,78.0199966430664
2022-04-13,79.77999877929688
2022-04-14,78.19000244140625
2022-04-18,77.9000015258789
2022-04-19,79.76000213623047
2022-04-20,78.19000244140625
2022-04-21,76.0
2022-04-22,73.66999816894531
2022-04-25,74.73999786376953
2022-04-26,71.7699966430664
2022-04-27,71.86000061035156
2022-04-28,74.44999694824219
2022-04-29,70.8499984741211
2022-05-02,71.79000091552734
2022-05-03,71.56999969482422
2022-05-04,73.81999969482422
2022-05-05,69.97000122070312
2022-05-06,68.77999877929688
2022-05-09,65.33000183105469
2022-05-10,65.83999633789062
2022-05-11,63.97999954223633
2022-05-12,64.13999938964844
2022-05-13,66.91999816894531
2022-05-16,65.77999877929688
2022-05-17,67.55999755859375
2022-05-18,64.47000122070312
2022-05-19,64.76000213623047
2022-05-20,64.55000305175781
2022-05-23,65.44999694824219
2022-05-24,63.33000183105469
2022-05-25,64.47000122070312
2022-05-26,66.26000213623047
2022-05-27,68.43000030517578
2022-05-31,68.2300033569336
2022-06-01,67.76000213623047
2022-06-02,69.8499984741211
2022-06-03,68.0199966430664
2022-06-06,68.3499984741211
2022-06-07,68.94999694824219
2022-06-08,68.66000366210938
2022-06-09,66.66000366210938
2022-06-10,64.08999633789062
2022-06-13,61.029998779296875
2022-06-14,61.08000183105469
2022-06-15,62.900001525878906
2022-06-16,60.310001373291016
2022-06-17,61.11000061035156
2022-06-21,62.66999816894531
2022-06-22,62.61000061035156
2022-06-23,63.91999816894531
2022-06-24,66.2300033569336
2022-06-27,65.44000244140625
2022-06-28,63.2599983215332
2022-06-29,63.369998931884766
2022-06-30,62.310001373291016
2022-07-01,63.029998779296875
2022-07-05,64.37999725341797
2022-07-06,64.63999938964844
2022-07-07,66.01000213623047
2022-07-08,65.97000122070312
2022-07-11,64.51000213623047
2022-07-12,63.47999954223633
2022-07-13,63.310001373291016
2022-07-14,63.20000076293945
2022-07-15,64.55999755859375
2022-07-18,64.19999694824219
2022-07-19,66.19000244140625
2022-07-20,67.4800033569336
2022-07-21,68.61000061035156
2022-07-22,66.9800033569336
2022-07-25,66.62000274658203
2022-07-26,64.98999786376953
2022-07-27,67.5999984741211
2022-07-28,68.63999938964844
2022-07-29,70.16000366210938
2022-08-01,70.01000213623047
2022-08-02,69.87999725341797
2022-08-03,71.62999725341797
2022-08-04,72.05999755859375
2022-08-05,71.83000183105469
2022-08-08,71.72000122070312
2022-08-09,70.93000030517578
2022-08-10,72.9800033569336
2022-08-11,72.58999633789062
2022-08-12,73.94999694824219
2022-08-15,74.16999816894531
2022-08-16,74.16999816894531
2022-08-17,73.20999908447266
2022-08-18,73.23999786376953
2022-08-19,71.79000091552734
2022-08-22,69.83999633789062
2022-08-23,69.62999725341797
2022-08-24,69.98999786376953
2022-08-25,71.08999633789062
2022-08-26,68.30000305175781
2022-08-29,67.6500015258789
2022-08-30,66.98999786376953
2022-08-31,66.51000213623047
2022-09-01,66.43000030517578
2022-09-02,65.69999694824219
2022-09-06,65.37999725341797
2022-09-07,66.72000122070312
2022-09-08,67.29000091552734
2022-09-09,68.7699966430664
2022-09-12,69.79000091552734
2022-09-13,66.33999633789062
2022-09-14,66.80999755859375
2022-09-15,65.98999786376953
2022-09-16,65.30000305175781
2022-09-19,65.51000213623047
2022-09-20,64.73999786376953
2022-09-21,63.45000076293945
2022-09-22,62.63999938964844
2022-09-23,61.689998626708984
2022-09-26,61.5
2022-09-27,61.560001373291016
2022-09-28,62.79999923706055
2022-09-29,61.060001373291016
2022-09-30,60.16999816894531
2022-10-03,61.36000061035156
2022-10-04,63.79999923706055
2022-10-05,63.779998779296875
2022-10-06,63.400001525878906
2022-10-07,60.9900016784668
2022-10-10,60.06999969482422
2022-10-11,59.33000183105469
2022-10-12,59.34000015258789
2022-10-13,60.31999969482422
2022-10-14,58.33000183105469
2022-10-17,60.5099983215332
2022-10-18,61.15999984741211
2022-10-19,60.75
2022-10-20,60.58000183105469
2022-10-21,62.02000045776367
2022-10-24,62.529998779296875
2022-10-25,64.06999969482422
2022-10-26,62.619998931884766
2022-10-27,61.79999923706055
2022-10-28,62.97999954223633
2022-10-31,62.5
2022-11-01,61.439998626708984
2022-11-02,59.33000183105469
2022-11-03,58.2400016784668
2022-11-04,58.7400016784668
2022-11-07,59.2599983215332
2022-11-08,59.619998931884766
2022-11-09,57.880001068115234
2022-11-10,62.34000015258789
2022-11-11,63.33000183105469
2022-11-14,62.61000061035156
2022-11-15,63.54999923706055
2022-11-16,62.75
2022-11-17,62.279998779296875
2022-11-18,62.25
2022-11-21,61.459999084472656
2022-11-22,62.34000015258789
2022-11-23,63.06999969482422
2022-11-25,62.849998474121094
2022-11-28,61.959999084472656
2022-11-29,61.56999969482422
2022-11-30,64.41999816894531
2022-12-01,64.44999694824219
2022-12-02,64.26000213623047
2022-12-05,62.97999954223633
2022-12-06,61.75
2022-12-07,61.56999969482422
2022-12-08,62.29999923706055
2022-12-09,61.7599983215332
2022-12-12,62.63999938964844
2022-12-13,61.09000015258789
2022-12-14,60.72999954223633
2022-12-15,58.689998626708984
2022-12-16,57.900001525878906
2022-12-19,57.11000061035156
2022-12-20,56.9900016784668
2022-12-21,57.7400016784668
2022-12-22,56.52000045776367
2022-12-23,56.66999816894531
2022-12-27,56.16999816894531
2022-12-28,55.459999084472656
2022-12-29,56.810001373291016
2022-12-30,56.70000076293945
2023-01-03,56.47999954223633
2023-01-04,56.709999084472656
2023-01-05,55.689998626708984
2023-01-06,56.849998474121094
2023-01-09,57.40999984741211
2023-01-10,57.93000030517578
2023-01-11,58.959999084472656
2023-01-12,59.38999938964844
2023-01-13,59.72999954223633
2023-01-17,59.7599983215332
2023-01-18,59.06999969482422
2023-01-19,58.650001525878906
2023-01-20,60.189998626708984
2023-01-23,61.220001220703125
2023-01-24,61.02000045776367
2023-01-25,61.02000045776367
2023-01-26,61.900001525878906
2023-01-27,62.290000915527344
2023-01-30,61.130001068115234
2023-01-31,62.18000030517578
2023-02-01,63.41999816894531
2023-02-02,65.19999694824219
2023-02-03,63.970001220703125
2023-02-06,63.380001068115234
2023-02-07,64.56999969482422
2023-02-08,63.709999084472656
2023-02-09,63.18000030517578
2023-02-10,62.70000076293945
2023-02-13,63.59000015258789
