Date,AMCPX
2022-02-28,39.41999816894531
2022-03-01,38.79999923706055
2022-03-02,39.380001068115234
2022-03-03,38.75
2022-03-04,38.119998931884766
2022-03-07,36.58000183105469
2022-03-08,36.40999984741211
2022-03-09,37.7400016784668
2022-03-10,37.52000045776367
2022-03-11,36.779998779296875
2022-03-14,36.27000045776367
2022-03-15,37.18000030517578
2022-03-16,38.54999923706055
2022-03-17,39.16999816894531
2022-03-18,39.900001525878906
2022-03-21,39.52000045776367
2022-03-22,40.119998931884766
2022-03-23,39.33000183105469
2022-03-24,39.86000061035156
2022-03-25,39.689998626708984
2022-03-28,40.11000061035156
2022-03-29,40.959999084472656
2022-03-30,40.45000076293945
2022-03-31,39.810001373291016
2022-04-01,39.9900016784668
2022-04-04,40.470001220703125
2022-04-05,39.77000045776367
2022-04-06,39.060001373291016
2022-04-07,39.189998626708984
2022-04-08,38.95000076293945
2022-04-11,38.310001373291016
2022-04-12,38.08000183105469
2022-04-13,38.779998779296875
2022-04-14,38.189998626708984
2022-04-18,37.97999954223633
2022-04-19,38.84000015258789
2022-04-20,38.279998779296875
2022-04-21,37.43000030517578
2022-04-22,36.439998626708984
2022-04-25,36.7599983215332
2022-04-26,35.560001373291016
2022-04-27,35.59000015258789
2022-04-28,36.63999938964844
2022-04-29,35.33000183105469
2022-05-02,35.709999084472656
2022-05-03,35.650001525878906
2022-05-04,36.630001068115234
2022-05-05,35.099998474121094
2022-05-06,34.540000915527344
2022-05-09,33.029998779296875
2022-05-10,33.22999954223633
2022-05-11,32.54999923706055
2022-05-12,32.77000045776367
2022-05-13,33.93000030517578
2022-05-16,33.5099983215332
2022-05-17,34.27000045776367
2022-05-18,32.880001068115234
2022-05-19,33.0099983215332
2022-05-20,33.04999923706055
2022-05-23,33.38999938964844
2022-05-24,32.77000045776367
2022-05-25,33.209999084472656
2022-05-26,34.08000183105469
2022-05-27,35.060001373291016
2022-05-31,34.790000915527344
2022-06-01,34.369998931884766
2022-06-02,35.29999923706055
2022-06-03,34.630001068115234
2022-06-06,34.810001373291016
2022-06-07,35.130001068115234
2022-06-08,34.84000015258789
2022-06-09,33.9900016784668
2022-06-10,32.90999984741211
2022-06-13,31.43000030517578
2022-06-14,31.31999969482422
2022-06-15,29.690000534057617
2022-06-16,28.56999969482422
2022-06-17,28.8700008392334
2022-06-21,29.459999084472656
2022-06-22,29.489999771118164
2022-06-23,30.020000457763672
2022-06-24,30.969999313354492
2022-06-27,30.790000915527344
2022-06-28,30.09000015258789
2022-06-29,30.06999969482422
2022-06-30,29.739999771118164
2022-07-01,30.040000915527344
2022-07-05,30.3799991607666
2022-07-06,30.420000076293945
2022-07-07,30.959999084472656
2022-07-08,30.90999984741211
2022-07-11,30.40999984741211
2022-07-12,30.040000915527344
2022-07-13,29.8799991607666
2022-07-14,29.760000228881836
2022-07-15,30.389999389648438
2022-07-18,30.190000534057617
2022-07-19,31.09000015258789
2022-07-20,31.469999313354492
2022-07-21,31.920000076293945
2022-07-22,31.399999618530273
2022-07-25,31.350000381469727
2022-07-26,30.860000610351562
2022-07-27,31.799999237060547
2022-07-28,32.27000045776367
2022-07-29,32.619998931884766
2022-08-01,32.619998931884766
2022-08-02,32.5
2022-08-03,33.11000061035156
2022-08-04,33.290000915527344
2022-08-05,33.25
2022-08-08,33.290000915527344
2022-08-09,32.900001525878906
2022-08-10,33.790000915527344
2022-08-11,33.66999816894531
2022-08-12,34.220001220703125
2022-08-15,34.29999923706055
2022-08-16,34.279998779296875
2022-08-17,33.84000015258789
2022-08-18,33.869998931884766
2022-08-19,33.27000045776367
2022-08-22,32.5
2022-08-23,32.400001525878906
2022-08-24,32.56999969482422
2022-08-25,33.11000061035156
2022-08-26,31.90999984741211
2022-08-29,31.639999389648438
2022-08-30,31.389999389648438
2022-08-31,31.209999084472656
2022-09-01,31.209999084472656
2022-09-02,30.899999618530273
2022-09-06,30.760000228881836
2022-09-07,31.399999618530273
2022-09-08,31.709999084472656
2022-09-09,32.310001373291016
2022-09-12,32.619998931884766
2022-09-13,31.170000076293945
2022-09-14,31.329999923706055
2022-09-15,31.059999465942383
2022-09-16,30.729999542236328
2022-09-19,30.84000015258789
2022-09-20,30.450000762939453
2022-09-21,29.920000076293945
2022-09-22,29.440000534057617
2022-09-23,29.040000915527344
2022-09-26,28.770000457763672
2022-09-27,28.780000686645508
2022-09-28,29.440000534057617
2022-09-29,28.860000610351562
2022-09-30,28.530000686645508
2022-10-03,29.200000762939453
2022-10-04,30.229999542236328
2022-10-05,30.209999084472656
2022-10-06,30.030000686645508
2022-10-07,29.079999923706055
2022-10-10,28.709999084472656
2022-10-11,28.40999984741211
2022-10-12,28.360000610351562
2022-10-13,28.799999237060547
2022-10-14,28.040000915527344
2022-10-17,28.90999984741211
2022-10-18,29.200000762939453
2022-10-19,28.8700008392334
2022-10-20,28.68000030517578
2022-10-21,29.25
2022-10-24,29.469999313354492
2022-10-25,30.100000381469727
2022-10-26,29.799999237060547
2022-10-27,29.59000015258789
2022-10-28,30.110000610351562
2022-10-31,29.940000534057617
2022-11-01,29.790000915527344
2022-11-02,28.90999984741211
2022-11-03,28.59000015258789
2022-11-04,29.0
2022-11-07,29.209999084472656
2022-11-08,29.420000076293945
2022-11-09,28.850000381469727
2022-11-10,30.75
2022-11-11,31.200000762939453
2022-11-14,30.8700008392334
2022-11-15,31.350000381469727
2022-11-16,30.90999984741211
2022-11-17,30.6200008392334
2022-11-18,30.700000762939453
2022-11-21,30.440000534057617
2022-11-22,30.780000686645508
2022-11-23,31.06999969482422
2022-11-25,31.040000915527344
2022-11-28,30.59000015258789
2022-11-29,30.510000228881836
2022-11-30,31.639999389648438
2022-12-01,31.790000915527344
2022-12-02,31.729999542236328
2022-12-05,31.15999984741211
2022-12-06,30.719999313354492
2022-12-07,30.68000030517578
2022-12-08,31.040000915527344
2022-12-09,30.8799991607666
2022-12-12,31.290000915527344
2022-12-13,31.59000015258789
2022-12-14,31.43000030517578
2022-12-15,30.56999969482422
2022-12-16,30.260000228881836
2022-12-19,29.920000076293945
2022-12-20,29.93000030517578
2022-12-21,30.360000610351562
2022-12-22,29.950000762939453
2022-12-23,30.020000457763672
2022-12-27,29.84000015258789
2022-12-28,29.540000915527344
2022-12-29,30.18000030517578
2022-12-30,30.079999923706055
2023-01-03,30.0
2023-01-04,30.309999465942383
2023-01-05,29.899999618530273
2023-01-06,30.450000762939453
2023-01-09,30.6200008392334
2023-01-10,30.940000534057617
2023-01-11,31.40999984741211
2023-01-12,31.579999923706055
2023-01-13,31.770000457763672
2023-01-17,31.75
2023-01-18,31.43000030517578
2023-01-19,31.170000076293945
2023-01-20,31.8700008392334
2023-01-23,32.369998931884766
2023-01-24,32.279998779296875
2023-01-25,32.31999969482422
2023-01-26,32.650001525878906
2023-01-27,32.75
2023-01-30,32.27000045776367
2023-01-31,32.720001220703125
2023-02-01,33.34000015258789
2023-02-02,33.81999969482422
2023-02-03,33.36000061035156
2023-02-06,33.040000915527344
2023-02-07,33.43000030517578
2023-02-08,33.15999984741211
2023-02-09,32.95000076293945
2023-02-10,32.72999954223633
2023-02-13,33.18000030517578
2023-02-14,33.310001373291016
2023-02-15,33.529998779296875
2023-02-16,32.9900016784668
2023-02-17,32.77000045776367
2023-02-21,32.11000061035156
2023-02-22,32.119998931884766
2023-02-23,32.2400016784668
2023-02-24,31.81999969482422
2023-02-27,31.979999542236328
2023-02-28,31.969999313354492
2023-03-01,31.8700008392334
2023-03-02,32.13999938964844
2023-03-03,32.68000030517578
2023-03-06,32.56999969482422
2023-03-07,32.189998626708984
2023-03-08,32.2400016784668
2023-03-09,31.610000610351562
2023-03-10,31.040000915527344
2023-03-13,31.010000228881836
2023-03-14,31.56999969482422
2023-03-15,31.309999465942383
2023-03-16,31.920000076293945
2023-03-17,31.6200008392334
2023-03-20,31.799999237060547
2023-03-21,32.2400016784668
2023-03-22,31.75
2023-03-23,32.0
2023-03-24,32.02000045776367
2023-03-27,32.06999969482422
2023-03-28,31.950000762939453
2023-03-29,32.369998931884766
2023-03-30,32.58000183105469
2023-03-31,33.099998474121094
