Date,CEUAX
2022-02-28,56.560001373291016
2022-03-01,55.34000015258789
2022-03-02,55.91999816894531
2022-03-03,54.790000915527344
2022-03-04,52.95000076293945
2022-03-07,50.97999954223633
2022-03-08,51.040000915527344
2022-03-09,53.220001220703125
2022-03-10,52.68000030517578
2022-03-11,51.93000030517578
2022-03-14,51.709999084472656
2022-03-15,51.95000076293945
2022-03-16,54.36000061035156
2022-03-17,55.310001373291016
2022-03-18,56.060001373291016
2022-03-21,55.58000183105469
2022-03-22,56.22999954223633
2022-03-23,55.66999816894531
2022-03-24,56.11000061035156
2022-03-25,55.650001525878906
2022-03-28,55.849998474121094
2022-03-29,57.209999084472656
2022-03-30,56.939998626708984
2022-03-31,56.0
2022-04-01,56.54999923706055
2022-04-04,57.34000015258789
2022-04-05,56.38999938964844
2022-04-06,55.43000030517578
2022-04-07,55.369998931884766
2022-04-08,55.20000076293945
2022-04-11,54.369998931884766
2022-04-12,54.06999969482422
2022-04-13,54.779998779296875
2022-04-14,54.349998474121094
2022-04-18,54.02000045776367
2022-04-19,54.20000076293945
2022-04-20,54.459999084472656
2022-04-21,53.7400016784668
2022-04-22,52.7599983215332
2022-04-25,52.47999954223633
2022-04-26,51.119998931884766
2022-04-27,51.52000045776367
2022-04-28,52.38999938964844
2022-04-29,51.77000045776367
2022-05-02,51.720001220703125
2022-05-03,51.939998626708984
2022-05-04,52.599998474121094
2022-05-05,51.0
2022-05-06,50.099998474121094
2022-05-09,48.34000015258789
2022-05-10,48.630001068115234
2022-05-11,48.470001220703125
2022-05-12,48.400001525878906
2022-05-13,49.86000061035156
2022-05-16,49.790000915527344
2022-05-17,50.869998931884766
2022-05-18,49.70000076293945
2022-05-19,50.04999923706055
2022-05-20,50.540000915527344
2022-05-23,51.150001525878906
2022-05-24,50.650001525878906
2022-05-25,50.70000076293945
2022-05-26,51.310001373291016
2022-05-27,52.2599983215332
2022-05-31,52.38999938964844
2022-06-01,51.72999954223633
2022-06-02,52.880001068115234
2022-06-03,52.16999816894531
2022-06-06,52.47999954223633
2022-06-07,52.70000076293945
2022-06-08,52.349998474121094
2022-06-09,51.2400016784668
2022-06-10,50.04999923706055
2022-06-13,47.91999816894531
2022-06-14,47.5
2022-06-15,48.279998779296875
2022-06-16,46.88999938964844
2022-06-17,46.90999984741211
2022-06-21,47.709999084472656
2022-06-22,47.16999816894531
2022-06-23,47.040000915527344
2022-06-24,48.439998626708984
2022-06-27,48.459999084472656
2022-06-28,48.119998931884766
2022-06-29,47.849998474121094
2022-06-30,47.47999954223633
2022-07-01,47.41999816894531
2022-07-05,46.88999938964844
2022-07-06,46.7400016784668
2022-07-07,47.59000015258789
2022-07-08,47.599998474121094
2022-07-11,46.7599983215332
2022-07-12,46.529998779296875
2022-07-13,46.52000045776367
2022-07-14,46.16999816894531
2022-07-15,46.849998474121094
2022-07-18,47.08000183105469
2022-07-19,48.15999984741211
2022-07-20,48.189998626708984
2022-07-21,48.68000030517578
2022-07-22,48.34000015258789
2022-07-25,48.41999816894531
2022-07-26,47.91999816894531
2022-07-27,48.88999938964844
2022-07-28,49.380001068115234
2022-07-29,49.849998474121094
2022-08-01,49.849998474121094
2022-08-02,49.20000076293945
2022-08-03,49.52000045776367
2022-08-04,49.939998626708984
2022-08-05,49.70000076293945
2022-08-08,49.95000076293945
2022-08-09,49.41999816894531
2022-08-10,50.38999938964844
2022-08-11,50.630001068115234
2022-08-12,51.189998626708984
2022-08-15,51.0099983215332
2022-08-16,50.709999084472656
2022-08-17,50.40999984741211
2022-08-18,50.18000030517578
2022-08-19,49.41999816894531
2022-08-22,48.540000915527344
2022-08-23,48.70000076293945
2022-08-24,48.81999969482422
2022-08-25,49.47999954223633
2022-08-26,48.31999969482422
2022-08-29,48.06999969482422
2022-08-30,47.790000915527344
2022-08-31,47.540000915527344
2022-09-01,46.900001525878906
2022-09-02,46.7599983215332
2022-09-06,46.540000915527344
2022-09-07,46.849998474121094
2022-09-08,47.060001373291016
2022-09-09,48.11000061035156
2022-09-12,48.79999923706055
2022-09-13,47.0
2022-09-14,47.18000030517578
2022-09-15,46.68000030517578
2022-09-16,46.150001525878906
2022-09-19,46.41999816894531
2022-09-20,45.86000061035156
2022-09-21,45.099998474121094
2022-09-22,44.540000915527344
