Date,FSPSX
2022-02-28,45.939998626708984
2022-03-01,44.93000030517578
2022-03-02,45.369998931884766
2022-03-03,44.5099983215332
2022-03-04,43.13999938964844
2022-03-07,41.91999816894531
2022-03-08,42.02000045776367
2022-03-09,43.869998931884766
2022-03-10,43.31999969482422
2022-03-11,42.88999938964844
2022-03-14,43.36000061035156
2022-03-15,43.61000061035156
2022-03-16,45.16999816894531
2022-03-17,45.599998474121094
2022-03-18,46.09000015258789
2022-03-21,45.7400016784668
2022-03-22,46.209999084472656
2022-03-23,45.75
2022-03-24,45.97999954223633
2022-03-25,45.939998626708984
2022-03-28,45.849998474121094
2022-03-29,46.849998474121094
2022-03-30,46.72999954223633
2022-03-31,45.9900016784668
2022-04-01,46.33000183105469
2022-04-04,46.5099983215332
2022-04-05,45.97999954223633
2022-04-06,45.45000076293945
2022-04-07,45.459999084472656
2022-04-08,45.540000915527344
2022-04-11,45.119998931884766
2022-04-12,44.720001220703125
2022-04-13,45.220001220703125
2022-04-14,45.040000915527344
2022-04-18,44.7599983215332
2022-04-19,44.869998931884766
2022-04-20,45.279998779296875
2022-04-21,44.79999923706055
2022-04-22,44.08000183105469
2022-04-25,43.790000915527344
2022-04-26,42.59000015258789
2022-04-27,42.83000183105469
2022-04-28,43.36000061035156
2022-04-29,42.959999084472656
2022-05-02,42.79999923706055
2022-05-03,43.11000061035156
2022-05-04,43.790000915527344
2022-05-05,42.5099983215332
2022-05-06,42.040000915527344
2022-05-09,40.79999923706055
2022-05-10,41.04999923706055
2022-05-11,40.86000061035156
2022-05-12,40.720001220703125
2022-05-13,41.77000045776367
2022-05-16,41.849998474121094
2022-05-17,42.619998931884766
2022-05-18,41.720001220703125
2022-05-19,42.02000045776367
2022-05-20,42.31999969482422
2022-05-23,43.060001373291016
2022-05-24,42.900001525878906
2022-05-25,42.95000076293945
2022-05-26,43.45000076293945
2022-05-27,43.970001220703125
2022-05-31,43.790000915527344
2022-06-01,43.369998931884766
2022-06-02,44.130001068115234
2022-06-03,43.540000915527344
2022-06-06,43.709999084472656
2022-06-07,43.81999969482422
2022-06-08,43.349998474121094
2022-06-09,42.31999969482422
2022-06-10,41.34000015258789
2022-06-13,39.91999816894531
2022-06-14,39.529998779296875
2022-06-15,40.279998779296875
2022-06-16,39.52000045776367
2022-06-17,39.290000915527344
2022-06-21,39.880001068115234
2022-06-22,39.650001525878906
2022-06-23,39.470001220703125
2022-06-24,40.560001373291016
2022-06-27,40.58000183105469
2022-06-28,40.380001068115234
2022-06-29,40.189998626708984
2022-06-30,39.83000183105469
2022-07-01,39.88999938964844
2022-07-05,39.13999938964844
2022-07-06,39.11000061035156
2022-07-07,39.709999084472656
2022-07-08,39.79999923706055
2022-07-11,39.209999084472656
2022-07-12,39.189998626708984
2022-07-13,39.09000015258789
2022-07-14,38.59000015258789
2022-07-15,39.189998626708984
2022-07-18,39.40999984741211
2022-07-19,40.400001525878906
2022-07-20,40.2400016784668
2022-07-21,40.63999938964844
2022-07-22,40.560001373291016
2022-07-25,40.779998779296875
2022-07-26,40.33000183105469
2022-07-27,41.13999938964844
2022-07-28,41.38999938964844
2022-07-29,41.869998931884766
2022-08-01,42.02000045776367
2022-08-02,41.38999938964844
2022-08-03,41.61000061035156
2022-08-04,41.86000061035156
2022-08-05,41.52000045776367
2022-08-08,41.650001525878906
2022-08-09,41.41999816894531
2022-08-10,42.310001373291016
2022-08-11,42.349998474121094
2022-08-12,42.59000015258789
2022-08-15,42.349998474121094
2022-08-16,42.31999969482422
2022-08-17,42.04999923706055
2022-08-18,41.869998931884766
2022-08-19,41.349998474121094
2022-08-22,40.68000030517578
2022-08-23,40.65999984741211
2022-08-24,40.68000030517578
2022-08-25,41.130001068115234
2022-08-26,40.099998474121094
2022-08-29,39.959999084472656
2022-08-30,39.77000045776367
2022-08-31,39.470001220703125
2022-09-01,38.880001068115234
2022-09-02,38.7599983215332
2022-09-06,38.59000015258789
2022-09-07,38.83000183105469
2022-09-08,38.97999954223633
2022-09-09,39.84000015258789
2022-09-12,40.439998626708984
2022-09-13,39.099998474121094
2022-09-14,39.150001525878906
2022-09-15,38.869998931884766
2022-09-16,38.630001068115234
2022-09-19,38.709999084472656
2022-09-20,38.119998931884766
2022-09-21,37.599998474121094
2022-09-22,37.459999084472656
2022-09-23,36.2400016784668
2022-09-26,35.68000030517578
2022-09-27,35.540000915527344
2022-09-28,36.33000183105469
2022-09-29,35.90999984741211
2022-09-30,35.7400016784668
2022-10-03,36.5099983215332
2022-10-04,38.0099983215332
2022-10-05,37.56999969482422
2022-10-06,36.939998626708984
2022-10-07,36.34000015258789
2022-10-10,36.09000015258789
2022-10-11,35.779998779296875
2022-10-12,35.63999938964844
2022-10-13,36.31999969482422
2022-10-14,35.7400016784668
2022-10-17,36.68000030517578
2022-10-18,36.93000030517578
2022-10-19,36.459999084472656
2022-10-20,36.41999816894531
2022-10-21,37.040000915527344
2022-10-24,37.029998779296875
2022-10-25,37.869998931884766
2022-10-26,38.2599983215332
2022-10-27,37.91999816894531
2022-10-28,38.209999084472656
2022-10-31,37.86000061035156
2022-11-01,38.22999954223633
2022-11-02,37.68000030517578
2022-11-03,37.349998474121094
2022-11-04,38.779998779296875
2022-11-07,38.9900016784668
2022-11-08,39.400001525878906
2022-11-09,38.84000015258789
2022-11-10,40.970001220703125
2022-11-11,41.779998779296875
2022-11-14,41.439998626708984
2022-11-15,41.7599983215332
2022-11-16,41.56999969482422
2022-11-17,41.5099983215332
2022-11-18,41.59000015258789
2022-11-21,41.25
2022-11-22,41.849998474121094
2022-11-23,42.369998931884766
2022-11-25,42.59000015258789
2022-11-28,42.040000915527344
2022-11-29,42.13999938964844
2022-11-30,43.04999923706055
2022-12-01,43.380001068115234
2022-12-02,43.31999969482422
2022-12-05,42.720001220703125
2022-12-06,42.54999923706055
2022-12-07,42.5099983215332
2022-12-08,42.689998626708984
2022-12-09,41.7400016784668
2022-12-12,41.75
2022-12-13,42.41999816894531
2022-12-14,42.41999816894531
2022-12-15,41.29999923706055
2022-12-16,40.939998626708984
2022-12-19,40.849998474121094
2022-12-20,41.02000045776367
2022-12-21,41.439998626708984
2022-12-22,41.09000015258789
2022-12-23,41.209999084472656
2022-12-27,41.25
2022-12-28,40.91999816894531
2022-12-29,41.52000045776367
2022-12-30,41.189998626708984
2023-01-03,41.41999816894531
2023-01-04,41.97999954223633
2023-01-05,41.59000015258789
2023-01-06,42.61000061035156
2023-01-09,42.83000183105469
2023-01-10,42.88999938964844
2023-01-11,43.16999816894531
2023-01-12,43.84000015258789
2023-01-13,44.06999969482422
2023-01-17,44.22999954223633
2023-01-18,44.150001525878906
2023-01-19,43.970001220703125
2023-01-20,44.36000061035156
2023-01-23,44.5
2023-01-24,44.54999923706055
2023-01-25,44.79999923706055
2023-01-26,44.83000183105469
2023-01-27,44.779998779296875
2023-01-30,44.5
2023-01-31,44.689998626708984
2023-02-01,45.13999938964844
2023-02-02,45.099998474121094
2023-02-03,44.650001525878906
2023-02-06,44.18000030517578
2023-02-07,44.560001373291016
2023-02-08,44.31999969482422
2023-02-09,44.470001220703125
2023-02-10,44.20000076293945
2023-02-13,44.599998474121094
2023-02-14,44.63999938964844
2023-02-15,44.439998626708984
2023-02-16,44.33000183105469
2023-02-17,44.38999938964844
2023-02-21,43.959999084472656
2023-02-22,43.720001220703125
2023-02-23,43.81999969482422
2023-02-24,43.150001525878906
2023-02-27,43.63999938964844
2023-02-28,43.38999938964844
2023-03-01,43.59000015258789
2023-03-02,43.65999984741211
2023-03-03,44.27000045776367
2023-03-06,44.25
2023-03-07,43.52000045776367
2023-03-08,43.63999938964844
2023-03-09,43.41999816894531
2023-03-10,43.060001373291016
2023-03-13,42.7599983215332
2023-03-14,43.18000030517578
2023-03-15,41.88999938964844
2023-03-16,42.45000076293945
2023-03-17,42.11000061035156
2023-03-20,42.66999816894531
2023-03-21,43.220001220703125
2023-03-22,43.25
2023-03-23,43.33000183105469
2023-03-24,43.029998779296875
2023-03-27,43.33000183105469
2023-03-28,43.529998779296875
2023-03-29,44.0
2023-03-30,44.529998779296875
2023-03-31,44.72999954223633
2023-04-03,45.02000045776367
2023-04-04,45.099998474121094
2023-04-05,44.849998474121094
2023-04-06,44.93000030517578
2023-04-10,44.779998779296875
2023-04-11,45.060001373291016
2023-04-12,45.380001068115234
2023-04-13,45.970001220703125
2023-04-14,45.81999969482422
2023-04-17,45.689998626708984
2023-04-18,45.970001220703125
2023-04-19,45.83000183105469
2023-04-20,45.84000015258789
2023-04-21,46.029998779296875
2023-04-24,46.16999816894531
2023-04-25,45.61000061035156
2023-04-26,45.599998474121094
2023-04-27,45.970001220703125
2023-04-28,45.959999084472656
2023-05-01,45.849998474121094
2023-05-02,45.5099983215332
2023-05-03,45.709999084472656
2023-05-04,45.560001373291016
2023-05-05,46.13999938964844
2023-05-08,46.16999816894531
2023-05-09,46.04999923706055
2023-05-10,45.9900016784668
2023-05-11,45.779998779296875
2023-05-12,45.70000076293945
2023-05-15,46.040000915527344
2023-05-16,45.70000076293945
2023-05-17,45.810001373291016
2023-05-18,45.689998626708984
2023-05-19,45.9900016784668
2023-05-22,46.029998779296875
2023-05-23,45.54999923706055
2023-05-24,44.83000183105469
2023-05-25,44.630001068115234
2023-05-26,45.060001373291016
2023-05-30,44.68000030517578
2023-05-31,44.15999984741211
2023-06-01,44.84000015258789
2023-06-02,45.33000183105469
2023-06-05,45.27000045776367
2023-06-06,45.52000045776367
2023-06-07,45.13999938964844
2023-06-08,45.59000015258789
2023-06-09,45.52000045776367
2023-06-12,45.7400016784668
2023-06-13,46.13999938964844
2023-06-14,46.36000061035156
2023-06-15,46.83000183105469
2023-06-16,46.779998779296875
2023-06-20,46.220001220703125
2023-06-21,46.2400016784668
2023-06-22,45.95000076293945
2023-06-23,45.2599983215332
2023-06-26,45.27000045776367
2023-06-27,45.599998474121094
2023-06-28,45.709999084472656
2023-06-29,45.61000061035156
2023-06-30,46.15999984741211
2023-07-03,46.18000030517578
2023-07-05,45.709999084472656
2023-07-06,44.880001068115234
2023-07-07,45.15999984741211
2023-07-10,45.29999923706055
2023-07-11,45.689998626708984
2023-07-12,46.560001373291016
2023-07-13,47.34000015258789
2023-07-14,47.15999984741211
2023-07-17,47.06999969482422
2023-07-18,47.33000183105469
2023-07-19,47.29999923706055
2023-07-20,47.09000015258789
2023-07-21,47.13999938964844
2023-07-24,47.0
2023-07-25,47.220001220703125
2023-07-26,47.27000045776367
2023-07-27,47.18000030517578
2023-07-28,47.470001220703125
2023-07-31,47.43000030517578
2023-08-01,47.0
2023-08-02,46.099998474121094
2023-08-03,45.959999084472656
2023-08-04,46.099998474121094
2023-08-07,46.380001068115234
2023-08-08,46.130001068115234
2023-08-09,46.130001068115234
2023-08-10,46.369998931884766
2023-08-11,46.0099983215332
2023-08-14,45.779998779296875
2023-08-15,45.290000915527344
2023-08-16,44.970001220703125
2023-08-17,44.650001525878906
2023-08-18,44.54999923706055
2023-08-21,44.689998626708984
2023-08-22,44.689998626708984
2023-08-23,45.099998474121094
2023-08-24,44.540000915527344
2023-08-25,44.70000076293945
2023-08-28,45.16999816894531
2023-08-29,45.81999969482422
2023-08-30,45.79999923706055
2023-08-31,45.63999938964844
2023-09-01,45.540000915527344
2023-09-05,45.22999954223633
2023-09-06,45.130001068115234
2023-09-07,44.9900016784668
2023-09-08,44.91999816894531
2023-09-11,45.33000183105469
2023-09-12,45.220001220703125
2023-09-13,45.08000183105469
2023-09-14,45.54999923706055
2023-09-15,45.560001373291016
2023-09-18,45.400001525878906
2023-09-19,45.41999816894531
2023-09-20,45.38999938964844
2023-09-21,44.689998626708984
2023-09-22,44.65999984741211
2023-09-25,44.400001525878906
2023-09-26,43.900001525878906
2023-09-27,43.75
2023-09-28,44.08000183105469
2023-09-29,44.0
2023-10-02,43.41999816894531
2023-10-03,42.81999969482422
2023-10-04,42.83000183105469
2023-10-05,43.220001220703125
2023-10-06,43.65999984741211
2023-10-09,43.59000015258789
2023-10-10,44.310001373291016
2023-10-11,44.41999816894531
2023-10-12,44.130001068115234
2023-10-13,43.689998626708984
