Date,RNPCX
2022-02-28,56.40999984741211
2022-03-01,55.33000183105469
2022-03-02,56.09000015258789
2022-03-03,55.18000030517578
2022-03-04,54.060001373291016
2022-03-07,52.20000076293945
2022-03-08,52.220001220703125
2022-03-09,54.279998779296875
2022-03-10,53.77000045776367
2022-03-11,52.83000183105469
2022-03-14,52.38999938964844
2022-03-15,53.279998779296875
2022-03-16,55.25
2022-03-17,56.15999984741211
2022-03-18,57.099998474121094
2022-03-21,56.75
2022-03-22,57.70000076293945
2022-03-23,56.900001525878906
2022-03-24,57.61000061035156
2022-03-25,57.47999954223633
2022-03-28,58.15999984741211
2022-03-29,59.27000045776367
2022-03-30,58.93000030517578
2022-03-31,57.97999954223633
2022-04-01,58.36000061035156
2022-04-04,59.13999938964844
2022-04-05,58.08000183105469
2022-04-06,57.029998779296875
2022-04-07,57.2400016784668
2022-04-08,56.81999969482422
2022-04-11,55.7599983215332
2022-04-12,55.43000030517578
2022-04-13,56.33000183105469
2022-04-14,55.59000015258789
2022-04-18,55.41999816894531
2022-04-19,56.150001525878906
2022-04-20,55.810001373291016
2022-04-21,55.060001373291016
2022-04-22,53.86000061035156
2022-04-25,53.880001068115234
2022-04-26,51.88999938964844
2022-04-27,52.060001373291016
2022-04-28,53.11000061035156
2022-04-29,51.970001220703125
2022-05-02,52.310001373291016
2022-05-03,52.43000030517578
2022-05-04,53.65999984741211
2022-05-05,51.52000045776367
2022-05-06,50.7400016784668
2022-05-09,48.59000015258789
2022-05-10,48.959999084472656
2022-05-11,48.150001525878906
2022-05-12,48.209999084472656
2022-05-13,49.709999084472656
2022-05-16,49.369998931884766
2022-05-17,50.56999969482422
2022-05-18,48.779998779296875
2022-05-19,48.93000030517578
2022-05-20,48.970001220703125
2022-05-23,49.63999938964844
2022-05-24,48.849998474121094
2022-05-25,49.27000045776367
2022-05-26,50.310001373291016
2022-05-27,51.650001525878906
2022-05-31,51.529998779296875
2022-06-01,50.900001525878906
2022-06-02,52.130001068115234
2022-06-03,51.099998474121094
2022-06-06,51.31999969482422
2022-06-07,51.630001068115234
2022-06-08,51.22999954223633
2022-06-09,50.0
2022-06-10,48.59000015258789
2022-06-13,46.599998474121094
2022-06-14,46.40999984741211
2022-06-15,47.349998474121094
2022-06-16,45.7599983215332
2022-06-17,45.9900016784668
2022-06-21,46.95000076293945
2022-06-22,46.70000076293945
2022-06-23,46.91999816894531
2022-06-24,48.4900016784668
2022-06-27,48.380001068115234
2022-06-28,47.5099983215332
2022-06-29,47.400001525878906
2022-06-30,46.90999984741211
2022-07-01,47.13999938964844
2022-07-05,47.060001373291016
2022-07-06,47.040000915527344
2022-07-07,47.9900016784668
2022-07-08,48.02000045776367
2022-07-11,47.13999938964844
2022-07-12,46.7400016784668
2022-07-13,46.709999084472656
2022-07-14,46.400001525878906
2022-07-15,47.2599983215332
2022-07-18,47.13999938964844
2022-07-19,48.43000030517578
2022-07-20,48.599998474121094
2022-07-21,49.36000061035156
2022-07-22,48.849998474121094
2022-07-25,48.88999938964844
2022-07-26,48.25
2022-07-27,49.5
2022-07-28,50.040000915527344
2022-07-29,50.720001220703125
2022-08-01,50.56999969482422
2022-08-02,50.220001220703125
2022-08-03,50.880001068115234
2022-08-04,51.150001525878906
2022-08-05,50.810001373291016
2022-08-08,50.939998626708984
2022-08-09,50.47999954223633
2022-08-10,51.65999984741211
2022-08-11,51.58000183105469
2022-08-12,52.349998474121094
2022-08-15,52.470001220703125
2022-08-16,52.349998474121094
2022-08-17,51.91999816894531
2022-08-18,51.86000061035156
2022-08-19,51.119998931884766
2022-08-22,50.08000183105469
2022-08-23,50.119998931884766
2022-08-24,50.31999969482422
2022-08-25,50.97999954223633
2022-08-26,49.43000030517578
2022-08-29,49.040000915527344
2022-08-30,48.56999969482422
2022-08-31,48.279998779296875
2022-09-01,48.040000915527344
2022-09-02,47.65999984741211
2022-09-06,47.5
2022-09-07,48.27000045776367
2022-09-08,48.720001220703125
2022-09-09,49.689998626708984
2022-09-12,50.20000076293945
2022-09-13,48.22999954223633
2022-09-14,48.459999084472656
2022-09-15,47.97999954223633
2022-09-16,47.540000915527344
2022-09-19,47.79999923706055
2022-09-20,47.22999954223633
2022-09-21,46.40999984741211
2022-09-22,45.849998474121094
2022-09-23,44.790000915527344
2022-09-26,44.31999969482422
2022-09-27,44.380001068115234
2022-09-28,45.36000061035156
2022-09-29,44.41999816894531
2022-09-30,44.0099983215332
2022-10-03,44.790000915527344
2022-10-04,46.36000061035156
2022-10-05,46.16999816894531
2022-10-06,45.70000076293945
2022-10-07,44.4900016784668
2022-10-10,44.13999938964844
2022-10-11,43.58000183105469
2022-10-12,43.56999969482422
2022-10-13,44.349998474121094
2022-10-14,43.31999969482422
2022-10-17,44.56999969482422
2022-10-18,44.959999084472656
2022-10-19,44.56999969482422
2022-10-20,44.15999984741211
2022-10-21,45.08000183105469
2022-10-24,45.16999816894531
2022-10-25,46.08000183105469
2022-10-26,46.13999938964844
2022-10-27,45.68000030517578
2022-10-28,46.29999923706055
2022-10-31,46.0
2022-11-01,46.130001068115234
2022-11-02,45.13999938964844
2022-11-03,44.84000015258789
2022-11-04,45.90999984741211
2022-11-07,46.22999954223633
2022-11-08,46.540000915527344
2022-11-09,45.66999816894531
2022-11-10,48.18000030517578
2022-11-11,48.9900016784668
2022-11-14,48.56999969482422
2022-11-15,49.119998931884766
2022-11-16,48.709999084472656
2022-11-17,48.47999954223633
2022-11-18,48.56999969482422
2022-11-21,48.150001525878906
2022-11-22,48.70000076293945
2022-11-23,49.18000030517578
2022-11-25,49.2400016784668
2022-11-28,48.59000015258789
2022-11-29,48.68000030517578
2022-11-30,50.2599983215332
2022-12-01,50.43000030517578
2022-12-02,50.41999816894531
2022-12-05,49.56999969482422
2022-12-06,48.9900016784668
2022-12-07,48.84000015258789
2022-12-08,49.2400016784668
2022-12-09,49.099998474121094
2022-12-12,49.38999938964844
2022-12-13,49.810001373291016
2022-12-14,49.689998626708984
2022-12-15,46.709999084472656
2022-12-16,46.20000076293945
2022-12-19,45.84000015258789
2022-12-20,45.869998931884766
2022-12-21,46.459999084472656
2022-12-22,45.86000061035156
2022-12-23,45.959999084472656
2022-12-27,45.7599983215332
2022-12-28,45.310001373291016
2022-12-29,46.150001525878906
2022-12-30,45.91999816894531
2023-01-03,45.900001525878906
2023-01-04,46.439998626708984
2023-01-05,46.06999969482422
2023-01-06,47.09000015258789
2023-01-09,47.33000183105469
2023-01-10,47.58000183105469
2023-01-11,48.029998779296875
2023-01-12,48.40999984741211
2023-01-13,48.779998779296875
2023-01-17,48.790000915527344
2023-01-18,48.40999984741211
2023-01-19,48.119998931884766
2023-01-20,48.810001373291016
2023-01-23,49.25
2023-01-24,49.209999084472656
2023-01-25,49.29999923706055
2023-01-26,49.720001220703125
2023-01-27,49.77000045776367
2023-01-30,49.2599983215332
2023-01-31,49.7400016784668
2023-02-01,50.22999954223633
2023-02-02,50.7599983215332
2023-02-03,50.40999984741211
2023-02-06,49.9900016784668
2023-02-07,50.459999084472656
2023-02-08,50.08000183105469
2023-02-09,49.880001068115234
2023-02-10,49.709999084472656
2023-02-13,50.27000045776367
2023-02-14,50.43000030517578
2023-02-15,50.47999954223633
2023-02-16,49.970001220703125
2023-02-17,49.810001373291016
2023-02-21,48.970001220703125
2023-02-22,48.83000183105469
2023-02-23,48.970001220703125
2023-02-24,48.34000015258789
2023-02-27,48.779998779296875
2023-02-28,48.650001525878906
2023-03-01,48.810001373291016
2023-03-02,49.040000915527344
2023-03-03,49.7599983215332
2023-03-06,49.619998931884766
2023-03-07,48.869998931884766
2023-03-08,48.88999938964844
2023-03-09,48.22999954223633
2023-03-10,47.619998931884766
2023-03-13,47.529998779296875
2023-03-14,48.369998931884766
2023-03-15,47.470001220703125
2023-03-16,48.2400016784668
2023-03-17,47.790000915527344
2023-03-20,48.25
2023-03-21,48.95000076293945
2023-03-22,48.56999969482422
2023-03-23,48.91999816894531
2023-03-24,48.790000915527344
2023-03-27,48.970001220703125
2023-03-28,48.97999954223633
2023-03-29,49.650001525878906
2023-03-30,50.029998779296875
2023-03-31,50.58000183105469
2023-04-03,50.68000030517578
2023-04-04,50.5
2023-04-05,50.13999938964844
2023-04-06,50.279998779296875
2023-04-10,50.27000045776367
2023-04-11,50.40999984741211
2023-04-12,50.40999984741211
2023-04-13,51.15999984741211
2023-04-14,51.02000045776367
2023-04-17,51.04999923706055
2023-04-18,51.20000076293945
2023-04-19,51.029998779296875
2023-04-20,50.79999923706055
2023-04-21,50.97999954223633
2023-04-24,50.959999084472656
2023-04-25,50.15999984741211
2023-04-26,49.970001220703125
2023-04-27,50.7400016784668
2023-04-28,51.099998474121094
2023-05-01,51.09000015258789
2023-05-02,50.65999984741211
2023-05-03,50.630001068115234
2023-05-04,50.31999969482422
2023-05-05,51.0099983215332
2023-05-08,51.119998931884766
2023-05-09,50.900001525878906
2023-05-10,51.0099983215332
2023-05-11,50.88999938964844
2023-05-12,50.7599983215332
2023-05-15,51.08000183105469
2023-05-16,50.77000045776367
2023-05-17,51.15999984741211
2023-05-18,51.5
2023-05-19,51.560001373291016
2023-05-22,51.72999954223633
2023-05-23,50.970001220703125
2023-05-24,50.45000076293945
2023-05-25,50.720001220703125
2023-05-26,51.45000076293945
2023-05-30,51.15999984741211
2023-05-31,50.810001373291016
2023-06-01,51.380001068115234
2023-06-02,52.08000183105469
2023-06-05,51.95000076293945
2023-06-06,52.119998931884766
