Date,CFNFX
2022-02-28,69.9000015258789
2022-03-01,68.83000183105469
2022-03-02,70.08999633789062
2022-03-03,69.43000030517578
2022-03-04,68.68000030517578
2022-03-07,66.44999694824219
2022-03-08,66.19000244140625
2022-03-09,68.06999969482422
2022-03-10,67.80000305175781
2022-03-11,66.86000061035156
2022-03-14,66.23999786376953
2022-03-15,67.45999908447266
2022-03-16,68.95999908447266
2022-03-17,69.9800033569336
2022-03-18,70.83000183105469
2022-03-21,70.58000183105469
2022-03-22,71.30000305175781
2022-03-23,70.3499984741211
2022-03-24,71.30000305175781
2022-03-25,71.44000244140625
2022-03-28,71.66000366210938
2022-03-29,72.66999816894531
2022-03-30,72.22000122070312
2022-03-31,71.16999816894531
2022-04-01,71.58999633789062
2022-04-04,72.16000366210938
2022-04-05,71.16000366210938
2022-04-06,70.58000183105469
2022-04-07,70.80000305175781
2022-04-08,70.66000366210938
2022-04-11,69.79000091552734
2022-04-12,69.51000213623047
2022-04-13,70.36000061035156
2022-04-14,69.69000244140625
2022-04-18,69.5999984741211
2022-04-19,70.5199966430664
2022-04-20,70.41999816894531
2022-04-21,69.16000366210938
2022-04-22,67.37999725341797
2022-04-25,67.51000213623047
2022-04-26,65.72000122070312
2022-04-27,65.9000015258789
2022-04-28,67.31999969482422
2022-04-29,65.37999725341797
2022-05-02,65.80000305175781
2022-05-03,66.13999938964844
2022-05-04,67.81999969482422
2022-05-05,65.70999908447266
2022-05-06,65.18000030517578
2022-05-09,62.83000183105469
2022-05-10,63.0099983215332
2022-05-11,62.38999938964844
2022-05-12,62.5099983215332
2022-05-13,64.20999908447266
2022-05-16,64.1500015258789
2022-05-17,65.41000366210938
2022-05-18,63.099998474121094
2022-05-19,62.90999984741211
2022-05-20,63.040000915527344
2022-05-23,63.900001525878906
2022-05-24,63.5
2022-05-25,64.08999633789062
2022-05-26,65.29000091552734
2022-05-27,66.73999786376953
2022-05-31,66.22000122070312
2022-06-01,65.7300033569336
2022-06-02,66.83000183105469
2022-06-03,65.94000244140625
2022-06-06,66.13999938964844
2022-06-07,66.70999908447266
2022-06-08,65.93000030517578
2022-06-09,64.37999725341797
2022-06-10,62.630001068115234
2022-06-13,60.11000061035156
2022-06-14,59.790000915527344
2022-06-15,59.22999954223633
2022-06-16,57.279998779296875
2022-06-17,57.31999969482422
2022-06-21,58.540000915527344
2022-06-22,58.220001220703125
2022-06-23,58.4900016784668
2022-06-24,60.220001220703125
2022-06-27,60.25
2022-06-28,59.380001068115234
2022-06-29,59.130001068115234
2022-06-30,58.56999969482422
2022-07-01,59.02000045776367
2022-07-05,58.849998474121094
2022-07-06,58.939998626708984
2022-07-07,59.900001525878906
2022-07-08,59.83000183105469
2022-07-11,59.060001373291016
2022-07-12,58.63999938964844
2022-07-13,58.380001068115234
2022-07-14,57.9900016784668
2022-07-15,59.2400016784668
2022-07-18,59.06999969482422
2022-07-19,60.7400016784668
2022-07-20,60.970001220703125
2022-07-21,61.40999984741211
2022-07-22,60.79999923706055
2022-07-25,61.04999923706055
2022-07-26,60.439998626708984
2022-07-27,61.81999969482422
2022-07-28,62.380001068115234
2022-07-29,62.97999954223633
2022-08-01,62.81999969482422
2022-08-02,62.43000030517578
2022-08-03,63.209999084472656
2022-08-04,63.33000183105469
2022-08-05,63.36000061035156
2022-08-08,63.45000076293945
2022-08-09,63.06999969482422
2022-08-10,64.44999694824219
2022-08-11,64.48999786376953
2022-08-12,65.48999786376953
2022-08-15,65.51000213623047
2022-08-16,65.56999969482422
2022-08-17,64.94999694824219
2022-08-18,65.22000122070312
2022-08-19,64.37999725341797
2022-08-22,63.22999954223633
2022-08-23,63.15999984741211
2022-08-24,63.41999816894531
2022-08-25,64.29000091552734
2022-08-26,62.29999923706055
2022-08-29,61.95000076293945
2022-08-30,61.220001220703125
2022-08-31,60.869998931884766
2022-09-01,60.779998779296875
2022-09-02,60.400001525878906
2022-09-06,60.06999969482422
2022-09-07,61.0099983215332
2022-09-08,61.540000915527344
2022-09-09,62.59000015258789
2022-09-12,63.15999984741211
2022-09-13,60.68000030517578
2022-09-14,60.59000015258789
2022-09-15,60.09000015258789
2022-09-16,59.630001068115234
2022-09-19,59.97999954223633
2022-09-20,59.27000045776367
2022-09-21,58.29999923706055
2022-09-22,57.720001220703125
2022-09-23,56.470001220703125
2022-09-26,55.7400016784668
2022-09-27,55.650001525878906
2022-09-28,56.90999984741211
2022-09-29,55.939998626708984
2022-09-30,55.36000061035156
2022-10-03,56.95000076293945
2022-10-04,58.849998474121094
2022-10-05,58.7599983215332
2022-10-06,58.27000045776367
2022-10-07,56.849998474121094
2022-10-10,56.36000061035156
2022-10-11,55.900001525878906
2022-10-12,55.79999923706055
2022-10-13,56.97999954223633
2022-10-14,55.630001068115234
2022-10-17,56.93000030517578
2022-10-18,57.4900016784668
2022-10-19,57.11000061035156
2022-10-20,56.72999954223633
2022-10-21,58.0
2022-10-24,58.47999954223633
2022-10-25,59.529998779296875
2022-10-26,59.439998626708984
2022-10-27,59.13999938964844
2022-10-28,60.15999984741211
2022-10-31,59.83000183105469
2022-11-01,59.84000015258789
2022-11-02,58.560001373291016
2022-11-03,58.189998626708984
2022-11-04,59.279998779296875
2022-11-07,59.900001525878906
2022-11-08,60.33000183105469
2022-11-09,59.16999816894531
2022-11-10,62.209999084472656
2022-11-11,62.75
2022-11-14,62.15999984741211
2022-11-15,62.68000030517578
2022-11-16,62.11000061035156
2022-11-17,61.900001525878906
2022-11-18,62.189998626708984
2022-11-21,61.97999954223633
2022-11-22,62.72999954223633
2022-11-23,63.099998474121094
2022-11-25,63.189998626708984
2022-11-28,62.2400016784668
2022-11-29,62.29999923706055
2022-11-30,64.11000061035156
2022-12-01,64.08000183105469
2022-12-02,64.05999755859375
2022-12-05,62.970001220703125
2022-12-06,62.209999084472656
2022-12-07,62.13999938964844
2022-12-08,62.59000015258789
2022-12-09,62.31999969482422
2022-12-12,63.06999969482422
2022-12-13,63.54999923706055
2022-12-14,63.33000183105469
2022-12-15,61.84000015258789
2022-12-16,59.91999816894531
2022-12-19,59.47999954223633
2022-12-20,59.619998931884766
2022-12-21,60.5099983215332
2022-12-22,59.77000045776367
2022-12-23,60.11000061035156
2022-12-27,60.02000045776367
2022-12-28,59.33000183105469
2022-12-29,60.2400016784668
2022-12-30,60.060001373291016
2023-01-03,59.849998474121094
2023-01-04,60.380001068115234
2023-01-05,59.84000015258789
2023-01-06,61.279998779296875
2023-01-09,61.349998474121094
2023-01-10,61.63999938964844
2023-01-11,62.34000015258789
2023-01-12,62.75
2023-01-13,63.0099983215332
2023-01-17,62.81999969482422
2023-01-18,62.09000015258789
2023-01-19,61.720001220703125
2023-01-20,62.7599983215332
2023-01-23,63.34000015258789
2023-01-24,63.279998779296875
2023-01-25,63.40999984741211
2023-01-26,63.9900016784668
2023-01-27,63.88999938964844
2023-01-30,63.16999816894531
2023-01-31,64.01000213623047
