Date,FWWMX
2022-02-28,57.33000183105469
2022-03-01,56.560001373291016
2022-03-02,57.65999984741211
2022-03-03,57.540000915527344
2022-03-04,57.599998474121094
2022-03-07,56.310001373291016
2022-03-08,55.7400016784668
2022-03-09,56.86000061035156
2022-03-10,56.790000915527344
2022-03-11,56.25
2022-03-14,56.209999084472656
2022-03-15,57.06999969482422
2022-03-16,57.599998474121094
2022-03-17,58.27000045776367
2022-03-18,58.59000015258789
2022-03-21,58.65999984741211
2022-03-22,59.0
2022-03-23,58.41999816894531
2022-03-24,59.20000076293945
2022-03-25,59.560001373291016
2022-03-28,59.63999938964844
2022-03-29,60.02000045776367
2022-03-30,59.91999816894531
2022-03-31,59.06999969482422
2022-04-01,59.2599983215332
2022-04-04,59.369998931884766
2022-04-05,58.93000030517578
2022-04-06,58.86000061035156
2022-04-07,59.189998626708984
2022-04-08,59.29999923706055
2022-04-11,58.56999969482422
2022-04-12,58.40999984741211
2022-04-13,58.880001068115234
2022-04-14,58.43000030517578
2022-04-18,58.47999954223633
2022-04-19,59.060001373291016
2022-04-20,59.369998931884766
2022-04-21,58.58000183105469
2022-04-22,57.15999984741211
2022-04-25,57.279998779296875
2022-04-26,56.029998779296875
2022-04-27,56.369998931884766
2022-04-28,57.2599983215332
2022-04-29,55.5099983215332
2022-05-02,55.689998626708984
2022-05-03,56.06999969482422
2022-05-04,57.52000045776367
2022-05-05,56.0
2022-05-06,55.970001220703125
2022-05-09,54.43000030517578
2022-05-10,54.56999969482422
2022-05-11,54.09000015258789
2022-05-12,54.09000015258789
2022-05-13,55.0099983215332
2022-05-16,55.09000015258789
2022-05-17,56.029998779296875
2022-05-18,54.119998931884766
2022-05-19,53.7599983215332
2022-05-20,53.93000030517578
2022-05-23,54.66999816894531
2022-05-24,54.75
2022-05-25,55.16999816894531
2022-05-26,56.0099983215332
2022-05-27,57.06999969482422
2022-05-31,56.65999984741211
2022-06-01,56.2599983215332
2022-06-02,56.83000183105469
2022-06-03,56.2400016784668
2022-06-06,56.31999969482422
2022-06-07,56.95000076293945
2022-06-08,56.29999923706055
2022-06-09,55.150001525878906
2022-06-10,53.959999084472656
2022-06-13,52.20000076293945
2022-06-14,51.88999938964844
2022-06-15,50.599998474121094
2022-06-16,49.18000030517578
2022-06-17,49.029998779296875
2022-06-21,50.220001220703125
2022-06-22,50.11000061035156
2022-06-23,50.310001373291016
2022-06-24,51.560001373291016
2022-06-27,51.63999938964844
2022-06-28,51.0
2022-06-29,50.93000030517578
2022-06-30,50.689998626708984
2022-07-01,51.04999923706055
2022-07-05,50.59000015258789
2022-07-06,50.81999969482422
2022-07-07,51.40999984741211
2022-07-08,51.36000061035156
2022-07-11,50.95000076293945
2022-07-12,50.5099983215332
2022-07-13,50.220001220703125
2022-07-14,49.90999984741211
2022-07-15,50.86000061035156
2022-07-18,50.47999954223633
2022-07-19,51.720001220703125
2022-07-20,51.65999984741211
2022-07-21,51.90999984741211
2022-07-22,51.61000061035156
2022-07-25,51.90999984741211
2022-07-26,51.599998474121094
2022-07-27,52.41999816894531
2022-07-28,52.849998474121094
2022-07-29,53.2400016784668
2022-08-01,53.029998779296875
2022-08-02,52.66999816894531
2022-08-03,53.27000045776367
2022-08-04,53.13999938964844
2022-08-05,53.22999954223633
2022-08-08,53.220001220703125
2022-08-09,53.13999938964844
2022-08-10,53.97999954223633
2022-08-11,54.02000045776367
2022-08-12,54.869998931884766
2022-08-15,54.959999084472656
2022-08-16,55.060001373291016
2022-08-17,54.72999954223633
2022-08-18,54.88999938964844
2022-08-19,54.47999954223633
2022-08-22,53.59000015258789
2022-08-23,53.439998626708984
2022-08-24,53.56999969482422
2022-08-25,54.29999923706055
2022-08-26,52.81999969482422
2022-08-29,52.61000061035156
2022-08-30,51.97999954223633
2022-08-31,51.65999984741211
2022-09-01,51.79999923706055
2022-09-02,51.38999938964844
2022-09-06,51.220001220703125
2022-09-07,51.90999984741211
2022-09-08,52.31999969482422
2022-09-09,52.970001220703125
2022-09-12,53.36000061035156
2022-09-13,51.40999984741211
2022-09-14,51.369998931884766
2022-09-15,51.040000915527344
2022-09-16,50.81999969482422
2022-09-19,51.029998779296875
2022-09-20,50.439998626708984
2022-09-21,49.68000030517578
2022-09-22,49.47999954223633
2022-09-23,48.58000183105469
2022-09-26,47.9900016784668
2022-09-27,47.869998931884766
2022-09-28,48.75
2022-09-29,48.02000045776367
2022-09-30,47.41999816894531
2022-10-03,48.720001220703125
2022-10-04,50.150001525878906
2022-10-05,50.08000183105469
2022-10-06,49.5099983215332
2022-10-07,48.40999984741211
2022-10-10,48.0
2022-10-11,47.779998779296875
2022-10-12,47.61000061035156
2022-10-13,48.79999923706055
2022-10-14,47.849998474121094
2022-10-17,48.83000183105469
2022-10-18,49.38999938964844
2022-10-19,49.099998474121094
2022-10-20,48.83000183105469
2022-10-21,49.939998626708984
2022-10-24,50.529998779296875
2022-10-25,51.0099983215332
2022-10-26,51.029998779296875
2022-10-27,51.02000045776367
2022-10-28,52.130001068115234
2022-10-31,51.880001068115234
2022-11-01,51.849998474121094
2022-11-02,51.02000045776367
2022-11-03,50.77000045776367
2022-11-04,51.5
2022-11-07,52.08000183105469
2022-11-08,52.380001068115234
2022-11-09,51.45000076293945
2022-11-10,53.599998474121094
2022-11-11,53.56999969482422
2022-11-14,53.220001220703125
2022-11-15,53.470001220703125
2022-11-16,53.15999984741211
2022-11-17,53.15999984741211
2022-11-18,53.5
2022-11-21,53.47999954223633
2022-11-22,54.16999816894531
2022-11-23,54.38999938964844
2022-11-25,54.529998779296875
2022-11-28,53.849998474121094
2022-11-29,53.880001068115234
2022-11-30,55.15999984741211
2022-12-01,55.029998779296875
2022-12-02,55.02000045776367
2022-12-05,54.209999084472656
2022-12-06,53.68000030517578
2022-12-07,53.68000030517578
2022-12-08,54.02000045776367
2022-12-09,53.66999816894531
2022-12-12,54.439998626708984
2022-12-13,54.72999954223633
2022-12-14,54.59000015258789
2022-12-15,53.5099983215332
2022-12-16,51.7599983215332
2022-12-19,51.45000076293945
2022-12-20,51.439998626708984
2022-12-21,52.16999816894531
2022-12-22,51.630001068115234
2022-12-23,51.93000030517578
2022-12-27,51.95000076293945
2022-12-28,51.439998626708984
2022-12-29,52.08000183105469
2022-12-30,51.970001220703125
2023-01-03,51.790000915527344
2023-01-04,51.970001220703125
2023-01-05,51.5
2023-01-06,52.630001068115234
2023-01-09,52.310001373291016
2023-01-10,52.52000045776367
2023-01-11,52.970001220703125
2023-01-12,53.15999984741211
2023-01-13,53.25
2023-01-17,53.0099983215332
2023-01-18,52.22999954223633
2023-01-19,51.900001525878906
2023-01-20,52.54999923706055
2023-01-23,52.939998626708984
2023-01-24,52.939998626708984
2023-01-25,53.0099983215332
2023-01-26,53.41999816894531
2023-01-27,53.189998626708984
2023-01-30,52.689998626708984
2023-01-31,53.41999816894531
2023-02-01,53.65999984741211
2023-02-02,53.810001373291016
2023-02-03,53.40999984741211
2023-02-06,53.2599983215332
2023-02-07,53.790000915527344
2023-02-08,53.41999816894531
2023-02-09,53.029998779296875
2023-02-10,53.40999984741211
2023-02-13,53.88999938964844
2023-02-14,53.709999084472656
2023-02-15,53.689998626708984
2023-02-16,53.13999938964844
2023-02-17,53.04999923706055
2023-02-21,52.13999938964844
2023-02-22,51.970001220703125
2023-02-23,52.15999984741211
2023-02-24,51.70000076293945
2023-02-27,51.79999923706055
2023-02-28,51.61000061035156
2023-03-01,51.5099983215332
2023-03-02,51.90999984741211
2023-03-03,52.619998931884766
2023-03-06,52.599998474121094
2023-03-07,51.779998779296875
2023-03-08,51.790000915527344
2023-03-09,50.95000076293945
2023-03-10,50.349998474121094
2023-03-13,50.25
2023-03-14,50.88999938964844
2023-03-15,50.150001525878906
2023-03-16,50.880001068115234
2023-03-17,50.31999969482422
2023-03-20,50.79999923706055
2023-03-21,51.2400016784668
2023-03-22,50.41999816894531
2023-03-23,50.45000076293945
2023-03-24,50.7599983215332
2023-03-27,50.93000030517578
2023-03-28,50.900001525878906
2023-03-29,51.41999816894531
2023-03-30,51.72999954223633
2023-03-31,52.31999969482422
2023-04-03,52.720001220703125
2023-04-04,52.400001525878906
2023-04-05,52.470001220703125
2023-04-06,52.58000183105469
2023-04-10,52.7400016784668
2023-04-11,52.84000015258789
2023-04-12,52.7400016784668
2023-04-13,53.2400016784668
2023-04-14,53.06999969482422
2023-04-17,53.27000045776367
2023-04-18,53.36000061035156
2023-04-19,53.25
2023-04-20,53.11000061035156
2023-04-21,53.130001068115234
2023-04-24,53.16999816894531
2023-04-25,52.47999954223633
2023-04-26,52.119998931884766
2023-04-27,52.91999816894531
2023-04-28,53.369998931884766
2023-05-01,53.439998626708984
2023-05-02,52.720001220703125
2023-05-03,52.43000030517578
2023-05-04,52.060001373291016
2023-05-05,52.90999984741211
2023-05-08,52.849998474121094
2023-05-09,52.63999938964844
2023-05-10,52.7599983215332
2023-05-11,52.61000061035156
2023-05-12,52.61000061035156
2023-05-15,52.779998779296875
2023-05-16,52.34000015258789
2023-05-17,52.900001525878906
2023-05-18,53.2400016784668
2023-05-19,53.27000045776367
2023-05-22,53.279998779296875
2023-05-23,52.849998474121094
2023-05-24,52.400001525878906
2023-05-25,52.59000015258789
2023-05-26,53.36000061035156
2023-05-30,53.150001525878906
2023-05-31,52.9900016784668
2023-06-01,53.33000183105469
2023-06-02,54.209999084472656
2023-06-05,54.040000915527344
2023-06-06,54.09000015258789
2023-06-07,54.16999816894531
2023-06-08,54.439998626708984
2023-06-09,54.41999816894531
2023-06-12,54.869998931884766
2023-06-13,55.150001525878906
2023-06-14,53.459999084472656
2023-06-15,54.119998931884766
2023-06-16,53.88999938964844
2023-06-20,53.5
2023-06-21,53.41999816894531
2023-06-22,53.380001068115234
2023-06-23,52.95000076293945
2023-06-26,52.95000076293945
2023-06-27,53.439998626708984
2023-06-28,53.34000015258789
2023-06-29,53.689998626708984
2023-06-30,54.15999984741211
2023-07-03,54.15999984741211
2023-07-05,53.95000076293945
2023-07-06,53.4900016784668
2023-07-07,53.36000061035156
2023-07-10,53.68000030517578
2023-07-11,54.08000183105469
2023-07-12,54.34000015258789
2023-07-13,54.66999816894531
2023-07-14,54.720001220703125
2023-07-17,54.88999938964844
2023-07-18,55.209999084472656
2023-07-19,55.290000915527344
2023-07-20,55.290000915527344
2023-07-21,55.41999816894531
2023-07-24,55.63999938964844
2023-07-25,55.7400016784668
2023-07-26,55.65999984741211
2023-07-27,55.459999084472656
2023-07-28,55.86000061035156
2023-07-31,55.84000015258789
2023-08-01,55.83000183105469
2023-08-02,55.279998779296875
2023-08-03,55.130001068115234
2023-08-04,54.869998931884766
2023-08-07,55.400001525878906
2023-08-08,55.2599983215332
2023-08-09,55.04999923706055
2023-08-10,54.9900016784668
2023-08-11,54.9900016784668
2023-08-14,55.20000076293945
2023-08-15,54.58000183105469
2023-08-16,54.290000915527344
2023-08-17,53.959999084472656
2023-08-18,54.060001373291016
2023-08-21,54.27000045776367
2023-08-22,54.06999969482422
2023-08-23,54.470001220703125
2023-08-24,53.86000061035156
2023-08-25,54.15999984741211
2023-08-28,54.470001220703125
2023-08-29,55.040000915527344
2023-08-30,55.150001525878906
2023-08-31,54.9900016784668
2023-09-01,54.97999954223633
2023-09-05,54.68000030517578
2023-09-06,54.459999084472656
2023-09-07,54.439998626708984
2023-09-08,54.54999923706055
2023-09-11,54.70000076293945
2023-09-12,54.61000061035156
2023-09-13,54.400001525878906
2023-09-14,54.959999084472656
2023-09-15,54.400001525878906
2023-09-18,54.41999816894531
2023-09-19,54.310001373291016
2023-09-20,53.970001220703125
2023-09-21,53.27000045776367
2023-09-22,53.15999984741211
2023-09-25,53.290000915527344
2023-09-26,52.61000061035156
2023-09-27,52.70000076293945
2023-09-28,53.0099983215332
2023-09-29,52.790000915527344
2023-10-02,52.58000183105469
2023-10-03,52.02000045776367
2023-10-04,52.2400016784668
2023-10-05,52.220001220703125
2023-10-06,52.810001373291016
2023-10-09,53.349998474121094
2023-10-10,53.599998474121094
2023-10-11,53.81999969482422
2023-10-12,53.630001068115234
2023-10-13,53.540000915527344
2023-10-16,54.09000015258789
2023-10-17,54.119998931884766
2023-10-18,53.599998474121094
2023-10-19,53.11000061035156
2023-10-20,52.560001373291016
2023-10-23,52.349998474121094
2023-10-24,52.65999984741211
2023-10-25,52.27000045776367
2023-10-26,51.65999984741211
2023-10-27,51.27000045776367
2023-10-30,51.86000061035156
2023-10-31,52.119998931884766
2023-11-01,52.459999084472656
2023-11-02,53.45000076293945
2023-11-03,53.79999923706055
2023-11-06,53.84000015258789
2023-11-07,53.849998474121094
2023-11-08,53.91999816894531
2023-11-09,53.52000045776367
2023-11-10,54.279998779296875
2023-11-13,54.22999954223633
2023-11-14,55.099998474121094
2023-11-15,55.18000030517578
2023-11-16,55.25
2023-11-17,55.41999816894531
2023-11-20,55.790000915527344
2023-11-21,55.68000030517578
2023-11-22,55.88999938964844
2023-11-24,56.08000183105469
2023-11-27,55.779998779296875
2023-11-28,55.779998779296875
2023-11-29,55.75
2023-11-30,56.11000061035156
2023-12-01,56.40999984741211
2023-12-04,56.290000915527344
2023-12-05,56.06999969482422
2023-12-06,55.86000061035156
2023-12-07,56.099998474121094
2023-12-08,56.36000061035156
2023-12-11,57.0
2023-12-12,57.29999923706055
2023-12-13,58.09000015258789
2023-12-14,58.22999954223633
2023-12-15,56.59000015258789
2023-12-18,56.79999923706055
2023-12-19,57.09000015258789
2023-12-20,56.2599983215332
2023-12-21,56.77000045776367
2023-12-22,56.849998474121094
2023-12-26,57.150001525878906
2023-12-27,57.2400016784668
2023-12-28,57.2599983215332
2023-12-29,57.18000030517578
2024-01-02,57.0099983215332
2024-01-03,56.650001525878906
2024-01-04,56.529998779296875
2024-01-05,56.58000183105469
2024-01-08,57.08000183105469
2024-01-09,56.93000030517578
2024-01-10,57.08000183105469
2024-01-11,57.06999969482422
2024-01-12,57.13999938964844
2024-01-16,56.900001525878906
2024-01-17,56.650001525878906
2024-01-18,56.970001220703125
2024-01-19,57.619998931884766
2024-01-22,57.68000030517578
2024-01-23,57.849998474121094
2024-01-24,57.939998626708984
