Date,CNPEX
2022-02-28,56.5
2022-03-01,55.40999984741211
2022-03-02,56.18000030517578
2022-03-03,55.27000045776367
2022-03-04,54.150001525878906
2022-03-07,52.290000915527344
2022-03-08,52.310001373291016
2022-03-09,54.36000061035156
2022-03-10,53.849998474121094
2022-03-11,52.90999984741211
2022-03-14,52.470001220703125
2022-03-15,53.36000061035156
2022-03-16,55.34000015258789
2022-03-17,56.25
2022-03-18,57.189998626708984
2022-03-21,56.849998474121094
2022-03-22,57.79999923706055
2022-03-23,56.9900016784668
2022-03-24,57.70000076293945
2022-03-25,57.58000183105469
2022-03-28,58.25
2022-03-29,59.369998931884766
2022-03-30,59.02000045776367
2022-03-31,58.08000183105469
2022-04-01,58.459999084472656
2022-04-04,59.22999954223633
2022-04-05,58.18000030517578
2022-04-06,57.130001068115234
2022-04-07,57.34000015258789
2022-04-08,56.91999816894531
2022-04-11,55.849998474121094
2022-04-12,55.52000045776367
2022-04-13,56.43000030517578
2022-04-14,55.68000030517578
2022-04-18,55.5099983215332
2022-04-19,56.25
2022-04-20,55.90999984741211
2022-04-21,55.150001525878906
2022-04-22,53.95000076293945
2022-04-25,53.970001220703125
2022-04-26,51.97999954223633
2022-04-27,52.150001525878906
2022-04-28,53.20000076293945
2022-04-29,52.060001373291016
2022-05-02,52.400001525878906
2022-05-03,52.52000045776367
2022-05-04,53.75
2022-05-05,51.61000061035156
2022-05-06,50.81999969482422
2022-05-09,48.66999816894531
2022-05-10,49.040000915527344
2022-05-11,48.22999954223633
2022-05-12,48.29999923706055
2022-05-13,49.790000915527344
2022-05-16,49.459999084472656
2022-05-17,50.650001525878906
2022-05-18,48.86000061035156
2022-05-19,49.0099983215332
2022-05-20,49.060001373291016
2022-05-23,49.72999954223633
2022-05-24,48.939998626708984
2022-05-25,49.349998474121094
2022-05-26,50.400001525878906
2022-05-27,51.7400016784668
2022-05-31,51.619998931884766
2022-06-01,50.9900016784668
2022-06-02,52.220001220703125
2022-06-03,51.189998626708984
2022-06-06,51.40999984741211
2022-06-07,51.720001220703125
2022-06-08,51.310001373291016
2022-06-09,50.09000015258789
2022-06-10,48.68000030517578
2022-06-13,46.68000030517578
2022-06-14,46.4900016784668
2022-06-15,47.43000030517578
2022-06-16,45.84000015258789
2022-06-17,46.06999969482422
2022-06-21,47.029998779296875
2022-06-22,46.779998779296875
2022-06-23,47.0
2022-06-24,48.56999969482422
2022-06-27,48.470001220703125
2022-06-28,47.59000015258789
2022-06-29,47.47999954223633
2022-06-30,46.9900016784668
2022-07-01,47.22999954223633
2022-07-05,47.13999938964844
2022-07-06,47.119998931884766
2022-07-07,48.08000183105469
2022-07-08,48.11000061035156
2022-07-11,47.22999954223633
2022-07-12,46.83000183105469
2022-07-13,46.79999923706055
2022-07-14,46.4900016784668
2022-07-15,47.34000015258789
2022-07-18,47.22999954223633
2022-07-19,48.5099983215332
2022-07-20,48.689998626708984
2022-07-21,49.45000076293945
2022-07-22,48.939998626708984
2022-07-25,48.97999954223633
2022-07-26,48.34000015258789
2022-07-27,49.59000015258789
2022-07-28,50.130001068115234
2022-07-29,50.81999969482422
2022-08-01,50.65999984741211
2022-08-02,50.310001373291016
2022-08-03,50.970001220703125
2022-08-04,51.25
2022-08-05,50.900001525878906
2022-08-08,51.029998779296875
2022-08-09,50.56999969482422
2022-08-10,51.7599983215332
2022-08-11,51.68000030517578
2022-08-12,52.439998626708984
2022-08-15,52.56999969482422
2022-08-16,52.45000076293945
2022-08-17,52.02000045776367
2022-08-18,51.959999084472656
2022-08-19,51.220001220703125
2022-08-22,50.16999816894531
2022-08-23,50.209999084472656
2022-08-24,50.40999984741211
2022-08-25,51.06999969482422
2022-08-26,49.52000045776367
2022-08-29,49.130001068115234
2022-08-30,48.65999984741211
2022-08-31,48.369998931884766
2022-09-01,48.130001068115234
2022-09-02,47.75
2022-09-06,47.59000015258789
2022-09-07,48.36000061035156
2022-09-08,48.810001373291016
2022-09-09,49.790000915527344
2022-09-12,50.290000915527344
2022-09-13,48.31999969482422
2022-09-14,48.54999923706055
2022-09-15,48.06999969482422
2022-09-16,47.630001068115234
2022-09-19,47.88999938964844
2022-09-20,47.31999969482422
2022-09-21,46.5
2022-09-22,45.93000030517578
2022-09-23,44.880001068115234
2022-09-26,44.400001525878906
2022-09-27,44.459999084472656
2022-09-28,45.45000076293945
2022-09-29,44.5099983215332
2022-09-30,44.09000015258789
2022-10-03,44.869998931884766
2022-10-04,46.45000076293945
2022-10-05,46.2599983215332
2022-10-06,45.790000915527344
2022-10-07,44.58000183105469
2022-10-10,44.220001220703125
2022-10-11,43.66999816894531
2022-10-12,43.65999984741211
2022-10-13,44.439998626708984
2022-10-14,43.40999984741211
2022-10-17,44.650001525878906
2022-10-18,45.04999923706055
2022-10-19,44.65999984741211
2022-10-20,44.25
2022-10-21,45.16999816894531
2022-10-24,45.25
2022-10-25,46.16999816894531
2022-10-26,46.22999954223633
2022-10-27,45.77000045776367
2022-10-28,46.38999938964844
2022-10-31,46.09000015258789
2022-11-01,46.220001220703125
2022-11-02,45.220001220703125
2022-11-03,44.91999816894531
2022-11-04,46.0
2022-11-07,46.31999969482422
2022-11-08,46.630001068115234
2022-11-09,45.7599983215332
2022-11-10,48.27000045776367
2022-11-11,49.09000015258789
2022-11-14,48.66999816894531
2022-11-15,49.220001220703125
2022-11-16,48.79999923706055
2022-11-17,48.58000183105469
2022-11-18,48.66999816894531
2022-11-21,48.2400016784668
2022-11-22,48.790000915527344
2022-11-23,49.27000045776367
2022-11-25,49.34000015258789
2022-11-28,48.68000030517578
2022-11-29,48.77000045776367
2022-11-30,50.36000061035156
2022-12-01,50.529998779296875
2022-12-02,50.52000045776367
2022-12-05,49.66999816894531
2022-12-06,49.09000015258789
2022-12-07,48.939998626708984
2022-12-08,49.34000015258789
2022-12-09,49.20000076293945
2022-12-12,49.4900016784668
2022-12-13,49.90999984741211
2022-12-14,49.790000915527344
2022-12-15,46.7599983215332
2022-12-16,46.25
2022-12-19,45.88999938964844
2022-12-20,45.91999816894531
2022-12-21,46.5099983215332
2022-12-22,45.90999984741211
2022-12-23,46.0099983215332
2022-12-27,45.810001373291016
2022-12-28,45.36000061035156
2022-12-29,46.20000076293945
2022-12-30,45.970001220703125
2023-01-03,45.95000076293945
2023-01-04,46.4900016784668
2023-01-05,46.119998931884766
2023-01-06,47.13999938964844
2023-01-09,47.38999938964844
2023-01-10,47.630001068115234
2023-01-11,48.08000183105469
2023-01-12,48.459999084472656
2023-01-13,48.83000183105469
2023-01-17,48.84000015258789
2023-01-18,48.459999084472656
2023-01-19,48.16999816894531
2023-01-20,48.86000061035156
2023-01-23,49.29999923706055
2023-01-24,49.2599983215332
2023-01-25,49.36000061035156
2023-01-26,49.779998779296875
2023-01-27,49.83000183105469
2023-01-30,49.310001373291016
2023-01-31,49.79999923706055
2023-02-01,50.290000915527344
2023-02-02,50.810001373291016
2023-02-03,50.459999084472656
2023-02-06,50.040000915527344
2023-02-07,50.52000045776367
2023-02-08,50.13999938964844
2023-02-09,49.939998626708984
2023-02-10,49.77000045776367
2023-02-13,50.33000183105469
2023-02-14,50.4900016784668
2023-02-15,50.540000915527344
2023-02-16,50.029998779296875
2023-02-17,49.869998931884766
2023-02-21,49.02000045776367
2023-02-22,48.880001068115234
2023-02-23,49.029998779296875
2023-02-24,48.38999938964844
2023-02-27,48.83000183105469
2023-02-28,48.709999084472656
2023-03-01,48.869998931884766
2023-03-02,49.099998474121094
2023-03-03,49.81999969482422
2023-03-06,49.66999816894531
2023-03-07,48.91999816894531
2023-03-08,48.95000076293945
2023-03-09,48.290000915527344
2023-03-10,47.68000030517578
2023-03-13,47.59000015258789
2023-03-14,48.43000030517578
2023-03-15,47.529998779296875
2023-03-16,48.29999923706055
2023-03-17,47.849998474121094
2023-03-20,48.310001373291016
2023-03-21,49.0099983215332
2023-03-22,48.619998931884766
2023-03-23,48.97999954223633
2023-03-24,48.849998474121094
2023-03-27,49.029998779296875
2023-03-28,49.040000915527344
2023-03-29,49.709999084472656
2023-03-30,50.09000015258789
2023-03-31,50.63999938964844
2023-04-03,50.7400016784668
2023-04-04,50.560001373291016
2023-04-05,50.20000076293945
2023-04-06,50.34000015258789
2023-04-10,50.33000183105469
2023-04-11,50.47999954223633
2023-04-12,50.47999954223633
2023-04-13,51.22999954223633
2023-04-14,51.08000183105469
2023-04-17,51.11000061035156
2023-04-18,51.27000045776367
2023-04-19,51.099998474121094
2023-04-20,50.86000061035156
2023-04-21,51.04999923706055
2023-04-24,51.029998779296875
2023-04-25,50.220001220703125
2023-04-26,50.029998779296875
2023-04-27,50.79999923706055
2023-04-28,51.16999816894531
2023-05-01,51.150001525878906
2023-05-02,50.720001220703125
2023-05-03,50.689998626708984
2023-05-04,50.38999938964844
2023-05-05,51.06999969482422
2023-05-08,51.18000030517578
2023-05-09,50.970001220703125
2023-05-10,51.06999969482422
2023-05-11,50.95000076293945
2023-05-12,50.83000183105469
2023-05-15,51.150001525878906
2023-05-16,50.84000015258789
2023-05-17,51.220001220703125
2023-05-18,51.560001373291016
2023-05-19,51.619998931884766
2023-05-22,51.79999923706055
2023-05-23,51.040000915527344
2023-05-24,50.5099983215332
2023-05-25,50.779998779296875
2023-05-26,51.52000045776367
2023-05-30,51.22999954223633
2023-05-31,50.880001068115234
2023-06-01,51.439998626708984
2023-06-02,52.150001525878906
2023-06-05,52.02000045776367
2023-06-06,52.189998626708984
2023-06-07,51.86000061035156
2023-06-08,52.209999084472656
2023-06-09,52.209999084472656
2023-06-12,52.72999954223633
2023-06-13,53.16999816894531
2023-06-14,53.33000183105469
2023-06-15,53.970001220703125
2023-06-16,53.810001373291016
2023-06-20,53.41999816894531
2023-06-21,53.20000076293945
2023-06-22,53.220001220703125
2023-06-23,52.66999816894531
2023-06-26,52.459999084472656
2023-06-27,53.0
2023-06-28,53.09000015258789
2023-06-29,53.130001068115234
2023-06-30,53.75
2023-07-03,53.75
2023-07-05,53.59000015258789
2023-07-06,52.81999969482422
2023-07-07,52.900001525878906
2023-07-10,53.209999084472656
2023-07-11,53.61000061035156
2023-07-12,54.22999954223633
2023-07-13,54.970001220703125
2023-07-14,54.970001220703125
2023-07-17,55.09000015258789
2023-07-18,55.380001068115234
2023-07-19,55.290000915527344
2023-07-20,54.720001220703125
2023-07-21,54.7400016784668
2023-07-24,54.68000030517578
2023-07-25,54.93000030517578
2023-07-26,54.84000015258789
2023-07-27,54.619998931884766
2023-07-28,55.310001373291016
2023-07-31,55.310001373291016
2023-08-01,55.040000915527344
2023-08-02,54.11000061035156
2023-08-03,53.97999954223633
2023-08-04,53.83000183105469
2023-08-07,54.33000183105469
2023-08-08,54.20000076293945
2023-08-09,53.95000076293945
2023-08-10,54.029998779296875
2023-08-11,53.709999084472656
2023-08-14,53.79999923706055
2023-08-15,53.20000076293945
2023-08-16,52.810001373291016
2023-08-17,52.349998474121094
2023-08-18,52.31999969482422
2023-08-21,52.70000076293945
2023-08-22,52.650001525878906
2023-08-23,53.27000045776367
2023-08-24,52.459999084472656
2023-08-25,52.75
2023-08-28,53.130001068115234
2023-08-29,54.029998779296875
2023-08-30,54.06999969482422
2023-08-31,53.939998626708984
2023-09-01,53.90999984741211
2023-09-05,53.709999084472656
2023-09-06,53.459999084472656
2023-09-07,53.22999954223633
2023-09-08,53.2400016784668
2023-09-11,53.66999816894531
2023-09-12,53.40999984741211
2023-09-13,53.310001373291016
2023-09-14,53.689998626708984
2023-09-15,53.2599983215332
2023-09-18,53.040000915527344
2023-09-19,52.959999084472656
2023-09-20,52.59000015258789
2023-09-21,51.689998626708984
2023-09-22,51.630001068115234
2023-09-25,51.619998931884766
2023-09-26,50.9900016784668
2023-09-27,51.060001373291016
2023-09-28,51.43000030517578
2023-09-29,51.33000183105469
2023-10-02,51.06999969482422
2023-10-03,50.33000183105469
