Date,VTIAX
2022-02-28,32.25
2022-03-01,31.700000762939453
2022-03-02,31.969999313354492
2022-03-03,31.5
2022-03-04,30.739999771118164
2022-03-07,29.850000381469727
2022-03-08,29.850000381469727
2022-03-09,30.889999389648438
2022-03-10,30.6299991607666
2022-03-11,30.280000686645508
2022-03-14,30.200000762939453
2022-03-15,30.309999465942383
2022-03-16,31.549999237060547
2022-03-17,31.860000610351562
2022-03-18,32.15999984741211
2022-03-21,31.899999618530273
2022-03-22,32.25
2022-03-23,31.969999313354492
2022-03-24,32.13999938964844
2022-03-25,32.11000061035156
2022-03-28,32.040000915527344
2022-03-29,32.61000061035156
2022-03-30,32.560001373291016
2022-03-31,32.06999969482422
2022-04-01,32.380001068115234
2022-04-04,32.63999938964844
2022-04-05,32.25
2022-04-06,31.889999389648438
2022-04-07,31.780000686645508
2022-04-08,31.829999923706055
2022-04-11,31.479999542236328
2022-04-12,31.280000686645508
2022-04-13,31.649999618530273
2022-04-14,31.5
2022-04-18,31.299999237060547
2022-04-19,31.3700008392334
2022-04-20,31.510000228881836
2022-04-21,31.1299991607666
2022-04-22,30.639999389648438
2022-04-25,30.3799991607666
2022-04-26,29.690000534057617
2022-04-27,29.84000015258789
2022-04-28,30.239999771118164
2022-04-29,30.049999237060547
2022-05-02,29.950000762939453
2022-05-03,30.15999984741211
2022-05-04,30.549999237060547
2022-05-05,29.690000534057617
2022-05-06,29.299999237060547
2022-05-09,28.459999084472656
2022-05-10,28.579999923706055
2022-05-11,28.459999084472656
2022-05-12,28.290000915527344
2022-05-13,29.020000457763672
2022-05-16,29.06999969482422
2022-05-17,29.6200008392334
2022-05-18,29.030000686645508
2022-05-19,29.239999771118164
2022-05-20,29.43000030517578
2022-05-23,29.860000610351562
2022-05-24,29.610000610351562
2022-05-25,29.670000076293945
2022-05-26,30.020000457763672
2022-05-27,30.389999389648438
2022-05-31,30.489999771118164
2022-06-01,30.239999771118164
2022-06-02,30.700000762939453
2022-06-03,30.309999465942383
2022-06-06,30.459999084472656
2022-06-07,30.530000686645508
2022-06-08,30.31999969482422
2022-06-09,29.68000030517578
2022-06-10,29.09000015258789
2022-06-13,28.09000015258789
2022-06-14,27.969999313354492
2022-06-15,28.40999984741211
2022-06-16,27.780000686645508
2022-06-17,27.360000610351562
2022-06-21,27.770000457763672
2022-06-22,27.479999542236328
2022-06-23,27.389999389648438
2022-06-24,28.079999923706055
2022-06-27,28.1200008392334
2022-06-28,28.020000457763672
2022-06-29,27.860000610351562
2022-06-30,27.6299991607666
2022-07-01,27.59000015258789
2022-07-05,27.170000076293945
2022-07-06,27.110000610351562
2022-07-07,27.56999969482422
2022-07-08,27.600000381469727
2022-07-11,27.1299991607666
2022-07-12,27.030000686645508
2022-07-13,27.010000228881836
2022-07-14,26.68000030517578
2022-07-15,26.989999771118164
2022-07-18,27.190000534057617
2022-07-19,27.780000686645508
2022-07-20,27.690000534057617
2022-07-21,27.979999542236328
2022-07-22,27.850000381469727
2022-07-25,28.010000228881836
2022-07-26,27.719999313354492
2022-07-27,28.260000228881836
2022-07-28,28.450000762939453
2022-07-29,28.639999389648438
2022-08-01,28.639999389648438
2022-08-02,28.290000915527344
2022-08-03,28.459999084472656
2022-08-04,28.610000610351562
2022-08-05,28.479999542236328
2022-08-08,28.540000915527344
2022-08-09,28.40999984741211
2022-08-10,28.950000762939453
2022-08-11,29.030000686645508
2022-08-12,29.25
2022-08-15,29.100000381469727
2022-08-16,29.100000381469727
2022-08-17,28.93000030517578
2022-08-18,28.81999969482422
2022-08-19,28.450000762939453
2022-08-22,28.040000915527344
2022-08-23,28.100000381469727
2022-08-24,28.1200008392334
2022-08-25,28.489999771118164
2022-08-26,27.899999618530273
2022-08-29,27.790000915527344
2022-08-30,27.59000015258789
2022-08-31,27.479999542236328
2022-09-01,27.1200008392334
2022-09-02,27.010000228881836
2022-09-06,26.829999923706055
2022-09-07,27.0
2022-09-08,27.059999465942383
2022-09-09,27.610000610351562
2022-09-12,27.979999542236328
2022-09-13,27.1299991607666
2022-09-14,27.18000030517578
2022-09-15,26.940000534057617
2022-09-16,26.600000381469727
2022-09-19,26.68000030517578
2022-09-20,26.350000381469727
2022-09-21,25.979999542236328
2022-09-22,25.860000610351562
2022-09-23,25.09000015258789
2022-09-26,24.670000076293945
2022-09-27,24.600000381469727
2022-09-28,25.0
2022-09-29,24.649999618530273
2022-09-30,24.59000015258789
2022-10-03,25.079999923706055
2022-10-04,25.979999542236328
2022-10-05,25.770000457763672
2022-10-06,25.420000076293945
2022-10-07,24.979999542236328
2022-10-10,24.770000457763672
2022-10-11,24.469999313354492
2022-10-12,24.40999984741211
2022-10-13,24.780000686645508
2022-10-14,24.399999618530273
2022-10-17,25.010000228881836
2022-10-18,25.15999984741211
2022-10-19,24.809999465942383
2022-10-20,24.81999969482422
2022-10-21,25.209999084472656
2022-10-24,24.979999542236328
2022-10-25,25.399999618530273
2022-10-26,25.670000076293945
2022-10-27,25.520000457763672
2022-10-28,25.610000610351562
2022-10-31,25.43000030517578
2022-11-01,25.719999313354492
2022-11-02,25.420000076293945
2022-11-03,25.280000686645508
2022-11-04,26.190000534057617
2022-11-07,26.34000015258789
2022-11-08,26.56999969482422
2022-11-09,26.209999084472656
2022-11-10,27.3700008392334
2022-11-11,27.979999542236328
2022-11-14,27.760000228881836
2022-11-15,28.06999969482422
2022-11-16,27.860000610351562
2022-11-17,27.850000381469727
2022-11-18,27.84000015258789
2022-11-21,27.59000015258789
2022-11-22,27.90999984741211
2022-11-23,28.170000076293945
2022-11-25,28.299999237060547
2022-11-28,27.959999084472656
2022-11-29,28.15999984741211
2022-11-30,28.829999923706055
2022-12-01,28.950000762939453
2022-12-02,28.950000762939453
2022-12-05,28.559999465942383
2022-12-06,28.40999984741211
2022-12-07,28.34000015258789
2022-12-08,28.520000457763672
2022-12-09,28.530000686645508
2022-12-12,28.530000686645508
2022-12-13,28.84000015258789
2022-12-14,28.8700008392334
2022-12-15,28.18000030517578
2022-12-16,27.68000030517578
2022-12-19,27.6200008392334
2022-12-20,27.719999313354492
2022-12-21,27.969999313354492
2022-12-22,27.760000228881836
2022-12-23,27.81999969482422
2022-12-27,27.920000076293945
2022-12-28,27.68000030517578
2022-12-29,28.06999969482422
2022-12-30,27.860000610351562
2023-01-03,28.0
2023-01-04,28.43000030517578
2023-01-05,28.25
2023-01-06,28.860000610351562
2023-01-09,29.079999923706055
2023-01-10,29.149999618530273
2023-01-11,29.309999465942383
2023-01-12,29.639999389648438
2023-01-13,29.829999923706055
2023-01-17,29.8700008392334
2023-01-18,29.739999771118164
2023-01-19,29.760000228881836
2023-01-20,30.06999969482422
2023-01-23,30.200000762939453
2023-01-24,30.219999313354492
2023-01-25,30.350000381469727
2023-01-26,30.459999084472656
2023-01-27,30.399999618530273
2023-01-30,30.09000015258789
2023-01-31,30.209999084472656
2023-02-01,30.5
2023-02-02,30.469999313354492
2023-02-03,30.1299991607666
2023-02-06,29.760000228881836
2023-02-07,29.969999313354492
2023-02-08,29.84000015258789
2023-02-09,29.889999389648438
2023-02-10,29.760000228881836
2023-02-13,29.979999542236328
2023-02-14,29.989999771118164
2023-02-15,29.829999923706055
2023-02-16,29.75
2023-02-17,29.700000762939453
2023-02-21,29.399999618530273
2023-02-22,29.200000762939453
2023-02-23,29.329999923706055
2023-02-24,28.860000610351562
2023-02-27,29.110000610351562
2023-02-28,28.959999084472656
2023-03-01,29.200000762939453
2023-03-02,29.280000686645508
2023-03-03,29.6299991607666
2023-03-06,29.59000015258789
2023-03-07,29.1200008392334
2023-03-08,29.200000762939453
2023-03-09,28.90999984741211
2023-03-10,28.65999984741211
2023-03-13,28.530000686645508
2023-03-14,28.700000762939453
2023-03-15,28.020000457763672
2023-03-16,28.329999923706055
2023-03-17,28.100000381469727
2023-03-20,28.360000610351562
2023-03-21,28.670000076293945
2023-03-22,28.670000076293945
2023-03-23,28.809999465942383
2023-03-24,28.68000030517578
2023-03-27,28.760000228881836
2023-03-28,28.950000762939453
2023-03-29,29.239999771118164
2023-03-30,29.549999237060547
2023-03-31,29.649999618530273
2023-04-03,29.81999969482422
2023-04-04,29.81999969482422
2023-04-05,29.639999389648438
2023-04-06,29.709999084472656
2023-04-10,29.649999618530273
2023-04-11,29.860000610351562
2023-04-12,29.940000534057617
2023-04-13,30.34000015258789
2023-04-14,30.239999771118164
2023-04-17,30.239999771118164
2023-04-18,30.34000015258789
2023-04-19,30.18000030517578
2023-04-20,30.139999389648438
2023-04-21,30.149999618530273
2023-04-24,30.190000534057617
2023-04-25,29.760000228881836
2023-04-26,29.770000457763672
2023-04-27,30.110000610351562
2023-04-28,30.170000076293945
2023-05-01,30.100000381469727
2023-05-02,29.84000015258789
2023-05-03,29.8799991607666
2023-05-04,29.90999984741211
2023-05-05,30.299999237060547
2023-05-08,30.350000381469727
2023-05-09,30.219999313354492
2023-05-10,30.209999084472656
2023-05-11,30.06999969482422
2023-05-12,29.950000762939453
2023-05-15,30.219999313354492
2023-05-16,29.989999771118164
2023-05-17,30.09000015258789
2023-05-18,30.020000457763672
2023-05-19,30.1200008392334
2023-05-22,30.200000762939453
2023-05-23,29.829999923706055
2023-05-24,29.459999084472656
2023-05-25,29.3700008392334
2023-05-26,29.68000030517578
2023-05-30,29.420000076293945
2023-05-31,29.139999389648438
2023-06-01,29.559999465942383
2023-06-02,29.959999084472656
2023-06-05,29.90999984741211
2023-06-06,30.100000381469727
2023-06-07,29.93000030517578
2023-06-08,30.15999984741211
2023-06-09,30.18000030517578
2023-06-12,30.309999465942383
2023-06-13,30.549999237060547
2023-06-14,30.68000030517578
2023-06-15,30.979999542236328
2023-06-16,30.600000381469727
2023-06-20,30.200000762939453
2023-06-21,30.170000076293945
2023-06-22,30.020000457763672
2023-06-23,29.56999969482422
2023-06-26,29.6200008392334
2023-06-27,29.84000015258789
2023-06-28,29.84000015258789
2023-06-29,29.780000686645508
2023-06-30,30.100000381469727
2023-07-03,30.190000534057617
2023-07-05,29.959999084472656
2023-07-06,29.459999084472656
2023-07-07,29.649999618530273
2023-07-10,29.719999313354492
2023-07-11,30.010000228881836
2023-07-12,30.510000228881836
2023-07-13,30.989999771118164
2023-07-14,30.860000610351562
2023-07-17,30.829999923706055
2023-07-18,30.940000534057617
2023-07-19,30.940000534057617
2023-07-20,30.770000457763672
2023-07-21,30.780000686645508
