Date,CWMEX
2022-02-28,56.7400016784668
2022-03-01,55.97999954223633
2022-03-02,57.06999969482422
2022-03-03,56.95000076293945
2022-03-04,57.0099983215332
2022-03-07,55.72999954223633
2022-03-08,55.15999984741211
2022-03-09,56.27000045776367
2022-03-10,56.20000076293945
2022-03-11,55.66999816894531
2022-03-14,55.619998931884766
2022-03-15,56.470001220703125
2022-03-16,57.06999969482422
2022-03-17,57.72999954223633
2022-03-18,58.04999923706055
2022-03-21,58.119998931884766
2022-03-22,58.459999084472656
2022-03-23,57.880001068115234
2022-03-24,58.650001525878906
2022-03-25,59.0
2022-03-28,59.09000015258789
2022-03-29,59.459999084472656
2022-03-30,59.36000061035156
2022-03-31,58.5099983215332
2022-04-01,58.709999084472656
2022-04-04,58.810001373291016
2022-04-05,58.369998931884766
2022-04-06,58.29999923706055
2022-04-07,58.630001068115234
2022-04-08,58.7400016784668
2022-04-11,58.0099983215332
2022-04-12,57.849998474121094
2022-04-13,58.310001373291016
2022-04-14,57.869998931884766
2022-04-18,57.90999984741211
2022-04-19,58.4900016784668
2022-04-20,58.790000915527344
2022-04-21,58.0099983215332
2022-04-22,56.61000061035156
2022-04-25,56.720001220703125
2022-04-26,55.4900016784668
2022-04-27,55.81999969482422
2022-04-28,56.70000076293945
2022-04-29,54.959999084472656
2022-05-02,55.13999938964844
2022-05-03,55.5099983215332
2022-05-04,56.95000076293945
2022-05-05,55.45000076293945
2022-05-06,55.40999984741211
2022-05-09,53.88999938964844
2022-05-10,54.029998779296875
2022-05-11,53.54999923706055
2022-05-12,53.54999923706055
2022-05-13,54.459999084472656
2022-05-16,54.540000915527344
2022-05-17,55.470001220703125
2022-05-18,53.56999969482422
2022-05-19,53.220001220703125
2022-05-20,53.38999938964844
2022-05-23,54.119998931884766
2022-05-24,54.189998626708984
2022-05-25,54.599998474121094
2022-05-26,55.439998626708984
2022-05-27,56.4900016784668
2022-05-31,56.08000183105469
2022-06-01,55.68000030517578
2022-06-02,56.2400016784668
2022-06-03,55.650001525878906
2022-06-06,55.72999954223633
2022-06-07,56.349998474121094
2022-06-08,55.709999084472656
2022-06-09,54.58000183105469
2022-06-10,53.38999938964844
2022-06-13,51.65999984741211
2022-06-14,51.349998474121094
2022-06-15,50.130001068115234
2022-06-16,48.720001220703125
2022-06-17,48.560001373291016
2022-06-21,49.7400016784668
2022-06-22,49.630001068115234
2022-06-23,49.83000183105469
2022-06-24,51.06999969482422
2022-06-27,51.13999938964844
2022-06-28,50.52000045776367
2022-06-29,50.439998626708984
2022-06-30,50.20000076293945
2022-07-01,50.560001373291016
2022-07-05,50.099998474121094
2022-07-06,50.33000183105469
2022-07-07,50.90999984741211
2022-07-08,50.869998931884766
2022-07-11,50.45000076293945
2022-07-12,50.02000045776367
2022-07-13,49.72999954223633
2022-07-14,49.41999816894531
2022-07-15,50.36000061035156
2022-07-18,49.9900016784668
2022-07-19,51.209999084472656
2022-07-20,51.150001525878906
2022-07-21,51.400001525878906
2022-07-22,51.099998474121094
2022-07-25,51.400001525878906
2022-07-26,51.09000015258789
2022-07-27,51.88999938964844
2022-07-28,52.31999969482422
2022-07-29,52.709999084472656
2022-08-01,52.5
2022-08-02,52.13999938964844
2022-08-03,52.72999954223633
2022-08-04,52.61000061035156
2022-08-05,52.689998626708984
2022-08-08,52.68000030517578
2022-08-09,52.599998474121094
2022-08-10,53.43000030517578
2022-08-11,53.470001220703125
2022-08-12,54.310001373291016
2022-08-15,54.400001525878906
2022-08-16,54.5
2022-08-17,54.15999984741211
2022-08-18,54.31999969482422
2022-08-19,53.91999816894531
2022-08-22,53.040000915527344
2022-08-23,52.880001068115234
2022-08-24,53.02000045776367
2022-08-25,53.72999954223633
2022-08-26,52.27000045776367
2022-08-29,52.060001373291016
2022-08-30,51.43000030517578
2022-08-31,51.119998931884766
2022-09-01,51.25
2022-09-02,50.849998474121094
2022-09-06,50.68000030517578
2022-09-07,51.36000061035156
2022-09-08,51.7599983215332
2022-09-09,52.400001525878906
2022-09-12,52.790000915527344
2022-09-13,50.86000061035156
2022-09-14,50.88999938964844
2022-09-15,50.560001373291016
2022-09-16,50.34000015258789
2022-09-19,50.540000915527344
2022-09-20,49.959999084472656
2022-09-21,49.209999084472656
2022-09-22,49.0099983215332
2022-09-23,48.119998931884766
2022-09-26,47.529998779296875
2022-09-27,47.40999984741211
2022-09-28,48.279998779296875
2022-09-29,47.560001373291016
2022-09-30,46.970001220703125
2022-10-03,48.25
2022-10-04,49.65999984741211
2022-10-05,49.59000015258789
2022-10-06,49.029998779296875
2022-10-07,47.939998626708984
2022-10-10,47.529998779296875
2022-10-11,47.310001373291016
2022-10-12,47.13999938964844
2022-10-13,48.31999969482422
2022-10-14,47.380001068115234
2022-10-17,48.34000015258789
2022-10-18,48.900001525878906
2022-10-19,48.61000061035156
2022-10-20,48.349998474121094
2022-10-21,49.45000076293945
2022-10-24,50.02000045776367
2022-10-25,50.5
2022-10-26,50.52000045776367
2022-10-27,50.5099983215332
2022-10-28,51.599998474121094
2022-10-31,51.36000061035156
2022-11-01,51.33000183105469
2022-11-02,50.5
2022-11-03,50.2599983215332
2022-11-04,50.97999954223633
2022-11-07,51.54999923706055
2022-11-08,51.84000015258789
2022-11-09,50.91999816894531
2022-11-10,53.060001373291016
2022-11-11,53.02000045776367
2022-11-14,52.66999816894531
2022-11-15,52.91999816894531
2022-11-16,52.61000061035156
2022-11-17,52.619998931884766
2022-11-18,52.95000076293945
2022-11-21,52.93000030517578
2022-11-22,53.61000061035156
2022-11-23,53.81999969482422
2022-11-25,53.959999084472656
2022-11-28,53.279998779296875
2022-11-29,53.310001373291016
2022-11-30,54.58000183105469
2022-12-01,54.45000076293945
2022-12-02,54.439998626708984
2022-12-05,53.630001068115234
2022-12-06,53.11000061035156
2022-12-07,53.11000061035156
2022-12-08,53.439998626708984
2022-12-09,53.099998474121094
2022-12-12,53.86000061035156
2022-12-13,54.13999938964844
2022-12-14,54.0099983215332
2022-12-15,52.939998626708984
2022-12-16,51.2599983215332
2022-12-19,50.95000076293945
2022-12-20,50.939998626708984
2022-12-21,51.66999816894531
2022-12-22,51.130001068115234
2022-12-23,51.43000030517578
2022-12-27,51.439998626708984
2022-12-28,50.93000030517578
2022-12-29,51.56999969482422
2022-12-30,51.459999084472656
2023-01-03,51.27000045776367
2023-01-04,51.45000076293945
2023-01-05,50.9900016784668
2023-01-06,52.099998474121094
2023-01-09,51.779998779296875
2023-01-10,52.0
2023-01-11,52.43000030517578
2023-01-12,52.630001068115234
2023-01-13,52.709999084472656
2023-01-17,52.47999954223633
2023-01-18,51.70000076293945
2023-01-19,51.369998931884766
2023-01-20,52.02000045776367
2023-01-23,52.400001525878906
2023-01-24,52.400001525878906
2023-01-25,52.470001220703125
2023-01-26,52.880001068115234
2023-01-27,52.63999938964844
2023-01-30,52.13999938964844
2023-01-31,52.869998931884766
2023-02-01,53.099998474121094
2023-02-02,53.2599983215332
2023-02-03,52.849998474121094
2023-02-06,52.709999084472656
2023-02-07,53.22999954223633
2023-02-08,52.86000061035156
2023-02-09,52.47999954223633
2023-02-10,52.849998474121094
2023-02-13,53.33000183105469
2023-02-14,53.150001525878906
2023-02-15,53.130001068115234
2023-02-16,52.58000183105469
2023-02-17,52.4900016784668
2023-02-21,51.59000015258789
2023-02-22,51.41999816894531
2023-02-23,51.599998474121094
2023-02-24,51.150001525878906
2023-02-27,51.25
2023-02-28,51.060001373291016
2023-03-01,50.959999084472656
2023-03-02,51.349998474121094
2023-03-03,52.04999923706055
2023-03-06,52.029998779296875
2023-03-07,51.220001220703125
2023-03-08,51.22999954223633
2023-03-09,50.38999938964844
2023-03-10,49.79999923706055
2023-03-13,49.709999084472656
2023-03-14,50.33000183105469
2023-03-15,49.66999816894531
2023-03-16,50.38999938964844
2023-03-17,49.83000183105469
2023-03-20,50.29999923706055
2023-03-21,50.7400016784668
2023-03-22,49.93000030517578
2023-03-23,49.959999084472656
2023-03-24,50.2599983215332
2023-03-27,50.43000030517578
2023-03-28,50.400001525878906
2023-03-29,50.91999816894531
2023-03-30,51.220001220703125
2023-03-31,51.810001373291016
2023-04-03,52.20000076293945
2023-04-04,51.880001068115234
2023-04-05,51.95000076293945
2023-04-06,52.060001373291016
2023-04-10,52.209999084472656
2023-04-11,52.310001373291016
2023-04-12,52.209999084472656
2023-04-13,52.709999084472656
2023-04-14,52.540000915527344
2023-04-17,52.72999954223633
2023-04-18,52.81999969482422
2023-04-19,52.709999084472656
2023-04-20,52.56999969482422
2023-04-21,52.59000015258789
2023-04-24,52.630001068115234
2023-04-25,51.95000076293945
2023-04-26,51.59000015258789
2023-04-27,52.380001068115234
2023-04-28,52.81999969482422
2023-05-01,52.88999938964844
2023-05-02,52.18000030517578
2023-05-03,51.88999938964844
2023-05-04,51.52000045776367
2023-05-05,52.36000061035156
2023-05-08,52.29999923706055
2023-05-09,52.09000015258789
2023-05-10,52.209999084472656
2023-05-11,52.060001373291016
2023-05-12,52.060001373291016
2023-05-15,52.22999954223633
2023-05-16,51.790000915527344
2023-05-17,52.349998474121094
2023-05-18,52.68000030517578
2023-05-19,52.709999084472656
2023-05-22,52.720001220703125
2023-05-23,52.290000915527344
2023-05-24,51.849998474121094
2023-05-25,52.02000045776367
2023-05-26,52.790000915527344
2023-05-30,52.58000183105469
2023-05-31,52.41999816894531
2023-06-01,52.75
2023-06-02,53.619998931884766
2023-06-05,53.45000076293945
2023-06-06,53.5
2023-06-07,53.58000183105469
2023-06-08,53.849998474121094
2023-06-09,53.83000183105469
2023-06-12,54.27000045776367
2023-06-13,54.540000915527344
2023-06-14,52.93000030517578
2023-06-15,53.58000183105469
2023-06-16,53.349998474121094
2023-06-20,52.959999084472656
2023-06-21,52.880001068115234
2023-06-22,52.84000015258789
2023-06-23,52.41999816894531
2023-06-26,52.40999984741211
2023-06-27,52.900001525878906
2023-06-28,52.79999923706055
2023-06-29,53.13999938964844
2023-06-30,53.599998474121094
2023-07-03,53.61000061035156
2023-07-05,53.400001525878906
2023-07-06,52.939998626708984
2023-07-07,52.810001373291016
2023-07-10,53.130001068115234
2023-07-11,53.52000045776367
2023-07-12,53.77000045776367
2023-07-13,54.099998474121094
2023-07-14,54.150001525878906
2023-07-17,54.310001373291016
2023-07-18,54.63999938964844
2023-07-19,54.709999084472656
2023-07-20,54.709999084472656
2023-07-21,54.84000015258789
2023-07-24,55.04999923706055
2023-07-25,55.150001525878906
2023-07-26,55.06999969482422
2023-07-27,54.869998931884766
2023-07-28,55.2599983215332
2023-07-31,55.25
2023-08-01,55.22999954223633
2023-08-02,54.689998626708984
2023-08-03,54.540000915527344
2023-08-04,54.279998779296875
2023-08-07,54.810001373291016
2023-08-08,54.65999984741211
2023-08-09,54.459999084472656
2023-08-10,54.400001525878906
2023-08-11,54.400001525878906
2023-08-14,54.599998474121094
2023-08-15,53.9900016784668
2023-08-16,53.70000076293945
2023-08-17,53.369998931884766
2023-08-18,53.470001220703125
2023-08-21,53.66999816894531
2023-08-22,53.470001220703125
2023-08-23,53.869998931884766
2023-08-24,53.27000045776367
2023-08-25,53.560001373291016
2023-08-28,53.869998931884766
2023-08-29,54.43000030517578
2023-08-30,54.529998779296875
2023-08-31,54.380001068115234
2023-09-01,54.369998931884766
2023-09-05,54.06999969482422
2023-09-06,53.849998474121094
2023-09-07,53.83000183105469
2023-09-08,53.939998626708984
2023-09-11,54.08000183105469
2023-09-12,54.0
2023-09-13,53.849998474121094
2023-09-14,54.40999984741211
2023-09-15,53.849998474121094
2023-09-18,53.869998931884766
2023-09-19,53.7599983215332
2023-09-20,53.43000030517578
2023-09-21,52.72999954223633
2023-09-22,52.619998931884766
2023-09-25,52.75
2023-09-26,52.08000183105469
2023-09-27,52.16999816894531
2023-09-28,52.470001220703125
2023-09-29,52.25
2023-10-02,52.04999923706055
2023-10-03,51.4900016784668
2023-10-04,51.70000076293945
2023-10-05,51.68000030517578
2023-10-06,52.27000045776367
2023-10-09,52.79999923706055
2023-10-10,53.040000915527344
2023-10-11,53.27000045776367
2023-10-12,53.06999969482422
2023-10-13,52.9900016784668
2023-10-16,53.52000045776367
2023-10-17,53.54999923706055
2023-10-18,53.040000915527344
2023-10-19,52.560001373291016
2023-10-20,52.0
2023-10-23,51.79999923706055
2023-10-24,52.099998474121094
2023-10-25,51.709999084472656
2023-10-26,51.119998931884766
2023-10-27,50.72999954223633
2023-10-30,51.310001373291016
2023-10-31,51.56999969482422
2023-11-01,51.900001525878906
2023-11-02,52.880001068115234
2023-11-03,53.220001220703125
2023-11-06,53.2599983215332
2023-11-07,53.27000045776367
2023-11-08,53.34000015258789
2023-11-09,52.939998626708984
2023-11-10,53.70000076293945
2023-11-13,53.63999938964844
2023-11-14,54.5099983215332
2023-11-15,54.58000183105469
2023-11-16,54.650001525878906
2023-11-17,54.81999969482422
2023-11-20,55.18000030517578
2023-11-21,55.06999969482422
2023-11-22,55.279998779296875
2023-11-24,55.459999084472656
2023-11-27,55.15999984741211
