Date,MEIAX
2022-02-28,51.040000915527344
2022-03-01,50.18000030517578
2022-03-02,51.0099983215332
2022-03-03,51.040000915527344
2022-03-04,50.83000183105469
2022-03-07,49.709999084472656
2022-03-08,49.09000015258789
2022-03-09,50.099998474121094
2022-03-10,49.939998626708984
2022-03-11,49.56999969482422
2022-03-14,49.790000915527344
2022-03-15,50.560001373291016
2022-03-16,51.310001373291016
2022-03-17,51.959999084472656
2022-03-18,52.2400016784668
2022-03-21,52.22999954223633
2022-03-22,52.47999954223633
2022-03-23,51.84000015258789
2022-03-24,52.09000015258789
2022-03-25,52.529998779296875
2022-03-28,52.619998931884766
2022-03-29,53.150001525878906
2022-03-30,52.970001220703125
2022-03-31,52.15999984741211
2022-04-01,52.43000030517578
2022-04-04,52.33000183105469
2022-04-05,52.029998779296875
2022-04-06,52.119998931884766
2022-04-07,52.43000030517578
2022-04-08,52.52000045776367
2022-04-11,51.959999084472656
2022-04-12,51.70000076293945
2022-04-13,51.91999816894531
2022-04-14,51.68000030517578
2022-04-18,51.560001373291016
2022-04-19,52.11000061035156
2022-04-20,52.540000915527344
2022-04-21,52.02000045776367
2022-04-22,50.77000045776367
2022-04-25,50.970001220703125
2022-04-26,49.9900016784668
2022-04-27,50.09000015258789
2022-04-28,50.83000183105469
2022-04-29,49.349998474121094
2022-05-02,49.369998931884766
2022-05-03,49.70000076293945
2022-05-04,51.02000045776367
2022-05-05,49.869998931884766
2022-05-06,49.77000045776367
2022-05-09,48.7400016784668
2022-05-10,48.619998931884766
2022-05-11,48.27000045776367
2022-05-12,48.5
2022-05-13,49.11000061035156
2022-05-16,49.13999938964844
2022-05-17,50.029998779296875
2022-05-18,48.619998931884766
2022-05-19,48.36000061035156
2022-05-20,48.45000076293945
2022-05-23,49.310001373291016
2022-05-24,49.439998626708984
2022-05-25,49.66999816894531
2022-05-26,50.38999938964844
2022-05-27,51.25
2022-05-31,50.849998474121094
2022-06-01,50.2599983215332
2022-06-02,50.900001525878906
2022-06-03,50.38999938964844
2022-06-06,50.4900016784668
2022-06-07,50.95000076293945
2022-06-08,50.20000076293945
2022-06-09,49.209999084472656
2022-06-10,48.029998779296875
2022-06-13,46.68000030517578
2022-06-14,46.220001220703125
2022-06-15,46.59000015258789
2022-06-16,45.349998474121094
2022-06-17,45.16999816894531
2022-06-21,46.06999969482422
2022-06-22,46.13999938964844
2022-06-23,46.189998626708984
2022-06-24,47.5
2022-06-27,47.5
2022-06-28,46.93000030517578
2022-06-29,46.790000915527344
2022-06-30,46.7599983215332
2022-07-01,47.29999923706055
2022-07-05,46.79999923706055
2022-07-06,47.0
2022-07-07,47.310001373291016
2022-07-08,47.220001220703125
2022-07-11,47.02000045776367
2022-07-12,46.70000076293945
2022-07-13,46.439998626708984
2022-07-14,46.029998779296875
2022-07-15,46.939998626708984
2022-07-18,46.439998626708984
2022-07-19,47.619998931884766
2022-07-20,47.63999938964844
2022-07-21,48.13999938964844
2022-07-22,48.11000061035156
2022-07-25,48.400001525878906
2022-07-26,48.22999954223633
2022-07-27,48.869998931884766
2022-07-28,49.31999969482422
2022-07-29,49.7400016784668
2022-08-01,49.529998779296875
2022-08-02,49.119998931884766
2022-08-03,49.66999816894531
2022-08-04,49.720001220703125
2022-08-05,49.810001373291016
2022-08-08,49.810001373291016
2022-08-09,49.7400016784668
2022-08-10,50.619998931884766
2022-08-11,50.75
2022-08-12,51.56999969482422
2022-08-15,51.70000076293945
2022-08-16,51.86000061035156
2022-08-17,51.61000061035156
2022-08-18,51.689998626708984
2022-08-19,51.2400016784668
2022-08-22,50.349998474121094
2022-08-23,50.06999969482422
2022-08-24,50.209999084472656
2022-08-25,50.88999938964844
2022-08-26,49.43000030517578
2022-08-29,49.20000076293945
2022-08-30,48.75
2022-08-31,48.43000030517578
2022-09-01,48.7400016784668
2022-09-02,48.29999923706055
2022-09-06,48.20000076293945
2022-09-07,49.08000183105469
2022-09-08,49.47999954223633
2022-09-09,49.97999954223633
2022-09-12,50.38999938964844
2022-09-13,48.61000061035156
2022-09-14,48.720001220703125
2022-09-15,48.369998931884766
2022-09-16,48.04999923706055
2022-09-19,48.31999969482422
2022-09-20,47.68000030517578
2022-09-21,46.93000030517578
2022-09-22,46.29999923706055
2022-09-23,45.61000061035156
2022-09-26,44.970001220703125
2022-09-27,44.77000045776367
2022-09-28,45.689998626708984
2022-09-29,44.97999954223633
2022-09-30,44.400001525878906
2022-10-03,45.70000076293945
2022-10-04,47.06999969482422
2022-10-05,46.849998474121094
2022-10-06,46.2400016784668
2022-10-07,45.310001373291016
2022-10-10,45.13999938964844
2022-10-11,44.93000030517578
2022-10-12,44.650001525878906
2022-10-13,45.84000015258789
2022-10-14,44.779998779296875
2022-10-17,45.77000045776367
2022-10-18,46.439998626708984
2022-10-19,46.029998779296875
2022-10-20,45.43000030517578
2022-10-21,46.560001373291016
2022-10-24,47.18000030517578
2022-10-25,47.70000076293945
2022-10-26,47.83000183105469
2022-10-27,47.9900016784668
2022-10-28,49.04999923706055
2022-10-31,48.779998779296875
2022-11-01,48.849998474121094
2022-11-02,48.04999923706055
2022-11-03,47.93000030517578
2022-11-04,48.59000015258789
2022-11-07,49.0
2022-11-08,49.349998474121094
2022-11-09,48.560001373291016
2022-11-10,50.68000030517578
2022-11-11,50.709999084472656
2022-11-14,50.36000061035156
2022-11-15,50.689998626708984
2022-11-16,50.45000076293945
2022-11-17,50.41999816894531
2022-11-18,50.75
2022-11-21,50.7599983215332
2022-11-22,51.380001068115234
2022-11-23,51.560001373291016
2022-11-25,51.75
2022-11-28,50.970001220703125
2022-11-29,51.060001373291016
2022-11-30,52.08000183105469
2022-12-01,52.040000915527344
2022-12-02,52.11000061035156
2022-12-05,51.27000045776367
2022-12-06,50.810001373291016
2022-12-07,50.84000015258789
2022-12-08,51.119998931884766
2022-12-09,50.7599983215332
2022-12-12,51.459999084472656
2022-12-13,51.79999923706055
2022-12-14,51.439998626708984
2022-12-15,47.5
2022-12-16,46.939998626708984
2022-12-19,46.7599983215332
2022-12-20,46.83000183105469
2022-12-21,47.58000183105469
2022-12-22,47.13999938964844
2022-12-23,47.470001220703125
2022-12-27,47.529998779296875
2022-12-28,47.09000015258789
2022-12-29,47.66999816894531
2022-12-30,47.4900016784668
2023-01-03,47.47999954223633
2023-01-04,47.900001525878906
2023-01-05,47.380001068115234
2023-01-06,48.38999938964844
2023-01-09,48.119998931884766
2023-01-10,48.400001525878906
2023-01-11,48.849998474121094
2023-01-12,49.04999923706055
2023-01-13,49.20000076293945
2023-01-17,48.900001525878906
2023-01-18,48.06999969482422
2023-01-19,47.65999984741211
2023-01-20,48.310001373291016
2023-01-23,48.65999984741211
2023-01-24,48.63999938964844
2023-01-25,48.599998474121094
2023-01-26,48.70000076293945
2023-01-27,48.540000915527344
2023-01-30,48.220001220703125
2023-01-31,48.880001068115234
2023-02-01,49.0099983215332
2023-02-02,49.119998931884766
2023-02-03,48.68000030517578
2023-02-06,48.5099983215332
2023-02-07,48.86000061035156
2023-02-08,48.52000045776367
2023-02-09,47.959999084472656
2023-02-10,48.349998474121094
2023-02-13,48.790000915527344
2023-02-14,48.58000183105469
2023-02-15,48.63999938964844
2023-02-16,48.150001525878906
2023-02-17,48.20000076293945
2023-02-21,47.349998474121094
2023-02-22,47.29999923706055
2023-02-23,47.380001068115234
2023-02-24,47.04999923706055
2023-02-27,47.15999984741211
2023-02-28,46.939998626708984
2023-03-01,46.72999954223633
2023-03-02,47.08000183105469
2023-03-03,47.61000061035156
2023-03-06,47.56999969482422
2023-03-07,46.790000915527344
2023-03-08,46.7599983215332
2023-03-09,45.95000076293945
2023-03-10,45.439998626708984
2023-03-13,45.189998626708984
2023-03-14,45.66999816894531
2023-03-15,44.88999938964844
2023-03-16,45.619998931884766
2023-03-17,44.83000183105469
2023-03-20,45.41999816894531
2023-03-21,45.849998474121094
2023-03-22,45.04999923706055
2023-03-23,44.75
2023-03-24,45.0099983215332
2023-03-27,45.310001373291016
2023-03-28,45.349998474121094
2023-03-29,45.90999984741211
2023-03-30,46.04999923706055
2023-03-31,46.59000015258789
2023-04-03,46.869998931884766
2023-04-04,46.4900016784668
2023-04-05,46.63999938964844
2023-04-06,46.619998931884766
2023-04-10,46.790000915527344
2023-04-11,46.959999084472656
2023-04-12,46.88999938964844
2023-04-13,47.130001068115234
2023-04-14,47.09000015258789
2023-04-17,47.43000030517578
2023-04-18,47.439998626708984
2023-04-19,47.58000183105469
2023-04-20,47.45000076293945
2023-04-21,47.43000030517578
2023-04-24,47.5
2023-04-25,46.90999984741211
2023-04-26,46.2599983215332
2023-04-27,46.9900016784668
2023-04-28,47.400001525878906
2023-05-01,47.38999938964844
