Date,MEIIX
2022-02-28,51.369998931884766
2022-03-01,50.5
2022-03-02,51.34000015258789
2022-03-03,51.369998931884766
2022-03-04,51.15999984741211
2022-03-07,50.040000915527344
2022-03-08,49.40999984741211
2022-03-09,50.43000030517578
2022-03-10,50.2599983215332
2022-03-11,49.88999938964844
2022-03-14,50.11000061035156
2022-03-15,50.88999938964844
2022-03-16,51.63999938964844
2022-03-17,52.29999923706055
2022-03-18,52.58000183105469
2022-03-21,52.58000183105469
2022-03-22,52.83000183105469
2022-03-23,52.18000030517578
2022-03-24,52.400001525878906
2022-03-25,52.84000015258789
2022-03-28,52.939998626708984
2022-03-29,53.470001220703125
2022-03-30,53.29999923706055
2022-03-31,52.47999954223633
2022-04-01,52.75
2022-04-04,52.650001525878906
2022-04-05,52.349998474121094
2022-04-06,52.439998626708984
2022-04-07,52.7599983215332
2022-04-08,52.84000015258789
2022-04-11,52.279998779296875
2022-04-12,52.02000045776367
2022-04-13,52.2400016784668
2022-04-14,52.0
2022-04-18,51.880001068115234
2022-04-19,52.439998626708984
2022-04-20,52.869998931884766
2022-04-21,52.34000015258789
2022-04-22,51.09000015258789
2022-04-25,51.290000915527344
2022-04-26,50.310001373291016
2022-04-27,50.40999984741211
2022-04-28,51.150001525878906
2022-04-29,49.65999984741211
2022-05-02,49.68000030517578
2022-05-03,50.0099983215332
2022-05-04,51.34000015258789
2022-05-05,50.189998626708984
2022-05-06,50.09000015258789
2022-05-09,49.04999923706055
2022-05-10,48.93000030517578
2022-05-11,48.58000183105469
2022-05-12,48.810001373291016
2022-05-13,49.41999816894531
2022-05-16,49.45000076293945
2022-05-17,50.349998474121094
2022-05-18,48.93000030517578
2022-05-19,48.66999816894531
2022-05-20,48.7599983215332
2022-05-23,49.630001068115234
2022-05-24,49.75
2022-05-25,49.9900016784668
2022-05-26,50.720001220703125
2022-05-27,51.59000015258789
2022-05-31,51.18000030517578
2022-06-01,50.59000015258789
2022-06-02,51.2400016784668
2022-06-03,50.720001220703125
2022-06-06,50.81999969482422
2022-06-07,51.290000915527344
2022-06-08,50.529998779296875
2022-06-09,49.529998779296875
2022-06-10,48.34000015258789
2022-06-13,46.97999954223633
2022-06-14,46.52000045776367
2022-06-15,46.900001525878906
2022-06-16,45.650001525878906
2022-06-17,45.470001220703125
2022-06-21,46.380001068115234
2022-06-22,46.45000076293945
2022-06-23,46.459999084472656
2022-06-24,47.790000915527344
2022-06-27,47.779998779296875
2022-06-28,47.220001220703125
2022-06-29,47.06999969482422
2022-06-30,47.04999923706055
2022-07-01,47.59000015258789
2022-07-05,47.09000015258789
2022-07-06,47.290000915527344
2022-07-07,47.599998474121094
2022-07-08,47.5099983215332
2022-07-11,47.29999923706055
2022-07-12,46.9900016784668
2022-07-13,46.72999954223633
2022-07-14,46.310001373291016
2022-07-15,47.22999954223633
2022-07-18,46.72999954223633
2022-07-19,47.90999984741211
2022-07-20,47.93000030517578
2022-07-21,48.439998626708984
2022-07-22,48.40999984741211
2022-07-25,48.70000076293945
2022-07-26,48.529998779296875
2022-07-27,49.18000030517578
2022-07-28,49.630001068115234
2022-07-29,50.060001373291016
2022-08-01,49.84000015258789
2022-08-02,49.43000030517578
2022-08-03,49.97999954223633
2022-08-04,50.029998779296875
2022-08-05,50.119998931884766
2022-08-08,50.119998931884766
2022-08-09,50.04999923706055
2022-08-10,50.939998626708984
2022-08-11,51.06999969482422
2022-08-12,51.900001525878906
2022-08-15,52.029998779296875
2022-08-16,52.189998626708984
2022-08-17,51.939998626708984
2022-08-18,52.029998779296875
2022-08-19,51.56999969482422
2022-08-22,50.66999816894531
2022-08-23,50.400001525878906
2022-08-24,50.540000915527344
2022-08-25,51.209999084472656
2022-08-26,49.75
2022-08-29,49.52000045776367
2022-08-30,49.06999969482422
2022-08-31,48.75
