Date,REREX
2022-02-28,56.02000045776367
2022-03-01,54.810001373291016
2022-03-02,55.38999938964844
2022-03-03,54.27000045776367
2022-03-04,52.45000076293945
2022-03-07,50.4900016784668
2022-03-08,50.54999923706055
2022-03-09,52.709999084472656
2022-03-10,52.16999816894531
2022-03-11,51.43000030517578
2022-03-14,51.209999084472656
2022-03-15,51.459999084472656
2022-03-16,53.84000015258789
2022-03-17,54.779998779296875
2022-03-18,55.52000045776367
2022-03-21,55.04999923706055
2022-03-22,55.689998626708984
2022-03-23,55.130001068115234
2022-03-24,55.56999969482422
2022-03-25,55.119998931884766
2022-03-28,55.31999969482422
2022-03-29,56.66999816894531
2022-03-30,56.38999938964844
2022-03-31,55.459999084472656
2022-04-01,56.0099983215332
2022-04-04,56.790000915527344
2022-04-05,55.849998474121094
2022-04-06,54.900001525878906
2022-04-07,54.84000015258789
2022-04-08,54.66999816894531
2022-04-11,53.849998474121094
2022-04-12,53.54999923706055
2022-04-13,54.25
2022-04-14,53.83000183105469
2022-04-18,53.5099983215332
2022-04-19,53.689998626708984
2022-04-20,53.939998626708984
2022-04-21,53.22999954223633
2022-04-22,52.25
2022-04-25,51.97999954223633
2022-04-26,50.63999938964844
2022-04-27,51.029998779296875
2022-04-28,51.88999938964844
2022-04-29,51.27000045776367
2022-05-02,51.22999954223633
2022-05-03,51.45000076293945
2022-05-04,52.099998474121094
2022-05-05,50.5099983215332
2022-05-06,49.630001068115234
2022-05-09,47.880001068115234
2022-05-10,48.16999816894531
2022-05-11,48.0099983215332
2022-05-12,47.93000030517578
2022-05-13,49.38999938964844
2022-05-16,49.31999969482422
2022-05-17,50.38999938964844
2022-05-18,49.220001220703125
2022-05-19,49.58000183105469
2022-05-20,50.060001373291016
2022-05-23,50.65999984741211
2022-05-24,50.16999816894531
2022-05-25,50.220001220703125
2022-05-26,50.81999969482422
2022-05-27,51.7599983215332
2022-05-31,51.900001525878906
2022-06-01,51.2400016784668
2022-06-02,52.380001068115234
2022-06-03,51.68000030517578
2022-06-06,51.97999954223633
2022-06-07,52.20000076293945
2022-06-08,51.849998474121094
2022-06-09,50.7599983215332
2022-06-10,49.58000183105469
2022-06-13,47.470001220703125
2022-06-14,47.04999923706055
2022-06-15,47.81999969482422
2022-06-16,46.45000076293945
2022-06-17,46.459999084472656
2022-06-21,47.2599983215332
2022-06-22,46.720001220703125
2022-06-23,46.59000015258789
2022-06-24,47.97999954223633
2022-06-27,48.0
2022-06-28,47.65999984741211
2022-06-29,47.400001525878906
2022-06-30,47.029998779296875
2022-07-01,46.970001220703125
2022-07-05,46.439998626708984
2022-07-06,46.29999923706055
2022-07-07,47.13999938964844
2022-07-08,47.150001525878906
2022-07-11,46.31999969482422
2022-07-12,46.09000015258789
2022-07-13,46.08000183105469
2022-07-14,45.7400016784668
2022-07-15,46.40999984741211
2022-07-18,46.630001068115234
2022-07-19,47.70000076293945
2022-07-20,47.72999954223633
2022-07-21,48.220001220703125
2022-07-22,47.88999938964844
2022-07-25,47.959999084472656
2022-07-26,47.470001220703125
2022-07-27,48.43000030517578
2022-07-28,48.90999984741211
2022-07-29,49.369998931884766
2022-08-01,49.380001068115234
2022-08-02,48.72999954223633
2022-08-03,49.060001373291016
2022-08-04,49.470001220703125
2022-08-05,49.2400016784668
2022-08-08,49.47999954223633
2022-08-09,48.95000076293945
2022-08-10,49.90999984741211
2022-08-11,50.150001525878906
2022-08-12,50.709999084472656
2022-08-15,50.52000045776367
2022-08-16,50.2400016784668
2022-08-17,49.93000030517578
2022-08-18,49.709999084472656
2022-08-19,48.95000076293945
2022-08-22,48.09000015258789
2022-08-23,48.2400016784668
2022-08-24,48.36000061035156
2022-08-25,49.0099983215332
2022-08-26,47.869998931884766
2022-08-29,47.61000061035156
2022-08-30,47.34000015258789
2022-08-31,47.09000015258789
2022-09-01,46.45000076293945
2022-09-02,46.310001373291016
2022-09-06,46.099998474121094
2022-09-07,46.40999984741211
