Date,NAESX
2022-02-28,100.62000274658203
2022-03-01,98.69999694824219
2022-03-02,101.08999633789062
2022-03-03,100.04000091552734
2022-03-04,98.38999938964844
2022-03-07,95.20999908447266
2022-03-08,95.58999633789062
2022-03-09,98.23999786376953
2022-03-10,98.12999725341797
2022-03-11,96.73999786376953
2022-03-14,95.33999633789062
2022-03-15,96.83000183105469
2022-03-16,99.69999694824219
2022-03-17,101.20999908447266
2022-03-18,102.2699966430664
2022-03-21,101.7699966430664
2022-03-22,102.5199966430664
2022-03-23,100.86000061035156
2022-03-24,101.88999938964844
2022-03-25,102.26000213623047
2022-03-28,102.29000091552734
2022-03-29,104.79000091552734
2022-03-30,103.22000122070312
2022-03-31,101.86000061035156
2022-04-01,102.70999908447266
2022-04-04,102.86000061035156
2022-04-05,100.79000091552734
2022-04-06,99.51000213623047
2022-04-07,99.30000305175781
2022-04-08,98.95999908447266
2022-04-11,98.44999694824219
2022-04-12,98.52999877929688
2022-04-13,100.30999755859375
2022-04-14,99.51000213623047
2022-04-18,98.97000122070312
2022-04-19,101.1500015258789
2022-04-20,101.58999633789062
2022-04-21,99.41000366210938
2022-04-22,96.86000061035156
2022-04-25,97.4800033569336
2022-04-26,94.5
2022-04-27,94.37999725341797
2022-04-28,96.19999694824219
2022-04-29,93.45999908447266
2022-05-02,94.22000122070312
2022-05-03,95.05999755859375
2022-05-04,97.61000061035156
2022-05-05,93.88999938964844
2022-05-06,92.44000244140625
2022-05-09,88.54000091552734
2022-05-10,88.12999725341797
2022-05-11,86.27999877929688
2022-05-12,87.2699966430664
2022-05-13,90.11000061035156
2022-05-16,89.58999633789062
2022-05-17,92.25
2022-05-18,88.88999938964844
2022-05-19,89.0
2022-05-20,88.83999633789062
2022-05-23,89.81999969482422
2022-05-24,88.4800033569336
2022-05-25,90.22000122070312
2022-05-26,92.26000213623047
2022-05-27,94.5999984741211
2022-05-31,93.43000030517578
2022-06-01,92.7699966430664
2022-06-02,94.94999694824219
2022-06-03,93.9800033569336
2022-06-06,94.44999694824219
2022-06-07,95.62000274658203
2022-06-08,94.13999938964844
2022-06-09,91.9800033569336
2022-06-10,89.33999633789062
2022-06-13,85.0199966430664
2022-06-14,84.68000030517578
2022-06-15,85.8499984741211
2022-06-16,81.76000213623047
2022-06-17,82.62000274658203
2022-06-21,83.83000183105469
2022-06-22,83.37000274658203
2022-06-23,84.4000015258789
2022-06-24,87.33000183105469
2022-06-27,87.5
2022-06-28,86.08999633789062
2022-06-29,85.22000122070312
2022-06-30,84.38999938964844
2022-07-01,85.5199966430664
2022-07-05,85.88999938964844
2022-07-06,85.2699966430664
2022-07-07,87.2699966430664
2022-07-08,86.98999786376953
2022-07-11,85.62000274658203
2022-07-12,85.31999969482422
2022-07-13,85.13999938964844
2022-07-14,84.16999816894531
2022-07-15,85.87999725341797
2022-07-18,85.76000213623047
2022-07-19,88.5999984741211
2022-07-20,89.9000015258789
2022-07-21,90.47000122070312
2022-07-22,89.37999725341797
2022-07-25,89.80999755859375
2022-07-26,89.02999877929688
2022-07-27,90.93000030517578
2022-07-28,92.37000274658203
2022-07-29,93.30000305175781
2022-08-01,93.2300033569336
2022-08-02,92.76000213623047
2022-08-03,93.9000015258789
2022-08-04,93.5199966430664
2022-08-05,94.19999694824219
2022-08-08,95.01000213623047
2022-08-09,93.80000305175781
2022-08-10,96.37000274658203
2022-08-11,96.75
2022-08-12,98.43000030517578
2022-08-15,98.58999633789062
2022-08-16,98.93000030517578
2022-08-17,97.41999816894531
2022-08-18,98.0199966430664
2022-08-19,96.11000061035156
2022-08-22,94.06999969482422
2022-08-23,94.12999725341797
2022-08-24,94.8499984741211
2022-08-25,96.36000061035156
2022-08-26,93.3499984741211
2022-08-29,92.66000366210938
2022-08-30,91.41000366210938
2022-08-31,90.86000061035156
2022-09-01,90.04000091552734
2022-09-02,89.48999786376953
2022-09-06,88.87999725341797
2022-09-07,90.94999694824219
2022-09-08,91.87999725341797
2022-09-09,93.58999633789062
2022-09-12,94.66000366210938
2022-09-13,90.95999908447266
2022-09-14,91.08999633789062
2022-09-15,90.5
2022-09-16,89.08000183105469
2022-09-19,89.95999908447266
2022-09-20,88.4800033569336
2022-09-21,87.19999694824219
2022-09-22,84.91000366210938
2022-09-23,83.0
2022-09-26,81.62999725341797
2022-09-27,81.86000061035156
2022-09-28,84.26000213623047
2022-09-29,82.41000366210938
2022-09-30,81.87999725341797
2022-10-03,84.19999694824219
2022-10-04,87.63999938964844
2022-10-05,87.16000366210938
2022-10-06,86.54000091552734
2022-10-07,84.19000244140625
2022-10-10,83.62000274658203
2022-10-11,83.5999984741211
2022-10-12,83.19999694824219
2022-10-13,84.93000030517578
2022-10-14,82.75
2022-10-17,85.16999816894531
2022-10-18,86.4000015258789
2022-10-19,84.7300033569336
2022-10-20,83.63999938964844
2022-10-21,85.33000183105469
2022-10-24,85.77999877929688
2022-10-25,88.06999969482422
2022-10-26,88.2699966430664
2022-10-27,88.36000061035156
2022-10-28,90.05999755859375
