Date,DOXGX
2023-02-22,224.49000549316406
2023-02-23,225.1199951171875
2023-02-24,223.66000366210938
2023-02-27,223.75999450683594
2023-02-28,222.5500030517578
2023-03-01,222.25999450683594
2023-03-02,222.82000732421875
2023-03-03,225.9199981689453
2023-03-06,225.42999267578125
2023-03-07,221.75
2023-03-08,221.77999877929688
2023-03-09,216.2899932861328
2023-03-10,212.1699981689453
2023-03-13,212.1699981689453
2023-03-14,211.7100067138672
2023-03-15,211.7100067138672
2023-03-16,212.1300048828125
2023-03-17,209.0399932861328
2023-03-20,210.97000122070312
2023-03-21,215.07000732421875
2023-03-22,210.63999938964844
2023-03-23,210.22999572753906
2023-03-24,210.75
2023-03-27,212.91000366210938
2023-03-28,210.57000732421875
2023-03-29,213.3800048828125
2023-03-30,213.85000610351562
2023-03-31,216.47000122070312
2023-04-03,217.82000732421875
2023-04-04,215.7100067138672
2023-04-05,216.0500030517578
2023-04-06,216.94000244140625
2023-04-10,217.83999633789062
2023-04-11,218.7899932861328
2023-04-12,218.05999755859375
2023-04-13,220.2899932861328
2023-04-14,219.88999938964844
2023-04-17,220.4499969482422
2023-04-18,220.3699951171875
2023-04-19,220.47000122070312
2023-04-20,218.75
2023-04-21,218.77000427246094
2023-04-24,219.05999755859375
2023-04-25,215.7899932861328
2023-04-26,213.61000061035156
2023-04-27,217.32000732421875
2023-04-28,218.97999572753906
2023-05-01,218.72000122070312
2023-05-02,215.47000122070312
2023-05-03,213.8000030517578
2023-05-04,211.1199951171875
2023-05-05,215.41000366210938
2023-05-08,215.00999450683594
2023-05-09,214.0399932861328
2023-05-10,213.17999267578125
2023-05-11,213.1199951171875
2023-05-12,212.5800018310547
2023-05-15,214.6999969482422
2023-05-16,212.88999938964844
2023-05-17,216.35000610351562
2023-05-18,217.5800018310547
2023-05-19,217.67999267578125
2023-05-22,218.44000244140625
2023-05-23,217.14999389648438
2023-05-24,214.61000061035156
2023-05-25,214.7100067138672
2023-05-26,216.6699981689453
2023-05-30,215.97000122070312
2023-05-31,213.82000732421875
2023-06-01,215.6699981689453
2023-06-02,220.3800048828125
2023-06-05,219.5
2023-06-06,221.17999267578125
2023-06-07,222.11000061035156
2023-06-08,222.42999267578125
2023-06-09,222.05999755859375
2023-06-12,223.13999938964844
2023-06-13,225.0399932861328
2023-06-14,224.2100067138672
2023-06-15,227.1999969482422
2023-06-16,226.5
2023-06-20,224.6199951171875
2023-06-21,223.92999267578125
2023-06-22,223.4499969482422
2023-06-23,222.1699981689453
2023-06-26,222.3699951171875
2023-06-27,223.63999938964844
2023-06-28,223.77999877929688
2023-06-29,225.5399932861328
2023-06-30,227.44000244140625
2023-07-03,228.27999877929688
2023-07-05,227.4199981689453
2023-07-06,225.14999389648438
2023-07-07,225.6999969482422
2023-07-10,226.7100067138672
2023-07-11,229.5399932861328
2023-07-12,230.72000122070312
2023-07-13,232.92999267578125
2023-07-14,231.02000427246094
2023-07-17,231.75
2023-07-18,235.38999938964844
2023-07-19,236.6999969482422
2023-07-20,237.0399932861328
2023-07-21,236.6300048828125
2023-07-24,237.27999877929688
2023-07-25,237.27000427246094
2023-07-26,237.6300048828125
2023-07-27,236.66000366210938
2023-07-28,237.6999969482422
2023-07-31,238.67999267578125
2023-08-01,237.72000122070312
2023-08-02,234.67999267578125
2023-08-03,234.66000366210938
2023-08-04,234.9199981689453
2023-08-07,237.52000427246094
2023-08-08,236.97999572753906
2023-08-09,235.86000061035156
2023-08-10,235.97000122070312
2023-08-11,236.39999389648438
2023-08-14,235.8300018310547
2023-08-15,232.91000366210938
2023-08-16,230.5
2023-08-17,229.33999633789062
2023-08-18,229.41000366210938
2023-08-21,230.22000122070312
2023-08-22,228.58999633789062
2023-08-23,230.32000732421875
2023-08-24,228.33999633789062
2023-08-25,229.22000122070312
2023-08-28,231.4199981689453
2023-08-29,233.80999755859375
2023-08-30,233.8699951171875
2023-08-31,233.10000610351562
2023-09-01,234.30999755859375
2023-09-05,232.52999877929688
2023-09-06,231.5399932861328
2023-09-07,230.80999755859375
2023-09-08,232.27000427246094
2023-09-11,233.41000366210938
2023-09-12,234.0800018310547
2023-09-13,233.33999633789062
2023-09-14,236.13999938964844
2023-09-15,234.33999633789062
2023-09-18,234.1300048828125
2023-09-19,233.86000061035156
2023-09-20,232.02999877929688
2023-09-21,232.02999877929688
2023-09-22,228.1699981689453
2023-09-25,229.13999938964844
2023-09-26,225.3000030517578
2023-09-27,225.8000030517578
2023-09-28,227.16000366210938
2023-09-29,226.30999755859375
2023-10-02,224.3800048828125
2023-10-03,221.13999938964844
2023-10-04,221.5
2023-10-05,221.0800018310547
2023-10-06,223.30999755859375
2023-10-09,224.9199981689453
2023-10-10,226.6199951171875
2023-10-11,227.41000366210938
2023-10-12,225.63999938964844
2023-10-13,225.1300048828125
2023-10-16,228.1999969482422
2023-10-17,228.77000427246094
2023-10-18,225.88999938964844
2023-10-19,222.91000366210938
2023-10-20,220.11000061035156
2023-10-23,218.72999572753906
2023-10-24,220.89999389648438
2023-10-25,218.35000610351562
2023-10-26,217.27999877929688
2023-10-27,213.64999389648438
2023-10-30,216.5
2023-10-31,218.44000244140625
2023-11-01,219.83999633789062
2023-11-02,223.9199981689453
2023-11-03,226.44000244140625
2023-11-06,225.63999938964844
2023-11-07,224.97000122070312
2023-11-08,225.16000366210938
2023-11-09,222.5399932861328
2023-11-10,225.38999938964844
2023-11-13,224.85000610351562
2023-11-14,228.9499969482422
2023-11-15,229.88999938964844
2023-11-16,229.1199951171875
2023-11-17,230.91000366210938
2023-11-20,231.3800048828125
2023-11-21,231.25
2023-11-22,232.3699951171875
2023-11-24,233.13999938964844
2023-11-27,232.13999938964844
2023-11-28,232.4499969482422
2023-11-29,233.2100067138672
2023-11-30,234.80999755859375
2023-12-01,237.13999938964844
2023-12-04,236.8000030517578
2023-12-05,234.92999267578125
2023-12-06,234.49000549316406
2023-12-07,236.39999389648438
2023-12-08,237.74000549316406
2023-12-11,239.89999389648438
2023-12-12,239.8699951171875
2023-12-13,243.75999450683594
2023-12-14,247.14999389648438
2023-12-15,245.66000366210938
2023-12-18,240.8800048828125
2023-12-19,242.83999633789062
2023-12-20,239.25999450683594
2023-12-21,241.6300048828125
2023-12-22,242.50999450683594
2023-12-26,243.88999938964844
2023-12-27,244.07000732421875
2023-12-28,244.3000030517578
2023-12-29,243.55999755859375
2024-01-02,244.3800048828125
2024-01-03,242.92999267578125
2024-01-04,242.4600067138672
2024-01-05,243.6199951171875
2024-01-08,245.77999877929688
2024-01-09,244.86000061035156
2024-01-10,245.0800018310547
2024-01-11,244.75999450683594
2024-01-12,244.3300018310547
2024-01-16,242.30999755859375
2024-01-17,240.7899932861328
2024-01-18,241.22000122070312
2024-01-19,243.3000030517578
2024-01-22,243.7100067138672
2024-01-23,244.39999389648438
2024-01-24,244.1999969482422
2024-01-25,245.75
2024-01-26,246.86000061035156
2024-01-29,247.66000366210938
2024-01-30,247.72999572753906
2024-01-31,243.85000610351562
2024-02-01,244.89999389648438
2024-02-02,245.07000732421875
2024-02-05,243.7100067138672
2024-02-06,244.66000366210938
2024-02-07,245.07000732421875
2024-02-08,245.0
2024-02-09,245.82000732421875
2024-02-12,247.24000549316406
2024-02-13,243.38999938964844
2024-02-14,245.02000427246094
2024-02-15,248.1199951171875
2024-02-16,247.17999267578125
2024-02-20,246.8000030517578
2024-02-21,248.17999267578125
2024-02-22,250.1199951171875
2024-02-23,250.75
2024-02-26,249.4600067138672
2024-02-27,250.14999389648438
2024-02-28,249.17999267578125
2024-02-29,250.44000244140625
2024-03-01,250.7899932861328
2024-03-04,251.02999877929688
2024-03-05,251.00999450683594
2024-03-06,251.75999450683594
2024-03-07,253.6300048828125
2024-03-08,253.94000244140625
2024-03-11,255.0500030517578
2024-03-12,255.4499969482422
2024-03-13,256.3399963378906
2024-03-14,255.2100067138672
2024-03-15,254.6199951171875
2024-03-18,255.83999633789062
2024-03-19,257.1199951171875
2024-03-20,259.3699951171875
2024-03-21,260.9700012207031
2024-03-22,260.3500061035156
2024-03-25,254.16000366210938
2024-03-26,254.3000030517578
2024-03-27,257.44000244140625
2024-03-28,258.04998779296875
2024-04-01,257.0
2024-04-02,254.97999572753906
2024-04-03,255.63999938964844
2024-04-04,253.3000030517578
2024-04-05,255.25999450683594
2024-04-08,255.6300048828125
2024-04-09,256.1700134277344
2024-04-10,253.0500030517578
2024-04-11,253.02000427246094
2024-04-12,249.6300048828125
2024-04-15,248.32000732421875
2024-04-16,246.89999389648438
2024-04-17,246.63999938964844
2024-04-18,247.3699951171875
2024-04-19,248.8300018310547
2024-04-22,251.22000122070312
2024-04-23,253.8000030517578
2024-04-24,252.6699981689453
2024-04-25,251.07000732421875
2024-04-26,252.47000122070312
2024-04-29,253.13999938964844
2024-04-30,249.3300018310547
2024-05-01,248.27000427246094
2024-05-02,249.3699951171875
2024-05-03,251.0399932861328
2024-05-06,252.77999877929688
2024-05-07,254.1699981689453
2024-05-08,255.0500030517578
2024-05-09,256.5
2024-05-10,257.20001220703125
2024-05-13,256.79998779296875
2024-05-14,258.0400085449219
2024-05-15,259.4800109863281
2024-05-16,258.760009765625
2024-05-17,259.5400085449219
2024-05-20,258.82000732421875
2024-05-21,259.55999755859375
2024-05-22,258.5299987792969
2024-05-23,255.22999572753906
2024-05-24,256.29998779296875
2024-05-28,254.3800048828125
2024-05-29,252.19000244140625
2024-05-30,253.52999877929688
2024-05-31,257.7799987792969
2024-06-03,256.19000244140625
2024-06-04,255.2100067138672
2024-06-05,256.69000244140625
2024-06-06,256.6300048828125
2024-06-07,256.3500061035156
2024-06-10,256.6499938964844
2024-06-11,255.11000061035156
2024-06-12,255.74000549316406
2024-06-13,254.4600067138672
2024-06-14,253.42999267578125
2024-06-17,255.22999572753906
2024-06-18,255.52000427246094
2024-06-20,256.92999267578125
2024-06-21,257.3599853515625
2024-06-24,259.6499938964844
2024-06-25,257.1600036621094
2024-06-26,256.989990234375
2024-06-27,256.25
2024-06-28,256.8699951171875
2024-07-01,256.3399963378906
2024-07-02,257.2799987792969
2024-07-03,257.17999267578125
2024-07-05,257.1700134277344
2024-07-08,256.94000244140625
2024-07-09,257.5199890136719
2024-07-10,259.2799987792969
2024-07-11,261.4599914550781
2024-07-12,262.1499938964844
2024-07-15,263.3599853515625
2024-07-16,265.9800109863281
2024-07-17,265.989990234375
2024-07-18,263.20001220703125
2024-07-19,261.760009765625
2024-07-22,262.8999938964844
2024-07-23,262.4599914550781
2024-07-24,260.82000732421875
2024-07-25,261.7300109863281
2024-07-26,266.45001220703125
2024-07-29,266.8399963378906
2024-07-30,268.0899963378906
2024-07-31,268.19000244140625
2024-08-01,265.8399963378906
2024-08-02,260.45001220703125
2024-08-05,253.9199981689453
2024-08-06,256.2200012207031
2024-08-07,255.02999877929688
2024-08-08,259.45001220703125
2024-08-09,260.1199951171875
2024-08-12,258.489990234375
2024-08-13,261.5199890136719
2024-08-14,262.2799987792969
2024-08-15,265.0799865722656
2024-08-16,266.1099853515625
2024-08-19,268.0799865722656
2024-08-20,267.0400085449219
2024-08-21,267.5199890136719
2024-08-22,266.9700012207031
2024-08-23,270.0899963378906
2024-08-26,270.54998779296875
2024-08-27,270.8900146484375
2024-08-28,270.6499938964844
2024-08-29,271.7900085449219
2024-08-30,273.5400085449219
2024-09-03,270.7799987792969
2024-09-04,270.2200012207031
2024-09-05,268.2200012207031
2024-09-06,264.0799865722656
2024-09-09,265.9700012207031
2024-09-10,265.9200134277344
2024-09-11,265.7099914550781
2024-09-12,267.05999755859375
2024-09-13,268.95001220703125
2024-09-16,270.760009765625
2024-09-17,271.20001220703125
2024-09-18,271.2300109863281
2024-09-19,274.4100036621094
2024-09-20,272.3900146484375
2024-09-23,273.0400085449219
2024-09-24,272.8900146484375
2024-09-25,270.07000732421875
2024-09-26,271.6499938964844
2024-09-27,273.29998779296875
2024-09-30,274.29998779296875
2024-10-01,272.8699951171875
2024-10-02,272.0299987792969
2024-10-03,270.6199951171875
2024-10-04,273.8999938964844
2024-10-07,272.1099853515625
2024-10-08,272.9200134277344
2024-10-09,275.1199951171875
2024-10-10,274.5199890136719
2024-10-11,277.0799865722656
2024-10-14,278.94000244140625
2024-10-15,278.29998779296875
2024-10-16,279.9100036621094
2024-10-17,279.8500061035156
2024-10-18,279.44000244140625
2024-10-21,276.8299865722656
2024-10-22,276.8500061035156
2024-10-23,276.3399963378906
2024-10-24,276.32000732421875
2024-10-25,275.67999267578125
2024-10-28,277.1000061035156
2024-10-29,276.5299987792969
2024-10-30,276.69000244140625
2024-10-31,273.6099853515625
2024-11-01,274.8900146484375
2024-11-04,274.0299987792969
2024-11-05,275.9800109863281
2024-11-06,285.2900085449219
2024-11-07,284.5799865722656
2024-11-08,284.8500061035156
2024-11-11,287.5400085449219
2024-11-12,285.2200012207031
2024-11-13,285.1400146484375
2024-11-14,282.7300109863281
2024-11-15,280.760009765625
2024-11-18,281.8800048828125
2024-11-19,280.7799987792969
2024-11-20,281.6600036621094
2024-11-21,283.32000732421875
