Date,RAFBX
2022-02-28,34.119998931884766
2022-03-01,33.58000183105469
2022-03-02,34.08000183105469
2022-03-03,33.540000915527344
2022-03-04,32.9900016784668
2022-03-07,31.649999618530273
2022-03-08,31.510000228881836
2022-03-09,32.65999984741211
2022-03-10,32.470001220703125
2022-03-11,31.81999969482422
2022-03-14,31.3799991607666
2022-03-15,32.16999816894531
2022-03-16,33.349998474121094
2022-03-17,33.88999938964844
2022-03-18,34.529998779296875
2022-03-21,34.189998626708984
2022-03-22,34.709999084472656
2022-03-23,34.029998779296875
2022-03-24,34.47999954223633
2022-03-25,34.33000183105469
2022-03-28,34.689998626708984
2022-03-29,35.43000030517578
2022-03-30,34.9900016784668
2022-03-31,34.439998626708984
2022-04-01,34.59000015258789
2022-04-04,35.0
2022-04-05,34.38999938964844
2022-04-06,33.779998779296875
2022-04-07,33.88999938964844
2022-04-08,33.689998626708984
2022-04-11,33.130001068115234
2022-04-12,32.93000030517578
2022-04-13,33.529998779296875
2022-04-14,33.02000045776367
2022-04-18,32.84000015258789
2022-04-19,33.58000183105469
2022-04-20,33.099998474121094
2022-04-21,32.36000061035156
2022-04-22,31.5
2022-04-25,31.780000686645508
2022-04-26,30.739999771118164
2022-04-27,30.770000457763672
2022-04-28,31.670000076293945
2022-04-29,30.540000915527344
2022-05-02,30.8700008392334
2022-05-03,30.81999969482422
2022-05-04,31.65999984741211
2022-05-05,30.34000015258789
2022-05-06,29.860000610351562
2022-05-09,28.540000915527344
2022-05-10,28.719999313354492
2022-05-11,28.1299991607666
2022-05-12,28.31999969482422
2022-05-13,29.31999969482422
2022-05-16,28.959999084472656
2022-05-17,29.610000610351562
2022-05-18,28.40999984741211
2022-05-19,28.520000457763672
2022-05-20,28.559999465942383
2022-05-23,28.850000381469727
2022-05-24,28.309999465942383
2022-05-25,28.690000534057617
2022-05-26,29.440000534057617
2022-05-27,30.290000915527344
2022-05-31,30.049999237060547
2022-06-01,29.690000534057617
2022-06-02,30.5
2022-06-03,29.920000076293945
2022-06-06,30.06999969482422
2022-06-07,30.34000015258789
2022-06-08,30.09000015258789
2022-06-09,29.360000610351562
2022-06-10,28.420000076293945
2022-06-13,27.149999618530273
2022-06-14,27.049999237060547
2022-06-15,25.329999923706055
2022-06-16,24.3799991607666
2022-06-17,24.6299991607666
2022-06-21,25.1299991607666
2022-06-22,25.15999984741211
2022-06-23,25.610000610351562
2022-06-24,26.420000076293945
2022-06-27,26.270000457763672
2022-06-28,25.670000076293945
2022-06-29,25.649999618530273
2022-06-30,25.3700008392334
2022-07-01,25.6299991607666
2022-07-05,25.90999984741211
2022-07-06,25.950000762939453
2022-07-07,26.399999618530273
2022-07-08,26.360000610351562
2022-07-11,25.93000030517578
2022-07-12,25.610000610351562
2022-07-13,25.479999542236328
2022-07-14,25.3700008392334
2022-07-15,25.90999984741211
2022-07-18,25.739999771118164
2022-07-19,26.510000228881836
2022-07-20,26.829999923706055
2022-07-21,27.209999084472656
2022-07-22,26.770000457763672
2022-07-25,26.729999542236328
2022-07-26,26.309999465942383
2022-07-27,27.110000610351562
2022-07-28,27.5
2022-07-29,27.809999465942383
2022-08-01,27.799999237060547
2022-08-02,27.700000762939453
2022-08-03,28.219999313354492
2022-08-04,28.3700008392334
2022-08-05,28.34000015258789
2022-08-08,28.3700008392334
2022-08-09,28.040000915527344
2022-08-10,28.790000915527344
2022-08-11,28.700000762939453
2022-08-12,29.15999984741211
2022-08-15,29.229999542236328
2022-08-16,29.209999084472656
2022-08-17,28.829999923706055
2022-08-18,28.860000610351562
2022-08-19,28.34000015258789
2022-08-22,27.690000534057617
2022-08-23,27.610000610351562
2022-08-24,27.75
2022-08-25,28.209999084472656
2022-08-26,27.18000030517578
2022-08-29,26.950000762939453
2022-08-30,26.739999771118164
2022-08-31,26.579999923706055
2022-09-01,26.579999923706055
2022-09-02,26.31999969482422
2022-09-06,26.200000762939453
2022-09-07,26.739999771118164
2022-09-08,27.010000228881836
2022-09-09,27.510000228881836
2022-09-12,27.780000686645508
2022-09-13,26.549999237060547
2022-09-14,26.68000030517578
2022-09-15,26.450000762939453
2022-09-16,26.15999984741211
2022-09-19,26.260000228881836
2022-09-20,25.920000076293945
2022-09-21,25.469999313354492
2022-09-22,25.059999465942383
2022-09-23,24.719999313354492
2022-09-26,24.489999771118164
2022-09-27,24.510000228881836
2022-09-28,25.059999465942383
2022-09-29,24.56999969482422
2022-09-30,24.280000686645508
2022-10-03,24.860000610351562
2022-10-04,25.729999542236328
2022-10-05,25.719999313354492
2022-10-06,25.559999465942383
2022-10-07,24.75
2022-10-10,24.440000534057617
2022-10-11,24.18000030517578
2022-10-12,24.139999389648438
2022-10-13,24.510000228881836
2022-10-14,23.8700008392334
2022-10-17,24.600000381469727
2022-10-18,24.850000381469727
2022-10-19,24.56999969482422
2022-10-20,24.399999618530273
2022-10-21,24.889999389648438
2022-10-24,25.079999923706055
2022-10-25,25.610000610351562
2022-10-26,25.360000610351562
2022-10-27,25.170000076293945
2022-10-28,25.610000610351562
2022-10-31,25.469999313354492
2022-11-01,25.34000015258789
2022-11-02,24.59000015258789
2022-11-03,24.31999969482422
2022-11-04,24.670000076293945
2022-11-07,24.850000381469727
2022-11-08,25.020000457763672
2022-11-09,24.540000915527344
2022-11-10,26.15999984741211
2022-11-11,26.540000915527344
2022-11-14,26.260000228881836
2022-11-15,26.65999984741211
2022-11-16,26.290000915527344
2022-11-17,26.040000915527344
2022-11-18,26.110000610351562
2022-11-21,25.8799991607666
2022-11-22,26.18000030517578
2022-11-23,26.420000076293945
2022-11-25,26.389999389648438
2022-11-28,26.010000228881836
2022-11-29,25.940000534057617
2022-11-30,26.899999618530273
2022-12-01,27.030000686645508
2022-12-02,26.979999542236328
2022-12-05,26.489999771118164
2022-12-06,26.110000610351562
2022-12-07,26.079999923706055
2022-12-08,26.3799991607666
2022-12-09,26.25
2022-12-12,26.59000015258789
2022-12-13,26.850000381469727
2022-12-14,26.709999084472656
2022-12-15,25.979999542236328
2022-12-16,25.719999313354492
2022-12-19,25.43000030517578
2022-12-20,25.43000030517578
2022-12-21,25.799999237060547
