Date,RMEBX
2022-02-28,51.15999984741211
2022-03-01,50.630001068115234
2022-03-02,51.5
2022-03-03,51.58000183105469
2022-03-04,51.65999984741211
2022-03-07,50.79999923706055
2022-03-08,50.150001525878906
2022-03-09,50.880001068115234
2022-03-10,50.790000915527344
2022-03-11,50.380001068115234
2022-03-14,50.400001525878906
2022-03-15,51.09000015258789
2022-03-16,51.439998626708984
2022-03-17,52.04999923706055
2022-03-18,52.209999084472656
2022-03-21,52.369998931884766
2022-03-22,52.58000183105469
2022-03-23,52.150001525878906
2022-03-24,52.63999938964844
2022-03-25,53.029998779296875
2022-03-28,53.11000061035156
2022-03-29,53.47999954223633
2022-03-30,53.40999984741211
2022-03-31,52.72999954223633
2022-04-01,52.95000076293945
2022-04-04,52.97999954223633
2022-04-05,52.75
2022-04-06,52.869998931884766
2022-04-07,53.16999816894531
2022-04-08,53.36000061035156
2022-04-11,52.7599983215332
2022-04-12,52.599998474121094
2022-04-13,52.86000061035156
2022-04-14,52.599998474121094
2022-04-18,52.47999954223633
2022-04-19,52.939998626708984
2022-04-20,53.400001525878906
2022-04-21,52.84000015258789
2022-04-22,51.650001525878906
2022-04-25,51.72999954223633
2022-04-26,50.84000015258789
2022-04-27,51.099998474121094
2022-04-28,51.79999923706055
2022-04-29,50.310001373291016
2022-05-02,50.279998779296875
2022-05-03,50.59000015258789
2022-05-04,51.779998779296875
2022-05-05,50.63999938964844
2022-05-06,50.65999984741211
2022-05-09,49.59000015258789
2022-05-10,49.4900016784668
2022-05-11,49.16999816894531
2022-05-12,49.220001220703125
2022-05-13,49.90999984741211
2022-05-16,50.06999969482422
2022-05-17,50.77000045776367
2022-05-18,49.310001373291016
2022-05-19,49.029998779296875
2022-05-20,49.189998626708984
2022-05-23,49.88999938964844
2022-05-24,50.099998474121094
2022-05-25,50.349998474121094
2022-05-26,50.86000061035156
2022-05-27,51.619998931884766
2022-05-31,51.27000045776367
2022-06-01,50.959999084472656
2022-06-02,51.470001220703125
2022-06-03,51.06999969482422
2022-06-06,51.099998474121094
2022-06-07,51.619998931884766
2022-06-08,51.029998779296875
2022-06-09,50.09000015258789
2022-06-10,49.22999954223633
2022-06-13,47.84000015258789
2022-06-14,47.38999938964844
2022-06-15,47.56999969482422
2022-06-16,46.439998626708984
2022-06-17,46.27000045776367
2022-06-21,47.31999969482422
2022-06-22,47.29999923706055
2022-06-23,47.5
2022-06-24,48.56999969482422
2022-06-27,48.630001068115234
2022-06-28,48.20000076293945
2022-06-29,48.20000076293945
2022-06-30,48.099998474121094
2022-07-01,48.529998779296875
2022-07-05,47.959999084472656
2022-07-06,48.099998474121094
2022-07-07,48.439998626708984
2022-07-08,48.40999984741211
2022-07-11,48.20000076293945
2022-07-12,47.81999969482422
2022-07-13,47.58000183105469
2022-07-14,47.27000045776367
2022-07-15,47.970001220703125
2022-07-18,47.599998474121094
2022-07-19,48.58000183105469
2022-07-20,48.5099983215332
2022-07-21,48.7400016784668
2022-07-22,48.650001525878906
2022-07-25,48.90999984741211
2022-07-26,48.70000076293945
2022-07-27,49.290000915527344
2022-07-28,49.7400016784668
2022-07-29,49.95000076293945
2022-08-01,49.779998779296875
2022-08-02,49.5099983215332
2022-08-03,49.95000076293945
2022-08-04,49.77000045776367
2022-08-05,49.849998474121094
2022-08-08,49.869998931884766
2022-08-09,49.91999816894531
2022-08-10,50.59000015258789
2022-08-11,50.65999984741211
2022-08-12,51.33000183105469
2022-08-15,51.4900016784668
2022-08-16,51.63999938964844
2022-08-17,51.400001525878906
2022-08-18,51.47999954223633
2022-08-19,51.15999984741211
2022-08-22,50.400001525878906
2022-08-23,50.2400016784668
2022-08-24,50.34000015258789
2022-08-25,50.81999969482422
2022-08-26,49.630001068115234
2022-08-29,49.43000030517578
2022-08-30,48.90999984741211
2022-08-31,48.619998931884766
2022-09-01,48.83000183105469
2022-09-02,48.40999984741211
2022-09-06,48.25
2022-09-07,48.95000076293945
2022-09-08,49.220001220703125
2022-09-09,49.75
2022-09-12,50.18000030517578
2022-09-13,48.560001373291016
2022-09-14,48.619998931884766
2022-09-15,48.2400016784668
2022-09-16,48.040000915527344
2022-09-19,48.27000045776367
2022-09-20,47.77000045776367
2022-09-21,47.20000076293945
2022-09-22,47.0
2022-09-23,46.2599983215332
2022-09-26,45.68000030517578
2022-09-27,45.459999084472656
2022-09-28,46.22999954223633
2022-09-29,45.52000045776367
2022-09-30,44.900001525878906
2022-10-03,46.08000183105469
2022-10-04,47.25
2022-10-05,47.06999969482422
2022-10-06,46.41999816894531
2022-10-07,45.58000183105469
2022-10-10,45.400001525878906
2022-10-11,45.290000915527344
2022-10-12,45.029998779296875
2022-10-13,46.189998626708984
2022-10-14,45.369998931884766
2022-10-17,46.209999084472656
2022-10-18,46.720001220703125
2022-10-19,46.41999816894531
2022-10-20,45.9900016784668
2022-10-21,46.880001068115234
2022-10-24,47.349998474121094
2022-10-25,47.7599983215332
2022-10-26,47.900001525878906
2022-10-27,47.97999954223633
2022-10-28,48.970001220703125
2022-10-31,48.75
2022-11-01,48.7400016784668
2022-11-02,48.04999923706055
2022-11-03,47.84000015258789
2022-11-04,48.5099983215332
2022-11-07,48.93000030517578
2022-11-08,49.20000076293945
2022-11-09,48.540000915527344
2022-11-10,50.290000915527344
2022-11-11,50.27000045776367
2022-11-14,49.91999816894531
2022-11-15,50.189998626708984
2022-11-16,50.0099983215332
