Date,FNFPX
2022-02-28,57.9900016784668
2022-03-01,56.869998931884766
2022-03-02,57.65999984741211
2022-03-03,56.72999954223633
2022-03-04,55.56999969482422
2022-03-07,53.66999816894531
2022-03-08,53.689998626708984
2022-03-09,55.79999923706055
2022-03-10,55.279998779296875
2022-03-11,54.31999969482422
2022-03-14,53.86000061035156
2022-03-15,54.779998779296875
2022-03-16,56.810001373291016
2022-03-17,57.7400016784668
2022-03-18,58.709999084472656
2022-03-21,58.36000061035156
2022-03-22,59.34000015258789
2022-03-23,58.5099983215332
2022-03-24,59.2400016784668
2022-03-25,59.11000061035156
2022-03-28,59.810001373291016
2022-03-29,60.959999084472656
2022-03-30,60.599998474121094
2022-03-31,59.630001068115234
2022-04-01,60.029998779296875
2022-04-04,60.83000183105469
2022-04-05,59.7400016784668
2022-04-06,58.65999984741211
2022-04-07,58.880001068115234
2022-04-08,58.45000076293945
2022-04-11,57.36000061035156
2022-04-12,57.02000045776367
2022-04-13,57.95000076293945
2022-04-14,57.18000030517578
2022-04-18,57.0099983215332
2022-04-19,57.77000045776367
2022-04-20,57.41999816894531
2022-04-21,56.650001525878906
2022-04-22,55.41999816894531
2022-04-25,55.439998626708984
2022-04-26,53.38999938964844
2022-04-27,53.56999969482422
2022-04-28,54.650001525878906
2022-04-29,53.470001220703125
2022-05-02,53.83000183105469
2022-05-03,53.959999084472656
2022-05-04,55.220001220703125
2022-05-05,53.02000045776367
2022-05-06,52.209999084472656
2022-05-09,50.0
2022-05-10,50.38999938964844
2022-05-11,49.54999923706055
2022-05-12,49.619998931884766
2022-05-13,51.15999984741211
2022-05-16,50.810001373291016
2022-05-17,52.04999923706055
2022-05-18,50.20000076293945
2022-05-19,50.36000061035156
2022-05-20,50.40999984741211
2022-05-23,51.099998474121094
2022-05-24,50.290000915527344
2022-05-25,50.720001220703125
2022-05-26,51.790000915527344
2022-05-27,53.16999816894531
2022-05-31,53.04999923706055
2022-06-01,52.400001525878906
2022-06-02,53.66999816894531
2022-06-03,52.61000061035156
2022-06-06,52.83000183105469
2022-06-07,53.15999984741211
2022-06-08,52.7400016784668
2022-06-09,51.47999954223633
2022-06-10,50.029998779296875
2022-06-13,47.97999954223633
2022-06-14,47.790000915527344
2022-06-15,48.7599983215332
2022-06-16,47.119998931884766
2022-06-17,47.36000061035156
2022-06-21,48.349998474121094
2022-06-22,48.09000015258789
2022-06-23,48.31999969482422
2022-06-24,49.939998626708984
2022-06-27,49.83000183105469
2022-06-28,48.93000030517578
2022-06-29,48.81999969482422
2022-06-30,48.310001373291016
2022-07-01,48.560001373291016
2022-07-05,48.470001220703125
2022-07-06,48.45000076293945
2022-07-07,49.439998626708984
2022-07-08,49.470001220703125
2022-07-11,48.560001373291016
2022-07-12,48.150001525878906
2022-07-13,48.119998931884766
2022-07-14,47.79999923706055
2022-07-15,48.68000030517578
2022-07-18,48.56999969482422
2022-07-19,49.88999938964844
2022-07-20,50.06999969482422
2022-07-21,50.849998474121094
2022-07-22,50.34000015258789
2022-07-25,50.369998931884766
2022-07-26,49.720001220703125
2022-07-27,51.0099983215332
2022-07-28,51.560001373291016
2022-07-29,52.27000045776367
2022-08-01,52.11000061035156
2022-08-02,51.75
2022-08-03,52.43000030517578
2022-08-04,52.720001220703125
2022-08-05,52.36000061035156
2022-08-08,52.5
2022-08-09,52.029998779296875
2022-08-10,53.25
2022-08-11,53.15999984741211
2022-08-12,53.95000076293945
2022-08-15,54.08000183105469
2022-08-16,53.959999084472656
2022-08-17,53.52000045776367
2022-08-18,53.459999084472656
2022-08-19,52.70000076293945
2022-08-22,51.619998931884766
2022-08-23,51.65999984741211
2022-08-24,51.869998931884766
2022-08-25,52.54999923706055
2022-08-26,50.959999084472656
2022-08-29,50.560001373291016
2022-08-30,50.06999969482422
2022-08-31,49.779998779296875
2022-09-01,49.529998779296875
2022-09-02,49.13999938964844
2022-09-06,48.97999954223633
2022-09-07,49.77000045776367
2022-09-08,50.2400016784668
2022-09-09,51.2400016784668
2022-09-12,51.77000045776367
2022-09-13,49.72999954223633
2022-09-14,49.97999954223633
2022-09-15,49.47999954223633
2022-09-16,49.029998779296875
2022-09-19,49.29999923706055
2022-09-20,48.709999084472656
2022-09-21,47.869998931884766
2022-09-22,47.290000915527344
2022-09-23,46.20000076293945
2022-09-26,45.709999084472656
2022-09-27,45.779998779296875
2022-09-28,46.790000915527344
2022-09-29,45.81999969482422
2022-09-30,45.400001525878906
2022-10-03,46.20000076293945
2022-10-04,47.81999969482422
2022-10-05,47.630001068115234
2022-10-06,47.150001525878906
2022-10-07,45.900001525878906
2022-10-10,45.540000915527344
2022-10-11,44.959999084472656
2022-10-12,44.95000076293945
2022-10-13,45.7599983215332
2022-10-14,44.70000076293945
2022-10-17,45.9900016784668
2022-10-18,46.38999938964844
2022-10-19,45.9900016784668
2022-10-20,45.56999969482422
2022-10-21,46.52000045776367
2022-10-24,46.61000061035156
2022-10-25,47.560001373291016
2022-10-26,47.61000061035156
2022-10-27,47.13999938964844
2022-10-28,47.779998779296875
2022-10-31,47.47999954223633
2022-11-01,47.61000061035156
2022-11-02,46.58000183105469
2022-11-03,46.27000045776367
2022-11-04,47.380001068115234
2022-11-07,47.709999084472656
2022-11-08,48.029998779296875
2022-11-09,47.13999938964844
2022-11-10,49.72999954223633
2022-11-11,50.56999969482422
2022-11-14,50.13999938964844
2022-11-15,50.709999084472656
2022-11-16,50.279998779296875
2022-11-17,50.04999923706055
2022-11-18,50.13999938964844
2022-11-21,49.709999084472656
2022-11-22,50.27000045776367
2022-11-23,50.77000045776367
2022-11-25,50.84000015258789
2022-11-28,50.16999816894531
2022-11-29,50.2599983215332
2022-11-30,51.88999938964844
2022-12-01,52.08000183105469
2022-12-02,52.060001373291016
2022-12-05,51.18000030517578
2022-12-06,50.59000015258789
2022-12-07,50.43000030517578
2022-12-08,50.849998474121094
2022-12-09,50.70000076293945
2022-12-12,51.0
2022-12-13,51.439998626708984
2022-12-14,51.310001373291016
2022-12-15,47.970001220703125
2022-12-16,47.45000076293945
2022-12-19,47.08000183105469
2022-12-20,47.11000061035156
2022-12-21,47.720001220703125
2022-12-22,47.099998474121094
2022-12-23,47.20000076293945
2022-12-27,47.0
2022-12-28,46.540000915527344
2022-12-29,47.40999984741211
2022-12-30,47.16999816894531
2023-01-03,47.150001525878906
2023-01-04,47.70000076293945
2023-01-05,47.31999969482422
2023-01-06,48.369998931884766
2023-01-09,48.630001068115234
2023-01-10,48.880001068115234
2023-01-11,49.34000015258789
2023-01-12,49.72999954223633
2023-01-13,50.11000061035156
2023-01-17,50.130001068115234
2023-01-18,49.72999954223633
2023-01-19,49.439998626708984
2023-01-20,50.150001525878906
2023-01-23,50.61000061035156
2023-01-24,50.560001373291016
2023-01-25,50.65999984741211
2023-01-26,51.099998474121094
2023-01-27,51.150001525878906
2023-01-30,50.619998931884766
2023-01-31,51.119998931884766
2023-02-01,51.619998931884766
2023-02-02,52.15999984741211
2023-02-03,51.79999923706055
2023-02-06,51.369998931884766
2023-02-07,51.869998931884766
2023-02-08,51.47999954223633
2023-02-09,51.27000045776367
2023-02-10,51.09000015258789
2023-02-13,51.68000030517578
2023-02-14,51.84000015258789
2023-02-15,51.88999938964844
2023-02-16,51.369998931884766
2023-02-17,51.20000076293945
2023-02-21,50.34000015258789
2023-02-22,50.20000076293945
2023-02-23,50.349998474121094
2023-02-24,49.689998626708984
2023-02-27,50.150001525878906
2023-02-28,50.02000045776367
2023-03-01,50.18000030517578
2023-03-02,50.41999816894531
2023-03-03,51.16999816894531
2023-03-06,51.02000045776367
2023-03-07,50.25
2023-03-08,50.27000045776367
2023-03-09,49.59000015258789
2023-03-10,48.970001220703125
2023-03-13,48.880001068115234
2023-03-14,49.75
2023-03-15,48.81999969482422
2023-03-16,49.61000061035156
2023-03-17,49.150001525878906
2023-03-20,49.619998931884766
2023-03-21,50.349998474121094
2023-03-22,49.95000076293945
2023-03-23,50.31999969482422
2023-03-24,50.18000030517578
2023-03-27,50.369998931884766
2023-03-28,50.380001068115234
2023-03-29,51.06999969482422
2023-03-30,51.459999084472656
2023-03-31,52.029998779296875
2023-04-03,52.130001068115234
2023-04-04,51.95000076293945
2023-04-05,51.58000183105469
2023-04-06,51.720001220703125
2023-04-10,51.709999084472656
2023-04-11,51.869998931884766
2023-04-12,51.869998931884766
2023-04-13,52.63999938964844
2023-04-14,52.4900016784668
2023-04-17,52.52000045776367
2023-04-18,52.68000030517578
2023-04-19,52.5099983215332
2023-04-20,52.27000045776367
2023-04-21,52.459999084472656
2023-04-24,52.439998626708984
2023-04-25,51.61000061035156
2023-04-26,51.41999816894531
2023-04-27,52.209999084472656
2023-04-28,52.59000015258789
2023-05-01,52.58000183105469
2023-05-02,52.130001068115234
2023-05-03,52.099998474121094
2023-05-04,51.790000915527344
2023-05-05,52.5
2023-05-08,52.619998931884766
2023-05-09,52.38999938964844
2023-05-10,52.5
2023-05-11,52.380001068115234
2023-05-12,52.25
