Date,RNPGX
2022-02-28,58.18000030517578
2022-03-01,57.060001373291016
2022-03-02,57.849998474121094
2022-03-03,56.90999984741211
2022-03-04,55.7599983215332
2022-03-07,53.849998474121094
2022-03-08,53.869998931884766
2022-03-09,55.9900016784668
2022-03-10,55.459999084472656
2022-03-11,54.5
2022-03-14,54.040000915527344
2022-03-15,54.959999084472656
2022-03-16,57.0
2022-03-17,57.939998626708984
2022-03-18,58.90999984741211
2022-03-21,58.560001373291016
2022-03-22,59.529998779296875
2022-03-23,58.709999084472656
2022-03-24,59.439998626708984
2022-03-25,59.310001373291016
2022-03-28,60.0099983215332
2022-03-29,61.15999984741211
2022-03-30,60.810001373291016
2022-03-31,59.83000183105469
2022-04-01,60.22999954223633
2022-04-04,61.029998779296875
2022-04-05,59.939998626708984
2022-04-06,58.86000061035156
2022-04-07,59.08000183105469
2022-04-08,58.650001525878906
2022-04-11,57.54999923706055
2022-04-12,57.209999084472656
2022-04-13,58.150001525878906
2022-04-14,57.369998931884766
2022-04-18,57.209999084472656
2022-04-19,57.970001220703125
2022-04-20,57.61000061035156
2022-04-21,56.84000015258789
2022-04-22,55.599998474121094
2022-04-25,55.630001068115234
2022-04-26,53.56999969482422
2022-04-27,53.75
2022-04-28,54.83000183105469
2022-04-29,53.65999984741211
2022-05-02,54.02000045776367
2022-05-03,54.13999938964844
2022-05-04,55.400001525878906
2022-05-05,53.20000076293945
2022-05-06,52.38999938964844
2022-05-09,50.16999816894531
2022-05-10,50.560001373291016
2022-05-11,49.720001220703125
2022-05-12,49.790000915527344
2022-05-13,51.33000183105469
2022-05-16,50.9900016784668
2022-05-17,52.220001220703125
2022-05-18,50.380001068115234
2022-05-19,50.540000915527344
2022-05-20,50.58000183105469
2022-05-23,51.279998779296875
2022-05-24,50.459999084472656
2022-05-25,50.88999938964844
2022-05-26,51.970001220703125
2022-05-27,53.349998474121094
2022-05-31,53.22999954223633
2022-06-01,52.58000183105469
2022-06-02,53.849998474121094
2022-06-03,52.790000915527344
2022-06-06,53.02000045776367
2022-06-07,53.349998474121094
2022-06-08,52.93000030517578
2022-06-09,51.65999984741211
2022-06-10,50.20000076293945
2022-06-13,48.150001525878906
2022-06-14,47.959999084472656
2022-06-15,48.93000030517578
2022-06-16,47.279998779296875
2022-06-17,47.529998779296875
2022-06-21,48.52000045776367
2022-06-22,48.2599983215332
2022-06-23,48.4900016784668
2022-06-24,50.11000061035156
2022-06-27,50.0099983215332
2022-06-28,49.099998474121094
2022-06-29,48.9900016784668
2022-06-30,48.4900016784668
2022-07-01,48.72999954223633
2022-07-05,48.63999938964844
2022-07-06,48.619998931884766
2022-07-07,49.61000061035156
2022-07-08,49.63999938964844
2022-07-11,48.7400016784668
2022-07-12,48.31999969482422
2022-07-13,48.290000915527344
2022-07-14,47.970001220703125
2022-07-15,48.86000061035156
2022-07-18,48.7400016784668
2022-07-19,50.06999969482422
2022-07-20,50.25
2022-07-21,51.040000915527344
2022-07-22,50.52000045776367
2022-07-25,50.560001373291016
2022-07-26,49.88999938964844
2022-07-27,51.189998626708984
2022-07-28,51.75
2022-07-29,52.459999084472656
2022-08-01,52.29999923706055
2022-08-02,51.939998626708984
2022-08-03,52.619998931884766
2022-08-04,52.900001525878906
2022-08-05,52.54999923706055
2022-08-08,52.689998626708984
2022-08-09,52.209999084472656
2022-08-10,53.439998626708984
2022-08-11,53.349998474121094
2022-08-12,54.150001525878906
2022-08-15,54.279998779296875
2022-08-16,54.150001525878906
2022-08-17,53.709999084472656
2022-08-18,53.650001525878906
2022-08-19,52.88999938964844
2022-08-22,51.810001373291016
2022-08-23,51.849998474121094
2022-08-24,52.060001373291016
2022-08-25,52.7400016784668
2022-08-26,51.13999938964844
2022-08-29,50.75
2022-08-30,50.25
2022-08-31,49.959999084472656
2022-09-01,49.709999084472656
2022-09-02,49.310001373291016
2022-09-06,49.150001525878906
2022-09-07,49.95000076293945
2022-09-08,50.41999816894531
2022-09-09,51.43000030517578
2022-09-12,51.95000076293945
2022-09-13,49.90999984741211
2022-09-14,50.15999984741211
2022-09-15,49.65999984741211
2022-09-16,49.209999084472656
2022-09-19,49.47999954223633
2022-09-20,48.88999938964844
2022-09-21,48.040000915527344
2022-09-22,47.459999084472656
2022-09-23,46.369998931884766
2022-09-26,45.880001068115234
2022-09-27,45.939998626708984
2022-09-28,46.959999084472656
2022-09-29,45.9900016784668
2022-09-30,45.560001373291016
2022-10-03,46.369998931884766
2022-10-04,48.0
2022-10-05,47.79999923706055
2022-10-06,47.31999969482422
2022-10-07,46.06999969482422
2022-10-10,45.70000076293945
2022-10-11,45.130001068115234
2022-10-12,45.119998931884766
2022-10-13,45.93000030517578
2022-10-14,44.86000061035156
2022-10-17,46.15999984741211
2022-10-18,46.56999969482422
2022-10-19,46.15999984741211
2022-10-20,45.7400016784668
2022-10-21,46.689998626708984
2022-10-24,46.779998779296875
2022-10-25,47.72999954223633
2022-10-26,47.790000915527344
2022-10-27,47.31999969482422
2022-10-28,47.959999084472656
2022-10-31,47.650001525878906
2022-11-01,47.790000915527344
2022-11-02,46.7599983215332
2022-11-03,46.45000076293945
2022-11-04,47.560001373291016
2022-11-07,47.88999938964844
2022-11-08,48.209999084472656
2022-11-09,47.31999969482422
2022-11-10,49.91999816894531
2022-11-11,50.7599983215332
2022-11-14,50.31999969482422
2022-11-15,50.900001525878906
2022-11-16,50.470001220703125
2022-11-17,50.2400016784668
2022-11-18,50.33000183105469
2022-11-21,49.900001525878906
2022-11-22,50.459999084472656
2022-11-23,50.959999084472656
2022-11-25,51.029998779296875
2022-11-28,50.36000061035156
2022-11-29,50.45000076293945
2022-11-30,52.09000015258789
2022-12-01,52.27000045776367
2022-12-02,52.2599983215332
2022-12-05,51.380001068115234
2022-12-06,50.779998779296875
2022-12-07,50.619998931884766
2022-12-08,51.040000915527344
2022-12-09,50.900001525878906
2022-12-12,51.20000076293945
2022-12-13,51.630001068115234
2022-12-14,51.5099983215332
2022-12-15,48.119998931884766
2022-12-16,47.599998474121094
2022-12-19,47.22999954223633
2022-12-20,47.27000045776367
2022-12-21,47.869998931884766
2022-12-22,47.2599983215332
2022-12-23,47.36000061035156
2022-12-27,47.15999984741211
2022-12-28,46.70000076293945
2022-12-29,47.560001373291016
2022-12-30,47.31999969482422
2023-01-03,47.29999923706055
2023-01-04,47.86000061035156
2023-01-05,47.47999954223633
2023-01-06,48.529998779296875
2023-01-09,48.790000915527344
2023-01-10,49.040000915527344
2023-01-11,49.5
2023-01-12,49.900001525878906
2023-01-13,50.279998779296875
2023-01-17,50.29999923706055
2023-01-18,49.900001525878906
2023-01-19,49.61000061035156
2023-01-20,50.31999969482422
2023-01-23,50.779998779296875
2023-01-24,50.72999954223633
2023-01-25,50.83000183105469
2023-01-26,51.27000045776367
2023-01-27,51.31999969482422
2023-01-30,50.790000915527344
2023-01-31,51.290000915527344
2023-02-01,51.79999923706055
2023-02-02,52.34000015258789
2023-02-03,51.97999954223633
2023-02-06,51.54999923706055
2023-02-07,52.040000915527344
2023-02-08,51.650001525878906
2023-02-09,51.439998626708984
