Date,VLISX
2022-02-28,418.9599914550781
2022-03-01,412.55999755859375
2022-03-02,420.05999755859375
2022-03-03,417.0899963378906
2022-03-04,413.3399963378906
2022-03-07,400.70001220703125
2022-03-08,397.9599914550781
2022-03-09,408.67999267578125
2022-03-10,406.7300109863281
2022-03-11,401.04998779296875
2022-03-14,397.6199951171875
2022-03-15,406.2200012207031
2022-03-16,415.989990234375
2022-03-17,421.510009765625
2022-03-18,426.94000244140625
2022-03-21,426.44000244140625
2022-03-22,430.260009765625
2022-03-23,425.0299987792969
2022-03-24,431.239990234375
2022-03-25,432.9200134277344
2022-03-28,436.3999938964844
2022-03-29,442.2200012207031
2022-03-30,439.19000244140625
2022-03-31,432.3399963378906
2022-04-01,433.94000244140625
2022-04-04,437.8299865722656
2022-04-05,431.95001220703125
2022-04-06,427.29998779296875
2022-04-07,429.0400085449219
2022-04-08,427.6700134277344
2022-04-11,420.5799865722656
2022-04-12,419.1099853515625
2022-04-13,424.25
2022-04-14,418.8299865722656
2022-04-18,418.30999755859375
2022-04-19,425.3699951171875
2022-04-20,424.5899963378906
2022-04-21,417.8999938964844
2022-04-22,406.3900146484375
2022-04-25,409.0400085449219
2022-04-26,397.2900085449219
2022-04-27,398.010009765625
2022-04-28,407.95001220703125
2022-04-29,393.05999755859375
2022-05-02,395.54998779296875
2022-05-03,397.1099853515625
2022-05-04,408.8999938964844
2022-05-05,393.8399963378906
2022-05-06,391.1000061035156
2022-05-09,377.8900146484375
2022-05-10,378.8699951171875
2022-05-11,372.2799987792969
2022-05-12,372.2699890136719
2022-05-13,381.8299865722656
2022-05-16,379.8599853515625
2022-05-17,387.5299987792969
2022-05-18,371.8599853515625
2022-05-19,370.19000244140625
2022-05-20,370.2799987792969
2022-05-23,377.0199890136719
2022-05-24,373.2900085449219
2022-05-25,377.1099853515625
2022-05-26,384.7900085449219
2022-05-27,394.6099853515625
2022-05-31,391.9200134277344
2022-06-01,388.9599914550781
2022-06-02,396.69000244140625
2022-06-03,390.05999755859375
2022-06-06,391.260009765625
2022-06-07,395.17999267578125
2022-06-08,391.0799865722656
2022-06-09,381.5799865722656
2022-06-10,370.260009765625
2022-06-13,355.5299987792969
2022-06-14,354.30999755859375
2022-06-15,359.739990234375
2022-06-16,347.8299865722656
2022-06-17,348.989990234375
2022-06-21,357.57000732421875
2022-06-22,355.7699890136719
2022-06-23,359.6099853515625
2022-06-24,370.75
2022-06-27,369.4800109863281
2022-06-28,361.7900085449219
2022-06-29,361.5199890136719
2022-06-30,358.20001220703125
2022-07-01,362.1499938964844
2022-07-05,363.2900085449219
2022-07-06,364.4100036621094
2022-07-07,370.1199951171875
2022-07-08,369.82000732421875
2022-07-11,365.29998779296875
2022-07-12,361.8299865722656
2022-07-13,360.2099914550781
2022-07-14,358.9800109863281
2022-07-15,365.9700012207031
2022-07-18,363.0
2022-07-19,373.010009765625
2022-07-20,375.5899963378906
2022-07-21,379.4200134277344
2022-07-22,375.5
2022-07-25,375.8299865722656
2022-07-26,371.1199951171875
2022-07-27,381.0799865722656
2022-07-28,385.79998779296875
2022-07-29,391.25
2022-08-01,390.2699890136719
2022-08-02,388.05999755859375
2022-08-03,394.5
2022-08-04,394.3599853515625
2022-08-05,393.8299865722656
2022-08-08,393.5
2022-08-09,391.5400085449219
2022-08-10,400.3800048828125
2022-08-11,399.94000244140625
2022-08-12,406.9700012207031
2022-08-15,408.6199951171875
2022-08-16,409.2799987792969
2022-08-17,406.1099853515625
2022-08-18,406.9599914550781
2022-08-19,401.45001220703125
2022-08-22,392.8800048828125
2022-08-23,392.0299987792969
2022-08-24,393.30999755859375
2022-08-25,399.0400085449219
2022-08-26,385.5400085449219
2022-08-29,382.8800048828125
2022-08-30,378.760009765625
2022-08-31,375.8999938964844
2022-09-01,376.7699890136719
2022-09-02,372.7900085449219
2022-09-06,371.260009765625
2022-09-07,378.1700134277344
2022-09-08,380.9100036621094
2022-09-09,387.0299987792969
2022-09-12,391.1600036621094
2022-09-13,374.239990234375
2022-09-14,375.739990234375
2022-09-15,371.5299987792969
2022-09-16,368.5799865722656
2022-09-19,371.05999755859375
2022-09-20,366.82000732421875
2022-09-21,360.54998779296875
2022-09-22,355.739990234375
2022-09-23,349.6300048828125
2022-09-26,345.9599914550781
2022-09-27,345.3800048828125
2022-09-28,352.3299865722656
2022-09-29,344.8699951171875
2022-09-30,339.7699890136719
2022-10-03,348.4800109863281
2022-10-04,359.4100036621094
2022-10-05,358.7099914550781
2022-10-06,355.239990234375
2022-10-07,345.0299987792969
2022-10-10,342.2200012207031
2022-10-11,339.80999755859375
2022-10-12,338.8399963378906
2022-10-13,347.4100036621094
2022-10-14,339.07000732421875
2022-10-17,348.29998779296875
2022-10-18,352.3599853515625
2022-10-19,349.8699951171875
2022-10-20,347.260009765625
2022-10-21,355.3699951171875
2022-10-24,359.3999938964844
2022-10-25,365.5400085449219
2022-10-26,362.7699890136719
2022-10-27,360.6700134277344
2022-10-28,369.45001220703125
2022-10-31,366.6600036621094
2022-11-01,365.2200012207031
2022-11-02,355.8900146484375
2022-11-03,352.1700134277344
2022-11-04,356.67999267578125
2022-11-07,360.010009765625
2022-11-08,362.05999755859375
2022-11-09,354.4599914550781
2022-11-10,374.57000732421875
2022-11-11,378.2699890136719
2022-11-14,374.82000732421875
2022-11-15,378.2799987792969
2022-11-16,375.010009765625
2022-11-17,373.70001220703125
2022-11-18,375.3999938964844
2022-11-21,373.760009765625
2022-11-22,378.7799987792969
2022-11-23,381.2099914550781
2022-11-25,381.1000061035156
2022-11-28,375.2300109863281
2022-11-29,374.5799865722656
2022-11-30,386.5199890136719
2022-12-01,386.3999938964844
2022-12-02,385.92999267578125
2022-12-05,378.7699890136719
2022-12-06,373.2099914550781
2022-12-07,372.5400085449219
2022-12-08,375.5
2022-12-09,372.739990234375
2022-12-12,378.1600036621094
2022-12-13,380.9599914550781
2022-12-14,378.7699890136719
2022-12-15,369.1700134277344
2022-12-16,365.05999755859375
2022-12-19,361.6300048828125
2022-12-20,362.05999755859375
2022-12-21,365.75
2022-12-22,360.3800048828125
2022-12-23,362.3900146484375
2022-12-27,360.8399963378906
2022-12-28,356.5899963378906
2022-12-29,363.0
2022-12-30,362.1199951171875
2023-01-03,360.6199951171875
2023-01-04,363.3800048828125
2023-01-05,359.0400085449219
2023-01-06,367.1199951171875
2023-01-09,367.0299987792969
2023-01-10,369.6099853515625
2023-01-11,374.4800109863281
2023-01-12,375.8299865722656
2023-01-13,377.4100036621094
2023-01-17,376.79998779296875
2023-01-18,370.9200134277344
2023-01-19,368.05999755859375
2023-01-20,375.19000244140625
2023-01-23,379.79998779296875
2023-01-24,379.4599914550781
2023-01-25,379.4100036621094
2023-01-26,383.7099914550781
2023-01-27,384.8599853515625
2023-01-30,379.75
2023-01-31,385.3500061035156
2023-02-01,389.5299987792969
2023-02-02,395.5799865722656
2023-02-03,391.2799987792969
2023-02-06,388.8800048828125
2023-02-07,393.95001220703125
2023-02-08,389.6700134277344
2023-02-09,386.20001220703125
2023-02-10,386.95001220703125
2023-02-13,391.4599914550781
2023-02-14,391.6600036621094
2023-02-15,393.2699890136719
2023-02-16,387.80999755859375
2023-02-17,386.5899963378906
2023-02-21,378.7699890136719
2023-02-22,378.3599853515625
2023-02-23,380.30999755859375
2023-02-24,376.20001220703125
2023-02-27,377.4200134277344
2023-02-28,376.3500061035156
2023-03-01,374.5
2023-03-02,377.3900146484375
2023-03-03,383.57000732421875
2023-03-06,383.7699890136719
2023-03-07,377.9599914550781
2023-03-08,378.489990234375
2023-03-09,371.3900146484375
2023-03-10,365.739990234375
2023-03-13,365.4200134277344
2023-03-14,371.6499938964844
2023-03-15,369.20001220703125
2023-03-16,375.8299865722656
2023-03-17,371.67999267578125
2023-03-20,374.8299865722656
2023-03-21,379.8999938964844
2023-03-22,372.1099853515625
2023-03-23,373.260009765625
2023-03-24,375.2300109863281
2023-03-27,375.8399963378906
2023-03-28,375.2099914550781
2023-03-29,380.6400146484375
2023-03-30,382.92999267578125
2023-03-31,388.6000061035156
2023-04-03,389.8599853515625
2023-04-04,387.6700134277344
2023-04-05,386.5299987792969
2023-04-06,388.010009765625
2023-04-10,388.3900146484375
2023-04-11,388.3800048828125
2023-04-12,386.7699890136719
2023-04-13,391.989990234375
2023-04-14,391.1600036621094
2023-04-17,392.4700012207031
2023-04-18,392.8399963378906
2023-04-19,392.7900085449219
2023-04-20,390.44000244140625
2023-04-21,390.760009765625
2023-04-24,390.989990234375
2023-04-25,384.67999267578125
2023-04-26,383.3399963378906
2023-04-27,390.7799987792969
2023-04-28,393.9700012207031
2023-05-01,393.82000732421875
2023-05-02,389.2699890136719
2023-05-03,386.6499938964844
2023-05-04,384.0899963378906
2023-05-05,391.1700134277344
2023-05-08,391.5299987792969
2023-05-09,389.8500061035156
2023-05-10,391.7200012207031
2023-05-11,391.0899963378906
2023-05-12,390.4200134277344
2023-05-15,391.75
2023-05-16,389.1199951171875
2023-05-17,393.8900146484375
2023-05-18,397.7699890136719
2023-05-19,397.1400146484375
2023-05-22,397.44000244140625
2023-05-23,392.95001220703125
2023-05-24,390.2200012207031
2023-05-25,393.3900146484375
2023-05-26,398.7799987792969
2023-05-30,398.8900146484375
2023-05-31,396.75
2023-06-01,400.7699890136719
2023-06-02,406.67999267578125
2023-06-05,405.92999267578125
2023-06-06,406.8999938964844
2023-06-07,405.04998779296875
2023-06-08,407.69000244140625
2023-06-09,408.2099914550781
2023-06-12,412.05999755859375
2023-06-13,414.9599914550781
2023-06-14,415.42999267578125
2023-06-15,420.7200012207031
2023-06-16,419.1000061035156
2023-06-20,417.0799865722656
2023-06-21,414.7900085449219
2023-06-22,414.8599853515625
2023-06-23,411.69000244140625
2023-06-26,409.82000732421875
2023-06-27,414.6000061035156
2023-06-28,414.6199951171875
2023-06-29,416.3500061035156
2023-06-30,421.44000244140625
2023-07-03,422.0199890136719
2023-07-05,421.2699890136719
2023-07-06,417.8299865722656
2023-07-07,416.7699890136719
2023-07-10,417.8599853515625
2023-07-11,420.92999267578125
2023-07-12,423.9800109863281
2023-07-13,427.8599853515625
2023-07-14,427.42999267578125
2023-07-17,429.2300109863281
2023-07-18,432.3500061035156
2023-07-19,433.3699951171875
2023-07-20,430.2699890136719
2023-07-21,430.4200134277344
2023-07-24,432.05999755859375
2023-07-25,433.2799987792969
2023-07-26,433.2300109863281
2023-07-27,430.3699951171875
2023-07-28,434.8399963378906
2023-07-31,435.6600036621094
2023-08-01,434.4700012207031
2023-08-02,428.2799987792969
2023-08-03,427.20001220703125
2023-08-04,424.8999938964844
2023-08-07,428.6499938964844
2023-08-08,426.739990234375
2023-08-09,423.6499938964844
2023-08-10,423.8399963378906
2023-08-11,423.3699951171875
2023-08-14,425.8299865722656
2023-08-15,420.9800109863281
2023-08-16,417.9200134277344
2023-08-17,414.69000244140625
2023-08-18,414.7699890136719
2023-08-21,417.6400146484375
2023-08-22,416.5299987792969
2023-08-23,421.19000244140625
2023-08-24,415.45001220703125
2023-08-25,418.32000732421875
2023-08-28,420.9100036621094
2023-08-29,427.1099853515625
2023-08-30,428.8999938964844
2023-08-31,428.45001220703125
2023-09-01,429.32000732421875
2023-09-05,427.760009765625
2023-09-06,424.82000732421875
2023-09-07,423.6099853515625
2023-09-08,424.30999755859375
2023-09-11,427.29998779296875
2023-09-12,424.8599853515625
2023-09-13,425.29998779296875
2023-09-14,428.8500061035156
2023-09-15,423.67999267578125
2023-09-18,423.9100036621094
2023-09-19,422.9800109863281
2023-09-20,417.55999755859375
2023-09-21,417.55999755859375
2023-09-22,409.75
2023-09-25,411.3900146484375
2023-09-26,405.3999938964844
2023-09-27,405.5899963378906
2023-09-28,408.04998779296875
2023-09-29,407.0299987792969
2023-10-02,407.0400085449219
2023-10-03,401.32000732421875
2023-10-04,404.6199951171875
2023-10-05,404.1199951171875
2023-10-06,409.20001220703125
2023-10-09,411.7900085449219
2023-10-10,414.0
2023-10-11,415.7900085449219
2023-10-12,413.20001220703125
2023-10-13,411.0199890136719
2023-10-16,415.45001220703125
2023-10-17,415.3699951171875
2023-10-18,409.75
2023-10-19,406.2799987792969
2023-10-20,401.1600036621094
2023-10-23,400.4800109863281
2023-10-24,403.4599914550781
2023-10-25,397.4800109863281
2023-10-26,392.6700134277344
2023-10-27,390.8599853515625
2023-10-30,395.6099853515625
2023-10-31,398.239990234375
2023-11-01,402.4100036621094
2023-11-02,410.1099853515625
2023-11-03,414.1000061035156
2023-11-06,414.739990234375
2023-11-07,416.260009765625
2023-11-08,416.7099914550781
2023-11-09,413.3800048828125
2023-11-10,419.8699951171875
2023-11-13,419.6000061035156
2023-11-14,427.739990234375
2023-11-15,428.44000244140625
2023-11-16,429.0299987792969
2023-11-17,429.6400146484375
2023-11-20,432.94000244140625
2023-11-21,432.0299987792969
2023-11-22,434.0
2023-11-24,434.3299865722656
2023-11-27,433.5
2023-11-28,434.0299987792969
2023-11-29,433.9200134277344
2023-11-30,435.69000244140625
2023-12-01,438.29998779296875
2023-12-04,435.9100036621094
2023-12-05,435.67999267578125
2023-12-06,433.989990234375
2023-12-07,437.489990234375
2023-12-08,439.3800048828125
2023-12-11,441.1600036621094
2023-12-12,443.260009765625
2023-12-13,449.3299865722656
2023-12-14,450.6499938964844
2023-12-15,450.69000244140625
2023-12-18,452.7799987792969
