Date,CEUFX
2022-02-28,56.4900016784668
2022-03-01,55.2599983215332
2022-03-02,55.849998474121094
2022-03-03,54.720001220703125
2022-03-04,52.88999938964844
2022-03-07,50.90999984741211
2022-03-08,50.970001220703125
2022-03-09,53.150001525878906
2022-03-10,52.61000061035156
2022-03-11,51.86000061035156
2022-03-14,51.63999938964844
2022-03-15,51.88999938964844
2022-03-16,54.290000915527344
2022-03-17,55.2400016784668
2022-03-18,55.9900016784668
2022-03-21,55.5099983215332
2022-03-22,56.15999984741211
2022-03-23,55.599998474121094
2022-03-24,56.040000915527344
2022-03-25,55.58000183105469
2022-03-28,55.779998779296875
2022-03-29,57.13999938964844
2022-03-30,56.869998931884766
2022-03-31,55.93000030517578
2022-04-01,56.4900016784668
2022-04-04,57.27000045776367
2022-04-05,56.31999969482422
2022-04-06,55.36000061035156
2022-04-07,55.29999923706055
2022-04-08,55.130001068115234
2022-04-11,54.29999923706055
2022-04-12,54.0099983215332
2022-04-13,54.709999084472656
2022-04-14,54.279998779296875
2022-04-18,53.959999084472656
2022-04-19,54.13999938964844
2022-04-20,54.400001525878906
2022-04-21,53.68000030517578
2022-04-22,52.70000076293945
2022-04-25,52.43000030517578
2022-04-26,51.06999969482422
2022-04-27,51.459999084472656
2022-04-28,52.34000015258789
2022-04-29,51.709999084472656
2022-05-02,51.65999984741211
2022-05-03,51.88999938964844
2022-05-04,52.540000915527344
2022-05-05,50.95000076293945
2022-05-06,50.04999923706055
2022-05-09,48.290000915527344
2022-05-10,48.58000183105469
2022-05-11,48.41999816894531
2022-05-12,48.349998474121094
2022-05-13,49.810001373291016
2022-05-16,49.75
2022-05-17,50.81999969482422
2022-05-18,49.650001525878906
2022-05-19,50.0099983215332
2022-05-20,50.4900016784668
2022-05-23,51.099998474121094
2022-05-24,50.599998474121094
2022-05-25,50.65999984741211
2022-05-26,51.2599983215332
2022-05-27,52.209999084472656
2022-05-31,52.34000015258789
2022-06-01,51.689998626708984
2022-06-02,52.83000183105469
2022-06-03,52.130001068115234
2022-06-06,52.43000030517578
2022-06-07,52.65999984741211
2022-06-08,52.29999923706055
2022-06-09,51.20000076293945
2022-06-10,50.0099983215332
2022-06-13,47.88999938964844
2022-06-14,47.459999084472656
2022-06-15,48.2400016784668
2022-06-16,46.86000061035156
2022-06-17,46.869998931884766
2022-06-21,47.68000030517578
2022-06-22,47.130001068115234
2022-06-23,47.0
2022-06-24,48.400001525878906
2022-06-27,48.41999816894531
2022-06-28,48.09000015258789
2022-06-29,47.81999969482422
2022-06-30,47.439998626708984
2022-07-01,47.38999938964844
2022-07-05,46.86000061035156
2022-07-06,46.709999084472656
2022-07-07,47.560001373291016
2022-07-08,47.56999969482422
2022-07-11,46.72999954223633
2022-07-12,46.5
2022-07-13,46.4900016784668
2022-07-14,46.13999938964844
2022-07-15,46.81999969482422
2022-07-18,47.04999923706055
2022-07-19,48.130001068115234
2022-07-20,48.15999984741211
2022-07-21,48.650001525878906
2022-07-22,48.31999969482422
2022-07-25,48.400001525878906
2022-07-26,47.88999938964844
2022-07-27,48.86000061035156
2022-07-28,49.349998474121094
2022-07-29,49.81999969482422
2022-08-01,49.81999969482422
2022-08-02,49.16999816894531
2022-08-03,49.5
