Date,DODIX
2022-02-28,13.600000381469727
2022-03-01,13.65999984741211
2022-03-02,13.539999961853027
2022-03-03,13.569999694824219
2022-03-04,13.600000381469727
2022-03-07,13.539999961853027
2022-03-08,13.479999542236328
2022-03-09,13.460000038146973
2022-03-10,13.420000076293945
2022-03-11,13.399999618530273
2022-03-14,13.289999961853027
2022-03-15,13.300000190734863
2022-03-16,13.34000015258789
2022-03-17,13.369999885559082
2022-03-18,13.399999618530273
2022-03-21,13.3100004196167
2022-03-22,13.279999732971191
2022-03-23,13.319999694824219
2022-03-24,13.279999732971191
2022-03-25,13.199999809265137
2022-03-28,13.149999618530273
2022-03-29,13.220000267028809
2022-03-30,13.25
2022-03-31,13.260000228881836
2022-04-01,13.229999542236328
2022-04-04,13.25
2022-04-05,13.15999984741211
2022-04-06,13.119999885559082
2022-04-07,13.100000381469727
2022-04-08,13.050000190734863
2022-04-11,12.989999771118164
2022-04-12,13.029999732971191
2022-04-13,13.039999961853027
2022-04-14,12.979999542236328
2022-04-18,12.949999809265137
2022-04-19,12.880000114440918
2022-04-20,12.930000305175781
2022-04-21,12.869999885559082
2022-04-22,12.84000015258789
2022-04-25,12.890000343322754
2022-04-26,12.930000305175781
2022-04-27,12.899999618530273
2022-04-28,12.880000114440918
2022-04-29,12.829999923706055
2022-05-02,12.760000228881836
2022-05-03,12.779999732971191
2022-05-04,12.84000015258789
2022-05-05,12.760000228881836
2022-05-06,12.720000267028809
2022-05-09,12.739999771118164
2022-05-10,12.760000228881836
2022-05-11,12.800000190734863
2022-05-12,12.800000190734863
2022-05-13,12.770000457763672
2022-05-16,12.789999961853027
2022-05-17,12.739999771118164
2022-05-18,12.75
2022-05-19,12.770000457763672
2022-05-20,12.800000190734863
2022-05-23,12.779999732971191
2022-05-24,12.84000015258789
2022-05-25,12.899999618530273
2022-05-26,12.930000305175781
2022-05-27,12.960000038146973
2022-05-31,12.920000076293945
2022-06-01,12.880000114440918
2022-06-02,12.890000343322754
2022-06-03,12.869999885559082
2022-06-06,12.8100004196167
2022-06-07,12.84000015258789
2022-06-08,12.819999694824219
2022-06-09,12.800000190734863
2022-06-10,12.699999809265137
2022-06-13,12.510000228881836
2022-06-14,12.4399995803833
2022-06-15,12.550000190734863
2022-06-16,12.550000190734863
2022-06-17,12.550000190734863
2022-06-21,12.529999732971191
2022-06-22,12.579999923706055
2022-06-23,12.609999656677246
2022-06-24,12.609999656677246
2022-06-27,12.5
2022-06-28,12.479999542236328
2022-06-29,12.520000457763672
2022-06-30,12.5600004196167
2022-07-01,12.630000114440918
2022-07-05,12.649999618530273
2022-07-06,12.59000015258789
2022-07-07,12.579999923706055
2022-07-08,12.5600004196167
2022-07-11,12.600000381469727
2022-07-12,12.609999656677246
2022-07-13,12.619999885559082
2022-07-14,12.579999923706055
2022-07-15,12.619999885559082
2022-07-18,12.630000114440918
2022-07-19,12.619999885559082
2022-07-20,12.619999885559082
2022-07-21,12.699999809265137
2022-07-22,12.779999732971191
2022-07-25,12.760000228881836
2022-07-26,12.739999771118164
2022-07-27,12.779999732971191
2022-07-28,12.859999656677246
2022-07-29,12.890000343322754
2022-08-01,12.9399995803833
2022-08-02,12.819999694824219
2022-08-03,12.869999885559082
2022-08-04,12.899999618530273
2022-08-05,12.789999961853027
2022-08-08,12.850000381469727
2022-08-09,12.8100004196167
2022-08-10,12.850000381469727
2022-08-11,12.819999694824219
2022-08-12,12.850000381469727
2022-08-15,12.880000114440918
2022-08-16,12.859999656677246
2022-08-17,12.789999961853027
2022-08-18,12.8100004196167
2022-08-19,12.739999771118164
2022-08-22,12.680000305175781
2022-08-23,12.680000305175781
2022-08-24,12.65999984741211
2022-08-25,12.710000038146973
2022-08-26,12.699999809265137
2022-08-29,12.640000343322754
2022-08-30,12.630000114440918
2022-08-31,12.59000015258789
2022-09-01,12.520000457763672
2022-09-02,12.569999694824219
2022-09-06,12.470000267028809
2022-09-07,12.539999961853027
2022-09-08,12.520000457763672
2022-09-09,12.520000457763672
2022-09-12,12.520000457763672
2022-09-13,12.449999809265137
2022-09-14,12.449999809265137
2022-09-15,12.420000076293945
2022-09-16,12.399999618530273
2022-09-19,12.380000114440918
2022-09-20,12.34000015258789
2022-09-21,12.380000114440918
2022-09-22,12.260000228881836
2022-09-23,12.210000038146973
2022-09-26,12.069999694824219
2022-09-27,11.920000076293945
2022-09-28,12.050000190734863
2022-09-29,11.989999771118164
2022-09-30,11.960000038146973
2022-10-03,12.0600004196167
2022-10-04,12.109999656677246
2022-10-05,12.050000190734863
