Date,MFEBX
2022-02-28,50.81999969482422
2022-03-01,49.959999084472656
2022-03-02,50.790000915527344
2022-03-03,50.81999969482422
2022-03-04,50.61000061035156
2022-03-07,49.4900016784668
2022-03-08,48.869998931884766
2022-03-09,49.880001068115234
2022-03-10,49.709999084472656
2022-03-11,49.34000015258789
2022-03-14,49.560001373291016
2022-03-15,50.33000183105469
2022-03-16,51.06999969482422
2022-03-17,51.720001220703125
2022-03-18,51.9900016784668
2022-03-21,51.9900016784668
2022-03-22,52.22999954223633
2022-03-23,51.59000015258789
2022-03-24,51.95000076293945
2022-03-25,52.380001068115234
2022-03-28,52.47999954223633
2022-03-29,52.9900016784668
2022-03-30,52.81999969482422
2022-03-31,52.02000045776367
2022-04-01,52.279998779296875
2022-04-04,52.16999816894531
2022-04-05,51.880001068115234
2022-04-06,51.970001220703125
2022-04-07,52.279998779296875
2022-04-08,52.36000061035156
2022-04-11,51.79999923706055
2022-04-12,51.540000915527344
2022-04-13,51.7599983215332
2022-04-14,51.5099983215332
2022-04-18,51.400001525878906
2022-04-19,51.939998626708984
2022-04-20,52.369998931884766
2022-04-21,51.849998474121094
2022-04-22,50.599998474121094
2022-04-25,50.79999923706055
2022-04-26,49.81999969482422
2022-04-27,49.91999816894531
2022-04-28,50.650001525878906
2022-04-29,49.18000030517578
2022-05-02,49.189998626708984
2022-05-03,49.52000045776367
2022-05-04,50.83000183105469
2022-05-05,49.689998626708984
2022-05-06,49.59000015258789
2022-05-09,48.560001373291016
2022-05-10,48.439998626708984
2022-05-11,48.09000015258789
2022-05-12,48.31999969482422
2022-05-13,48.91999816894531
2022-05-16,48.95000076293945
2022-05-17,49.83000183105469
2022-05-18,48.43000030517578
2022-05-19,48.16999816894531
2022-05-20,48.2599983215332
2022-05-23,49.11000061035156
2022-05-24,49.2400016784668
2022-05-25,49.470001220703125
2022-05-26,50.189998626708984
2022-05-27,51.040000915527344
2022-05-31,50.63999938964844
2022-06-01,50.04999923706055
2022-06-02,50.689998626708984
2022-06-03,50.18000030517578
2022-06-06,50.27000045776367
2022-06-07,50.7400016784668
2022-06-08,49.9900016784668
2022-06-09,48.9900016784668
2022-06-10,47.81999969482422
2022-06-13,46.470001220703125
2022-06-14,46.02000045776367
2022-06-15,46.380001068115234
2022-06-16,45.150001525878906
2022-06-17,44.959999084472656
2022-06-21,45.86000061035156
2022-06-22,45.93000030517578
2022-06-23,46.06999969482422
2022-06-24,47.380001068115234
2022-06-27,47.380001068115234
2022-06-28,46.810001373291016
2022-06-29,46.66999816894531
2022-06-30,46.63999938964844
2022-07-01,47.16999816894531
2022-07-05,46.66999816894531
2022-07-06,46.869998931884766
2022-07-07,47.189998626708984
2022-07-08,47.09000015258789
2022-07-11,46.880001068115234
2022-07-12,46.56999969482422
2022-07-13,46.310001373291016
2022-07-14,45.900001525878906
2022-07-15,46.79999923706055
2022-07-18,46.310001373291016
2022-07-19,47.47999954223633
2022-07-20,47.4900016784668
2022-07-21,47.9900016784668
2022-07-22,47.970001220703125
2022-07-25,48.25
2022-07-26,48.08000183105469
2022-07-27,48.720001220703125
2022-07-28,49.15999984741211
2022-07-29,49.59000015258789
2022-08-01,49.369998931884766
2022-08-02,48.959999084472656
2022-08-03,49.5
2022-08-04,49.54999923706055
2022-08-05,49.63999938964844
2022-08-08,49.63999938964844
2022-08-09,49.56999969482422
2022-08-10,50.45000076293945
2022-08-11,50.58000183105469
2022-08-12,51.38999938964844
2022-08-15,51.52000045776367
2022-08-16,51.66999816894531
2022-08-17,51.43000030517578
2022-08-18,51.5099983215332
2022-08-19,51.04999923706055
2022-08-22,50.15999984741211
2022-08-23,49.88999938964844
2022-08-24,50.029998779296875
2022-08-25,50.70000076293945
2022-08-26,49.2400016784668
2022-08-29,49.0099983215332
2022-08-30,48.56999969482422
2022-08-31,48.25
2022-09-01,48.54999923706055
2022-09-02,48.11000061035156
2022-09-06,48.0099983215332
2022-09-07,48.880001068115234
2022-09-08,49.279998779296875
2022-09-09,49.779998779296875
2022-09-12,50.189998626708984
2022-09-13,48.40999984741211
2022-09-14,48.52000045776367
2022-09-15,48.16999816894531
2022-09-16,47.849998474121094
2022-09-19,48.11000061035156
2022-09-20,47.47999954223633
2022-09-21,46.72999954223633
2022-09-22,46.20000076293945
2022-09-23,45.5099983215332
2022-09-26,44.869998931884766
2022-09-27,44.66999816894531
2022-09-28,45.59000015258789
2022-09-29,44.880001068115234
2022-09-30,44.29999923706055
2022-10-03,45.599998474121094
2022-10-04,46.959999084472656
2022-10-05,46.7400016784668
2022-10-06,46.130001068115234
2022-10-07,45.20000076293945
2022-10-10,45.029998779296875
2022-10-11,44.81999969482422
2022-10-12,44.529998779296875
2022-10-13,45.72999954223633
2022-10-14,44.65999984741211
2022-10-17,45.650001525878906
2022-10-18,46.310001373291016
2022-10-19,45.90999984741211
2022-10-20,45.310001373291016
2022-10-21,46.43000030517578
2022-10-24,47.04999923706055
2022-10-25,47.560001373291016
2022-10-26,47.70000076293945
2022-10-27,47.849998474121094
2022-10-28,48.90999984741211
2022-10-31,48.630001068115234
2022-11-01,48.709999084472656
2022-11-02,47.90999984741211
2022-11-03,47.790000915527344
2022-11-04,48.45000076293945
2022-11-07,48.849998474121094
2022-11-08,49.20000076293945
2022-11-09,48.40999984741211
2022-11-10,50.52000045776367
2022-11-11,50.54999923706055
2022-11-14,50.20000076293945
2022-11-15,50.529998779296875
2022-11-16,50.290000915527344
2022-11-17,50.2599983215332
2022-11-18,50.58000183105469
2022-11-21,50.59000015258789
2022-11-22,51.209999084472656
2022-11-23,51.38999938964844
2022-11-25,51.56999969482422
2022-11-28,50.790000915527344
2022-11-29,50.88999938964844
2022-11-30,51.900001525878906
2022-12-01,51.86000061035156
2022-12-02,51.91999816894531
2022-12-05,51.09000015258789
2022-12-06,50.619998931884766
2022-12-07,50.65999984741211
2022-12-08,50.939998626708984
2022-12-09,50.56999969482422
2022-12-12,51.2599983215332
2022-12-13,51.599998474121094
2022-12-14,51.25
2022-12-15,47.40999984741211
2022-12-16,46.849998474121094
2022-12-19,46.66999816894531
2022-12-20,46.7400016784668
2022-12-21,47.4900016784668
2022-12-22,47.04999923706055
2022-12-23,47.369998931884766
2022-12-27,47.43000030517578
2022-12-28,46.9900016784668
2022-12-29,47.56999969482422
2022-12-30,47.38999938964844
2023-01-03,47.380001068115234
2023-01-04,47.79999923706055
