Date,VIGIX
2022-08-12,136.22000122070312
2022-08-15,137.08999633789062
2022-08-16,136.97000122070312
2022-08-17,135.6199951171875
2022-08-18,135.75
2022-08-19,133.0800018310547
2022-08-22,129.66000366210938
2022-08-23,129.3300018310547
2022-08-24,129.77999877929688
2022-08-25,131.99000549316406
2022-08-26,126.6500015258789
2022-08-29,125.4000015258789
2022-08-30,124.08999633789062
2022-08-31,123.20999908447266
2022-09-01,123.22000122070312
2022-09-02,121.6500015258789
2022-09-06,121.08000183105469
2022-09-07,123.72000122070312
2022-09-08,124.55000305175781
2022-09-09,127.08999633789062
2022-09-12,128.72000122070312
2022-09-13,122.05999755859375
2022-09-14,122.83999633789062
2022-09-15,120.79000091552734
2022-09-16,119.66000366210938
2022-09-19,120.54000091552734
2022-09-20,119.33000183105469
2022-09-21,117.12999725341797
2022-09-22,115.33000183105469
2022-09-23,113.44999694824219
2022-09-26,112.69000244140625
2022-09-27,112.75
2022-09-28,114.95999908447266
2022-09-29,111.94999694824219
2022-09-30,110.11000061035156
2022-10-03,112.70999908447266
2022-10-04,116.45999908447266
2022-10-05,116.36000061035156
2022-10-06,115.5199966430664
2022-10-07,111.2300033569336
2022-10-10,109.98999786376953
2022-10-11,108.52999877929688
2022-10-12,108.37000274658203
2022-10-13,110.70999908447266
2022-10-14,107.29000091552734
2022-10-17,111.13999938964844
2022-10-18,112.30000305175781
2022-10-19,111.52999877929688
2022-10-20,110.73999786376953
2022-10-21,113.19000244140625
2022-10-24,114.30000305175781
2022-10-25,117.0
2022-10-26,114.51000213623047
2022-10-27,112.86000061035156
2022-10-28,115.93000030517578
2022-10-31,114.66999816894531
2022-11-01,113.52999877929688
2022-11-02,109.43000030517578
2022-11-03,107.29000091552734
2022-11-04,108.66000366210938
2022-11-07,109.73999786376953
2022-11-08,110.3499984741211
2022-11-09,107.54000091552734
2022-11-10,116.11000061035156
2022-11-11,118.4000015258789
2022-11-14,116.94000244140625
2022-11-15,118.66000366210938
2022-11-16,117.30000305175781
2022-11-17,116.44000244140625
2022-11-18,116.48999786376953
2022-11-21,115.30999755859375
2022-11-22,116.9800033569336
2022-11-23,118.20999908447266
2022-11-25,117.75
2022-11-28,115.75
2022-11-29,114.91000366210938
2022-11-30,120.11000061035156
2022-12-01,120.33000183105469
2022-12-02,120.04000091552734
2022-12-05,117.58999633789062
2022-12-06,115.1500015258789
2022-12-07,114.69000244140625
2022-12-08,115.9800033569336
2022-12-09,115.22000122070312
2022-12-12,116.93000030517578
2022-12-13,118.37000274658203
2022-12-14,117.47000122070312
2022-12-15,113.66000366210938
2022-12-16,112.19000244140625
2022-12-19,110.44000244140625
2022-12-20,110.47000122070312
2022-12-21,112.01000213623047
2022-12-22,109.58000183105469
2022-12-23,109.98999786376953
2022-12-27,108.70999908447266
2022-12-28,107.27999877929688
2022-12-29,110.0199966430664
2022-12-30,109.72000122070312
2023-01-03,108.97000122070312
2023-01-04,109.66000366210938
2023-01-05,107.72000122070312
2023-01-06,110.29000091552734
2023-01-09,111.18000030517578
2023-01-10,112.20999908447266
2023-01-11,114.5
2023-01-12,115.11000061035156
2023-01-13,115.87000274658203
2023-01-17,116.18000030517578
2023-01-18,114.76000213623047
2023-01-19,113.76000213623047
2023-01-20,116.91000366210938
2023-01-23,118.98999786376953
2023-01-24,118.62999725341797
2023-01-25,118.33999633789062
2023-01-26,120.30000305175781
2023-01-27,121.38999938964844
2023-01-30,119.12000274658203
2023-01-31,121.11000061035156
2023-02-01,123.43000030517578
2023-02-02,127.23999786376953
2023-02-03,125.19999694824219
2023-02-06,124.04000091552734
2023-02-07,126.38999938964844
2023-02-08,124.5199966430664
2023-02-09,123.33999633789062
2023-02-10,122.58000183105469
2023-02-13,124.43000030517578
2023-02-14,125.11000061035156
2023-02-15,126.11000061035156
2023-02-16,123.69000244140625
2023-02-17,122.66000366210938
2023-02-21,119.66000366210938
2023-02-22,119.7300033569336
2023-02-23,120.70999908447266
2023-02-24,118.69000244140625
2023-02-27,119.47000122070312
2023-02-28,119.36000061035156
2023-03-01,118.4000015258789
2023-03-02,119.58999633789062
2023-03-03,122.05999755859375
2023-03-06,122.19999694824219
2023-03-07,120.54000091552734
2023-03-08,121.02999877929688
2023-03-09,118.80999755859375
2023-03-10,116.72000122070312
2023-03-13,117.4800033569336
2023-03-14,120.05000305175781
2023-03-15,120.04000091552734
2023-03-16,122.98999786376953
2023-03-17,122.29000091552734
2023-03-20,122.68000030517578
2023-03-21,124.63999938964844
2023-03-22,122.55000305175781
2023-03-23,123.7699966430664
2023-03-24,124.08999633789062
2023-03-27,123.51000213623047
2023-03-28,123.0199966430664
2023-03-29,125.0999984741211
2023-03-30,126.12000274658203
2023-03-31,128.4199981689453
2023-04-03,128.2899932861328
2023-04-04,127.9000015258789
2023-04-05,126.5199966430664
2023-04-06,127.3499984741211
2023-04-10,127.22000122070312
2023-04-11,126.69000244140625
2023-04-12,125.91000366210938
2023-04-13,128.4600067138672
2023-04-14,128.08999633789062
2023-04-17,128.32000732421875
2023-04-18,128.47000122070312
2023-04-19,128.60000610351562
2023-04-20,127.77999877929688
2023-04-21,127.95999908447266
2023-04-24,127.73999786376953
2023-04-25,125.0999984741211
2023-04-26,125.7300033569336
2023-04-27,128.77999877929688
2023-04-28,129.75
2023-05-01,129.55999755859375
2023-05-02,128.41000366210938
2023-05-03,127.7300033569336
2023-05-04,127.12999725341797
2023-05-05,129.7899932861328
2023-05-08,130.1300048828125
2023-05-09,129.52000427246094
2023-05-10,130.88999938964844
2023-05-11,130.99000549316406
2023-05-12,130.61000061035156
2023-05-15,131.05999755859375
2023-05-16,130.86000061035156
2023-05-17,132.5
2023-05-18,134.58999633789062
2023-05-19,134.1999969482422
2023-05-22,134.5500030517578
2023-05-23,132.42999267578125
2023-05-24,131.77999877929688
2023-05-25,134.25999450683594
2023-05-26,136.8000030517578
2023-05-30,137.22000122070312
2023-05-31,136.35000610351562
2023-06-01,138.13999938964844
2023-06-02,139.58999633789062
2023-06-05,139.47999572753906
2023-06-06,139.7100067138672
2023-06-07,137.57000732421875
2023-06-08,138.97000122070312
2023-06-09,139.36000061035156
2023-06-12,141.39999389648438
2023-06-13,142.3800048828125
2023-06-14,143.10000610351562
2023-06-15,145.00999450683594
2023-06-16,144.07000732421875
2023-06-20,143.7899932861328
2023-06-21,142.32000732421875
2023-06-22,143.50999450683594
2023-06-23,142.38999938964844
2023-06-26,140.80999755859375
2023-06-27,143.02000427246094
2023-06-28,143.3699951171875
2023-06-29,143.52999877929688
2023-06-30,145.67999267578125
2023-07-03,145.61000061035156
2023-07-05,145.64999389648438
2023-07-06,144.66000366210938
2023-07-07,144.14999389648438
2023-07-10,144.1699981689453
2023-07-11,144.9499969482422
2023-07-12,146.6300048828125
2023-07-13,148.72999572753906
2023-07-14,148.8800048828125
2023-07-17,149.91000366210938
2023-07-18,151.0500030517578
2023-07-19,151.0
2023-07-20,148.02000427246094
2023-07-21,147.74000549316406
2023-07-24,148.17999267578125
2023-07-25,149.05999755859375
2023-07-26,148.89999389648438
2023-07-27,147.8800048828125
2023-07-28,150.25999450683594
2023-07-31,150.52999877929688
2023-08-01,150.0500030517578
2023-08-02,146.92999267578125
2023-08-03,146.57000732421875
2023-08-04,145.72999572753906
2023-08-07,146.82000732421875
2023-08-08,146.1699981689453
2023-08-09,144.63999938964844
2023-08-10,144.89999389648438
2023-08-11,144.1300048828125
2023-08-14,145.75999450683594
2023-08-15,144.30999755859375
2023-08-16,143.05999755859375
2023-08-17,141.52000427246094
2023-08-18,141.33999633789062
2023-08-21,143.3000030517578
2023-08-22,143.3000030517578
2023-08-23,145.47000122070312
2023-08-24,142.6999969482422
2023-08-25,143.8800048828125
2023-08-28,144.89999389648438
2023-08-29,147.77000427246094
2023-08-30,148.67999267578125
2023-08-31,148.88999938964844
2023-09-01,149.0800018310547
2023-09-05,149.2100067138672
2023-09-06,147.6999969482422
2023-09-07,146.91000366210938
2023-09-08,147.05999755859375
2023-09-11,148.6300048828125
2023-09-12,147.00999450683594
2023-09-13,147.42999267578125
2023-09-14,148.3000030517578
2023-09-15,145.89999389648438
2023-09-18,145.97999572753906
2023-09-19,145.7100067138672
2023-09-20,143.33999633789062
2023-09-21,143.33999633789062
2023-09-22,140.36000061035156
2023-09-25,141.0399932861328
2023-09-26,138.72999572753906
2023-09-27,138.9600067138672
2023-09-28,140.00999450683594
2023-09-29,140.1199951171875
2023-10-02,141.27999877929688
2023-10-03,138.67999267578125
2023-10-04,140.6300048828125
2023-10-05,140.66000366210938
2023-10-06,143.08999633789062
2023-10-09,143.7100067138672
2023-10-10,144.4199981689453
2023-10-11,145.58999633789062
2023-10-12,144.85000610351562
2023-10-13,143.19000244140625
2023-10-16,144.86000061035156
2023-10-17,144.47000122070312
2023-10-18,142.14999389648438
2023-10-19,141.00999450683594
2023-10-20,138.9199981689453
2023-10-23,139.36000061035156
2023-10-24,140.49000549316406
2023-10-25,137.36000061035156
2023-10-26,134.6300048828125
2023-10-27,135.10000610351562
2023-10-30,136.92999267578125
2023-10-31,137.67999267578125
2023-11-01,139.80999755859375
2023-11-02,142.5399932861328
2023-11-03,144.07000732421875
2023-11-06,144.82000732421875
2023-11-07,146.24000549316406
2023-11-08,146.83999633789062
2023-11-09,145.63999938964844
2023-11-10,148.52000427246094
2023-11-13,148.42999267578125
2023-11-14,151.4600067138672
2023-11-15,151.3699951171875
2023-11-16,152.0
2023-11-17,151.86000061035156
2023-11-20,153.60000610351562
2023-11-21,153.13999938964844
2023-11-22,153.88999938964844
2023-11-24,153.63999938964844
2023-11-27,153.60000610351562
2023-11-28,154.00999450683594
2023-11-29,153.7899932861328
2023-11-30,153.72999572753906
2023-12-01,154.3000030517578
2023-12-04,152.77999877929688
2023-12-05,153.50999450683594
2023-12-06,152.67999267578125
2023-12-07,154.5500030517578
2023-12-08,155.30999755859375
2023-12-11,155.30999755859375
2023-12-12,156.5399932861328
2023-12-13,158.3800048828125
2023-12-14,158.00999450683594
2023-12-15,158.64999389648438
2023-12-18,159.75999450683594
2023-12-19,160.55999755859375
2023-12-20,158.11000061035156
2023-12-21,159.8800048828125
2023-12-22,159.8300018310547
2023-12-26,160.35000610351562
2023-12-27,160.6199951171875
2023-12-28,160.6300048828125
2023-12-29,160.0
2024-01-02,157.22999572753906
2024-01-03,155.72999572753906
2024-01-04,154.9600067138672
2024-01-05,155.14999389648438
2024-01-08,158.4600067138672
2024-01-09,158.82000732421875
2024-01-10,160.50999450683594
2024-01-11,160.7899932861328
2024-01-12,161.02000427246094
2024-01-16,160.77000427246094
2024-01-17,159.99000549316406
2024-01-18,162.1699981689453
2024-01-19,164.7100067138672
2024-01-22,165.0
2024-01-23,165.42999267578125
2024-01-24,166.1199951171875
2024-01-25,166.4199981689453
2024-01-26,166.1199951171875
2024-01-29,168.11000061035156
2024-01-30,167.25999450683594
2024-01-31,163.6199951171875
2024-02-01,166.0500030517578
2024-02-02,169.4600067138672
2024-02-05,169.3699951171875
2024-02-06,169.47000122070312
2024-02-07,171.63999938964844
2024-02-08,171.92999267578125
2024-02-09,173.82000732421875
2024-02-12,172.7100067138672
2024-02-13,170.27000427246094
2024-02-14,172.52000427246094
2024-02-15,172.72000122070312
2024-02-16,171.5800018310547
2024-02-20,169.7100067138672
2024-02-21,169.27999877929688
2024-02-22,174.7100067138672
2024-02-23,174.38999938964844
2024-02-26,173.89999389648438
2024-02-27,174.2100067138672
2024-02-28,173.69000244140625
2024-02-29,175.10000610351562
2024-03-01,176.8000030517578
2024-03-04,176.05999755859375
2024-03-05,173.22000122070312
2024-03-06,174.05999755859375
2024-03-07,176.49000549316406
2024-03-08,174.66000366210938
2024-03-11,173.72000122070312
2024-03-12,176.8000030517578
2024-03-13,175.97999572753906
2024-03-14,176.00999450683594
2024-03-15,173.99000549316406
2024-03-18,175.58999633789062
2024-03-19,176.6199951171875
2024-03-20,178.47000122070312
2024-03-21,178.07000732421875
2024-03-22,178.30999755859375
2024-03-25,177.6300048828125
2024-03-26,176.94000244140625
2024-03-27,177.52999877929688
2024-03-28,177.2100067138672
2024-04-01,177.22999572753906
2024-04-02,175.91000366210938
2024-04-03,176.27999877929688
2024-04-04,173.8300018310547
2024-04-05,176.4499969482422
2024-04-08,176.3699951171875
2024-04-09,176.60000610351562
2024-04-10,175.50999450683594
2024-04-11,178.17999267578125
2024-04-12,175.66000366210938
2024-04-15,172.3800048828125
2024-04-16,172.3300018310547
2024-04-17,170.7100067138672
2024-04-18,169.80999755859375
2024-04-19,165.97999572753906
2024-04-22,167.63999938964844
2024-04-23,170.41000366210938
2024-04-24,170.4199981689453
2024-04-25,169.27000427246094
2024-04-26,172.60000610351562
2024-04-29,172.9199981689453
2024-04-30,169.75
2024-05-01,169.22000122070312
2024-05-02,171.44000244140625
2024-05-03,174.47000122070312
2024-05-06,176.8699951171875
2024-05-07,176.74000549316406
2024-05-08,176.42999267578125
2024-05-09,176.9199981689453
2024-05-10,176.99000549316406
2024-05-13,177.00999450683594
2024-05-14,178.00999450683594
2024-05-15,180.8000030517578
2024-05-16,180.30999755859375
2024-05-17,180.32000732421875
2024-05-20,181.4199981689453
2024-05-21,182.05999755859375
2024-05-22,181.74000549316406
2024-05-23,181.1699981689453
2024-05-24,182.9499969482422
2024-05-28,183.9499969482422
2024-05-29,183.2100067138672
2024-05-30,180.4600067138672
2024-05-31,180.63999938964844
2024-06-03,181.8699951171875
2024-06-04,182.64999389648438
2024-06-05,185.92999267578125
2024-06-06,186.05999755859375
2024-06-07,185.94000244140625
2024-06-10,186.49000549316406
2024-06-11,188.3300018310547
2024-06-12,190.91000366210938
2024-06-13,191.25999450683594
2024-06-14,191.67999267578125
2024-06-17,193.27000427246094
2024-06-18,193.55999755859375
2024-06-20,192.44000244140625
2024-06-21,192.24000549316406
2024-06-24,190.3000030517578
2024-06-25,192.97000122070312
2024-06-26,193.8000030517578
2024-06-27,194.16000366210938
2024-06-28,192.3300018310547
2024-07-01,193.9199981689453
2024-07-02,195.5500030517578
2024-07-03,197.13999938964844
2024-07-05,199.38999938964844
2024-07-08,199.4600067138672
2024-07-09,199.67999267578125
2024-07-10,201.77000427246094
2024-07-11,197.50999450683594
2024-07-12,198.61000061035156
2024-07-15,199.19000244140625
2024-07-16,199.17999267578125
2024-07-17,193.74000549316406
2024-07-18,192.14999389648438
2024-07-19,191.02000427246094
2024-07-22,194.0399932861328
2024-07-23,194.07000732421875
2024-07-24,186.75999450683594
2024-07-25,184.6199951171875
2024-07-26,186.1999969482422
2024-07-29,186.69000244140625
2024-07-30,184.5500030517578
2024-07-31,189.02999877929688
2024-08-01,185.94000244140625
2024-08-02,182.10000610351562
2024-08-05,175.64999389648438
2024-08-06,177.8800048828125
2024-08-07,176.1699981689453
2024-08-08,181.25
2024-08-09,182.69000244140625
2024-08-12,183.30999755859375
2024-08-13,187.50999450683594
2024-08-14,187.9499969482422
2024-08-15,191.75999450683594
2024-08-16,192.05999755859375
2024-08-19,194.41000366210938
2024-08-20,194.22000122070312
2024-08-21,195.17999267578125
2024-08-22,192.22999572753906
2024-08-23,194.52000427246094
2024-08-26,193.27999877929688
2024-08-27,193.86000061035156
2024-08-28,191.85000610351562
2024-08-29,191.41000366210938
2024-08-30,193.3300018310547
2024-09-03,187.5500030517578
2024-09-04,187.02000427246094
2024-09-05,187.2100067138672
2024-09-06,183.32000732421875
2024-09-09,185.63999938964844
2024-09-10,187.02000427246094
2024-09-11,190.7899932861328
2024-09-12,192.5800018310547
2024-09-13,193.33999633789062
2024-09-16,192.58999633789062
2024-09-17,192.6999969482422
2024-09-18,192.02000427246094
2024-09-19,196.66000366210938
2024-09-20,196.10000610351562
2024-09-23,196.52000427246094
2024-09-24,197.30999755859375
2024-09-25,197.57000732421875
2024-09-26,197.86000061035156
2024-09-27,196.82000732421875
2024-09-30,197.72000122070312
2024-10-01,194.9600067138672
2024-10-02,195.1699981689453
2024-10-03,195.22999572753906
2024-10-04,197.3300018310547
2024-10-07,195.11000061035156
2024-10-08,198.2899932861328
2024-10-09,199.5500030517578
2024-10-10,199.44000244140625
2024-10-11,200.13999938964844
2024-10-14,201.86000061035156
2024-10-15,199.97000122070312
2024-10-16,200.39999389648438
2024-10-17,200.5500030517578
2024-10-18,201.8699951171875
2024-10-21,202.63999938964844
2024-10-22,202.69000244140625
2024-10-23,199.72000122070312
2024-10-24,201.1199951171875
2024-10-25,202.0500030517578
2024-10-28,202.24000549316406
2024-10-29,203.92999267578125
2024-10-30,202.80999755859375
2024-10-31,197.19000244140625
2024-11-01,198.6999969482422
2024-11-04,198.08999633789062
2024-11-05,200.80999755859375
2024-11-06,205.86000061035156
2024-11-07,209.22999572753906
2024-11-08,209.86000061035156
2024-11-11,210.19000244140625
2024-11-12,210.4199981689453
2024-11-13,210.1999969482422
2024-11-14,208.9499969482422
2024-11-15,204.74000549316406
2024-11-18,205.66000366210938
2024-11-19,207.85000610351562
2024-11-20,207.63999938964844
2024-11-21,207.89999389648438
