Date,FCTDX
2022-02-28,14.119999885559082
2022-03-01,13.890000343322754
2022-03-02,14.140000343322754
2022-03-03,14.020000457763672
2022-03-04,13.850000381469727
2022-03-07,13.399999618530273
2022-03-08,13.350000381469727
2022-03-09,13.729999542236328
2022-03-10,13.670000076293945
2022-03-11,13.479999542236328
2022-03-14,13.359999656677246
2022-03-15,13.619999885559082
2022-03-16,13.970000267028809
2022-03-17,14.149999618530273
2022-03-18,14.329999923706055
2022-03-21,14.300000190734863
2022-03-22,14.460000038146973
2022-03-23,14.260000228881836
2022-03-24,14.470000267028809
2022-03-25,14.529999732971191
2022-03-28,14.59000015258789
2022-03-29,14.8100004196167
2022-03-30,14.6899995803833
2022-03-31,14.470000267028809
2022-04-01,14.550000190734863
2022-04-04,14.65999984741211
2022-04-05,14.449999809265137
2022-04-06,14.289999961853027
2022-04-07,14.34000015258789
2022-04-08,14.3100004196167
2022-04-11,14.100000381469727
2022-04-12,14.050000190734863
2022-04-13,14.239999771118164
2022-04-14,14.069999694824219
2022-04-18,14.050000190734863
2022-04-19,14.270000457763672
2022-04-20,14.279999732971191
2022-04-21,14.020000457763672
2022-04-22,13.640000343322754
2022-04-25,13.720000267028809
2022-04-26,13.34000015258789
2022-04-27,13.359999656677246
2022-04-28,13.6899995803833
2022-04-29,13.239999771118164
2022-05-02,13.319999694824219
2022-05-03,13.390000343322754
2022-05-04,13.770000457763672
2022-05-05,13.260000228881836
2022-05-06,13.15999984741211
2022-05-09,12.6899995803833
2022-05-10,12.720000267028809
2022-05-11,12.520000457763672
2022-05-12,12.529999732971191
2022-05-13,12.859999656677246
2022-05-16,12.819999694824219
2022-05-17,13.09000015258789
2022-05-18,12.600000381469727
2022-05-19,12.569999694824219
2022-05-20,12.579999923706055
2022-05-23,12.8100004196167
2022-05-24,12.680000305175781
2022-05-25,12.819999694824219
2022-05-26,13.0600004196167
2022-05-27,13.369999885559082
2022-05-31,13.260000228881836
2022-06-01,13.15999984741211
2022-06-02,13.420000076293945
2022-06-03,13.229999542236328
2022-06-06,13.270000457763672
2022-06-07,13.420000076293945
2022-06-08,13.270000457763672
2022-06-09,12.960000038146973
2022-06-10,12.579999923706055
2022-06-13,12.079999923706055
2022-06-14,12.029999732971191
2022-06-15,12.199999809265137
2022-06-16,11.789999961853027
2022-06-17,11.829999923706055
2022-06-21,12.09000015258789
2022-06-22,12.069999694824219
2022-06-23,12.180000305175781
2022-06-24,12.5600004196167
2022-06-27,12.539999961853027
2022-06-28,12.300000190734863
2022-06-29,12.279999732971191
2022-06-30,12.15999984741211
2022-07-01,12.279999732971191
2022-07-05,12.300000190734863
2022-07-06,12.329999923706055
2022-07-07,12.529999732971191
2022-07-08,11.960000038146973
2022-07-11,11.8100004196167
2022-07-12,11.710000038146973
2022-07-13,11.65999984741211
2022-07-14,11.600000381469727
2022-07-15,11.829999923706055
2022-07-18,11.75
2022-07-19,12.09000015258789
2022-07-20,12.170000076293945
2022-07-21,12.270000457763672
2022-07-22,12.130000114440918
2022-07-25,12.15999984741211
2022-07-26,12.029999732971191
2022-07-27,12.319999694824219
2022-07-28,12.460000038146973
2022-07-29,12.609999656677246
2022-08-01,12.569999694824219
2022-08-02,12.5
2022-08-03,12.670000076293945
2022-08-04,12.65999984741211
2022-08-05,12.680000305175781
2022-08-08,12.6899995803833
2022-08-09,12.609999656677246
2022-08-10,12.880000114440918
2022-08-11,12.880000114440918
2022-08-12,13.100000381469727
2022-08-15,13.140000343322754
2022-08-16,13.15999984741211
2022-08-17,13.050000190734863
2022-08-18,13.09000015258789
2022-08-19,12.90999984741211
2022-08-22,12.649999618530273
2022-08-23,12.640000343322754
2022-08-24,12.680000305175781
2022-08-25,12.859999656677246
2022-08-26,12.449999809265137
2022-08-29,12.369999885559082
2022-08-30,12.229999542236328
2022-08-31,12.140000343322754
2022-09-01,12.140000343322754
2022-09-02,12.029999732971191
2022-09-06,11.970000267028809
2022-09-07,12.180000305175781
2022-09-08,12.289999961853027
2022-09-09,12.479999542236328
2022-09-12,12.600000381469727
2022-09-13,12.069999694824219
2022-09-14,12.109999656677246
2022-09-15,11.989999771118164
2022-09-16,11.880000114440918
2022-09-19,11.960000038146973
2022-09-20,11.819999694824219
2022-09-21,11.619999885559082
2022-09-22,11.520000457763672
2022-09-23,11.300000190734863
2022-09-26,11.170000076293945
2022-09-27,11.170000076293945
2022-09-28,11.40999984741211
2022-09-29,11.199999809265137
2022-09-30,11.0600004196167
2022-10-03,11.359999656677246
2022-10-04,11.720000267028809
2022-10-05,11.710000038146973
2022-10-06,11.619999885559082
2022-10-07,11.3100004196167
2022-10-10,11.220000267028809
2022-10-11,11.149999618530273
2022-10-12,11.119999885559082
2022-10-13,11.390000343322754
2022-10-14,11.140000343322754
2022-10-17,11.430000305175781
2022-10-18,11.550000190734863
2022-10-19,11.449999809265137
2022-10-20,11.369999885559082
2022-10-21,11.619999885559082
2022-10-24,11.75
2022-10-25,11.949999809265137
2022-10-26,11.880000114440918
2022-10-27,11.8100004196167
2022-10-28,12.069999694824219
2022-10-31,11.989999771118164
2022-11-01,11.970000267028809
2022-11-02,11.680000305175781
2022-11-03,11.569999694824219
2022-11-04,11.729999542236328
2022-11-07,11.850000381469727
2022-11-08,11.920000076293945
2022-11-09,11.670000076293945
2022-11-10,12.3100004196167
2022-11-11,12.40999984741211
2022-11-14,12.300000190734863
2022-11-15,12.420000076293945
2022-11-16,12.300000190734863
2022-11-17,12.260000228881836
2022-11-18,12.3100004196167
2022-11-21,12.25
2022-11-22,12.420000076293945
2022-11-23,12.489999771118164
2022-11-25,12.489999771118164
2022-11-28,12.300000190734863
2022-11-29,12.289999961853027
2022-11-30,12.670000076293945
2022-12-01,12.65999984741211
2022-12-02,12.65999984741211
2022-12-05,12.430000305175781
2022-12-06,12.25
2022-12-07,12.220000267028809
2022-12-08,12.3100004196167
2022-12-09,12.210000038146973
2022-12-12,12.380000114440918
2022-12-13,12.460000038146973
2022-12-14,12.399999618530273
2022-12-15,12.100000381469727
2022-12-16,11.989999771118164
2022-12-19,11.869999885559082
2022-12-20,11.90999984741211
2022-12-21,12.09000015258789
2022-12-22,11.920000076293945
2022-12-23,11.979999542236328
2022-12-27,11.9399995803833
2022-12-28,11.789999961853027
2022-12-29,11.890000343322754
2022-12-30,11.869999885559082
2023-01-03,11.8100004196167
2023-01-04,11.90999984741211
2023-01-05,11.779999732971191
2023-01-06,12.029999732971191
2023-01-09,12.020000457763672
2023-01-10,12.119999885559082
2023-01-11,12.270000457763672
2023-01-12,12.350000381469727
2023-01-13,12.40999984741211
2023-01-17,12.380000114440918
2023-01-18,12.210000038146973
2023-01-19,12.140000343322754
2023-01-20,12.369999885559082
2023-01-23,12.510000228881836
2023-01-24,12.5
2023-01-25,12.5
2023-01-26,12.630000114440918
2023-01-27,12.65999984741211
2023-01-30,12.5
2023-01-31,12.6899995803833
2023-02-01,12.829999923706055
2023-02-02,13.010000228881836
2023-02-03,12.890000343322754
2023-02-06,12.789999961853027
2023-02-07,12.970000267028809
2023-02-08,12.819999694824219
2023-02-09,12.710000038146973
2023-02-10,12.729999542236328
2023-02-13,12.880000114440918
2023-02-14,12.890000343322754
2023-02-15,12.930000305175781
2023-02-16,12.760000228881836
2023-02-17,12.710000038146973
2023-02-21,12.460000038146973
2023-02-22,12.460000038146973
2023-02-23,12.529999732971191
2023-02-24,12.399999618530273
2023-02-27,12.4399995803833
2023-02-28,12.40999984741211
2023-03-01,12.380000114440918
2023-03-02,12.470000267028809
2023-03-03,12.65999984741211
2023-03-06,12.649999618530273
2023-03-07,12.470000267028809
2023-03-08,12.470000267028809
2023-03-09,12.239999771118164
2023-03-10,12.039999961853027
2023-03-13,11.979999542236328
2023-03-14,12.1899995803833
2023-03-15,12.069999694824219
2023-03-16,12.279999732971191
2023-03-17,12.130000114440918
2023-03-20,12.25
2023-03-21,12.430000305175781
2023-03-22,12.220000267028809
2023-03-23,12.25
2023-03-24,12.3100004196167
2023-03-27,12.350000381469727
2023-03-28,12.34000015258789
2023-03-29,12.510000228881836
2023-03-30,12.5600004196167
2023-03-31,12.729999542236328
2023-04-03,12.789999961853027
2023-04-04,12.699999809265137
2023-04-05,12.649999618530273
2023-04-06,12.699999809265137
2023-04-10,12.729999542236328
2023-04-11,12.75
2023-04-12,12.710000038146973
2023-04-13,12.869999885559082
2023-04-14,12.84000015258789
2023-04-17,12.890000343322754
2023-04-18,12.90999984741211
2023-04-19,12.890000343322754
2023-04-20,12.829999923706055
2023-04-21,12.84000015258789
2023-04-24,12.850000381469727
2023-04-25,12.630000114440918
2023-04-26,12.59000015258789
2023-04-27,12.819999694824219
2023-04-28,12.930000305175781
2023-05-01,12.9399995803833
2023-05-02,12.779999732971191
2023-05-03,12.710000038146973
2023-05-04,12.609999656677246
2023-05-05,12.84000015258789
2023-05-08,12.850000381469727
2023-05-09,12.8100004196167
2023-05-10,12.859999656677246
2023-05-11,12.829999923706055
2023-05-12,12.8100004196167
2023-05-15,12.890000343322754
2023-05-16,12.789999961853027
2023-05-17,12.949999809265137
2023-05-18,13.0600004196167
2023-05-19,13.039999961853027
2023-05-22,13.0600004196167
2023-05-23,12.90999984741211
2023-05-24,12.8100004196167
2023-05-25,12.920000076293945
2023-05-26,13.079999923706055
2023-05-30,13.0600004196167
2023-05-31,12.970000267028809
2023-06-01,13.119999885559082
2023-06-02,13.329999923706055
2023-06-05,13.289999961853027
2023-06-06,13.34000015258789
2023-06-07,13.289999961853027
2023-06-08,13.359999656677246
2023-06-09,13.359999656677246
2023-06-12,13.470000267028809
2023-06-13,13.569999694824219
2023-06-14,13.550000190734863
2023-06-15,13.729999542236328
2023-06-16,13.65999984741211
2023-06-20,13.600000381469727
2023-06-21,13.550000190734863
2023-06-22,13.579999923706055
2023-06-23,13.470000267028809
2023-06-26,13.420000076293945
2023-06-27,13.569999694824219
2023-06-28,13.5600004196167
2023-06-29,13.630000114440918
2023-06-30,13.789999961853027
2023-07-03,13.789999961853027
2023-07-05,13.760000228881836
2023-07-06,13.630000114440918
2023-07-07,13.630000114440918
2023-07-10,13.699999809265137
2023-07-11,13.800000190734863
2023-07-12,13.90999984741211
2023-07-13,14.029999732971191
2023-07-14,13.859999656677246
2023-07-17,13.9399995803833
2023-07-18,14.050000190734863
2023-07-19,14.069999694824219
2023-07-20,13.979999542236328
2023-07-21,13.979999542236328
2023-07-24,14.010000228881836
2023-07-25,14.069999694824219
2023-07-26,14.069999694824219
2023-07-27,13.979999542236328
2023-07-28,14.130000114440918
2023-07-31,14.170000076293945
2023-08-01,14.130000114440918
2023-08-02,13.930000305175781
2023-08-03,13.90999984741211
2023-08-04,13.859999656677246
2023-08-07,13.979999542236328
